Timestamp,Initials,Shot Distance (feet),# Out of 5,Group
2024-11-06 10:51:50,BMW,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:51:53,GRD,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:51:58,IMM,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:52:01,ECR,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:52:14,LEB,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:52:24,GRA,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:52:31,M9,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:52:34,zcc,2,3,Immaculate Conception Catholic Elementary School
2024-11-06 10:52:40,MMS,2,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:52:47,GDR,6,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:52:50,veo,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:53:09,LEB,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:53:24,AT,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:53:25,IMM,4,3,Immaculate Conception Catholic Elementary School
2024-11-06 10:53:36,ERFM,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 10:53:37,ECR,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:53:55,GRA,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:53:59,zcc,4,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:54:04,M9,4,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:54:10,MMS,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:54:18,veo,4,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:54:21,GDR,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:54:44,GA,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 10:55:09,AT,4,3,Immaculate Conception Catholic Elementary School
2024-11-06 10:55:14,IMM,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:55:27,BMW,4,3,Immaculate Conception Catholic Elementary School
2024-11-06 10:55:48,ECR,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:55:51,GRA,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:56:08,ERFM,4,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:56:15,KEM,2,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:56:21,LJM,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:56:23,GCL,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:56:24,KEM,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:56:26,zcc,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:56:56,GDR,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:57:12,M9,6,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:57:25,GA,4,5,Immaculate Conception Catholic Elementary School
2024-11-06 10:57:37,MMS,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:57:59,IMM,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:06,AT,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:12,veo,6,3,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:21,ERFM,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:27,GRA,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:39,veo,8,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:40,LJM,4,0,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:44,LEB,6,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:47,ECR,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:58:58,GCL,4,3,Immaculate Conception Catholic Elementary School
2024-11-06 10:59:38,GA,6,2,Immaculate Conception Catholic Elementary School
2024-11-06 10:59:46,zcc,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:00:02,KEM,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:00:09,BMW,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:00:15,IMM,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:00:34,ECR,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:00:51,MMS,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:00:57,AT,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:01:09,GCL,6,2,Immaculate Conception Catholic Elementary School
2024-11-06 11:01:17,LJM,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:01:45,GA,8,4,Immaculate Conception Catholic Elementary School
2024-11-06 11:02:04,veo,10,4,Immaculate Conception Catholic Elementary School
2024-11-06 11:02:29,ERFM,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:02:31,GCL,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:02:57,GA,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:03:03,M9,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:03:12,zcc,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:03:13,LEB,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:03:19,vac,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 11:03:40,AT,10,2,Immaculate Conception Catholic Elementary School
2024-11-06 11:03:53,GCL,10,2,Immaculate Conception Catholic Elementary School
2024-11-06 11:04:26,vac,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 11:04:41,GDR,4,3,Immaculate Conception Catholic Elementary School
2024-11-06 11:04:53,BMW,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:05:01,RW,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 11:05:15,vac,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:05:17,LEB,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:05:17,RW,4,3,Immaculate Conception Catholic Elementary School
2024-11-06 11:05:42,RW,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:05:46,Lm,2,2,Immaculate Conception Catholic Elementary School
2024-11-06 11:05:57,RW,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:06:11,RW,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:06:16,GA8,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 11:06:22,M9,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:06:29,ERFM,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:06:41,vac,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:07:21,GA8,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:07:44,BMW,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:08:12,GA8,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 11:08:13,MEK,8,2,Immaculate Conception Catholic Elementary School
2024-11-06 11:08:53,LJM,10,3,Immaculate Conception Catholic Elementary School
2024-11-06 11:09:32,LJM,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 11:10:07,GA8,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:10:11,SKIBIDI-GURL,10,5,Immaculate Conception Catholic Elementary School
2024-11-06 11:10:34,LJM,4,4,Immaculate Conception Catholic Elementary School
2024-11-06 11:11:38,GA8,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:11:48,LJM,6,3,Immaculate Conception Catholic Elementary School
2024-11-06 11:12:24,LJM,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:12:38,GA8,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 11:12:53,vac,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:13:29,LJM,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:14:10,GA8,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:14:38,GA8,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:15:15,GA8,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 11:15:36,GA8,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:13:37,WWWWW,10,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:40:44,ERFM,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:40:51,sms,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:41:17,BMW,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:41:30,AT,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:41:30,ECR,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:41:36,BMW,4,4,Immaculate Conception Catholic Elementary School
2024-11-07 08:41:41,LJM,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:41:56,LEB,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:41:57,GDR,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:42:05,sms,4,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:42:35,GA8,2,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:43:43,veo,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:44:58,IMM,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:44:59,ECR,4,4,Immaculate Conception Catholic Elementary School
2024-11-07 08:45:24,ERFM,4,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:45:29,GA8,4,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:45:30,GA,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:45:49,AT,4,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:45:54,ECR,6,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:46:16,MMS,2,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:46:42,MN,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:46:57,veo,4,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:47:20,EF,2,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:47:21,LJM,4,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:47:23,GA,4,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:47:33,BMW,6,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:47:48,LEB,4,4,Immaculate Conception Catholic Elementary School
2024-11-07 08:48:01,vac,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:48:02,GDR,4,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:48:18,ECR,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:48:29,BMW,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:48:32,GA8,6,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:48:34,IMM,4,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:48:35,sms,6,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:49:13,ECR,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:49:18,AT,6,4,Immaculate Conception Catholic Elementary School
2024-11-07 08:49:19,MN,4,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:49:33,GCL,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:49:50,GA,6,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:50:02,veo,6,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:50:08,GRA,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:50:29,GRA,6,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:50:29,LJM,6,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:50:39,ERFM,6,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:50:52,GDR,6,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:50:59,sms,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:51:09,LEB,6,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:51:26,MMS,4,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:51:53,GA8,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:51:54,MN,6,4,Immaculate Conception Catholic Elementary School
2024-11-07 08:52:03,BMW,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:52:18,GCL,4,4,Immaculate Conception Catholic Elementary School
2024-11-07 08:52:37,veo,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:53:09,sms,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:53:12,GDR,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:53:12,zch ,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:53:19,GA,8,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:53:44,MN,6,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:53:52,IMM,6,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:53:59,AT,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:54:07,ERFM,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:54:23,veo,10,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:54:41,EF,4,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:54:44,MMS,6,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:54:54,GCL,6,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:55:22,GDR,10,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:55:27,GA,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:55:57,zch,4,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:55:57,EF,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 08:56:10,EF,4,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:56:20,ERFM,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:56:26,EF,6,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:56:37,MN,8,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:56:42,EF,8,2,Immaculate Conception Catholic Elementary School
2024-11-07 08:56:50,LJM,8,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:56:56,EF,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:57:37,GRA,4,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:57:56,MMS,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:58:12,LEB,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 08:58:32,GCL,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:58:35,GA8,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 08:59:16,KEM,2,3,Immaculate Conception Catholic Elementary School
2024-11-07 08:59:34,oti,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 09:00:01,KEM,4,4,Immaculate Conception Catholic Elementary School
2024-11-07 09:00:11,LJM,8,3,Immaculate Conception Catholic Elementary School
2024-11-07 09:00:26,IMM,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:00:28,AT,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:00:28,oti,4,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:00:29,MMS,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:00:47,oti,6,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:00:59,zch,6,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:01:03,oti,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:01:34,oti,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:01:54,LJM,10,2,Immaculate Conception Catholic Elementary School
2024-11-07 09:02:10,KEM,6,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:02:56,LEB,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:02:56,MN,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:03:02,KEM,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:03:48,GCL,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:04:11,KEM,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:04:39,LJM,10,2,Immaculate Conception Catholic Elementary School
2024-11-07 09:04:52,vac,4,3,Immaculate Conception Catholic Elementary School
2024-11-07 09:05:08,LJM,4,3,Immaculate Conception Catholic Elementary School
2024-11-07 09:05:21,IMM,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:05:28,GRA ,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:05:38,GRA,10,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:06:34,zch,8,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:09:48,z,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 09:10:00,z,4,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:10:15,z,6,2,Immaculate Conception Catholic Elementary School
2024-11-07 09:10:30,z,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:10:42,z,10,2,Immaculate Conception Catholic Elementary School
2024-11-07 09:10:51,GP,2,5,Immaculate Conception Catholic Elementary School
2024-11-07 09:11:14,GP,4,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:11:35,GP,6,0,Immaculate Conception Catholic Elementary School
2024-11-07 09:12:32,GP,8,1,Immaculate Conception Catholic Elementary School
2024-11-07 09:12:49,GP,10,1,Immaculate Conception Catholic Elementary School
2024-11-07 10:00:56,SKIBIDY BOI,10,5,Immaculate Conception Catholic Elementary School
2024-11-06 13:17:18,P4B,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:27:03,AMB,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:27:11,CAN,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:27:46,JUzi,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:28:22,BD,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:28:53,AMB,4,2,Santa Maria Catholic Elementary School
2024-11-06 13:29:06,CAN,4,4,Santa Maria Catholic Elementary School
2024-11-06 13:29:13,AY,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:29:23,ymmm,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:29:30,JUzi,4,1,Santa Maria Catholic Elementary School
2024-11-06 13:29:48,BD,4,0,Santa Maria Catholic Elementary School
2024-11-06 13:29:49,T4B,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:29:59,UFM,2,4,Santa Maria Catholic Elementary School
2024-11-06 13:30:26,ymmm,4,4,Santa Maria Catholic Elementary School
2024-11-06 13:30:29,AMB,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:30:35,EL,2,4,Santa Maria Catholic Elementary School
2024-11-06 13:30:36,AY,4,3,Santa Maria Catholic Elementary School
2024-11-06 13:30:38,kmlg,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:30:39,AMM,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:30:45,CAN,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:30:54,UFM,4,0,Santa Maria Catholic Elementary School
2024-11-06 13:31:16,JUzi,6,1,Santa Maria Catholic Elementary School
2024-11-06 13:31:25,T4B,4,0,Santa Maria Catholic Elementary School
2024-11-06 13:31:43,BD,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:31:56,M A L,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:31:57,ymmm,6,4,Santa Maria Catholic Elementary School
2024-11-06 13:32:08,JO,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:32:19,AMB,8,0,Santa Maria Catholic Elementary School
2024-11-06 13:32:27,CAN,8,0,Santa Maria Catholic Elementary School
2024-11-06 13:32:45,AMM,4,3,Santa Maria Catholic Elementary School
2024-11-06 13:32:55,AY,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:32:56,kmlg,4,0,Santa Maria Catholic Elementary School
2024-11-06 13:32:58,AMM,4,3,Santa Maria Catholic Elementary School
2024-11-06 13:32:58,Lm,4,3,Santa Maria Catholic Elementary School
2024-11-06 13:32:58,Lm,6,1,Santa Maria Catholic Elementary School
2024-11-06 13:32:58,Lm,8,2,Santa Maria Catholic Elementary School
2024-11-06 13:32:58,Lm,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:33:13,JUzi,8,0,Santa Maria Catholic Elementary School
2024-11-06 13:33:17,EL,4,0,Santa Maria Catholic Elementary School
2024-11-06 13:33:21,UFM,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:33:27,AMB,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:33:27,M A L,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:33:56,ymmm,8,0,Santa Maria Catholic Elementary School
2024-11-06 13:34:00,BD,8,1,Santa Maria Catholic Elementary School
2024-11-06 13:34:26,T4B,6,1,Santa Maria Catholic Elementary School
2024-11-06 13:34:39,CAN,10,1,Santa Maria Catholic Elementary School
2024-11-06 13:34:58,AMM,6,3,Santa Maria Catholic Elementary School
2024-11-06 13:34:59,JO,4,1,Santa Maria Catholic Elementary School
2024-11-06 13:35:02,kmlg,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:35:13,AY,8,1,Santa Maria Catholic Elementary School
2024-11-06 13:35:35,JUzi,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:36:00,JO,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:36:17,ymmm,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:36:18,BD,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:36:29,UFM,8,0,Santa Maria Catholic Elementary School
2024-11-06 13:36:48,AMM,8,2,Santa Maria Catholic Elementary School
2024-11-06 13:37:00,JO,8,1,Santa Maria Catholic Elementary School
2024-11-06 13:37:27,T4B,8,0,Santa Maria Catholic Elementary School
2024-11-06 13:37:41,M A L,8,0,Santa Maria Catholic Elementary School
2024-11-06 13:37:53,LPD,2,1,Santa Maria Catholic Elementary School
2024-11-06 13:37:56,MTJT,4,1,Santa Maria Catholic Elementary School
2024-11-06 13:38:23,kmlg,8,0,Santa Maria Catholic Elementary School
2024-11-06 13:38:38,LPD,4,3,Santa Maria Catholic Elementary School
2024-11-06 13:38:47,EL,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:39:01,JO,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:39:13,AY,10,1,Santa Maria Catholic Elementary School
2024-11-06 13:39:32,M A L,10,5,Santa Maria Catholic Elementary School
2024-11-06 13:39:48,M A L,4,4,Santa Maria Catholic Elementary School
2024-11-06 13:39:55,LPD,6,2,Santa Maria Catholic Elementary School
2024-11-06 13:40:16,M7A,6,1,Santa Maria Catholic Elementary School
2024-11-06 13:40:29,UFM,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:41:23,T4B,10,1,Santa Maria Catholic Elementary School
2024-11-06 13:41:46,M7A,8,2,Santa Maria Catholic Elementary School
2024-11-06 13:42:22,kmlg,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:42:32,AMM,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:44:12,MK12,4,4,Santa Maria Catholic Elementary School
2024-11-06 13:44:21,M7A,10,0,Santa Maria Catholic Elementary School
2024-11-06 13:45:22,LPD,8,1,Santa Maria Catholic Elementary School
2024-11-06 13:45:24,MK12,4,4,Santa Maria Catholic Elementary School
2024-11-06 13:46:32,LPD,10,2,Santa Maria Catholic Elementary School
2024-11-06 13:47:17,MK12,4,4,Santa Maria Catholic Elementary School
2024-11-06 13:49:53,TAR,4,0,Santa Maria Catholic Elementary School
2024-11-06 13:50:11,MK12,6,5,Santa Maria Catholic Elementary School
2024-11-06 13:50:30,M7A,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:50:54,M7A,4,1,Santa Maria Catholic Elementary School
2024-11-06 13:51:18,sms,2,5,Santa Maria Catholic Elementary School
2024-11-06 13:53:40,sms,4,4,Santa Maria Catholic Elementary School
2024-11-06 13:54:53,sms,6,0,Santa Maria Catholic Elementary School
2024-11-06 13:56:00,sms,8,1,Santa Maria Catholic Elementary School
2024-11-06 14:00:18,sms,10,1,Santa Maria Catholic Elementary School
2024-11-06 14:01:15,sms,2,5,Santa Maria Catholic Elementary School
2024-11-06 14:01:29,sms,4,4,Santa Maria Catholic Elementary School
2024-11-06 14:01:54,sms,6,3,Santa Maria Catholic Elementary School
2024-11-06 14:02:13,sms,8,2,Santa Maria Catholic Elementary School
2024-11-06 14:02:35,sms,10,1,Santa Maria Catholic Elementary School
2024-11-06 15:03:20,AMB,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:03:21,CAN,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:03:29,BD,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:03:49,UFM,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:04:03,CAN,4,1,Santa Maria Catholic Elementary School
2024-11-06 15:04:16,AY,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:04:22,ymmm,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:04:32,kmlg,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:04:36,AMB,4,1,Santa Maria Catholic Elementary School
2024-11-06 15:04:48,BD,4,0,Santa Maria Catholic Elementary School
2024-11-06 15:04:48,UFM,4,0,Santa Maria Catholic Elementary School
2024-11-06 15:05:10,CAN,6,0,Santa Maria Catholic Elementary School
2024-11-06 15:05:36,AY,4,1,Santa Maria Catholic Elementary School
2024-11-06 15:05:36,T4B,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:05:41,ymmm,4,3,Santa Maria Catholic Elementary School
2024-11-06 15:05:44,JUzi,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:05:46,M7A,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:06:09,AMB,6,2,Santa Maria Catholic Elementary School
2024-11-06 15:06:15,JO,2,5,Santa Maria Catholic Elementary School
2024-11-06 15:06:19,UFM,6,0,Santa Maria Catholic Elementary School
2024-11-06 15:06:42,BD,6,0,Santa Maria Catholic Elementary School
2024-11-06 15:06:55,kmlg,4,3,Santa Maria Catholic Elementary School
2024-11-06 15:07:17,CAN,8,0,Santa Maria Catholic Elementary School
2024-11-06 15:07:18,LPD,4,1,Santa Maria Catholic Elementary School
2024-11-06 15:07:19,ymmm,6,2,Santa Maria Catholic Elementary School
2024-11-06 15:08:22,M7A,4,1,Santa Maria Catholic Elementary School
2024-11-06 15:08:25,AMB,8,1,Santa Maria Catholic Elementary School
2024-11-06 15:08:40,AY,6,2,Santa Maria Catholic Elementary School
2024-11-06 15:08:46,UFM,8,0,Santa Maria Catholic Elementary School
2024-11-06 15:09:04,T4B,4,2,Santa Maria Catholic Elementary School
2024-11-06 15:09:06,ymmm,8,0,Santa Maria Catholic Elementary School
2024-11-06 15:09:16,BD,8,1,Santa Maria Catholic Elementary School
2024-11-06 15:09:20,EL,2,2,Santa Maria Catholic Elementary School
2024-11-06 15:09:39,JO,4,0,Santa Maria Catholic Elementary School
2024-11-06 15:09:39,UFM,10,1,Santa Maria Catholic Elementary School
2024-11-06 15:09:52,CAN,10,0,Santa Maria Catholic Elementary School
2024-11-06 15:10:06,AY,8,1,Santa Maria Catholic Elementary School
2024-11-06 15:10:07,kmlg,6,3,Santa Maria Catholic Elementary School
2024-11-06 15:10:21,LPD,6,2,Santa Maria Catholic Elementary School
2024-11-06 15:11:21,T4B,6,1,Santa Maria Catholic Elementary School
2024-11-06 15:11:22,JUzi,4,0,Santa Maria Catholic Elementary School
2024-11-06 15:11:42,AMB,10,0,Santa Maria Catholic Elementary School
2024-11-06 15:11:52,AY,10,2,Santa Maria Catholic Elementary School
2024-11-06 15:12:22,BD,10,1,Santa Maria Catholic Elementary School
2024-11-06 15:12:27,M7A,6,0,Santa Maria Catholic Elementary School
2024-11-06 15:12:29,ymmm,10,0,Santa Maria Catholic Elementary School
2024-11-06 15:12:43,kmlg,8,0,Santa Maria Catholic Elementary School
2024-11-06 15:12:55,JUzi,6,1,Santa Maria Catholic Elementary School
2024-11-06 15:13:29,T4B,8,2,Santa Maria Catholic Elementary School
2024-11-06 15:13:44,T4B,10,1,Santa Maria Catholic Elementary School
