Timestamp,Initials,Shot Distance (feet),# Out of 5,Group
2024-11-19 09:30:50,JA18,6,3,St. Thomas More Catholic Elementary School
2024-11-19 09:30:57,Jethro,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:30:58,LIncoln,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:00,Ca 19,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:00,KCAM,4,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:00,R,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:04,MAT 18,6,0,St. Thomas More Catholic Elementary School
2024-11-19 09:31:04,S 18,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:05,CO,2,4,St. Thomas More Catholic Elementary School
2024-11-19 09:31:08,Micaela,8,0,St. Thomas More Catholic Elementary School
2024-11-19 09:31:08,AY18,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:09,DAB,4,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:10,fb7,6,3,St. Thomas More Catholic Elementary School
2024-11-19 09:31:12,IGN,6,4,St. Thomas More Catholic Elementary School
2024-11-19 09:31:12,AD,6,4,St. Thomas More Catholic Elementary School
2024-11-19 09:31:12,Lincoln,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:16,JOF,2,4,St. Thomas More Catholic Elementary School
2024-11-19 09:31:16,CKA,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:31:17,SEI,8,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:18,M 18,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:20,NCST,4,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:22,EEA,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:22,CO,2,3,St. Thomas More Catholic Elementary School
2024-11-19 09:31:23,JEL19,4,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:26,MJY,8,4,St. Thomas More Catholic Elementary School
2024-11-19 09:31:27,Jethro,6,4,St. Thomas More Catholic Elementary School
2024-11-19 09:31:29,Amaiyah,2,3,St. Thomas More Catholic Elementary School
2024-11-19 09:31:29,DAB,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:30,MAT 18,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:30,S 18,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:31,LNC,6,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:33,M 18,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:34,JNS,6,0,St. Thomas More Catholic Elementary School
2024-11-19 09:31:34,SEI,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:34,Sabrina,4,0,St. Thomas More Catholic Elementary School
2024-11-19 09:31:34,JEL!(,8,0,St. Thomas More Catholic Elementary School
2024-11-19 09:31:35,R,4,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:35,Jared 18,2,4,St. Thomas More Catholic Elementary School
2024-11-19 09:31:39,CO,6,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:40,Lincoln,10,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:43,Micaela,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:43,Ca 19,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:45,NCST,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:46,JEL19,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:46,JA18,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:47,M 18,4,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:48,Jared 18,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:48,AY18,8,0,St. Thomas More Catholic Elementary School
2024-11-19 09:31:49,Sabrina,6,0,St. Thomas More Catholic Elementary School
2024-11-19 09:31:50,MJY,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:50,EEA,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:51,N Y,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:51,AD,2,3,St. Thomas More Catholic Elementary School
2024-11-19 09:31:52,S 18,2,3,St. Thomas More Catholic Elementary School
2024-11-19 09:31:53,Jethro,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:53,DAB,10,1,St. Thomas More Catholic Elementary School
2024-11-19 09:31:57,NCST,2,2,St. Thomas More Catholic Elementary School
2024-11-19 09:31:58,Isabelle,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:31:59,JA18,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:31:59,A7A,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:32:04,Micaela,2,4,St. Thomas More Catholic Elementary School
2024-11-19 09:32:04,VLU,6,2,St. Thomas More Catholic Elementary School
2024-11-19 09:32:05,N Y,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:07,M 18 ,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:32:07,S 18,4,4,St. Thomas More Catholic Elementary School
2024-11-19 09:32:08,CKA,8,1,St. Thomas More Catholic Elementary School
2024-11-19 09:32:08,Amaiyah,4,0,St. Thomas More Catholic Elementary School
2024-11-19 09:32:10,Sabrina,8,1,St. Thomas More Catholic Elementary School
2024-11-19 09:32:12,MAT 18,8,0,St. Thomas More Catholic Elementary School
2024-11-19 09:32:13,NCST,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:32:14,Jethro,4,3,St. Thomas More Catholic Elementary School
2024-11-19 09:32:14,AY18,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:32:20,EIMHB,6,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:20,JEL19,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:32:22,N Y,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:32:25,KCAM,6,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:25,NCST,10,0,St. Thomas More Catholic Elementary School
2024-11-19 09:32:26,Sabrina,10,0,St. Thomas More Catholic Elementary School
2024-11-19 09:32:27,AD,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:32,R,6,2,St. Thomas More Catholic Elementary School
2024-11-19 09:32:35,Isabelle,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:36,JUN,10,4,St. Thomas More Catholic Elementary School
2024-11-19 09:32:37,CKA,6,3,St. Thomas More Catholic Elementary School
2024-11-19 09:32:41,JEL19,4,1,St. Thomas More Catholic Elementary School
2024-11-19 09:32:42,Micaela,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:49,ZMM,6,0,St. Thomas More Catholic Elementary School
2024-11-19 09:32:52,Isabelle,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:54,M 18,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:32:54,S 18,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:54,AD,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:32:58,JEL19,8,0,St. Thomas More Catholic Elementary School
2024-11-19 09:32:58,AJP,6,2,St. Thomas More Catholic Elementary School
2024-11-19 09:33:05,DAB,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:33:15,JHS,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:33:16,Micaela,4,5,St. Thomas More Catholic Elementary School
2024-11-19 09:33:17,EEA,6,4,St. Thomas More Catholic Elementary School
2024-11-19 09:33:19,JEL19,10,1,St. Thomas More Catholic Elementary School
2024-11-19 09:33:35,IBP,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:33:38,Micaela,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:33:42,IGN,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:33:45,Isabelle,4,2,St. Thomas More Catholic Elementary School
2024-11-19 09:33:48,MRS,6,5,St. Thomas More Catholic Elementary School
2024-11-19 09:33:55,KCAM,8,4,St. Thomas More Catholic Elementary School
2024-11-19 09:34:07,Isabelle,8,3,St. Thomas More Catholic Elementary School
2024-11-19 09:34:39,fb7,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:35:02,VLU,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:35:17,MAYE001,8,3,St. Thomas More Catholic Elementary School
2024-11-19 09:35:19,MRS,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:35:37,AJP,8,3,St. Thomas More Catholic Elementary School
2024-11-19 09:35:38,MRS,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:36:32,EIMHB,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:36:34,LNC,8,3,St. Thomas More Catholic Elementary School
2024-11-19 09:36:44,JNS,8,0,St. Thomas More Catholic Elementary School
2024-11-19 09:37:01,KCAM,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:37:12,JHS,10,1,St. Thomas More Catholic Elementary School
2024-11-19 09:37:13,A7A,8,3,St. Thomas More Catholic Elementary School
2024-11-19 09:37:34,IGN ,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:38:05,AJP,10,0,St. Thomas More Catholic Elementary School
2024-11-19 09:38:15,IBP,10,4,St. Thomas More Catholic Elementary School
2024-11-19 09:38:34,fb7,10,1,St. Thomas More Catholic Elementary School
2024-11-19 09:38:44,VLU,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:39:38,WBE,8,5,St. Thomas More Catholic Elementary School
2024-11-19 09:39:52,JNS,10,0,St. Thomas More Catholic Elementary School
2024-11-19 09:40:00,IGN,2,4,St. Thomas More Catholic Elementary School
2024-11-19 09:40:10,WBE,6,5,St. Thomas More Catholic Elementary School
2024-11-19 09:40:35,A7A,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:40:41,J7T,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:40:47,JUL13,2,3,St. Thomas More Catholic Elementary School
2024-11-19 09:41:09,ZMM,10,0,St. Thomas More Catholic Elementary School
2024-11-19 09:41:10,LNC,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:41:19,J7T,4,5,St. Thomas More Catholic Elementary School
2024-11-19 09:41:34,EIMHB,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:41:37,J7T,6,3,St. Thomas More Catholic Elementary School
2024-11-19 09:41:48,VLU,2,3,St. Thomas More Catholic Elementary School
2024-11-19 09:41:57,AJP,2,1,St. Thomas More Catholic Elementary School
2024-11-19 09:42:00,J7T,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:42:00,IBP,10,0,St. Thomas More Catholic Elementary School
2024-11-19 09:42:32,IGN,4,3,St. Thomas More Catholic Elementary School
2024-11-19 09:42:51,MRS,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:42:52,KCAM,2,2,St. Thomas More Catholic Elementary School
2024-11-19 09:43:05,WBE,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:43:33,KCAM,4,1,St. Thomas More Catholic Elementary School
2024-11-19 09:43:43,AJP,4,1,St. Thomas More Catholic Elementary School
2024-11-19 09:43:44,A7A,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:43:54,EIMHB,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:44:22,IBP,10,1,St. Thomas More Catholic Elementary School
2024-11-19 09:44:29,IGN,4,4,St. Thomas More Catholic Elementary School
2024-11-19 09:44:39,JHS,2,3,St. Thomas More Catholic Elementary School
2024-11-19 09:44:58,LNC,2,1,St. Thomas More Catholic Elementary School
2024-11-19 09:45:14,VLU,4,3,St. Thomas More Catholic Elementary School
2024-11-19 09:45:51,MRS,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:46:17,fb7,2,0,St. Thomas More Catholic Elementary School
2024-11-19 09:46:57,KCAM]'[i76t5r4ewq,6,2,St. Thomas More Catholic Elementary School
2024-11-19 09:47:07,J7T,10,4,St. Thomas More Catholic Elementary School
2024-11-19 09:47:19,JEL 18,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:47:34,JEL18,4,1,St. Thomas More Catholic Elementary School
2024-11-19 09:47:50,EIMHB,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:48:15,IGN,8,4,St. Thomas More Catholic Elementary School
2024-11-19 09:48:20,IBP,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:48:28,JEL18,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:49:00,JEL18,2,4,St. Thomas More Catholic Elementary School
2024-11-19 09:49:09,A7A,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:49:10,KCAM,8,1,St. Thomas More Catholic Elementary School
2024-11-19 09:49:31,MRS,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:50:19,AJP,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:50:30,ZMM,2,0,St. Thomas More Catholic Elementary School
2024-11-19 09:50:31,JEL18,6,1,St. Thomas More Catholic Elementary School
2024-11-19 09:50:35,EIMHB,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:50:46,VLU,6,3,St. Thomas More Catholic Elementary School
2024-11-19 09:51:10,IBP,10,2,St. Thomas More Catholic Elementary School
2024-11-19 09:51:49,fb7,4,5,St. Thomas More Catholic Elementary School
2024-11-19 09:52:02,IGN,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:52:33,JHS,4,4,St. Thomas More Catholic Elementary School
2024-11-19 09:53:00,VLU,8,4,St. Thomas More Catholic Elementary School
2024-11-19 09:53:16,LNC,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:53:51,KCAM,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:54:14,AJP,8,0,St. Thomas More Catholic Elementary School
2024-11-19 09:54:37,IBP,10,1,St. Thomas More Catholic Elementary School
2024-11-19 09:54:51,EIMHB,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:55:12,IGN,2,4,St. Thomas More Catholic Elementary School
2024-11-19 09:55:15,MRS,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:56:12,KCAM,2,5,St. Thomas More Catholic Elementary School
2024-11-19 09:56:51,ZMM,4,0,St. Thomas More Catholic Elementary School
2024-11-19 09:56:52,A7A,6,2,St. Thomas More Catholic Elementary School
2024-11-19 09:56:56,VLU,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:56:57,JHS,6,2,St. Thomas More Catholic Elementary School
2024-11-19 09:56:58,J7T,10,3,St. Thomas More Catholic Elementary School
2024-11-19 09:57:26,AJP,10,0,St. Thomas More Catholic Elementary School
2024-11-19 09:57:35,EIMHB,8,3,St. Thomas More Catholic Elementary School
2024-11-19 09:57:54,LNC,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:58:13,KCAM,4,3,St. Thomas More Catholic Elementary School
2024-11-19 09:58:13,IGN,4,5,St. Thomas More Catholic Elementary School
2024-11-19 09:58:36,MRS,10,5,St. Thomas More Catholic Elementary School
2024-11-19 09:58:39,VLU,2,0,St. Thomas More Catholic Elementary School
2024-11-19 09:59:17,A7A,8,2,St. Thomas More Catholic Elementary School
2024-11-19 09:59:20,J7T,8,3,St. Thomas More Catholic Elementary School
2024-11-19 09:59:21,JHS,8,1,St. Thomas More Catholic Elementary School
2024-11-19 09:59:25,IGN,6,5,St. Thomas More Catholic Elementary School
2024-11-19 09:59:51,LNC,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:05:51,S 18,2,5,St. Thomas More Catholic Elementary School
2024-11-19 10:40:17,MRS,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:46:23,BBR,2,1,St. Thomas More Catholic Elementary School
2024-11-19 10:46:33,BBR,4,3,St. Thomas More Catholic Elementary School
2024-11-19 10:46:46,BBR,6,2,St. Thomas More Catholic Elementary School
2024-11-19 10:46:58,BBR,8,2,St. Thomas More Catholic Elementary School
2024-11-19 10:47:06,BBR,10,1,St. Thomas More Catholic Elementary School
2024-11-19 10:47:16,BBR,2,2,St. Thomas More Catholic Elementary School
2024-11-19 10:47:24,BBR,4,1,St. Thomas More Catholic Elementary School
2024-11-19 10:47:33,BBR,6,1,St. Thomas More Catholic Elementary School
2024-11-19 10:47:43,BBR,8,2,St. Thomas More Catholic Elementary School
2024-11-19 10:47:50,BBR,10,2,St. Thomas More Catholic Elementary School
2024-11-19 10:54:34,KKA,6,3,St. Thomas More Catholic Elementary School
2024-11-19 10:54:41,M 18,10,0,St. Thomas More Catholic Elementary School
2024-11-19 10:54:48,CO,4,4,St. Thomas More Catholic Elementary School
2024-11-19 10:54:53,M 18,4,1,St. Thomas More Catholic Elementary School
2024-11-19 10:54:55,JA18,6,5,St. Thomas More Catholic Elementary School
2024-11-19 10:55:02,NCST,10,0,St. Thomas More Catholic Elementary School
2024-11-19 10:55:08,Sabrina,4,0,St. Thomas More Catholic Elementary School
2024-11-19 10:55:12,N Y,6,5,St. Thomas More Catholic Elementary School
2024-11-19 10:55:21,JA18,6,5,St. Thomas More Catholic Elementary School
2024-11-19 10:55:21,Lincoln,10,3,St. Thomas More Catholic Elementary School
2024-11-19 10:55:24,Ca19,2,1,St. Thomas More Catholic Elementary School
2024-11-19 10:55:25,JEL18,2,3,St. Thomas More Catholic Elementary School
2024-11-19 10:55:31,MAT,4,3,St. Thomas More Catholic Elementary School
2024-11-19 10:55:32,AC,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:55:34,AD,2,5,St. Thomas More Catholic Elementary School
2024-11-19 10:55:35,R,4,5,St. Thomas More Catholic Elementary School
2024-11-19 10:55:37,JEL19,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:55:40,Isabelle,4,4,St. Thomas More Catholic Elementary School
2024-11-19 10:55:40,S 18,2,4,St. Thomas More Catholic Elementary School
2024-11-19 10:55:44,Micaela,6,0,St. Thomas More Catholic Elementary School
2024-11-19 10:55:54,AD,4,3,St. Thomas More Catholic Elementary School
2024-11-19 10:56:00,AY18,4,2,St. Thomas More Catholic Elementary School
2024-11-19 10:56:00,MJY,4,3,St. Thomas More Catholic Elementary School
2024-11-19 10:56:01,AC,4,3,St. Thomas More Catholic Elementary School
2024-11-19 10:56:06,NCST,10,0,St. Thomas More Catholic Elementary School
2024-11-19 10:56:07,JUN,8,5,St. Thomas More Catholic Elementary School
2024-11-19 10:56:08,JEL19,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:56:09,JOF,8,3,St. Thomas More Catholic Elementary School
2024-11-19 10:56:09,Amaiyah,2,5,St. Thomas More Catholic Elementary School
2024-11-19 10:56:11,Jethro,10,3,St. Thomas More Catholic Elementary School
2024-11-19 10:56:13,CKA,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:56:15,AD,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:56:15,SEI,6,5,St. Thomas More Catholic Elementary School
2024-11-19 10:56:20,EEA,8,4,St. Thomas More Catholic Elementary School
2024-11-19 10:56:48,DAB,8,2,St. Thomas More Catholic Elementary School
2024-11-19 10:57:17,JEL19,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:57:58,S 18,2,5,St. Thomas More Catholic Elementary School
2024-11-19 10:58:10,JEL19,6,2,St. Thomas More Catholic Elementary School
2024-11-19 10:58:22,JEL19,2,1,St. Thomas More Catholic Elementary School
2024-11-19 10:58:33,JEL19,8,1,St. Thomas More Catholic Elementary School
2024-11-19 10:59:10,EEA,8,5,St. Thomas More Catholic Elementary School
2024-11-19 10:59:16,JUN,10,5,St. Thomas More Catholic Elementary School
2024-11-19 10:59:26,JUN,8,5,St. Thomas More Catholic Elementary School
2024-11-19 10:59:55,JUN,6,5,St. Thomas More Catholic Elementary School
2024-11-19 10:59:57,EEA,8,5,St. Thomas More Catholic Elementary School
2024-11-19 11:00:04,JUN,4,5,St. Thomas More Catholic Elementary School
2024-11-19 11:00:13,JUN,2,5,St. Thomas More Catholic Elementary School
2024-11-19 11:00:43,EEA,6,5,St. Thomas More Catholic Elementary School
2024-11-19 11:01:58,EEA,4,5,St. Thomas More Catholic Elementary School
2024-11-19 11:02:51,EEA,2,5,St. Thomas More Catholic Elementary School
2024-11-19 11:52:21,VLU,4,1,St. Thomas More Catholic Elementary School
2024-11-06 09:32:59,Lyam,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:33:29,PB,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:37:52,GDR,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 09:38:02,veo,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 09:38:11,GA,2,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:38:19,IMM,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:38:24,ECR,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:38:30,z,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:38:49,GRA,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:38:58,zch,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:13,MMS,2,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:14,AT,2,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:18,BMW,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:22,GDR,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:23,LEB,2,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:24,ERFM,2,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:25,GCL,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:30,veo,4,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:36,KEM,2,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:39:51,ECR,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:40:02,GA,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:40:07,AT,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:40:12,MMS,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:40:14,IMM,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:40:28,LEB,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:40:38,zch,4,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:40:51,GRA,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:41:01,RW,2,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:41:08,GCL,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:41:24,veo,6,4,Immaculate Conception Catholic Elementary School
2024-11-06 09:41:52,veo,6,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:41:56,ECR,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:42:01,BMW,4,4,Immaculate Conception Catholic Elementary School
2024-11-06 09:42:03,GDR,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:42:23,GA,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:42:30,zch,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:42:42,AT,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:42:50,GP,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:43:00,LEB,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:43:20,IMM,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:43:48,ERFM,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:43:52,GRA,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:43:55,ECR,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:44:19,MMS,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:44:23,AT,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:44:29,GCL,6,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:44:46,GDR,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:44:54,veo,8,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:45:13,LEB,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:45:13,GA,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:45:13,BMW,6,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:45:25,zch,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:45:44,ERFM,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:46:03,IMM,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:46:15,MMS,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:46:40,GRA,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:46:53,RW,4,4,Immaculate Conception Catholic Elementary School
2024-11-06 09:46:56,ECR,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:47:00,AT,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:47:17,GCL,8,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:47:49,BMW,8,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:47:50,GDR,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:48:03,LEB,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:48:28,GA,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:49:01,IMM,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:49:02,ERFM,8,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:49:38,zch,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:50:05,GRA,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:50:07,MMS,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:50:49,ERFM,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:51:00,MEK,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:51:28,GCL,10,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:51:36,MEK,6,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:51:52,MEK,8,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:52:24,BMW,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:52:46,Lm,2,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:53:01,veo,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:53:33,MMS,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:53:42,z,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:53:42,z,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:53:42,z,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:53:42,z,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:53:59,GP,2,5,Immaculate Conception Catholic Elementary School
2024-11-06 09:54:15,GP,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:54:18,M9,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 09:54:24,RW,6,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:54:34,GP,6,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:55:02,GP,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:55:02,RW,8,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:55:18,M9,8,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:55:19,GP,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:55:31,M9,10,0,Immaculate Conception Catholic Elementary School
2024-11-06 09:56:38,KEM,4,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:56:43,RW,10,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:56:55,KEM,6,3,Immaculate Conception Catholic Elementary School
2024-11-06 09:57:06,KEM,8,2,Immaculate Conception Catholic Elementary School
2024-11-06 09:57:16,M9,4,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:57:30,KEM,10,1,Immaculate Conception Catholic Elementary School
2024-11-06 09:57:51,M9,6,1,Immaculate Conception Catholic Elementary School
2024-11-06 10:51:17,GDR,2,4,Immaculate Conception Catholic Elementary School
2024-11-06 10:51:34,GRA,2,5,Immaculate Conception Catholic Elementary School
