Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Anze Kopitar,C,82,29,41,70,34,24,20:53,10,13,200,14.5,2080,9,773,678,53.3,13,6,46.2
Matt Duchene,C,71,23,47,70,8,19,18:29,5,12,217,10.6,1563,6,532,526,50.3,6,3,50.0
Kyle Okposo,RW,71,27,42,69,-9,51,20:26,5,10,195,13.8,1577,4,97,107,47.5,3,2,66.7
Blake Wheeler,RW,82,28,41,69,4,63,18:41,8,11,225,12.4,1969,4,15,25,37.5,6,1,16.7
Martin St. Louis,RW,81,30,39,69,13,10,20:56,9,12,204,14.7,2081,5,68,99,40.7,4,1,25.0
David Krejci,C,80,19,50,69,39,28,19:07,3,16,169,11.2,1700,6,618,590,51.2,5,0,0.0
Patrick Kane,RW,69,29,40,69,7,22,19:36,10,15,227,12.8,1578,6,4,4,50.0,11,1,9.1
Chris Kunitz,LW,78,35,33,68,25,66,19:09,13,9,218,16.1,1728,8,3,1,75.0,2,1,50.0
Thomas Vanek,LW,78,27,41,68,7,46,19:21,8,10,248,10.9,1685,4,20,26,43.5,8,3,37.5
Jonathan Toews,C,76,28,40,68,26,34,20:28,5,10,193,14.5,1966,5,884,660,57.3,13,7,53.8
Jaromir Jagr,RW,82,24,43,67,16,46,19:09,5,12,231,10.4,1866,6,0,2,0.0,6,1,16.7
Jason Spezza,C,75,23,43,66,-26,46,18:12,9,13,223,10.3,1784,5,775,661,54.0,13,4,30.8
John Tavares,C,59,24,42,66,-6,40,21:14,8,17,188,12.8,1318,4,554,575,49.1,8,1,12.5
Jordan Eberle,RW,80,28,37,65,-11,18,19:32,7,13,200,14.0,2032,4,8,13,38.1,7,5,71.4
Gabriel Landeskog,LW,81,26,39,65,21,71,18:40,5,5,222,11.7,1835,4,13,5,72.2,3,1,33.3
Ryan O'Reilly,C,80,28,36,64,-1,2,19:49,9,13,201,13.9,1941,6,192,179,51.8,7,3,42.9
Bryan Little,C,82,23,41,64,8,58,20:00,8,7,170,13.5,2141,1,785,868,47.5,9,4,44.4
Ryan Johansen,C,82,33,30,63,3,43,17:38,7,13,237,13.9,1847,5,692,619,52.8,7,3,42.9
Nathan MacKinnon,C,82,24,39,63,20,26,17:20,8,9,241,10.0,1735,5,194,258,42.9,3,0,0.0
Patrice Bergeron,C,80,30,32,62,38,43,17:59,7,4,243,12.3,1986,7,1015,717,58.6,7,3,42.9
Alex Steen,LW,68,33,29,62,17,46,20:16,7,10,211,15.6,1869,9,265,276,49.0,10,5,50.0
Jakub Voracek,RW,82,23,39,62,11,22,17:15,8,15,235,9.8,1823,2,4,2,66.7,1,0,0.0
James van Riemsdyk,LW,80,30,31,61,-9,50,21:03,9,6,279,10.8,2079,3,46,67,40.7,10,6,60.0
Jarome Iginla,RW,78,30,31,61,34,47,18:12,4,10,209,14.4,1597,8,8,29,21.6,6,1,16.7
Duncan Keith,D,79,6,55,61,22,28,24:38,3,18,198,3.0,2380,3,0,0,0.0,0,0,0.0
Eric Staal,C,79,21,40,61,-13,74,20:17,1,11,230,9.1,2065,0,754,676,52.7,1,1,100.0
James Neal,LW,59,27,34,61,15,55,18:26,11,15,238,11.3,1251,4,5,13,27.8,4,0,0.0
Marian Hossa,RW,72,30,30,60,28,20,18:16,4,9,241,12.4,1749,4,1,2,33.3,6,1,16.7
Jason Pominville,RW,82,30,30,60,3,16,18:35,7,10,226,13.3,1840,5,87,72,54.7,12,3,25.0
Paul Stastny,C,71,25,35,60,9,22,18:23,4,11,150,16.7,1603,4,655,555,54.1,0,0,0.0
Wayne Simmonds,RW,82,29,31,60,-4,106,16:46,15,9,209,13.9,1694,4,1,1,50.0,1,0,0.0
Max Pacioretty,LW,73,39,21,60,8,35,18:29,10,7,270,14.4,1722,11,6,4,60.0,1,0,0.0
T.J. Oshie,RW,79,21,39,60,19,42,18:59,5,10,152,13.8,2031,5,28,38,42.4,12,9,75.0
Milan Lucic,LW,80,24,35,59,30,91,17:22,3,9,153,15.7,1602,5,61,70,46.6,0,0,0.0
Mats Zuccarello,RW,77,19,40,59,11,32,17:08,4,13,170,11.2,1733,4,3,5,37.5,7,3,42.9
Ondrej Palat,LW,81,23,36,59,32,20,18:02,3,8,165,13.9,1906,3,5,32,13.5,4,1,25.0
Kyle Turris,C,82,26,32,58,22,39,18:43,6,8,215,12.1,2034,5,724,705,50.7,8,4,50.0
Valtteri Filppula,C,75,25,33,58,5,20,19:58,6,14,131,19.1,1796,2,693,633,52.3,13,4,30.8
Frans Nielsen,C,80,25,33,58,-11,8,18:20,5,15,167,15.0,1983,0,534,550,49.3,15,8,53.3
Jussi Jokinen,LW,81,21,36,57,12,18,15:42,6,15,172,12.2,1633,4,160,139,53.5,9,2,22.2
David Backes,RW,74,27,30,57,14,119,19:32,10,6,165,16.4,2025,5,621,580,51.7,0,0,0.0
David Perron,LW,78,28,29,57,-16,90,19:07,8,5,220,12.7,1953,2,13,26,33.3,7,3,42.9
Derek Stepan,C,82,17,40,57,12,18,18:03,5,13,199,8.5,2042,2,683,829,45.2,3,1,33.3
Jaden Schwartz,C,80,25,31,56,28,27,17:31,5,5,188,13.3,1981,1,44,34,56.4,1,0,0.0
Ryan Nugent-Hopkins,C,80,19,37,56,-12,26,20:23,6,14,178,10.7,2089,4,543,737,42.4,1,0,0.0
Shea Weber,D,79,23,33,56,-2,52,26:54,12,14,195,11.8,2423,4,0,0,0.0,0,0,0.0
Zach Parise,LW,67,29,27,56,10,30,20:25,14,6,245,11.8,1674,5,10,14,41.7,14,5,35.7
Dustin Byfuglien,D,78,20,36,56,-20,86,23:05,8,18,256,7.8,1978,1,0,2,0.0,1,0,0.0
Clarke MacArthur,LW,79,24,31,55,12,78,17:38,8,7,159,15.1,1878,5,15,17,46.9,2,0,0.0
Victor Hedman,D,75,13,42,55,5,53,22:26,3,11,170,7.6,2001,2,0,0,0.0,5,0,0.0
Jeff Skinner,C,71,33,21,54,-14,22,17:11,11,9,274,12.0,1631,6,23,28,45.1,4,0,0.0
Jiri Hudler,RW,75,17,37,54,4,16,18:50,2,11,109,15.6,1828,1,4,18,18.2,9,3,33.3
Mikko Koivu,C,65,11,43,54,0,24,20:56,2,16,147,7.5,1686,4,719,592,54.8,14,6,42.9
Andrew Ladd,LW,78,23,31,54,8,57,19:43,4,8,189,12.2,2005,2,24,38,38.7,13,7,53.8
Logan Couture,C,65,23,31,54,21,20,18:56,4,9,233,9.9,1733,6,479,471,50.4,14,7,50.0
Patrik Elias,C,65,18,35,53,-4,30,17:52,4,13,116,15.5,1570,1,276,401,40.8,8,0,0.0
Keith Yandle,D,82,8,45,53,-23,63,24:08,3,28,241,3.3,2242,2,0,0,0.0,0,0,0.0
Patric Hornqvist,RW,76,22,31,53,1,28,16:51,7,10,248,8.9,1625,6,0,6,0.0,1,0,0.0
Brad Marchand,LW,82,25,28,53,36,64,15:56,1,1,149,16.8,1761,5,6,17,26.1,6,1,16.7
P.K. Subban,D,82,10,43,53,-4,81,24:36,4,19,204,4.9,2196,1,0,0,0.0,0,0,0.0
David Desharnais,C,79,16,36,52,11,24,17:12,3,12,96,16.7,1726,2,611,591,50.8,7,5,71.4
Craig Smith,C,79,24,28,52,16,22,16:23,7,3,215,11.2,1698,4,3,16,15.8,8,1,12.5
Scott Hartnell,LW,78,20,32,52,11,103,16:52,9,11,207,9.7,1661,3,4,14,22.2,0,0,0.0
David Legwand,C,83,14,37,51,-17,61,16:58,6,13,146,9.6,1845,4,585,571,50.6,5,1,20.0
Brad Richards,C,82,20,31,51,-8,18,18:41,5,14,259,7.7,1837,2,512,517,49.8,5,3,60.0
Radim Vrbata,RW,80,20,31,51,-6,22,17:57,10,11,263,7.6,1876,2,17,26,39.5,12,5,41.7
James Wisniewski,D,75,7,44,51,0,61,22:37,3,25,166,4.2,1839,1,0,0,0.0,0,0,0.0
Matt Moulson,LW,75,23,28,51,2,34,17:58,9,10,176,13.1,1613,5,2,7,22.2,14,7,50.0
Mikkel Boedker,LW,82,19,32,51,-9,20,17:24,5,11,166,11.4,1891,1,3,4,42.9,13,5,38.5
Alex Pietrangelo,D,81,8,43,51,20,32,25:21,2,16,164,4.9,2583,1,0,0,0.0,0,0,0.0
Reilly Smith,RW,82,20,31,51,28,14,14:42,6,8,146,13.7,1584,3,0,2,0.0,4,2,50.0
Nazem Kadri,C,78,20,30,50,-11,67,17:23,7,11,148,13.5,1748,2,510,617,45.3,1,0,0.0
Tyler Johnson,C,82,24,26,50,23,26,18:47,5,5,181,13.3,1998,4,614,661,48.2,2,0,0.0
Henrik Sedin,C,70,11,39,50,3,42,20:40,4,14,97,11.3,1677,1,574,523,52.3,2,0,0.0
Jeff Carter,C,72,27,23,50,8,44,18:57,8,6,256,10.5,1731,5,336,308,52.2,13,4,30.8
Brandon Dubinsky,C,76,16,34,50,5,98,18:46,4,6,189,8.5,1835,2,586,521,52.9,0,0,0.0
Daniel Alfredsson,RW,68,18,31,49,2,10,16:55,4,14,151,11.9,1492,4,5,9,35.7,10,2,20.0
Mike Fisher,C,75,20,29,49,-4,60,19:45,4,7,177,11.3,1861,4,596,550,52.0,1,0,0.0
Niklas Kronwall,D,79,8,41,49,0,44,24:18,5,20,110,7.3,2478,0,0,0,0.0,0,0,0.0
Joel Ward,RW,82,24,25,49,7,32,16:04,6,4,133,18.0,1771,4,90,109,45.2,1,0,0.0
Nick Bonino,C,77,22,27,49,14,22,16:13,7,13,159,13.8,1669,2,583,611,48.8,8,3,37.5
Tyler Bozak,C,58,19,30,49,2,14,20:56,5,3,90,21.1,1574,1,681,718,48.7,5,3,60.0
Gustav Nyquist,RW,57,28,20,48,16,10,16:51,6,3,153,18.3,1265,6,5,4,55.6,3,0,0.0
Henrik Zetterberg,C,45,16,32,48,19,20,20:33,3,14,151,10.6,1126,1,259,230,53.0,4,0,0.0
Brent Burns,D,69,22,26,48,26,34,16:48,2,9,245,9.0,1699,3,61,70,46.6,2,0,0.0
Bobby Ryan,RW,70,23,25,48,7,45,16:52,6,3,190,12.1,1578,2,8,5,61.5,4,0,0.0
Travis Zajac,C,80,18,30,48,3,28,20:18,3,12,165,10.9,2057,3,761,633,54.6,6,0,0.0
Carl Soderberg,C,73,16,32,48,4,36,14:15,5,11,129,12.4,1276,3,139,189,42.4,2,0,0.0
Shane Doan,RW,69,23,24,47,-7,34,18:56,10,9,167,13.8,1618,4,6,6,50.0,2,0,0.0
Mike Ribeiro,C,80,16,31,47,-13,52,17:59,4,11,110,14.5,1696,3,391,512,43.3,6,1,16.7
Daniel Sedin,LW,73,16,31,47,0,38,20:36,5,13,224,7.1,1754,4,8,19,29.6,4,0,0.0
Mark Giordano,D,64,14,33,47,12,63,25:14,7,13,180,7.8,2001,2,0,0,0.0,0,0,0.0
Brandon Saad,LW,78,19,28,47,20,20,16:17,3,6,159,12.0,1694,2,50,72,41.0,3,0,0.0
Matt Niskanen,D,81,10,36,46,33,51,21:17,3,12,162,6.2,1932,6,0,0,0.0,0,0,0.0
Michael Cammalleri,LW,63,26,19,45,-13,26,19:50,6,8,191,13.6,1594,8,88,103,46.1,6,2,33.3
Antoine Vermette,C,82,24,21,45,0,44,19:12,7,6,160,15.0,2171,4,1005,778,56.4,9,4,44.4
Derick Brassard,C,81,18,27,45,2,46,15:47,7,11,159,11.3,1738,4,469,508,48.0,1,0,0.0
Mason Raymond,LW,82,19,26,45,-6,22,17:20,6,5,178,10.7,1859,4,7,9,43.8,7,2,28.6
Kevin Shattenkirk,D,81,10,35,45,1,38,20:34,7,19,188,5.3,2118,5,0,0,0.0,6,3,50.0
Cody Hodgson,C,72,20,24,44,-26,20,18:08,9,10,182,11.0,1566,0,453,516,46.7,8,2,25.0
Oliver Ekman-Larsson,D,80,15,29,44,-4,50,25:53,8,14,199,7.5,2355,6,0,1,0.0,5,1,20.0
Marcus Johansson,LW,80,8,36,44,-21,4,17:32,6,15,107,7.5,1722,1,95,179,34.7,1,0,0.0
Joffrey Lupul,RW,69,22,22,44,-15,44,18:27,6,6,191,11.5,1574,1,24,31,43.6,7,6,85.7
Mark Streit,D,82,10,34,44,3,44,20:38,4,11,121,8.3,2175,2,0,0,0.0,0,0,0.0
Andrej Sekera,D,74,11,33,44,4,20,23:40,4,11,142,7.7,2183,1,0,0,0.0,0,0,0.0
Olli Jokinen,C,82,18,25,43,-8,62,17:01,2,6,171,10.5,1871,1,612,718,46.0,8,3,37.5
Andrei Markov,D,81,7,36,43,12,34,25:14,2,19,131,5.3,2321,1,0,0,0.0,1,1,100.0
Justin Williams,RW,82,19,24,43,14,48,16:57,4,3,239,8.0,1806,1,2,8,20.0,4,1,25.0
Ales Hemsky,RW,75,13,30,43,-15,24,15:57,2,11,138,9.4,1699,1,1,3,25.0,1,1,100.0
Tomas Plekanec,C,81,20,23,43,11,38,19:46,3,7,199,10.1,2130,5,822,891,48.0,2,0,0.0
Ryan Kesler,C,77,25,18,43,-15,81,21:48,9,7,239,10.5,1998,5,740,666,52.6,7,1,14.3
Ryan Suter,D,82,8,35,43,15,34,29:24,3,14,150,5.3,2623,0,1,0,100.0,0,0,0.0
Troy Brouwer,RW,82,25,18,43,-6,92,18:50,12,9,161,15.5,1952,3,223,213,51.1,6,2,33.3
Mathieu Perreault,LW,69,18,25,43,13,36,13:52,4,5,120,15.0,1238,1,437,393,52.7,1,0,0.0
Ryan McDonagh,D,77,14,29,43,11,36,24:49,2,11,177,7.9,2304,4,0,0,0.0,0,0,0.0
Tyler Ennis,LW,80,21,22,43,-25,42,18:51,6,10,210,10.0,1729,0,242,383,38.7,10,3,30.0
Adam Henrique,C,77,25,18,43,3,20,18:03,7,5,137,18.2,1896,4,407,511,44.3,5,0,0.0
Vladimir Tarasenko,RW,64,21,22,43,20,16,15:10,5,2,136,15.4,1396,3,2,4,33.3,5,3,60.0
Michael Frolik,RW,81,15,27,42,8,12,16:40,1,1,189,7.9,1789,2,43,25,63.2,2,0,0.0
Jason Chimera,LW,82,15,27,42,4,36,15:25,1,4,167,9.0,1729,0,38,49,43.7,1,0,0.0
Marek Zidlicky,D,81,12,30,42,-3,60,21:38,8,10,128,9.4,2216,2,0,0,0.0,1,0,0.0
Alexander Semin,RW,65,22,20,42,1,42,19:54,6,6,210,10.5,1605,3,1,9,10.0,3,0,0.0
Teddy Purcell,RW,81,12,30,42,-3,14,16:27,3,14,157,7.6,1655,4,4,12,25.0,6,1,16.7
Andrew Cogliano,C,82,21,21,42,13,26,15:23,0,0,157,13.4,1833,5,11,16,40.7,0,0,0.0
Alex Goligoski,D,81,6,36,42,9,28,24:18,3,12,141,4.3,2282,0,0,1,0.0,0,0,0.0
Mike Richards,C,82,11,30,41,-6,28,16:58,4,8,157,7.0,1917,3,489,418,53.9,8,1,12.5
Brent Seabrook,D,82,7,34,41,23,22,22:15,3,6,149,4.7,2477,0,0,0,0.0,0,0,0.0
Johan Franzen,RW,54,16,25,41,6,40,17:39,7,10,149,10.7,1276,4,119,106,52.9,2,0,0.0
Alex Killorn,LW,82,17,24,41,8,63,16:46,3,5,173,9.8,1755,2,74,98,43.0,1,0,0.0
Brayden Schenn,C,82,20,21,41,0,54,15:44,4,5,178,11.2,1652,6,296,389,43.2,2,1,50.0
Evander Kane,LW,63,19,22,41,-7,66,20:17,1,4,250,7.6,1570,4,45,60,42.9,3,0,0.0
Brendan Gallagher,RW,81,19,22,41,4,73,15:57,8,1,211,9.0,1744,0,47,81,36.7,3,0,0.0
Mikael Granlund,C,63,8,33,41,-3,22,17:19,2,10,104,7.7,1410,2,415,374,52.6,2,0,0.0
Steven Stamkos,C,37,25,15,40,9,18,20:14,9,4,124,20.2,896,5,260,269,49.1,4,2,50.0
Roman Josi,D,72,13,27,40,-2,18,26:25,3,10,168,7.7,2184,2,0,0,0.0,6,3,50.0
Cam Atkinson,RW,79,21,19,40,-4,18,15:47,4,5,216,9.7,1635,5,0,0,0.0,5,2,40.0
Matt Read,RW,75,22,18,40,-4,16,18:47,0,2,151,14.6,1840,3,12,16,42.9,6,1,16.7
Torey Krug,D,79,14,26,40,18,28,17:30,6,13,183,7.7,1743,2,1,1,50.0,0,0,0.0
Zdeno Chara,D,77,17,23,40,25,66,24:39,10,5,168,10.1,2196,3,0,0,0.0,0,0,0.0
Brian Gionta,RW,81,18,22,40,1,22,17:50,2,5,184,9.8,1887,3,23,37,38.3,0,0,0.0
Martin Hanzal,C,65,15,25,40,-9,73,18:40,5,8,169,8.9,1596,2,599,500,54.5,0,0,0.0
Jordan Staal,C,82,15,25,40,2,34,18:56,2,8,165,9.1,2153,2,803,674,54.4,0,0,0.0
Matt Cullen,C,77,10,29,39,4,32,15:29,1,8,134,7.5,1557,2,438,334,56.7,6,1,16.7
Rick Nash,LW,65,26,13,39,10,36,17:01,4,3,258,10.1,1592,9,2,0,100.0,4,0,0.0
Christopher Higgins,LW,78,17,22,39,-14,30,19:10,2,1,216,7.9,1958,4,17,21,44.7,8,2,25.0
Milan Michalek,LW,82,17,22,39,-25,41,17:35,4,4,169,10.1,1988,1,6,8,42.9,8,1,12.5
Nick Foligno,LW,70,18,21,39,5,96,16:03,3,3,111,16.2,1408,5,6,7,46.2,0,0,0.0
Erik Johnson,D,80,9,30,39,5,61,23:00,2,12,157,5.7,2258,2,0,0,0.0,0,0,0.0
Artem Anisimov,C,81,22,17,39,-2,20,16:35,3,3,162,13.6,1789,5,476,489,49.3,3,1,33.3
Mikael Backlund,C,76,18,21,39,4,32,18:32,5,6,178,10.1,1967,3,628,694,47.5,2,0,0.0
Tomas Tatar,LW,73,19,20,39,12,30,14:21,2,4,158,12.0,1451,3,26,26,50.0,9,3,33.3
Sean Couturier,C,82,13,26,39,1,45,19:05,0,3,165,7.9,2063,2,646,707,47.7,5,1,20.0
Andrew Shaw,RW,80,20,19,39,12,76,15:41,5,4,149,13.4,1588,2,296,388,43.3,2,0,0.0
Tommy Wingels,C,77,16,22,38,11,35,16:06,0,5,163,9.8,1781,7,20,36,35.7,1,0,0.0
Josh Bailey,RW,77,8,30,38,-8,26,15:50,2,8,98,8.2,1576,1,113,115,49.6,4,1,25.0
Tyson Barrie,D,64,13,25,38,17,20,18:32,4,6,101,12.9,1487,5,0,0,0.0,2,1,50.0
Nick Bjugstad,C,76,16,22,38,-14,16,16:13,0,3,185,8.6,1742,4,549,574,48.9,5,2,40.0
Mike Green,D,70,9,29,38,-16,64,22:43,3,12,172,5.2,1689,2,0,0,0.0,1,0,0.0
Jamie McGinn,LW,79,19,19,38,-3,30,15:46,5,4,167,11.4,1600,3,1,1,50.0,0,0,0.0
Brian Campbell,D,82,7,30,37,-6,20,26:57,2,10,116,6.0,2474,2,0,1,0.0,0,0,0.0
Vincent Lecavalier,C,69,20,17,37,-16,44,15:11,8,5,132,15.2,1389,3,200,248,44.6,8,2,25.0
Pavel Datsyuk,C,45,17,20,37,1,6,20:16,6,6,126,13.5,1122,2,446,389,53.4,8,2,25.0
Jay Bouwmeester,D,82,4,33,37,26,20,24:02,1,10,152,2.6,2569,0,3,1,75.0,0,0,0.0
Derek Roy,C,75,9,28,37,-1,30,13:37,4,12,114,7.9,1393,2,219,247,47.0,2,1,50.0
Scottie Upshall,RW,76,15,22,37,1,73,15:55,1,5,161,9.3,1748,3,32,39,45.1,1,0,0.0
Loui Eriksson,LW,61,10,27,37,14,6,16:31,2,9,115,8.7,1243,2,0,0,0.0,2,0,0.0
Sam Gagner,C,67,10,27,37,-29,41,18:22,1,6,143,7.0,1573,1,451,512,46.8,3,1,33.3
Drew Doughty,D,78,10,27,37,18,64,25:42,6,10,177,5.7,2450,2,0,0,0.0,1,0,0.0
John Carlson,D,82,10,27,37,-3,22,24:30,5,17,208,4.8,2182,0,0,1,0.0,0,0,0.0
Chris Kreider,LW,66,17,20,37,14,72,15:43,6,6,136,12.5,1424,0,8,11,42.1,0,0,0.0
Cam Fowler,D,70,6,30,36,15,14,23:51,4,11,100,6.0,2048,2,0,0,0.0,0,0,0.0
Nino Niederreiter,RW,81,14,22,36,12,44,14:05,2,4,143,9.8,1583,1,7,19,26.9,2,1,50.0
Dan Boyle,D,75,12,24,36,-8,32,21:16,6,12,154,7.8,1800,1,0,0,0.0,5,1,20.0
Brad Boyes,RW,78,21,15,36,-6,28,17:02,2,1,176,11.9,1745,1,37,32,53.6,10,6,60.0
Benoit Pouliot,LW,80,15,21,36,10,56,13:26,7,1,141,10.6,1545,4,20,19,51.3,3,1,33.3
Ryan Callahan,RW,65,17,19,36,1,24,18:38,7,5,163,10.4,1520,3,13,19,40.6,3,0,0.0
Kris Versteeg,RW,81,12,24,36,0,36,14:27,1,7,157,7.6,1556,1,56,63,47.1,2,0,0.0
Kimmo Timonen,D,77,6,29,35,5,32,20:19,1,19,152,3.9,2156,1,0,0,0.0,1,0,0.0
Dustin Penner,LW,67,14,21,35,25,30,14:28,5,6,119,11.8,1274,2,15,32,31.9,1,0,0.0
Mikhail Grabovski,C,58,13,22,35,6,26,15:45,3,5,81,16.0,1136,1,346,295,54.0,12,5,41.7
Cody Eakin,C,81,16,19,35,-9,36,17:19,3,3,161,9.9,1903,2,585,638,47.8,1,0,0.0
Alex Chiasson,RW,79,13,22,35,-21,38,15:06,6,7,144,9.0,1611,4,64,68,48.5,5,1,20.0
Slava Voynov,D,82,4,30,34,6,44,22:17,1,12,143,2.8,2326,0,1,0,100.0,0,0,0.0
Jason Demers,D,75,5,29,34,14,30,19:29,1,8,105,4.8,1850,0,0,0,0.0,1,0,0.0
Mark Scheifele,C,63,13,21,34,9,14,16:21,1,3,100,13.0,1254,2,331,454,42.2,1,0,0.0
Michael Ryder,RW,82,18,16,34,-6,18,15:46,4,4,166,10.8,1646,2,4,8,33.3,2,0,0.0
R.J. Umberger,LW,74,18,16,34,-3,26,16:10,8,4,136,13.2,1599,3,25,15,62.5,0,0,0.0
Lee Stempniak,RW,73,12,22,34,-16,32,18:27,0,4,178,6.7,1822,1,10,23,30.3,5,2,40.0
Drew Stafford,RW,70,16,18,34,-19,39,18:38,2,5,185,8.6,1586,1,106,91,53.8,3,1,33.3
Mark Letestu,C,82,12,22,34,1,20,14:41,5,6,122,9.8,1695,1,374,356,51.2,7,3,42.9
Valeri Nichushkin,RW,79,14,20,34,20,8,14:58,2,1,128,10.9,1497,2,0,1,0.0,1,0,0.0
Sean Monahan,C,75,22,12,34,-20,8,15:58,3,4,140,15.7,1695,2,476,560,45.9,8,5,62.5
Jason Garrison,D,81,7,26,33,-5,57,20:53,4,11,181,3.9,2158,1,0,0,0.0,0,0,0.0
Colin Wilson,C,81,11,22,33,-1,21,15:12,2,3,112,9.8,1602,3,166,177,48.4,1,0,0.0
Carl Hagelin,LW,72,17,16,33,8,44,15:31,0,0,144,11.8,1558,5,0,5,0.0,0,0,0.0
Justin Schultz,D,74,11,22,33,-22,16,23:20,1,11,109,10.1,1971,3,0,1,0.0,0,0,0.0
Mika Zibanejad,C,69,16,17,33,-15,18,14:19,3,5,153,10.5,1395,0,183,214,46.1,6,3,50.0
Christian Ehrhoff,D,79,6,27,33,-27,38,23:54,1,11,161,3.7,2113,2,0,0,0.0,0,0,0.0
Matt Stajan,C,63,14,19,33,-13,42,18:22,0,1,70,20.0,1621,2,527,569,48.1,0,0,0.0
P.A. Parenteau,RW,55,14,19,33,3,30,16:57,1,2,110,12.7,1142,1,2,12,14.3,4,1,25.0
Cody Franson,D,79,5,28,33,-20,30,20:41,1,17,115,4.3,2215,0,0,0,0.0,0,0,0.0
Jack Johnson,D,82,5,28,33,-7,48,24:40,4,14,147,3.4,2111,0,0,1,0.0,0,0,0.0
Vladimir Sobotka,LW,61,9,24,33,14,72,16:44,1,6,102,8.8,1457,1,503,310,61.9,1,0,0.0
Ray Whitney,LW,69,9,23,32,-6,14,13:57,3,12,124,7.3,1229,0,1,1,50.0,3,0,0.0
Andy Greene,D,82,8,24,32,3,32,24:34,3,10,134,6.0,2387,3,0,0,0.0,0,0,0.0
Patrik Berglund,C,78,14,18,32,10,38,16:10,2,2,144,9.7,1864,2,373,410,47.6,1,0,0.0
John Mitchell,,75,11,21,32,13,36,16:16,3,0,107,10.3,1571,2,374,374,50.0,0,0,0.0
Nick Spaling,C,71,13,19,32,2,14,16:01,3,3,85,15.3,1574,1,88,79,52.7,0,0,0.0
Justin Faulk,D,76,5,27,32,-9,37,23:24,2,6,152,3.3,2264,1,0,0,0.0,0,0,0.0
Ryan Garbutt,LW,75,17,15,32,10,106,13:03,0,0,165,10.3,1425,1,4,6,40.0,1,0,0.0
Nathan Gerbe,LW,81,16,15,31,-6,36,16:24,3,4,221,7.2,1829,1,2,4,33.3,2,0,0.0
TJ Brodie,D,81,4,27,31,0,20,24:03,1,6,104,3.8,2550,2,0,0,0.0,1,0,0.0
Nick Leddy,D,82,7,24,31,10,10,16:22,4,6,123,5.7,1719,1,0,0,0.0,0,0,0.0
Kyle Palmieri,C,71,14,17,31,9,38,11:56,0,0,147,9.5,1188,4,9,14,39.1,5,1,20.0
Jake Gardiner,D,80,10,21,31,-3,19,21:04,2,9,136,7.4,2061,1,0,0,0.0,0,0,0.0
Dion Phaneuf,D,80,8,23,31,2,144,23:33,2,9,145,5.5,2326,0,0,1,0.0,0,0,0.0
Eric Fehr,RW,73,13,18,31,0,32,14:44,0,1,137,9.5,1466,2,196,230,46.0,11,5,45.5
Matthew Carle,D,82,2,29,31,11,28,22:11,1,6,115,1.7,2242,0,0,1,0.0,3,2,66.7
Alex Galchenyuk,C,65,13,18,31,-12,26,14:23,3,7,110,11.8,1268,2,5,10,33.3,6,1,16.7
Hampus Lindholm,D,78,6,24,30,29,36,19:25,1,3,116,5.2,1921,1,0,1,0.0,0,0,0.0
