Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Patrick Kane,RW,82,46,60,106,17,30,20:24,17,20,287,16.0,1967,9,11,40,21.6,3,1,33.3
Jamie Benn,LW,82,41,48,89,7,64,20:01,17,13,247,16.6,2191,5,226,252,47.3,3,1,33.3
Sidney Crosby,C,80,36,49,85,19,42,20:28,10,14,248,14.5,2114,9,986,921,51.7,8,2,25.0
Joe Thornton,C,82,19,63,82,25,54,18:21,8,21,121,15.7,1962,6,399,354,53.0,0,0,0.0
Erik Karlsson,D,82,16,66,82,-2,50,28:58,1,25,248,6.5,2221,3,0,1,0.0,1,0,0.0
Joe Pavelski,C,82,38,40,78,25,30,19:48,12,16,224,17.0,2067,11,516,422,55.0,6,3,50.0
Blake Wheeler,RW,82,26,52,78,8,49,19:47,3,14,256,10.2,2101,5,10,18,35.7,6,2,33.3
Johnny Gaudreau,LW,79,30,48,78,4,20,19:55,6,15,217,13.8,1970,6,2,3,40.0,5,1,20.0
Evgeny Kuznetsov,C,82,20,57,77,27,32,17:24,5,13,193,10.4,1699,4,543,594,47.8,6,1,16.7
Artemi Panarin,LW,80,30,47,77,8,32,18:31,8,16,187,16.0,1820,7,0,0,0.0,2,1,50.0
Brent Burns,D,82,27,48,75,-5,53,25:51,7,23,353,7.6,2252,4,1,0,100.0,1,1,100.0
Anze Kopitar,C,81,25,49,74,34,16,20:52,5,13,177,14.1,2036,8,950,826,53.5,5,3,60.0
Vladimir Tarasenko,RW,80,40,34,74,7,37,18:38,12,12,292,13.7,2129,7,0,1,0.0,9,1,11.1
Tyler Seguin,C,72,33,40,73,2,16,19:26,7,17,278,11.9,1744,6,470,376,55.6,4,2,50.0
Alex Ovechkin,LW,79,50,21,71,21,53,20:18,19,5,398,12.6,1714,8,0,0,0.0,2,2,100.0
Nicklas Backstrom,C,75,20,50,70,17,36,19:10,3,27,129,15.5,1743,4,659,698,48.6,3,1,33.3
John Tavares,C,78,33,37,70,6,38,19:59,7,12,250,13.2,1744,5,741,629,54.1,7,1,14.3
Patrice Bergeron,C,80,32,36,68,12,49,19:50,12,13,282,11.3,2080,6,1130,848,57.1,5,0,0.0
Kris Letang,D,71,16,51,67,9,66,26:56,5,22,218,7.3,2198,2,0,0,0.0,5,3,60.0
Claude Giroux,RW,78,22,45,67,-8,53,20:32,6,21,241,9.1,2124,5,1081,800,57.5,9,2,22.2
Jaromir Jagr,RW,79,27,39,66,23,48,17:04,5,6,143,18.9,1616,4,0,1,0.0,0,0,0.0
Nikita Kucherov,RW,77,30,36,66,9,30,18:12,9,16,209,14.4,1607,4,0,1,0.0,4,0,0.0
Taylor Hall,LW,82,26,39,65,-4,54,19:12,4,8,286,9.1,1961,6,14,25,35.9,0,0,0.0
Filip Forsberg,LW,82,33,31,64,1,47,19:03,8,15,247,13.4,2048,3,2,7,22.2,6,2,33.3
Kyle Okposo,RW,79,22,42,64,-4,51,18:12,7,16,202,10.9,1708,4,23,40,36.5,10,5,50.0
Max Pacioretty,LW,82,30,34,64,-10,34,18:31,8,9,303,9.9,2107,6,6,7,46.2,7,3,42.9
Steven Stamkos,C,77,36,28,64,3,38,19:45,14,9,216,16.7,1736,8,463,464,49.9,1,1,100.0
Jason Spezza,C,75,33,30,63,4,22,16:31,9,15,202,16.3,1635,7,538,443,54.8,2,1,50.0
Ryan Getzlaf,C,77,13,50,63,14,55,19:30,6,16,178,7.3,1889,5,602,617,49.4,1,1,100.0
Loui Eriksson,LW,82,30,33,63,13,12,19:28,10,7,184,16.3,1936,5,12,9,57.1,1,0,0.0
David Krejci,C,72,17,46,63,4,32,20:18,4,14,143,11.9,1736,3,560,557,50.1,2,1,50.0
Sean Monahan,C,81,27,36,63,-6,18,19:10,7,13,197,13.7,2128,5,887,852,51.0,5,1,20.0
Corey Perry,RW,82,34,28,62,2,68,17:42,12,12,215,15.8,1813,6,2,8,20.0,7,1,14.3
Jeff Carter,C,77,24,38,62,18,20,18:23,4,8,242,9.9,1786,6,598,630,48.7,4,0,0.0
Daniel Sedin,LW,82,28,33,61,7,36,18:20,8,11,258,10.9,1923,6,5,14,26.3,2,0,0.0
Brad Marchand,LW,77,37,24,61,21,90,18:36,6,2,250,14.8,1934,6,21,35,37.5,3,0,0.0
Roman Josi,D,81,14,47,61,-3,43,25:29,6,18,198,7.1,2418,3,0,0,0.0,1,0,0.0
Mark Stone,RW,75,23,38,61,-4,38,20:06,5,10,151,15.2,1789,1,8,11,42.1,3,0,0.0
Mats Zuccarello,RW,81,26,35,61,2,34,18:28,7,11,166,15.7,1901,4,5,6,45.5,5,3,60.0
Mark Scheifele,C,71,29,32,61,16,48,18:32,7,4,194,14.9,1641,3,515,651,44.2,3,2,66.7
Ryan Johansen,C,80,14,46,60,6,61,17:33,4,18,185,7.6,1745,2,652,594,52.3,6,2,33.3
Jussi Jokinen,LW,81,18,42,60,25,42,18:17,5,7,153,11.8,1917,1,135,127,51.5,2,1,50.0
Wayne Simmonds,RW,81,32,28,60,-7,147,17:14,13,8,229,14.0,1831,5,5,2,71.4,5,1,20.0
Ryan O'Reilly,C,71,21,39,60,-16,8,21:44,8,14,157,13.4,1835,2,1024,788,56.5,6,0,0.0
Phil Kessel,RW,82,26,33,59,9,18,18:22,4,13,274,9.5,1886,5,2,3,40.0,3,1,33.3
Mike Hoffman,C,78,29,30,59,1,18,17:32,9,4,242,12.0,1674,3,8,10,44.4,3,1,33.3
Matt Duchene,C,76,30,29,59,-8,24,18:35,8,7,200,15.0,1746,6,428,311,57.9,3,1,33.3
Brayden Schenn,C,80,26,33,59,3,33,16:53,11,11,178,14.6,1720,5,52,64,44.8,3,0,0.0
