Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Henrik Sedin,C,82,29,83,112,35,48,19:40,4,23,166,17.5,2060,5,756,771,49.5,0,0,0.0
Alex Ovechkin,LW,72,50,59,109,45,89,21:47,13,23,368,13.6,1420,7,10,12,45.5,9,2,22.2
Sidney Crosby,C,81,51,58,109,15,71,21:57,13,21,298,17.1,1900,6,1001,790,55.9,10,8,80.0
Nicklas Backstrom,C,82,33,68,101,37,50,20:26,11,26,222,14.9,1763,4,667,669,49.9,9,4,44.4
Steven Stamkos,C,82,51,44,95,-2,38,20:32,24,17,297,17.2,2077,5,481,523,47.9,9,3,33.3
Martin St. Louis,RW,82,29,65,94,-8,12,21:48,7,30,242,12.0,2136,7,71,86,45.2,3,0,0.0
Brad Richards,C,80,24,67,91,-12,14,20:51,13,27,284,8.5,1930,2,587,553,51.5,16,4,25.0
Joe Thornton,C,79,20,69,89,17,54,19:51,4,25,141,14.2,2034,2,662,566,53.9,2,0,0.0
Patrick Kane,RW,82,30,58,88,16,20,19:11,9,20,261,11.5,1908,6,9,13,40.9,15,4,26.7
Marian Gaborik,RW,76,42,44,86,15,37,21:14,14,12,272,15.4,1877,4,2,5,28.6,5,1,20.0
Daniel Sedin,LW,63,29,56,85,36,28,19:07,8,13,225,12.9,1567,8,11,22,33.3,0,0,0.0
Ilya Kovalchuk,LW,76,41,44,85,10,53,22:02,12,15,290,14.1,1562,4,7,23,23.3,8,2,25.0
Alexander Semin,RW,73,40,44,84,36,66,19:07,8,19,278,14.4,1493,5,6,10,37.5,7,2,28.6
Patrick Marleau,C,82,44,39,83,21,22,21:12,12,13,274,16.1,2225,6,316,299,51.4,7,2,28.6
Dany Heatley,LW,82,39,43,82,14,54,20:13,18,12,280,13.9,2066,9,14,21,40.0,6,1,16.7
Zach Parise,LW,81,38,44,82,24,32,19:46,9,17,347,11.0,2028,5,18,30,37.5,11,5,45.5
Anze Kopitar,C,82,34,47,81,6,16,21:46,14,24,259,13.1,2111,2,602,609,49.7,16,8,50.0
Paul Stastny,C,81,20,59,79,2,50,21:23,9,16,199,10.1,2204,2,851,852,50.0,4,0,0.0
Evgeni Malkin,C,67,28,49,77,-6,100,20:50,13,15,268,10.4,1405,7,199,299,40.0,2,1,50.0
Mike Green,D,75,19,57,76,39,54,25:28,10,25,205,9.3,1836,4,0,0,0.0,2,0,0.0
Corey Perry,RW,82,27,49,76,0,111,21:03,6,17,270,10.0,2022,2,6,22,21.4,13,3,23.1
Ryan Kesler,C,82,25,50,75,1,104,19:37,12,14,214,11.7,2077,5,772,629,55.1,5,3,60.0
