Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Jeff Skinner,C,79,37,26,63,-3,28,17:44,7,8,281,13.2,1724,4,10,17,37.0,5,0,0.0
James van Riemsdyk,LW,82,29,33,62,-2,37,15:53,6,13,238,12.2,1771,5,1,4,20.0,2,0,0.0
Cam Atkinson,RW,82,35,27,62,13,22,18:05,10,11,240,14.6,1966,9,2,1,66.7,4,2,50.0
Johnny Gaudreau,LW,72,18,43,61,-7,4,18:29,4,12,182,9.9,1595,3,0,0,0.0,3,0,0.0
William Nylander,RW,81,22,39,61,-3,32,16:00,9,17,205,10.7,1766,2,49,73,40.2,2,0,0.0
Viktor Arvidsson,LW,80,31,30,61,16,28,17:09,4,5,246,12.6,1906,6,4,12,25.0,1,0,0.0
Mitch Marner,RW,77,19,42,61,0,38,16:48,4,17,176,10.8,1690,5,14,23,37.8,8,3,37.5
Jakub Voracek,RW,82,20,41,61,-24,56,19:05,5,18,253,7.9,1995,3,3,11,21.4,11,5,45.5
Mike Hoffman,C,74,26,35,61,17,51,17:35,13,13,224,11.6,1585,8,12,9,57.1,1,0,0.0
Nazem Kadri,C,82,32,29,61,-7,95,16:34,12,5,236,13.6,1882,6,544,590,48.0,2,0,0.0
Ryan Johansen,C,82,14,47,61,1,60,18:50,4,19,154,9.1,1998,3,803,669,54.6,5,0,0.0
Mats Zuccarello,RW,80,15,44,59,15,26,18:49,5,9,189,7.9,1922,3,6,7,46.2,7,4,57.1
Evgeny Kuznetsov,C,82,19,40,59,18,46,16:57,3,11,170,11.2,1667,4,456,581,44.0,7,3,42.9
Alex Wennberg,C,80,13,46,59,9,21,18:22,2,21,109,11.9,1893,5,609,676,47.4,3,0,0.0
Marcus Johansson,LW,82,24,34,58,25,10,16:59,5,14,129,18.6,1613,5,13,15,46.4,1,0,0.0
Filip Forsberg,LW,82,31,27,58,-4,32,18:31,3,6,234,13.2,2080,9,5,13,27.8,3,0,0.0
Sean Monahan,C,82,27,31,58,-1,20,17:34,8,9,199,13.6,1835,4,743,701,51.5,6,1,16.7
Mikko Koivu,C,80,18,40,58,27,34,19:06,2,18,139,13.0,2012,4,938,761,55.2,4,2,50.0
Ryan Kesler,C,82,22,36,58,8,83,21:18,8,12,186,11.8,2258,2,1029,764,57.4,2,0,0.0
Jonathan Toews,C,72,21,37,58,7,35,20:09,6,11,199,10.6,1772,5,852,700,54.9,4,2,50.0
Claude Giroux,RW,82,14,44,58,-15,38,19:07,5,26,199,7.0,2048,3,977,771,55.9,12,4,33.3
Nino Niederreiter,RW,82,25,32,57,17,53,15:04,8,6,186,13.4,1617,3,0,1,0.0,1,0,0.0
Jack Eichel,C,61,24,33,57,-13,22,19:55,10,14,249,9.6,1343,4,310,486,38.9,3,0,0.0
Charlie Coyle,C,82,18,38,56,13,36,16:42,4,5,159,11.3,1721,5,114,134,46.0,3,0,0.0
J.T. Miller,C,82,22,34,56,17,21,16:21,2,5,132,16.7,1896,6,157,200,44.0,1,0,0.0
Kevin Shattenkirk,D,80,13,43,56,-7,47,19:56,8,19,161,8.1,2015,2,0,0,0.0,2,0,0.0
T.J. Oshie,RW,68,33,23,56,28,36,17:51,7,6,143,23.1,1490,4,87,93,48.3,6,4,66.7
Josh Bailey,RW,82,13,43,56,5,12,18:22,3,9,173,7.5,1840,1,8,7,53.3,2,0,0.0
Radim Vrbata,RW,81,20,35,55,-18,16,16:53,4,11,233,8.6,1732,4,17,30,36.2,8,4,50.0
Kyle Turris,C,78,27,28,55,-3,47,19:30,6,11,185,14.6,1902,6,650,575,53.1,10,4,40.0
Ryan O'Reilly,C,72,20,35,55,-1,10,21:27,8,16,189,10.6,1833,3,1039,752,58.0,3,1,33.3
Brayden Schenn,C,79,25,30,55,-13,38,17:48,17,11,178,14.0,1767,7,232,262,47.0,2,0,0.0
Tyler Bozak,C,78,18,37,55,-1,30,16:25,7,11,145,12.4,1772,1,774,592,56.7,3,0,0.0
Derek Stepan,C,81,17,38,55,19,16,18:36,4,14,209,8.1,2057,2,716,806,47.0,2,0,0.0
Jaden Schwartz,C,78,19,36,55,14,18,18:54,3,6,179,10.6,2032,4,67,73,47.9,0,0,0.0
Vincent Trocheck,C,82,23,31,54,-13,43,20:49,2,10,230,10.0,2101,2,835,829,50.2,11,4,36.4
Alexander Radulov,RW,76,18,36,54,10,62,18:17,6,10,147,12.2,1728,2,6,6,50.0,4,4,100.0
David Krejci,C,82,23,31,54,-12,26,18:15,8,6,158,14.6,1794,3,659,620,51.5,2,0,0.0
Wayne Simmonds,RW,82,31,23,54,-18,122,18:58,16,9,224,13.8,2049,4,8,9,47.1,3,1,33.3
Mark Stone,RW,71,22,32,54,12,25,18:33,6,8,134,16.4,1610,5,10,15,40.0,2,0,0.0
Corey Perry,RW,82,19,34,53,2,76,17:42,5,15,215,8.8,1812,3,7,13,35.0,6,1,16.7
Patrice Bergeron,C,79,21,32,53,12,24,19:25,8,9,302,7.0,1939,7,1089,723,60.1,2,0,0.0
Duncan Keith,D,80,6,47,53,22,16,25:37,2,13,183,3.3,2379,2,0,0,0.0,0,0,0.0
Mikael Backlund,C,81,22,31,53,9,36,17:36,7,9,197,11.2,1914,7,711,768,48.1,1,0,0.0
Taylor Hall,LW,72,20,33,53,-9,32,19:19,7,8,238,8.4,1628,4,8,10,44.4,3,1,33.3
Kyle Palmieri,C,80,26,27,53,2,46,17:20,8,11,192,13.5,1768,3,12,17,41.4,0,0,0.0
Chris Kreider,LW,75,28,25,53,6,58,17:00,6,7,186,15.1,1685,4,5,4,55.6,0,0,0.0
Brandon Saad,LW,82,24,29,53,23,8,17:01,1,2,210,11.4,1888,4,4,5,44.4,0,0,0.0
Nathan MacKinnon,C,82,16,37,53,-14,16,19:56,2,12,251,6.4,2097,4,769,752,50.6,3,1,33.3
Jonathan Drouin,LW,73,21,32,53,-13,16,17:42,9,17,183,11.5,1538,6,96,124,43.6,5,2,40.0
Conor Sheary,LW,61,23,30,53,24,22,15:56,2,3,154,14.9,1290,6,0,0,0.0,0,0,0.0
Anders Lee,LW,81,34,18,52,9,56,15:35,9,5,191,17.8,1649,6,7,11,38.9,1,0,0.0
Ondrej Palat,LW,75,17,35,52,8,39,19:07,5,10,162,10.5,1807,3,9,25,26.5,1,0,0.0
Aleksander Barkov,C,61,21,31,52,13,10,19:24,3,11,142,14.8,1469,5,476,547,46.5,10,7,70.0
Bo Horvat,C,81,20,32,52,-7,27,18:01,3,7,158,12.7,2056,1,756,742,50.5,3,2,66.7
Dustin Byfuglien,D,80,13,39,52,10,117,27:26,1,13,241,5.4,2327,1,0,0,0.0,0,0,0.0
Anze Kopitar,C,76,12,40,52,-10,28,20:45,5,14,150,8.0,1877,0,892,801,52.7,5,2,40.0
Logan Couture,C,73,25,27,52,11,12,17:36,11,4,174,14.4,1780,3,297,456,39.4,2,2,100.0
Patrick Eaves,RW,79,32,19,51,-2,24,16:24,13,5,209,15.3,1830,2,2,2,50.0,3,2,66.7
Alex Steen,LW,76,16,35,51,-2,53,19:18,3,13,117,13.7,2047,2,101,146,40.9,2,1,50.0
Nick Foligno,LW,79,26,25,51,-4,55,18:25,11,10,185,14.1,1854,5,41,48,46.1,0,0,0.0
Jordan Eberle,RW,82,20,31,51,3,16,16:46,4,10,208,9.6,1781,0,10,10,50.0,3,1,33.3
Justin Schultz,D,78,12,39,51,27,34,20:26,3,17,154,7.8,2033,1,0,0,0.0,0,0,0.0
Rickard Rakell,RW,71,33,18,51,10,12,17:23,5,7,177,18.6,1574,10,62,85,42.2,5,2,40.0
Torey Krug,D,81,8,43,51,-10,37,21:36,6,19,208,3.8,2126,1,0,1,0.0,2,0,0.0
Jonathan Marchessault,RW,75,30,21,51,-21,38,16:54,8,10,193,15.5,1567,6,122,148,45.2,1,0,0.0
Dougie Hamilton,D,81,13,37,50,12,64,19:41,2,12,222,5.9,2131,5,0,0,0.0,0,0,0.0
Henrik Sedin,C,82,15,35,50,-27,28,19:02,1,14,99,15.2,1928,4,611,635,49.0,0,0,0.0
Joe Thornton,C,79,7,43,50,7,51,18:03,1,18,81,8.6,1835,0,375,362,50.9,0,0,0.0
Jason Spezza,C,68,15,35,50,-18,29,16:10,2,17,149,10.1,1530,4,354,324,52.2,1,0,0.0
Milan Lucic,LW,82,23,27,50,-3,50,17:09,12,13,175,13.1,1769,3,4,3,57.1,0,0,0.0
Sam Gagner,C,81,18,32,50,10,22,13:42,8,10,178,10.1,1428,1,202,223,47.5,4,2,50.0
Roman Josi,D,72,12,37,49,7,18,25:04,7,11,217,5.5,2076,1,0,0,0.0,0,0,0.0
Sebastian Aho,C,82,24,25,49,-1,26,16:47,6,11,214,11.2,1814,4,17,18,48.6,5,2,40.0
Kevin Hayes,RW,76,17,32,49,10,18,16:33,1,6,143,11.9,1797,4,442,526,45.7,1,1,100.0
Jakob Silfverberg,RW,79,23,26,49,10,20,18:29,5,4,227,10.1,1998,5,1,6,14.3,6,1,16.7
John Klingberg,D,80,13,36,49,2,34,23:21,4,13,124,10.5,2209,3,1,0,100.0,0,0,0.0
Gustav Nyquist,RW,76,12,36,48,0,18,17:26,2,7,165,7.3,1675,2,4,1,80.0,6,3,50.0
Justin Williams,RW,80,24,24,48,14,50,15:28,5,5,167,14.4,1538,4,64,53,54.7,1,0,0.0
Thomas Vanek,LW,68,17,31,48,-5,22,14:24,5,8,133,12.8,1283,2,6,9,40.0,5,5,100.0
Alex Pietrangelo,D,80,14,34,48,3,24,25:16,6,13,181,7.7,2468,4,0,1,0.0,0,0,0.0
Matthew Tkachuk,LW,76,13,35,48,14,105,14:39,3,10,142,9.2,1468,2,8,15,34.8,0,0,0.0
Zach Werenski,D,78,11,36,47,17,14,20:54,4,17,188,5.9,2069,1,0,0,0.0,0,0,0.0
Jason Zucker,LW,79,22,25,47,34,30,15:17,1,0,172,12.8,1600,3,1,4,20.0,1,0,0.0
Sam Reinhart,C,79,17,30,47,-11,8,17:13,9,8,178,9.6,1592,3,86,124,41.0,6,2,33.3
Jason Pominville,RW,78,13,34,47,2,4,14:13,0,7,176,7.4,1556,2,39,39,50.0,4,3,75.0
Bryan Little,C,59,21,26,47,-7,18,17:33,6,6,119,17.6,1455,3,610,487,55.6,2,1,50.0
Jaromir Jagr,RW,82,16,30,46,2,56,16:59,8,5,181,8.8,1727,2,1,1,50.0,0,0,0.0
Patrick Marleau,C,82,27,19,46,4,28,17:09,7,9,190,14.2,1851,6,115,100,53.5,1,0,0.0
David Perron,LW,82,18,28,46,-2,54,17:17,3,10,151,11.9,2019,3,32,34,48.5,3,1,33.3
Tomas Tatar,LW,82,25,21,46,-8,26,17:16,5,3,166,15.1,1922,5,8,5,61.5,3,0,0.0
Nick Leddy,D,81,11,35,46,-3,12,22:43,3,12,137,8.0,1912,1,0,0,0.0,2,1,50.0
Marian Hossa,RW,73,26,19,45,7,8,16:51,5,6,167,15.6,1657,7,5,9,35.7,1,0,0.0
Travis Zajac,C,80,14,31,45,-8,33,19:43,6,6,126,11.1,1971,1,884,733,54.7,1,0,0.0
Jordan Staal,C,75,16,29,45,-1,38,18:39,4,4,164,9.8,1927,3,689,477,59.1,0,0,0.0
Artem Anisimov,C,64,22,23,45,9,30,17:50,4,4,105,21.0,1401,7,416,506,45.1,1,0,0.0
Kyle Okposo,RW,65,19,26,45,-7,24,18:58,7,16,156,12.2,1443,2,54,45,54.5,5,0,0.0
Mathieu Perreault,LW,65,13,32,45,-11,30,16:17,3,12,134,9.7,1356,3,97,92,51.3,1,1,100.0
Tyler Johnson,C,66,19,26,45,-5,28,18:49,6,11,130,14.6,1573,3,583,539,52.0,1,0,0.0
Brock Nelson,C,81,20,25,45,-6,36,15:38,1,5,173,11.6,1730,4,346,445,43.7,1,0,0.0
Victor Rask,C,82,16,29,45,-10,16,17:17,4,6,186,8.6,1863,3,457,461,49.8,0,0,0.0
Elias Lindholm,C,72,11,34,45,-2,16,18:10,2,9,151,7.3,1743,0,353,282,55.6,0,0,0.0
Rasmus Ristolainen,D,79,6,39,45,-9,58,26:28,1,24,186,3.2,2341,2,0,0,0.0,1,1,100.0
Alex Galchenyuk,C,61,17,27,44,-5,24,15:55,6,9,104,16.3,1276,6,274,368,42.7,2,0,0.0
Tanner Pearson,LW,80,24,20,44,5,13,16:19,3,5,187,12.8,1784,5,10,14,41.7,4,1,25.0
Daniel Sedin,LW,82,15,29,44,-16,32,18:23,6,8,216,6.9,1924,3,3,3,50.0,0,0,0.0
Patric Hornqvist,RW,70,21,23,44,16,28,15:57,10,7,223,9.4,1495,6,3,8,27.3,0,0,0.0
Michael Frolik,RW,82,17,27,44,13,58,17:04,3,5,202,8.4,1863,1,13,16,44.8,0,0,0.0
Drew Doughty,D,82,12,32,44,8,46,27:08,5,14,181,6.6,2657,1,1,0,100.0,1,0,0.0
Richard Panik,RW,82,22,22,44,14,58,14:44,4,5,155,14.2,1574,5,2,5,28.6,2,1,50.0
Paul Byron,RW,81,22,21,43,21,29,15:04,0,4,96,22.9,1849,6,10,5,66.7,4,3,75.0
Evander Kane,LW,70,28,15,43,-17,113,19:12,3,5,260,10.8,1574,5,55,67,45.1,1,0,0.0
Jake Gardiner,D,82,9,34,43,24,34,21:32,2,11,127,7.1,2183,2,0,0,0.0,0,0,0.0
Ryan Nugent-Hopkins,C,82,18,25,43,-10,29,17:41,5,6,200,9.0,1964,4,556,712,43.8,3,0,0.0
Teuvo Teravainen,C,81,15,27,42,-6,16,16:14,5,10,169,8.9,1710,2,193,220,46.7,2,0,0.0
Seth Jones,D,75,12,30,42,6,24,23:24,1,6,152,7.9,2247,3,0,0,0.0,0,0,0.0
Mike Fisher,C,72,18,24,42,1,55,16:37,7,10,120,15.0,1688,3,703,577,54.9,0,0,0.0
Shea Weber,D,78,17,25,42,20,38,25:03,12,10,183,9.3,2218,4,0,0,0.0,0,0,0.0
Zach Parise,LW,69,19,23,42,-3,30,17:25,6,6,194,9.8,1541,4,8,5,61.5,4,0,0.0
Valtteri Filppula,C,79,12,30,42,-1,26,17:24,0,7,97,12.4,1773,1,556,606,47.8,2,0,0.0
Pat Maroon,LW,81,27,15,42,13,95,16:44,3,3,178,15.2,1715,5,6,9,40.0,1,0,0.0
Ryan McDonagh,D,77,6,36,42,20,37,24:21,1,14,153,3.9,2275,1,0,0,0.0,0,0,0.0
James Neal,LW,70,23,18,41,-10,35,17:41,5,8,202,11.4,1599,5,3,3,50.0,2,1,50.0
Brandon Dubinsky,C,80,12,29,41,16,91,17:53,1,3,115,10.4,1954,5,770,718,51.7,0,0,0.0
Keith Yandle,D,82,5,36,41,-6,39,22:02,2,16,178,2.8,2105,0,0,0,0.0,0,0,0.0
Frans Nielsen,C,79,17,24,41,-19,18,17:08,4,11,162,10.5,1927,0,653,561,53.8,8,2,25.0
Matt Duchene,C,77,18,23,41,-34,12,18:18,3,6,160,11.3,1797,3,687,411,62.6,3,1,33.3
Ryan Suter,D,82,9,31,40,34,36,26:55,4,8,164,5.5,2319,1,0,0,0.0,0,0,0.0
Lee Stempniak,RW,82,16,24,40,2,32,15:50,2,4,131,12.2,1705,2,3,5,37.5,3,2,66.7
Paul Stastny,C,66,18,22,40,4,36,19:08,5,8,112,16.1,1747,5,786,624,55.7,0,0,0.0
Michael Grabner,RW,76,27,13,40,22,10,14:05,0,0,162,16.7,1698,3,7,6,53.8,1,0,0.0
P.K. Subban,D,66,10,30,40,-8,44,24:24,3,13,142,7.0,1860,2,0,0,0.0,0,0,0.0
Adam Henrique,C,82,20,20,40,-20,38,18:10,6,4,142,14.1,1928,2,585,629,48.2,0,0,0.0
Phillip Danault,C,82,13,27,40,5,35,15:34,0,2,133,9.8,1799,3,533,498,51.7,0,0,0.0
Brayden Point,C,68,18,22,40,4,14,17:07,5,7,122,14.8,1417,2,238,294,44.7,7,5,71.4
Brady Skjei,D,80,5,34,39,11,42,17:27,0,7,127,3.9,1885,0,0,1,0.0,0,0,0.0
Shayne Gostisbehere,D,76,7,32,39,-21,32,19:35,2,21,198,3.5,1854,1,0,0,0.0,3,1,33.3
Brent Seabrook,D,79,3,36,39,5,26,21:53,2,12,131,2.3,2239,0,0,1,0.0,0,0,0.0
Mark Giordano,D,81,12,27,39,22,59,23:34,3,11,151,7.9,2364,4,0,0,0.0,1,0,0.0
Derick Brassard,C,81,14,25,39,12,24,17:22,3,4,195,7.2,1822,3,612,613,50.0,2,0,0.0
Martin Hanzal,C,71,20,19,39,-17,53,17:43,5,4,169,11.8,1651,2,767,593,56.4,0,0,0.0
Matt Niskanen,D,78,5,34,39,20,32,22:10,1,8,154,3.2,2030,2,0,0,0.0,0,0,0.0
Alec Martinez,D,82,9,30,39,-17,24,21:38,2,13,144,6.3,2431,3,0,1,0.0,0,0,0.0
Oliver Ekman-Larsson,D,79,12,27,39,-25,48,24:36,8,11,145,8.3,2332,1,0,0,0.0,3,1,33.3
Cam Fowler,D,80,11,28,39,7,20,24:50,5,10,186,5.9,2258,3,0,0,0.0,3,1,33.3
Ryan Spooner,C,78,11,28,39,-8,14,14:05,3,15,145,7.6,1440,3,79,124,38.9,5,1,20.0
Rick Nash,LW,67,23,15,38,9,26,16:27,6,3,195,11.8,1656,3,0,1,0.0,0,0,0.0
David Backes,RW,74,17,21,38,2,69,17:07,2,5,175,9.7,1571,2,60,63,48.8,1,0,0.0
Jared Spurgeon,D,76,10,28,38,33,20,24:01,1,4,144,6.9,2084,2,0,0,0.0,0,0,0.0
Ryan Ellis,D,71,16,22,38,17,29,23:57,4,7,140,11.4,2028,3,0,0,0.0,3,2,66.7
Tyson Barrie,D,74,7,31,38,-34,18,23:18,1,9,182,3.8,2050,2,0,0,0.0,0,0,0.0
Mikko Rantanen,RW,75,20,18,38,-25,22,18:03,4,6,133,15.0,1667,2,29,21,58.0,2,0,0.0
Oscar Klefbom,D,82,12,26,38,7,6,22:22,3,13,201,6.0,2197,3,0,0,0.0,0,0,0.0
Max Domi,C,59,9,29,38,-9,40,16:58,1,7,108,8.3,1233,1,5,5,50.0,1,0,0.0
Justin Faulk,D,75,17,20,37,-18,32,23:08,4,9,225,7.6,1987,2,0,0,0.0,0,0,0.0
Reilly Smith,RW,80,15,22,37,-13,17,18:21,6,5,160,9.4,1948,3,3,3,50.0,2,0,0.0
Mika Zibanejad,C,56,14,23,37,9,16,17:04,4,7,119,11.8,1349,2,494,456,52.0,4,1,25.0
Scott Hartnell,LW,78,13,24,37,14,63,12:03,2,1,104,12.5,1361,1,3,3,50.0,0,0,0.0
Kris Versteeg,RW,69,15,22,37,-3,46,14:43,8,8,136,11.0,1281,1,53,49,52.0,5,4,80.0
Nick Bonino,C,80,18,19,37,-5,16,16:39,6,5,142,12.7,1883,1,582,631,48.0,3,0,0.0
John Carlson,D,72,9,28,37,7,10,22:42,3,13,180,5.0,1916,3,0,0,0.0,0,0,0.0
Andrei Markov,D,62,6,30,36,18,16,21:50,1,11,98,6.1,1652,1,0,0,0.0,0,0,0.0
Dustin Brown,RW,80,14,22,36,-4,22,16:00,4,2,175,8.0,1729,1,2,3,40.0,2,0,0.0
Mike Green,D,72,14,22,36,-20,40,23:33,3,7,125,11.2,2042,2,0,0,0.0,0,0,0.0
Alex Goligoski,D,82,6,30,36,-9,28,23:19,1,7,112,5.4,2356,0,0,0,0.0,0,0,0.0
Alex Killorn,LW,81,19,17,36,-9,66,18:00,4,6,176,10.8,1833,4,4,8,33.3,1,0,0.0
TJ Brodie,D,82,6,30,36,-16,24,23:34,1,11,78,7.7,2379,2,0,0,0.0,0,0,0.0
Anthony Mantha,RW,60,17,19,36,10,53,15:54,1,2,133,12.8,1210,3,5,6,45.5,0,0,0.0
Connor Brown,RW,82,20,16,36,3,10,16:12,2,4,139,14.4,1940,4,2,6,25.0,0,0,0.0
Nikita Zaitsev,D,82,4,32,36,-22,38,22:01,1,11,106,3.8,2438,0,0,0,0.0,0,0,0.0
Brian Gionta,RW,82,15,20,35,-11,22,16:36,3,4,149,10.1,1687,3,46,60,43.4,2,0,0.0
Andrej Sekera,D,80,8,27,35,14,18,21:28,1,10,128,6.3,2160,1,0,0,0.0,0,0,0.0
Mark Letestu,C,78,16,19,35,-2,17,14:14,11,3,120,13.3,1619,6,452,444,50.4,9,4,44.4
Andrew Cogliano,C,82,16,19,35,11,26,15:08,0,0,178,9.0,1883,2,8,10,44.4,1,0,0.0
Colin Wilson,C,70,12,23,35,7,18,14:57,6,1,113,10.6,1446,0,16,23,41.0,0,0,0.0
Sven Baertschi,LW,68,18,17,35,-6,8,15:52,2,4,114,15.8,1461,5,1,0,100.0,2,0,0.0
Andre Burakovsky,LW,64,12,23,35,13,14,13:15,2,3,111,10.8,1054,1,2,5,28.6,0,0,0.0
Colton Parayko,D,81,4,31,35,7,32,21:11,4,6,188,2.1,2365,2,0,0,0.0,0,0,0.0
Sean Couturier,C,66,14,20,34,12,33,18:26,0,2,120,11.7,1635,2,587,479,55.1,1,0,0.0
Boone Jenner,C,82,18,16,34,14,52,16:03,0,1,211,8.5,1780,4,92,92,50.0,0,0,0.0
Tobias Rieder,C,80,16,18,34,-8,6,17:18,2,4,155,10.3,1825,1,4,9,30.8,1,0,0.0
Matt Dumba,D,76,11,23,34,15,59,20:19,6,6,131,8.4,1855,1,0,0,0.0,0,0,0.0
Jaccob Slavin,D,82,5,29,34,23,12,23:26,0,4,99,5.1,2135,0,0,0,0.0,6,2,33.3
Kris Letang,D,41,5,29,34,2,32,25:31,2,12,122,4.1,1207,2,0,0,0.0,4,2,50.0
Patrik Berglund,C,82,23,11,34,-7,32,15:59,4,4,153,15.0,1912,5,584,585,50.0,2,1,50.0
Brandon Sutter,C,81,17,17,34,-20,12,18:48,4,4,160,10.6,2069,1,788,664,54.3,3,1,33.3
Nick Holden,D,80,11,23,34,13,35,20:36,3,1,84,13.1,2232,2,0,1,0.0,0,0,0.0
Tyler Toffoli,C,63,16,18,34,6,22,16:35,4,3,165,9.7,1380,2,2,3,40.0,1,0,0.0
Jason Chimera,LW,82,20,13,33,1,40,13:03,0,0,121,16.5,1545,2,16,18,47.1,2,0,0.0
Dmitry Orlov,D,82,6,27,33,30,51,19:32,1,5,125,4.8,1917,0,0,0,0.0,0,0,0.0
Gabriel Landeskog,LW,72,18,15,33,-25,62,18:46,5,1,169,10.7,1729,2,62,63,49.6,0,0,0.0
Jean-Gabriel Pageau,C,82,12,21,33,13,24,16:07,0,0,169,7.1,1878,2,558,460,54.8,0,0,0.0
Jacob Trouba,D,60,8,25,33,4,54,24:57,2,2,154,5.2,1716,1,0,0,0.0,0,0,0.0
Radek Faksa,C,80,12,21,33,-6,67,16:10,0,2,132,9.1,1937,0,590,632,48.3,0,0,0.0
Jake Guentzel,C,40,16,17,33,7,10,15:53,1,2,81,19.8,820,0,8,9,47.1,0,0,0.0
Devin Shore,C,82,13,20,33,-4,14,14:08,1,5,115,11.3,1664,0,221,249,47.0,0,0,0.0
Christian Dvorak,C,78,15,18,33,7,22,15:37,2,3,88,17.0,1533,1,471,535,46.8,1,0,0.0
Markus Granlund,C,69,19,13,32,-19,14,17:18,3,4,122,15.6,1621,3,40,61,39.6,4,2,50.0
Leo Komarov,C,82,14,18,32,6,31,17:04,4,6,114,12.3,2067,1,91,111,45.1,0,0,0.0
Ryan Dzingel,RW,81,14,18,32,7,30,14:23,1,2,123,11.4,1562,1,9,21,30.0,1,0,0.0
Dylan Larkin,C,80,17,15,32,-28,37,16:09,5,2,178,9.6,1715,1,196,236,45.4,2,0,0.0
Matt Moulson,LW,81,14,18,32,-4,10,11:36,11,7,134,10.4,1162,2,1,3,25.0,1,0,0.0
Zack Smith,C,74,16,16,32,6,61,16:22,1,0,137,11.7,1638,1,317,292,52.1,0,0,0.0
Matt Cullen,C,72,13,18,31,4,30,13:55,2,2,93,14.0,1523,2,440,419,51.2,0,0,0.0
Michael Cammalleri,LW,61,10,21,31,-9,21,17:21,1,9,142,7.0,1282,3,17,11,60.7,4,2,50.0
