Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Jaromir Jagr,RW,81,52,69,121,19,42,22:41,14,27,317,16.4,1892,10,0,2,0.0,0,0,0.0
Joe Sakic,C,82,54,64,118,45,30,23:01,19,27,332,16.3,2601,12,1214,1078,53.0,0,0,0.0
Patrik Elias,C,82,40,56,96,45,51,18:37,8,21,220,18.2,1835,6,64,90,41.6,0,0,0.0
Jason Allison,C,82,36,59,95,-8,85,23:21,11,33,185,19.5,1991,6,985,912,51.9,0,0,0.0
Alex Kovalev,RW,79,44,51,95,12,96,23:05,12,25,307,14.3,1898,9,102,153,40.0,0,0,0.0
Martin Straka,F,82,27,68,95,19,38,22:33,7,33,185,14.6,1947,4,143,188,43.2,0,0,0.0
Pavel Bure,LW,82,59,33,92,-2,58,26:52,19,9,384,15.4,2172,8,1,4,20.0,0,0,0.0
Doug Weight,C,82,25,65,90,12,91,22:08,8,32,188,13.3,1741,3,777,737,51.3,0,0,0.0
Peter Forsberg,C,73,27,62,89,23,54,20:47,12,24,178,15.2,2125,5,352,403,46.6,0,0,0.0
Zigmund Palffy,RW,73,38,51,89,22,20,19:46,12,28,217,17.5,1646,8,4,1,80.0,0,0,0.0
Luc Robitaille,LW,82,37,51,88,10,66,18:42,16,29,235,15.7,1713,4,4,8,33.3,0,0,0.0
Alexey Yashin,C,82,40,48,88,10,30,20:23,13,17,263,15.2,1984,10,610,804,43.1,0,0,0.0
Bill Guerin,RW,85,40,45,85,7,140,21:59,11,17,289,13.8,1999,5,15,21,41.7,0,0,0.0
Mike Modano,C,81,33,51,84,26,52,22:24,8,17,208,15.9,2229,7,931,860,52.0,0,0,0.0
Alexander Mogilny,RW,75,43,40,83,10,43,16:45,12,17,240,17.9,1373,7,4,7,36.4,0,0,0.0
Adam Oates,C,81,13,69,82,-9,28,20:59,5,37,72,18.1,1831,4,1081,755,58.9,0,0,0.0
Pierre Turgeon,C,79,30,52,82,14,37,18:49,11,20,171,17.5,1837,6,779,790,49.6,0,0,0.0
Petr Sykora,RW,73,35,46,81,36,32,17:39,9,15,249,14.1,1537,3,5,10,33.3,0,0,0.0
Peter Bondra,RW,82,45,36,81,8,60,20:47,22,11,305,14.8,1871,8,1,1,50.0,0,0,0.0
Robert Lang,C,82,32,48,80,20,28,19:58,10,15,177,18.1,1881,2,592,756,43.9,0,0,0.0
Donald Audette,RW,76,34,45,79,-2,76,19:50,14,17,225,15.1,1693,3,4,4,50.0,0,0,0.0
Milan Hejduk,RW,80,41,38,79,32,36,19:46,12,15,213,19.2,2218,9,1,2,33.3,0,0,0.0
Brett Hull,RW,79,39,40,79,10,18,17:53,11,22,219,17.8,1732,8,3,7,30.0,0,0,0.0
Brian Leetch,D,82,21,58,79,-18,34,29:21,10,27,241,8.7,2449,3,0,0,0.0,0,0,0.0
Keith Tkachuk,LW,76,35,44,79,3,122,20:05,17,13,271,12.9,1794,5,382,351,52.1,0,0,0.0
Petr Nedved,C,79,32,46,78,10,54,20:16,9,12,230,13.9,1796,5,670,679,49.7,0,0,0.0
Mark Recchi,RW,69,27,50,77,15,33,21:39,7,17,191,14.1,1824,8,59,79,42.8,0,0,0.0
Alex Tanguay,LW,82,27,50,77,35,37,17:51,7,11,135,20.0,2090,3,13,17,43.3,0,0,0.0
Jeremy Roenick,C,80,30,46,76,-1,114,20:44,13,13,192,15.6,1824,7,429,446,49.0,0,0,0.0
Brendan Shanahan,LW,81,31,45,76,9,81,18:22,15,21,278,11.2,1740,7,50,65,43.5,0,0,0.0
Mario Lemieux,C,43,35,41,76,15,18,24:20,16,16,171,20.5,1062,5,444,408,52.1,0,0,0.0
