Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Brad Richards,C,74,20,42,62,-27,15,23:27,9,19,249,8.0,1733,4,527,547,49.1,4,3,75.0
Patrick Sharp,LW,80,36,26,62,23,55,18:46,9,5,209,17.2,1979,7,305,289,51.3,5,1,20.0
Nathan Horton,RW,82,27,35,62,15,85,18:44,9,10,212,12.7,2006,3,29,44,39.7,10,3,30.0
Mark Streit,D,81,13,49,62,-6,28,17:31,7,27,165,7.9,1619,3,0,1,0.0,2,0,0.0
Ray Whitney,LW,66,25,36,61,-6,30,18:56,6,24,204,12.3,1562,4,3,2,60.0,1,0,0.0
Nikolay Zherdev,RW,82,26,35,61,-9,34,19:21,7,15,254,10.2,1943,3,12,17,41.4,8,5,62.5
Dion Phaneuf,D,82,17,43,60,12,182,26:25,10,23,263,6.5,2423,4,0,0,0.0,3,0,0.0
Dustin Brown,RW,78,33,27,60,-13,55,20:16,12,10,219,15.1,2005,4,20,19,51.3,8,4,50.0
Andrew Brunette,LW,82,19,40,59,5,14,15:33,7,9,125,15.2,1660,2,3,5,37.5,1,0,0.0
Brian Rolston,RW,81,31,28,59,-1,53,20:04,11,17,289,10.7,2277,8,67,98,40.6,5,1,20.0
Chris Drury,C,82,25,33,58,-3,45,19:47,12,17,220,11.4,2065,7,746,613,54.9,5,0,0.0
Andrei Markov,D,82,16,42,58,1,63,24:58,10,22,145,11.0,2295,2,0,0,0.0,2,1,50.0
Alex Tanguay,LW,78,18,40,58,11,48,18:46,3,12,121,14.9,1958,3,7,13,35.0,2,0,0.0
Keith Tkachuk,LW,79,27,31,58,-2,69,16:51,12,7,177,15.3,1817,1,552,566,49.4,1,0,0.0
Alexander Radulov,RW,81,26,32,58,7,44,16:23,4,2,183,14.2,1601,2,0,1,0.0,8,1,12.5
Mike Modano,C,82,21,36,57,-11,48,19:14,5,18,200,10.5,1839,4,563,582,49.2,6,2,33.3
Martin Erat,RW,76,23,34,57,-3,40,18:39,4,11,163,14.1,1747,6,15,26,36.6,5,2,40.0
Nik Antropov,C,72,26,30,56,10,92,20:05,12,4,165,15.8,1899,5,114,157,42.1,3,1,33.3
Saku Koivu,C,77,16,40,56,-4,93,18:07,8,19,150,10.7,1648,3,701,640,52.3,11,5,45.5
Marco Sturm,LW,80,27,29,56,11,40,17:58,10,13,229,11.8,1931,5,10,24,29.4,8,1,12.5
Radim Vrbata,RW,76,27,29,56,6,14,18:12,7,9,246,11.0,1798,5,7,12,36.8,8,5,62.5
Mike Green,D,82,18,38,56,6,62,23:38,8,15,234,7.7,2106,4,0,1,0.0,2,0,0.0
Patrik Elias,C,74,20,35,55,10,38,18:28,7,12,263,7.6,1776,8,354,422,45.6,6,5,83.3
Mike Knuble,RW,82,29,26,55,-3,72,18:53,15,15,177,16.4,1892,3,10,15,40.0,0,0,0.0
Markus Naslund,LW,82,25,30,55,-7,46,17:22,9,13,237,10.5,1864,2,0,1,0.0,6,1,16.7
Brian Rafalski,D,73,13,42,55,27,34,24:04,10,21,175,7.4,2020,1,0,0,0.0,0,0,0.0
Milan Michalek,LW,79,24,31,55,19,47,18:04,5,11,233,10.3,1757,8,6,4,60.0,1,0,0.0
Pavol Demitra,LW,68,15,39,54,9,24,19:42,2,11,126,11.9,1874,1,403,487,45.3,4,1,25.0
Milan Hejduk,RW,77,29,25,54,8,36,19:20,8,7,205,14.1,1907,4,54,82,39.7,6,3,50.0
Viktor Kozlov,RW,81,16,38,54,28,18,17:35,2,9,219,7.3,1592,2,203,239,45.9,7,3,42.9
Robert Lang,C,76,21,33,54,9,50,18:25,7,10,172,12.2,1762,3,593,524,53.1,2,1,50.0
Corey Perry,RW,70,29,25,54,12,108,17:57,11,6,200,14.5,1520,4,3,13,18.8,7,4,57.1
Peter Mueller,C,81,22,32,54,-13,32,17:15,7,15,201,10.9,1692,3,105,146,41.8,10,3,30.0
Jonathan Toews,C,64,24,30,54,11,44,18:40,7,15,144,16.7,1573,4,509,447,53.2,2,0,0.0
Jeff Carter,C,82,29,24,53,6,55,18:50,7,11,260,11.2,1983,5,657,721,47.7,6,3,50.0
Andrei Kostitsyn,LW,78,26,27,53,15,29,15:30,12,4,156,16.7,1379,5,4,2,66.7,6,2,33.3
Tomas Kaberle,D,82,8,45,53,-8,22,24:51,6,24,155,5.2,2258,1,1,1,50.0,4,3,75.0
Brian Gionta,RW,82,22,31,53,1,46,18:16,8,13,257,8.6,1868,4,30,25,54.5,12,3,25.0
Antoine Vermette,C,81,24,29,53,3,51,17:34,4,6,175,13.7,1861,3,690,527,56.7,8,2,25.0
Patrick O'Sullivan,C,82,22,31,53,-8,36,18:41,3,7,220,10.0,1950,2,203,258,44.0,5,4,80.0
Jason Blake,LW,82,15,37,52,-4,28,17:48,2,10,332,4.5,1819,0,14,14,50.0,2,0,0.0
Andy McDonald,C,82,18,34,52,-21,62,17:52,3,14,182,9.9,1861,1,527,421,55.6,5,3,60.0
Christopher Higgins,LW,82,27,25,52,0,22,17:57,12,13,241,11.2,1721,5,22,40,35.5,3,0,0.0
Rod Brind'Amour,C,59,19,32,51,0,38,22:27,6,12,151,12.6,1578,4,851,609,58.3,1,1,100.0
Zdeno Chara,D,77,17,34,51,14,114,26:50,9,16,207,8.2,2170,0,0,0,0.0,2,1,50.0
Ed Jovanovski,D,80,12,39,51,-13,73,22:33,8,19,240,5.0,2257,2,0,0,0.0,1,0,0.0
Erik Cole,LW,73,22,29,51,5,76,19:20,10,7,216,10.2,1771,4,9,29,23.7,0,0,0.0
Ryan Malone,LW,77,27,24,51,14,103,19:05,11,5,159,17.0,1885,6,12,26,31.6,0,0,0.0
Shawn Horcoff,C,53,21,29,50,1,30,22:13,6,10,115,18.3,1378,2,487,476,50.6,7,5,71.4
Chris Kunitz,LW,82,21,29,50,8,80,16:54,7,6,196,10.7,1815,6,16,33,32.7,5,2,40.0
R.J. Umberger,LW,74,13,37,50,0,19,17:51,4,8,173,7.5,1727,3,45,72,38.5,0,0,0.0
Sam Gagner,C,79,13,36,49,-21,23,15:40,4,12,135,9.6,1438,1,125,174,41.8,17,5,29.4
Matt Cullen,C,59,13,36,49,2,32,16:51,8,15,137,9.5,1241,1,364,285,56.1,3,2,66.7
Jochen Hecht,C,75,22,27,49,1,38,19:19,3,4,229,9.6,1788,2,380,525,42.0,1,0,0.0
Mike Comrie,C,76,21,28,49,-21,87,19:11,4,17,194,10.8,1582,3,564,663,46.0,4,1,25.0
Patrick Marleau,C,78,19,29,48,-19,33,18:12,7,19,185,10.3,1676,2,317,288,52.4,8,4,50.0
Mark Recchi,RW,72,14,34,48,-18,32,17:53,7,16,121,11.6,1437,0,27,31,46.6,5,1,20.0
Joe Corvo,D,74,13,35,48,17,26,18:38,6,22,167,7.8,1634,3,0,0,0.0,0,0,0.0
Wojtek Wolski,LW,77,18,30,48,10,14,15:55,4,1,158,11.4,1560,6,24,24,50.0,8,4,50.0
Dustin Penner,LW,82,23,24,47,-12,45,17:12,13,9,201,11.4,1720,4,104,85,55.0,1,0,0.0
Mike Fisher,C,79,23,24,47,-10,82,19:45,6,1,215,10.7,1935,4,618,612,50.2,2,1,50.0
Michael Cammalleri,LW,63,19,28,47,-16,30,18:33,10,9,210,9.0,1429,1,206,174,54.2,5,1,20.0
Steven Reinprecht,C,81,16,30,46,-3,26,15:42,5,7,105,15.2,1646,0,516,504,50.6,2,0,0.0
Brendan Shanahan,LW,73,23,23,46,-2,35,18:30,11,8,265,8.7,1725,3,6,2,75.0,15,5,33.3
Joffrey Lupul,RW,56,20,26,46,2,35,18:12,7,14,176,11.4,1247,3,3,1,75.0,1,1,100.0
Eric Perrin,C,81,12,33,45,-5,26,17:49,2,4,121,9.9,1748,0,380,337,53.0,4,2,50.0
Andrew Cogliano,C,82,18,27,45,1,20,13:39,1,6,98,18.4,1462,5,214,328,39.5,1,0,0.0
Bill Guerin,RW,81,23,21,44,-15,65,17:21,7,7,227,10.1,1639,5,12,6,66.7,4,2,50.0
David Legwand,C,65,15,29,44,-4,38,18:00,4,9,144,10.4,1485,1,305,395,43.6,1,0,0.0
Kimmo Timonen,D,80,8,36,44,0,50,23:34,3,26,125,6.4,2357,1,0,0,0.0,3,1,33.3
Scott Hartnell,LW,80,24,19,43,2,159,16:11,10,2,176,13.6,1712,6,13,19,40.6,0,0,0.0
John Madden,C,80,20,23,43,1,26,19:26,3,0,185,10.8,2015,3,786,678,53.7,2,0,0.0
Ales Kotalik,RW,79,23,20,43,-5,58,15:20,12,12,207,11.1,1500,1,98,123,44.3,12,5,41.7
Marek Zidlicky,D,79,5,38,43,-5,63,20:50,4,21,122,4.1,1842,0,0,0,0.0,0,0,0.0
Brent Burns,D,82,15,28,43,12,80,22:52,8,11,158,9.5,2528,4,1,0,100.0,5,3,60.0
Chris Pronger,D,72,12,31,43,-1,128,26:00,8,22,182,6.6,2033,4,3,3,50.0,1,0,0.0
Alex Steen,LW,76,15,27,42,0,32,18:05,2,7,169,8.9,1835,2,59,120,33.0,3,1,33.3
Jussi Jokinen,LW,72,16,26,42,-14,18,14:27,6,8,131,12.2,1276,2,178,163,52.2,4,2,50.0
Daniel Cleary,LW,63,20,22,42,21,33,17:23,5,7,177,11.3,1530,3,56,54,50.9,1,0,0.0
Jeff Halpern,C,83,20,22,42,0,54,16:46,4,4,132,15.2,1788,2,381,352,52.0,0,0,0.0
Stephen Weiss,C,74,13,29,42,14,40,17:35,4,9,132,9.8,1756,4,613,585,51.2,6,1,16.7
Jiri Hudler,RW,81,13,29,42,11,26,13:10,3,12,131,9.9,1402,2,10,16,38.5,8,4,50.0
Alexander Semin,RW,63,26,16,42,-18,54,16:54,10,10,185,14.1,1095,2,4,7,36.4,7,3,42.9
Mikko Koivu,C,57,11,31,42,13,42,20:53,2,10,144,7.6,1693,2,542,490,52.5,7,1,14.3
Sergei Fedorov,C,68,11,30,41,-5,38,17:39,6,11,128,8.6,1542,2,562,449,55.6,2,0,0.0
Vyacheslav Kozlov,LW,82,17,24,41,-10,26,15:56,5,9,161,10.6,1508,4,31,37,45.6,14,5,35.7
Jamie Langenbrunner,RW,64,13,28,41,-1,30,18:18,5,11,152,8.6,1488,2,10,8,55.6,6,3,50.0
Miroslav Satan,RW,80,16,25,41,-11,39,18:18,5,8,171,9.4,1582,4,19,19,50.0,5,1,20.0
Martin Straka,F,65,14,27,41,5,22,18:37,3,6,116,12.1,1518,2,7,12,36.8,1,0,0.0
Lubomir Visnovsky,D,82,8,33,41,-18,34,22:58,3,19,153,5.2,2177,1,1,7,12.5,0,0,0.0
Niklas Hagman,LW,82,27,14,41,4,51,15:35,4,3,178,15.2,1612,8,2,17,10.5,3,1,33.3
Trent Hunter,RW,82,12,29,41,-17,43,18:13,2,7,222,5.4,1857,1,6,23,20.7,3,0,0.0
Robert Nilsson,LW,71,10,31,41,8,22,13:55,3,5,102,9.8,1240,0,7,8,46.7,7,4,57.1
Ryan Whitney,D,76,12,28,40,-2,45,22:26,7,15,119,10.1,1925,1,0,0,0.0,1,0,0.0
Brandon Dubinsky,C,82,14,26,40,8,79,14:29,1,6,157,8.9,1479,0,512,483,51.5,1,0,0.0
Joe Pavelski,C,82,19,21,40,1,28,14:06,8,10,207,9.2,1481,4,268,233,53.5,11,7,63.6
David Booth,LW,73,22,18,40,13,26,16:10,1,1,228,9.6,1573,6,13,25,34.2,1,0,0.0
Todd Bertuzzi,RW,68,14,26,40,8,97,16:27,4,5,121,11.6,1418,2,50,60,45.5,6,1,16.7
Tim Connolly,C,48,7,33,40,4,8,18:40,3,12,111,6.3,1103,3,222,241,47.9,3,0,0.0
Tomas Holmstrom,LW,59,20,20,40,9,58,17:32,11,7,137,14.6,1261,5,0,1,0.0,0,0,0.0
Pavel Kubina,D,72,11,29,40,5,116,23:55,6,12,136,8.1,2069,4,0,1,0.0,1,0,0.0
Joe Sakic,C,44,13,27,40,-4,20,19:59,5,14,124,10.5,1043,1,296,290,50.5,5,3,60.0
Mikael Samuelsson,RW,73,11,29,40,21,26,16:15,3,8,249,4.4,1536,1,6,8,42.9,0,0,0.0
Mathieu Schneider,D,65,12,27,39,22,50,22:17,5,12,139,8.6,1531,2,0,0,0.0,3,2,66.7
Chuck Kobasew,RW,73,22,17,39,6,29,17:40,6,5,147,15.0,1717,3,28,42,40.0,3,0,0.0
Wade Redden,D,80,6,32,38,11,60,22:12,4,12,136,4.4,2042,1,0,0,0.0,0,0,0.0
Michal Rozsival,D,80,13,25,38,0,80,24:33,6,12,127,10.2,2354,0,0,0,0.0,1,0,0.0
Dainius Zubrus,C,82,13,25,38,2,38,15:41,4,4,128,10.2,1687,2,80,64,55.6,1,0,0.0
Lee Stempniak,RW,80,13,25,38,0,40,15:52,3,7,162,8.0,1694,2,4,7,36.4,2,0,0.0
Drew Stafford,RW,64,16,22,38,3,51,13:31,1,2,103,15.5,1081,5,8,13,38.1,4,1,25.0
Tobias Enstrom,D,82,5,33,38,-5,42,24:28,4,22,105,4.8,2089,0,0,0,0.0,1,0,0.0
Johan Franzen,RW,72,27,11,38,12,51,17:43,14,2,199,13.6,1704,8,189,201,48.5,1,1,100.0
Phil Kessel,RW,82,19,18,37,-6,28,15:13,5,2,213,8.9,1586,3,138,188,42.3,13,5,38.5
Eric Belanger,C,75,13,24,37,-6,30,17:13,7,7,115,11.3,2043,3,587,608,49.1,1,0,0.0
Jere Lehtinen,F,48,15,22,37,9,14,18:55,9,10,118,12.7,1109,1,1,10,9.1,2,0,0.0
Michael Nylander,C,40,11,26,37,-19,24,19:09,5,13,77,14.3,773,1,263,273,49.1,1,0,0.0
Taylor Pyatt,LW,79,16,21,37,9,60,15:48,7,2,167,9.6,1659,2,12,24,33.3,8,1,12.5
Ryan Smyth,LW,55,14,23,37,-4,50,19:36,2,6,168,8.3,1304,3,13,20,39.4,3,1,33.3
Todd White,C,74,14,23,37,-12,36,18:25,6,5,111,12.6,1685,4,543,623,46.6,1,0,0.0
Jonathan Cheechoo,RW,69,23,14,37,11,46,16:35,10,5,220,10.5,1403,4,4,16,20.0,6,1,16.7
Brett McLean,RW,67,14,23,37,-5,34,16:14,3,10,140,10.0,1529,1,296,328,47.4,0,0,0.0
Jay Bouwmeester,D,82,15,22,37,-5,72,27:27,4,10,182,8.2,2548,0,0,0,0.0,1,0,0.0
Marek Svatos,RW,62,26,11,37,13,32,13:39,3,3,140,18.6,1166,6,1,2,33.3,7,2,28.6
Ryan Kesler,C,80,21,16,37,1,79,19:02,4,4,177,11.9,2092,2,720,638,53.0,9,1,11.1
Brooks Laich,C,82,21,16,37,-3,35,14:01,8,2,122,17.2,1588,4,281,315,47.1,2,0,0.0
Sergei Samsonov,LW,61,14,22,36,-1,16,15:53,3,7,109,12.8,1206,2,0,3,0.0,3,1,33.3
Jason Williams,RW,43,13,23,36,-2,22,16:35,6,13,101,12.9,874,4,9,6,60.0,1,0,0.0
Paul Gaustad,C,82,10,26,36,-4,85,17:09,5,3,136,7.4,1774,2,640,525,54.9,0,0,0.0
Matthew Lombardi,C,82,14,22,36,-6,67,17:19,2,3,181,7.7,2011,4,455,500,47.6,1,0,0.0
Jarret Stoll,C,81,14,22,36,-23,74,17:56,8,13,187,7.5,1931,1,677,552,55.1,3,1,33.3
Michel Ouellet,RW,64,17,19,36,11,12,13:37,5,6,132,12.9,1089,0,19,23,45.2,0,0,0.0
Braydon Coburn,D,78,9,27,36,17,74,21:14,5,10,113,8.0,2232,2,0,0,0.0,0,0,0.0
Dennis Wideman,D,81,13,23,36,11,70,25:09,9,11,171,7.6,2169,1,0,0,0.0,1,0,0.0
Dustin Byfuglien,D,67,19,17,36,-7,59,17:01,7,10,163,11.7,1379,4,0,1,0.0,0,0,0.0
Valtteri Filppula,C,78,19,17,36,16,28,16:57,3,5,122,15.6,1789,3,314,307,50.6,0,0,0.0
Andrej Meszaros,D,82,9,27,36,5,50,21:01,6,10,160,5.6,2139,1,0,1,0.0,0,0,0.0
Martin Hanzal,C,72,8,27,35,-7,28,16:44,1,11,111,7.2,1586,3,470,549,46.1,1,0,0.0
Derek Armstrong,C,77,8,27,35,4,63,13:16,1,7,118,6.8,1459,2,380,370,50.7,0,0,0.0
Adrian Aucoin,D,76,10,25,35,13,37,20:57,5,15,121,8.3,1904,1,0,0,0.0,0,0,0.0
Jan Hlavac,LW,80,12,23,35,-1,40,15:08,0,1,152,7.9,1431,2,1,7,12.5,0,0,0.0
Craig Rivet,D,74,5,30,35,3,104,21:11,2,18,105,4.8,2075,0,0,0,0.0,0,0,0.0
Josef Vasicek,C,81,16,19,35,1,53,15:51,0,5,126,12.7,1576,2,616,490,55.7,1,0,0.0
Sergei Zubov,D,46,4,31,35,6,12,25:41,2,14,84,4.8,1132,0,0,0,0.0,5,1,20.0
Alexei Ponikarovsky,LW,66,18,17,35,3,36,15:57,1,6,150,12.0,1416,1,1,3,25.0,0,0,0.0
Colby Armstrong,RW,72,13,22,35,4,56,16:03,1,1,113,11.5,1542,3,3,12,20.0,0,0,0.0
Daniel Paille,LW,77,19,16,35,9,14,13:16,0,0,110,17.3,1327,2,15,26,36.6,0,0,0.0
Niklas Kronwall,D,65,7,28,35,25,44,21:05,0,8,108,6.5,1794,0,0,0,0.0,0,0,0.0
Craig Conroy,C,79,12,22,34,6,71,17:08,1,3,116,10.3,2050,4,726,685,51.5,0,0,0.0
Bobby Holik,C,82,15,19,34,-14,90,15:58,3,3,140,10.7,1738,3,877,625,58.4,1,0,0.0
Michael Peca,C,65,8,26,34,-1,64,18:33,3,11,86,9.3,1679,3,571,513,52.7,4,1,25.0
Darcy Tucker,RW,74,18,16,34,-8,100,16:25,7,3,152,11.8,1515,3,13,12,52.0,1,0,0.0
Antti Miettinen,RW,69,15,19,34,4,34,13:59,5,3,136,11.0,1182,3,14,9,60.9,1,1,100.0
Travis Zajac,C,82,14,20,34,-11,31,16:44,5,9,155,9.0,1710,1,528,504,51.2,1,0,0.0
Tom Gilbert,D,82,13,20,33,-6,20,22:11,3,6,98,13.3,2095,1,0,0,0.0,1,0,0.0
Erik Johnson,D,69,5,28,33,-9,28,18:11,4,14,105,4.8,1547,3,0,1,0.0,0,0,0.0
Ruslan Fedotenko,LW,67,16,17,33,-9,40,16:42,8,1,121,13.2,1311,2,11,17,39.3,0,0,0.0
Glen Metropolit,C,82,11,22,33,-3,36,16:27,1,2,141,7.8,1901,5,613,629,49.4,1,0,0.0
Jeremy Roenick,C,69,14,19,33,-8,26,13:44,7,5,89,15.7,1218,10,83,105,44.1,5,4,80.0
Sean Avery,C,57,15,18,33,6,154,15:50,2,2,125,12.0,1118,4,11,17,39.3,1,0,0.0
Matt Stajan,C,82,16,17,33,-11,47,18:55,2,6,127,12.6,2023,3,615,678,47.6,0,0,0.0
Owen Nolan,RW,77,16,16,32,6,71,16:32,1,5,163,9.8,1798,3,181,165,52.3,2,0,0.0
Jaroslav Spacek,D,60,9,23,32,7,42,22:58,7,15,95,9.5,1559,1,0,0,0.0,0,0,0.0
Scott Walker,RW,58,14,18,32,-3,115,16:37,4,6,122,11.5,1232,4,21,27,43.8,0,0,0.0
Richard Park,RW,82,12,20,32,-4,20,15:13,1,4,132,9.1,1600,2,314,312,50.2,5,2,40.0
Vernon Fiddler,C,79,11,21,32,-4,47,13:56,2,3,97,11.3,1628,1,193,191,50.3,0,0,0.0
Paul Martin,D,73,5,27,32,20,22,23:52,2,12,93,5.4,1883,2,0,0,0.0,0,0,0.0
Tuomo Ruutu,RW,77,10,22,32,4,91,15:53,4,0,100,10.0,1637,1,28,38,42.4,0,0,0.0
John-Michael Liles,D,81,6,26,32,2,26,19:40,5,15,163,3.7,1979,1,0,0,0.0,1,1,100.0
Duncan Keith,D,82,12,20,32,30,56,25:33,1,5,148,8.1,2291,0,0,0,0.0,0,0,0.0
Steve Bernier,RW,76,16,16,32,-1,64,13:18,4,5,131,12.2,1287,0,6,9,40.0,1,0,0.0
Brent Seabrook,D,82,9,23,32,13,90,21:29,4,8,152,5.9,2086,2,0,1,0.0,0,0,0.0
Ron Hainsey,D,78,8,24,32,-7,25,22:33,8,15,161,5.0,2181,0,0,0,0.0,0,0,0.0
Paul Ranger,D,72,10,21,31,-13,56,25:13,0,5,105,9.5,2153,0,0,0,0.0,0,0,0.0
Kyle Brodziak,C,80,14,17,31,-6,33,12:55,0,0,125,11.2,1373,3,153,144,51.5,0,0,0.0
Ryan Suter,D,76,7,24,31,3,71,20:35,1,10,138,5.1,1861,1,0,0,0.0,0,0,0.0
Loui Eriksson,LW,69,14,17,31,5,28,14:01,4,2,120,11.7,1141,0,2,11,15.4,0,0,0.0
Alex Burrows,RW,82,12,19,31,11,179,15:09,1,0,126,9.5,1805,3,13,24,35.1,1,0,0.0
David Backes,RW,72,13,18,31,-11,99,14:40,3,4,129,10.1,1464,2,30,37,44.8,0,0,0.0
Rob Blake,D,71,9,22,31,-19,98,22:43,5,10,144,6.3,1933,2,4,4,50.0,0,0,0.0
Filip Kuba,D,75,6,25,31,-8,40,24:57,2,9,113,5.3,2164,0,0,2,0.0,0,0,0.0
Jason Chimera,LW,81,14,17,31,-5,98,17:29,1,4,198,7.1,1965,3,16,19,45.7,2,0,0.0
