Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Mario Lemieux,C,60,69,91,160,55,38,0:00,16,39,286,24.1,0,10,0,0,0.0,0,0,0.0
Pat Lafontaine,C,84,53,95,148,11,63,0:00,20,43,306,17.3,0,7,0,0,0.0,0,0,0.0
Adam Oates,C,84,45,97,142,15,32,0:00,24,38,254,17.7,0,11,0,0,0.0,0,0,0.0
Steve Yzerman,C,84,58,79,137,33,44,0:00,13,28,307,18.9,0,6,0,0,0.0,0,0,0.0
Teemu Selanne,RW,84,76,56,132,8,45,0:00,24,25,387,19.6,0,7,0,0,0.0,0,0,0.0
Pierre Turgeon,C,83,58,74,132,-1,26,0:00,24,30,301,19.3,0,10,0,0,0.0,0,0,0.0
Doug Gilmour,C,83,32,95,127,32,100,0:00,15,44,211,15.2,0,2,0,0,0.0,0,0,0.0
Alexander Mogilny,RW,77,76,51,127,7,40,0:00,27,21,360,21.1,0,11,0,0,0.0,0,0,0.0
Luc Robitaille,LW,84,63,62,125,18,100,0:00,24,21,265,23.8,0,8,0,0,0.0,0,0,0.0
Mark Recchi,RW,84,53,70,123,1,95,0:00,15,27,274,19.3,0,6,0,0,0.0,0,0,0.0
Mats Sundin,C,80,47,67,114,21,96,0:00,13,34,215,21.9,0,9,0,0,0.0,0,0,0.0
Kevin Stevens,LW,72,55,56,111,17,177,0:00,26,18,326,16.9,0,5,0,0,0.0,0,0,0.0
Pavel Bure,LW,83,60,50,110,35,69,0:00,13,20,407,14.7,0,9,0,0,0.0,0,0,0.0
Rick Tocchet,RW,80,48,61,109,28,252,0:00,20,20,240,20.0,0,5,0,0,0.0,0,0,0.0
Jeremy Roenick,C,84,50,57,107,15,86,0:00,22,29,255,19.6,0,3,0,0,0.0,0,0,0.0
Craig Janney,C,84,24,82,106,-4,12,0:00,8,36,137,17.5,0,6,0,0,0.0,0,0,0.0
Joe Sakic,C,78,48,57,105,-3,40,0:00,20,27,264,18.2,0,4,0,0,0.0,0,0,0.0
Joe Juneau,C,84,32,70,102,23,33,0:00,9,28,229,14.0,0,3,0,0,0.0,0,0,0.0
Brett Hull,RW,80,54,47,101,-27,41,0:00,29,29,390,13.8,0,2,0,0,0.0,0,0,0.0
Theoren Fleury,RW,83,34,66,100,14,88,0:00,12,21,250,13.6,0,4,0,0,0.0,0,0,0.0
Ron Francis,C,84,24,76,100,6,68,0:00,9,41,215,11.2,0,4,0,0,0.0,0,0,0.0
Dave Andreychuk,LW,83,54,45,99,4,56,0:00,32,22,310,17.4,0,4,0,0,0.0,0,0,0.0
Vincent Damphousse,LW,84,39,58,97,5,98,0:00,9,24,287,13.6,0,8,0,0,0.0,0,0,0.0
Phil Housley,D,80,18,79,97,-14,52,0:00,6,50,249,7.2,0,3,0,0,0.0,0,0,0.0
Dino Ciccarelli,RW,82,41,56,97,12,81,0:00,21,23,200,20.5,0,8,0,0,0.0,0,0,0.0
Dale Hawerchuk,C,81,16,80,96,-17,52,0:00,8,44,259,6.2,0,2,0,0,0.0,0,0,0.0
Jaromir Jagr,RW,81,34,60,94,30,61,0:00,10,12,242,14.1,0,9,0,0,0.0,0,0,0.0
Kirk Muller,LW,80,37,57,94,8,77,0:00,12,21,231,16.0,0,4,0,0,0.0,0,0,0.0
Brendan Shanahan,LW,71,51,43,94,10,174,0:00,18,19,232,22.0,0,8,0,0,0.0,0,0,0.0
Mike Modano,C,82,33,60,93,-7,83,0:00,9,27,307,10.7,0,7,0,0,0.0,0,0,0.0
Mark Messier,C,75,25,66,91,-6,72,0:00,7,23,215,11.6,0,2,0,0,0.0,0,0,0.0
Geoff Sanderson,LW,82,46,43,89,-21,28,0:00,21,20,271,17.0,0,4,0,0,0.0,0,0,0.0
Robert Reichel,C,80,40,48,88,25,54,0:00,12,16,238,16.8,0,5,0,0,0.0,0,0,0.0
Brian Bellows,LW,82,40,48,88,4,44,0:00,16,19,260,15.4,0,5,0,0,0.0,0,0,0.0
Paul Coffey,D,80,12,75,87,16,77,0:00,5,46,254,4.7,0,0,0,0,0.0,0,0,0.0
Sergei Fedorov,C,73,34,53,87,33,72,0:00,13,18,217,15.7,0,3,0,0,0.0,0,0,0.0
Steve Thomas,RW,79,37,50,87,3,111,0:00,12,26,264,14.0,0,7,0,0,0.0,0,0,0.0
Jari Kurri,RW,82,27,60,87,19,38,0:00,12,19,210,12.9,0,3,0,0,0.0,0,0,0.0
Rod Brind'Amour,C,81,37,49,86,-8,89,0:00,13,17,206,18.0,0,4,0,0,0.0,0,0,0.0
Brian Bradley,C,80,42,44,86,-24,92,0:00,16,19,205,20.5,0,6,0,0,0.0,0,0,0.0
Peter Bondra,RW,83,37,48,85,8,70,0:00,10,16,239,15.5,0,7,0,0,0.0,0,0,0.0
Andrew Cassels,C,84,21,64,85,-11,62,0:00,8,30,134,15.7,0,1,0,0,0.0,0,0,0.0
Larry Murphy,D,83,22,63,85,45,73,0:00,6,36,230,9.6,0,2,0,0,0.0,0,0,0.0
Cliff Ronning,C,79,29,56,85,19,30,0:00,10,18,209,13.9,0,2,0,0,0.0,0,0,0.0
Ray Bourque,D,78,19,63,82,38,40,0:00,8,33,330,5.8,0,7,0,0,0.0,0,0,0.0
Steve Duchesne,D,82,20,62,82,15,57,0:00,8,37,227,8.8,0,2,0,0,0.0,0,0,0.0
Tony Granato,LW,81,37,45,82,-1,171,0:00,14,13,247,15.0,0,6,0,0,0.0,0,0,0.0
Pat Verbeek,RW,84,39,43,82,-7,197,0:00,16,15,235,16.6,0,6,0,0,0.0,0,0,0.0
Mike Ridley,C,84,26,56,82,5,44,0:00,6,24,148,17.6,0,3,0,0,0.0,0,0,0.0
Claude Lemieux,RW,77,30,51,81,3,155,0:00,13,22,311,9.6,0,3,0,0,0.0,0,0,0.0
Gary Suter,D,81,23,58,81,-1,112,0:00,10,34,263,8.7,0,2,0,0,0.0,0,0,0.0
Stephan Lebeau,C,71,31,49,80,23,20,0:00,8,11,150,20.7,0,7,0,0,0.0,0,0,0.0
Kevin Hatcher,D,83,34,45,79,-7,114,0:00,13,20,329,10.3,0,6,0,0,0.0,0,0,0.0
Gary Roberts,F,58,38,41,79,32,172,0:00,8,9,166,22.9,0,4,0,0,0.0,0,0,0.0
Alexander Semak,C,82,37,42,79,24,70,0:00,4,10,217,17.1,0,6,0,0,0.0,0,0,0.0
Dale Hunter,C,84,20,59,79,3,198,0:00,10,22,120,16.7,0,2,0,0,0.0,0,0,0.0
Russ Courtnall,RW,84,36,43,79,1,49,0:00,14,14,294,12.2,0,3,0,0,0.0,0,0,0.0
Mike Ricci,C,77,27,51,78,8,123,0:00,12,23,142,19.0,0,10,0,0,0.0,0,0,0.0
Jeff Randall Brown,D,71,25,53,78,-6,58,0:00,12,34,220,11.4,0,3,0,0,0.0,0,0,0.0
Kelly Kisio,RW,78,26,52,78,-15,90,0:00,9,25,152,17.1,0,2,0,0,0.0,0,0,0.0
Geoff Courtnall,LW,84,31,46,77,27,167,0:00,9,11,214,14.5,0,11,0,0,0.0,0,0,0.0
Murray Craven,LW,77,25,52,77,-1,32,0:00,6,22,151,16.6,0,2,0,0,0.0,0,0,0.0
Owen Nolan,RW,73,36,41,77,-1,185,0:00,15,15,241,14.9,0,4,0,0,0.0,0,0,0.0
Tony Amonte,RW,83,33,43,76,0,49,0:00,13,11,270,12.2,0,4,0,0,0.0,0,0,0.0
Derek King,LW,77,38,38,76,-4,47,0:00,21,22,201,18.9,0,7,0,0,0.0,0,0,0.0
Dave Gagner,C,84,33,43,76,-13,143,0:00,17,21,230,14.3,0,5,0,0,0.0,0,0,0.0
Benoit Hogue,LW,70,33,42,75,13,108,0:00,5,7,147,22.4,0,5,0,0,0.0,0,0,0.0
Eric Lindros,RW,61,41,34,75,28,147,0:00,8,10,180,22.8,0,5,0,0,0.0,0,0,0.0
Joe Nieuwendyk,C,79,38,37,75,9,52,0:00,14,13,208,18.3,0,6,0,0,0.0,0,0,0.0
Ulf Dahlen,LW,83,35,39,74,-20,6,0:00,13,21,223,15.7,0,6,0,0,0.0,0,0,0.0
Nikolai Borschevsky,RW,78,34,40,74,33,28,0:00,12,18,204,16.7,0,4,0,0,0.0,0,0,0.0
Michal Pivonka,C,69,21,53,74,14,66,0:00,6,24,147,14.3,0,5,0,0,0.0,0,0,0.0
Chris Chelios,D,84,15,58,73,14,282,0:00,8,39,290,5.2,0,2,0,0,0.0,0,0,0.0
Nelson Emerson,RW,82,22,51,73,2,62,0:00,5,34,196,11.2,0,4,0,0,0.0,0,0,0.0
Jimmy Carson,C,86,37,36,73,-2,32,0:00,17,13,189,19.6,0,5,0,0,0.0,0,0,0.0
Stephane Richer,RW,78,38,35,73,-1,44,0:00,7,12,286,13.3,0,7,0,0,0.0,0,0,0.0
Trevor Linden,C,84,33,39,72,19,64,0:00,8,7,209,15.8,0,3,0,0,0.0,0,0,0.0
Alexei Zhamnov,C,68,25,47,72,7,58,0:00,6,16,163,15.3,0,4,0,0,0.0,0,0,0.0
Dmitri Kvartalnov,LW,73,30,42,72,9,16,0:00,11,18,226,13.3,0,4,0,0,0.0,0,0,0.0
Thomas Steen,C,80,22,50,72,-8,75,0:00,6,25,150,14.7,0,6,0,0,0.0,0,0,0.0
Petr Nedved,C,84,38,33,71,20,96,0:00,2,13,149,25.5,0,3,0,0,0.0,0,0,0.0
Steve Larmer,RW,84,35,35,70,23,48,0:00,14,12,228,15.4,0,6,0,0,0.0,0,0,0.0
Joe Mullen,RW,72,33,37,70,19,14,0:00,9,9,175,18.9,0,3,0,0,0.0,0,0,0.0
Mike Donnelly,LW,84,29,40,69,17,45,0:00,8,11,244,11.9,0,2,0,0,0.0,0,0,0.0
Andrei Kovalenko,RW,81,27,41,68,13,57,0:00,8,6,153,17.6,0,4,0,0,0.0,0,0,0.0
Mike Gartner,RW,84,45,23,68,-4,59,0:00,13,8,323,13.9,0,3,0,0,0.0,0,0,0.0
Johan Garpenlov,LW,79,22,44,66,-26,56,0:00,14,11,171,12.9,0,1,0,0,0.0,0,0,0.0
Dmitri Khristich,RW,64,31,35,66,29,28,0:00,9,9,127,24.4,0,1,0,0,0.0,0,0,0.0
Ray Sheppard,RW,70,32,34,66,7,29,0:00,10,18,183,17.5,0,1,0,0,0.0,0,0,0.0
Al Iafrate,D,81,25,41,66,15,169,0:00,11,19,289,8.7,0,4,0,0,0.0,0,0,0.0
Adam Graves,LW,84,36,29,65,-4,148,0:00,12,2,275,13.1,0,6,0,0,0.0,0,0,0.0
Zarley Zalapski,D,83,14,51,65,-34,94,0:00,8,31,192,7.3,0,0,0,0,0.0,0,0,0.0
Wayne Gretzky,C,45,16,49,65,6,6,0:00,0,24,141,11.3,0,1,0,0,0.0,0,0,0.0
Glenn Anderson,RW,76,22,43,65,19,117,0:00,11,18,161,13.7,0,3,0,0,0.0,0,0,0.0
Valeri Zelepukin,LW,78,23,41,64,19,70,0:00,5,9,174,13.2,0,2,0,0,0.0,0,0,0.0
Kevin Dineen,RW,83,35,28,63,14,201,0:00,6,6,241,14.5,0,7,0,0,0.0,0,0,0.0
Norm Maciver,D,80,17,46,63,-46,84,0:00,7,28,184,9.2,0,2,0,0,0.0,0,0,0.0
Garry Galley,D,83,13,49,62,18,115,0:00,4,21,231,5.6,0,3,0,0,0.0,0,0,0.0
Paul Ysebaert,C,80,34,28,62,19,42,0:00,3,5,186,18.3,0,8,0,0,0.0,0,0,0.0
Steve Chiasson,D,79,12,50,62,14,155,0:00,6,27,227,5.3,0,1,0,0,0.0,0,0,0.0
Shawn McEachern,LW,84,28,33,61,21,46,0:00,7,7,196,14.3,0,6,0,0,0.0,0,0,0.0
