Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Martin St. Louis,RW,82,38,56,94,35,24,20:34,8,22,212,17.9,2119,7,8,16,33.3,0,0,0.0
Joe Sakic,C,81,33,54,87,11,42,20:15,13,24,253,13.0,2366,3,897,808,52.6,0,0,0.0
Ilya Kovalchuk,LW,81,41,46,87,-10,63,23:41,16,17,341,12.0,2006,6,9,19,32.1,0,0,0.0
Markus Naslund,LW,78,35,49,84,24,58,19:22,5,21,296,11.8,1931,6,5,9,35.7,0,0,0.0
Marian Hossa,RW,81,36,46,82,4,46,18:37,14,25,233,15.5,2006,5,10,15,40.0,0,0,0.0
Patrik Elias,C,82,38,43,81,26,44,18:46,9,11,300,12.7,1853,9,18,31,36.7,0,0,0.0
Daniel Alfredsson,RW,77,32,48,80,12,24,19:24,9,29,230,13.9,1831,5,8,25,24.2,0,0,0.0
Cory Stillman,LW,81,25,55,80,18,36,19:31,11,15,178,14.0,2050,6,12,26,31.6,0,0,0.0
Robert Lang,C,69,30,49,79,4,24,21:17,10,27,163,18.4,1562,3,383,457,45.6,0,0,0.0
Brad Richards,C,82,26,53,79,14,12,20:25,5,21,244,10.7,2040,6,545,622,46.7,0,0,0.0
Alex Tanguay,LW,69,25,54,79,30,42,18:21,7,18,117,21.4,1859,5,29,42,40.8,0,0,0.0
Milan Hejduk,RW,82,35,40,75,19,20,18:45,16,12,237,14.8,2239,6,33,36,47.8,0,0,0.0
Mark Recchi,RW,82,26,49,75,18,47,17:11,14,16,167,15.6,1966,5,156,142,52.3,0,0,0.0
Mats Sundin,C,81,31,44,75,11,52,19:52,11,18,226,13.7,2009,10,904,801,53.0,0,0,0.0
Jaromir Jagr,RW,77,31,43,74,-5,38,20:57,10,16,257,12.1,1722,3,0,1,0.0,0,0,0.0
Jarome Iginla,RW,81,41,32,73,21,84,21:18,8,13,265,15.5,2223,10,166,139,54.4,0,0,0.0
Steve Sullivan,LW,80,24,49,73,1,48,20:55,11,17,218,11.0,2029,4,100,127,44.1,0,0,0.0
Joe Thornton,C,77,23,50,73,18,98,21:38,4,12,187,12.3,2071,6,941,730,56.3,0,0,0.0
Keith Tkachuk,LW,75,33,38,71,8,83,19:39,18,14,233,14.2,2017,8,203,207,49.5,0,0,0.0
Scott Gomez,C,80,14,56,70,18,70,16:00,3,13,189,7.4,1552,1,521,608,46.1,0,0,0.0
Bill Guerin,RW,82,34,35,69,14,109,18:41,9,13,263,12.9,1887,10,3,13,18.8,0,0,0.0
Shane Doan,RW,79,27,41,68,-11,47,21:45,9,18,254,10.6,1922,1,22,33,40.0,0,0,0.0
Martin Havlat,F,68,31,37,68,12,46,16:43,13,17,175,17.7,1441,7,4,7,36.4,0,0,0.0
Brett Hull,RW,81,25,43,68,-4,12,16:53,10,13,200,12.5,1694,6,3,4,42.9,0,0,0.0
Pavel Datsyuk,C,75,30,38,68,-2,35,18:16,8,15,136,22.1,1669,4,709,605,54.0,0,0,0.0
