Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Leon Draisaitl,C,71,43,67,110,-7,18,22:36,16,28,218,19.7,1540,10,661,608,52.1,3,1,33.3
Connor McDavid,C,64,34,63,97,-6,28,21:51,11,32,212,16.0,1353,6,320,350,47.8,4,1,25.0
David Pastrnak,RW,70,48,47,95,21,40,18:57,20,18,279,17.2,1450,10,7,11,38.9,6,1,16.7
Artemi Panarin,LW,69,32,63,95,36,20,20:36,7,17,209,15.3,1496,4,1,1,50.0,3,1,33.3
Nathan MacKinnon,C,69,35,58,93,13,12,21:14,12,19,318,11.0,1623,4,362,478,43.1,2,0,0.0
Brad Marchand,LW,70,28,59,87,25,82,19:27,5,23,185,15.1,1568,5,22,29,43.1,7,0,0.0
Nikita Kucherov,RW,68,33,52,85,26,38,18:51,4,21,210,15.7,1466,6,0,1,0.0,3,0,0.0
Patrick Kane,RW,70,33,51,84,8,40,21:20,8,15,275,12.0,1558,2,1,3,25.0,8,6,75.0
Auston Matthews,C,70,47,33,80,19,8,20:58,12,13,290,16.2,1624,5,506,414,55.0,6,1,16.7
Jack Eichel,C,68,36,42,78,5,34,22:06,11,16,227,15.9,1596,9,614,697,46.8,4,1,25.0
Jonathan Huberdeau,C,69,23,55,78,5,30,18:46,5,24,152,15.1,1490,3,24,37,39.3,3,0,0.0
John Carlson,D,69,15,60,75,12,26,24:37,2,24,189,7.9,1770,6,0,1,0.0,1,0,0.0
Mika Zibanejad,C,57,41,34,75,9,14,21:37,15,12,208,19.7,1452,6,592,612,49.2,2,2,100.0
Evgeni Malkin,C,55,25,49,74,7,58,19:31,7,17,171,14.6,1340,5,441,435,50.3,2,0,0.0
Mark Scheifele,C,71,29,44,73,2,45,21:48,10,10,170,17.1,1676,6,605,684,46.9,3,2,66.7
Kyle Connor,LW,71,38,35,73,4,34,21:05,9,8,239,15.9,1695,7,2,11,15.4,5,2,40.0
J.T. Miller,C,69,27,45,72,11,47,20:06,9,16,165,16.4,1725,3,425,293,59.2,5,2,40.0
Alex Ovechkin,LW,68,48,19,67,-12,30,20:39,13,5,311,15.4,1388,3,1,0,100.0,4,1,25.0
Mitch Marner,RW,59,16,51,67,6,16,21:33,6,18,154,10.4,1450,2,7,19,26.9,5,0,0.0
Sebastian Aho,C,68,38,28,66,10,26,19:25,8,9,206,18.4,1598,5,409,480,46.0,1,0,0.0
Elias Pettersson,C,68,27,39,66,16,18,18:31,8,16,162,16.7,1585,5,59,82,41.8,7,4,57.1
Max Pacioretty,LW,71,32,34,66,18,44,17:54,8,11,307,10.4,1435,5,51,45,53.1,0,0,0.0
Steven Stamkos,C,57,29,37,66,14,22,18:25,10,9,176,16.5,1268,6,365,307,54.3,2,2,100.0
Blake Wheeler,RW,71,22,43,65,1,37,19:19,4,18,180,12.2,1684,2,325,327,49.8,3,3,100.0
Roman Josi,D,69,16,49,65,22,41,25:46,4,19,260,6.2,1972,1,0,0,0.0,1,0,0.0
Brayden Point,C,66,25,39,64,28,11,18:54,8,5,141,17.7,1483,4,397,380,51.1,3,1,33.3
Patrik Laine,LW,68,28,35,63,8,22,19:24,8,8,226,12.4,1482,1,10,17,37.0,5,2,40.0
Mark Stone,RW,65,21,42,63,15,27,19:24,6,11,168,12.5,1426,3,16,30,34.8,1,0,0.0
Teuvo Teravainen,C,68,15,48,63,20,8,19:11,4,17,182,8.2,1577,1,26,27,49.1,4,2,50.0
Anze Kopitar,C,70,21,41,62,6,16,21:02,7,14,135,15.6,1774,5,776,631,55.2,4,1,25.0
Aleksander Barkov,C,66,20,42,62,2,18,20:00,7,13,172,11.6,1529,2,653,550,54.3,4,0,0.0
Travis Konecny,RW,66,24,37,61,-1,28,16:48,5,18,141,17.0,1443,3,24,25,49.0,3,2,66.7
Matthew Tkachuk,LW,69,23,38,61,-5,74,18:18,5,14,188,12.2,1499,4,0,4,0.0,7,3,42.9
Ryan O'Reilly,C,71,12,49,61,11,10,20:34,2,16,118,10.2,1737,3,880,676,56.6,5,2,40.0
Tomas Tatar,LW,68,22,39,61,5,36,16:17,8,6,162,13.6,1512,1,9,16,36.0,1,1,100.0
Ryan Nugent-Hopkins,C,65,22,39,61,1,33,20:28,7,17,172,12.8,1387,4,205,199,50.7,3,0,0.0
Andrei Svechnikov,RW,68,24,37,61,9,54,16:44,6,14,183,13.1,1425,5,0,1,0.0,4,3,75.0
Mathew Barzal,C,68,19,41,60,5,44,20:02,4,8,171,11.1,1503,2,228,320,41.6,6,3,50.0
Jonathan Toews,C,70,18,42,60,-2,48,19:46,1,7,172,10.5,1683,3,856,638,57.3,8,5,62.5
David Perron,LW,71,25,35,60,2,52,18:19,9,18,166,15.1,1553,9,3,5,37.5,4,2,50.0
John Tavares,C,63,26,34,60,-7,24,19:32,7,14,197,13.2,1388,4,617,499,55.3,2,0,0.0
Mike Hoffman,C,69,29,30,59,-5,28,16:50,11,10,214,13.6,1357,3,7,8,46.7,3,1,33.3
Sean Couturier,C,69,22,37,59,21,30,19:49,4,9,185,11.9,1792,4,542,367,59.6,8,3,37.5
Ryan Strome,C,70,18,41,59,21,48,19:35,3,14,154,11.7,1670,3,496,548,47.5,0,0,0.0
William Nylander,RW,68,31,28,59,-2,12,18:12,9,8,197,15.7,1493,7,106,106,50.0,4,2,50.0
Nikolaj Ehlers,LW,71,25,33,58,14,30,16:31,3,2,203,12.3,1519,5,0,2,0.0,1,0,0.0
Brayden Schenn,C,71,25,33,58,3,44,18:27,10,11,138,18.1,1561,4,350,364,49.0,2,0,0.0
Johnny Gaudreau,LW,70,18,40,58,-10,12,18:47,6,12,209,8.6,1550,2,1,3,25.0,2,1,50.0
Jaden Schwartz,C,71,22,35,57,3,18,18:10,9,11,162,13.6,1551,4,9,11,45.0,0,0,0.0
Patrice Bergeron,C,61,31,25,56,23,28,18:44,11,9,203,15.3,1399,5,759,552,57.9,1,0,0.0
