Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Jaromir Jagr,RW,48,32,38,70,23,37,0:00,8,14,192,16.7,0,7,0,0,0.0,0,0,0.0
Eric Lindros,RW,46,29,41,70,27,60,0:00,7,17,144,20.1,0,4,0,0,0.0,0,0,0.0
Alexei Zhamnov,C,48,30,35,65,5,20,0:00,9,16,155,19.4,0,4,0,0,0.0,0,0,0.0
Joe Sakic,C,47,19,43,62,7,30,0:00,3,19,157,12.1,0,5,0,0,0.0,0,0,0.0
Ron Francis,C,44,11,48,59,30,18,0:00,3,18,94,11.7,0,1,0,0,0.0,0,0,0.0
Paul Coffey,D,45,14,44,58,18,72,0:00,4,27,181,7.7,0,2,0,0,0.0,0,0,0.0
Theoren Fleury,RW,47,29,29,58,6,112,0:00,9,11,173,16.8,0,5,0,0,0.0,0,0,0.0
Mikael Renberg,RW,47,26,31,57,20,20,0:00,8,4,143,18.2,0,4,0,0,0.0,0,0,0.0
John LeClair,LW,46,26,28,54,20,30,0:00,6,11,131,19.8,0,7,0,0,0.0,0,0,0.0
Mark Messier,C,46,14,39,53,8,40,0:00,3,17,126,11.1,0,2,0,0,0.0,0,0,0.0
Adam Oates,C,48,12,41,53,-11,8,0:00,4,19,109,11.0,0,2,0,0,0.0,0,0,0.0
Keith Tkachuk,LW,48,22,29,51,-4,152,0:00,7,10,129,17.1,0,2,0,0,0.0,0,0,0.0
Bernie Nicholls,C,48,22,29,51,4,32,0:00,11,17,114,19.3,0,5,0,0,0.0,0,0,0.0
Sergei Fedorov,C,42,20,30,50,6,24,0:00,7,9,147,13.6,0,5,0,0,0.0,0,0,0.0
Peter Forsberg,C,47,15,35,50,17,16,0:00,3,12,86,17.4,0,3,0,0,0.0,0,0,0.0
Brett Hull,RW,48,29,21,50,13,10,0:00,9,7,200,14.5,0,6,0,0,0.0,0,0,0.0
Joe Nieuwendyk,C,46,21,29,50,11,33,0:00,3,12,122,17.2,0,4,0,0,0.0,0,0,0.0
Owen Nolan,RW,46,30,19,49,21,46,0:00,13,4,137,21.9,0,8,0,0,0.0,0,0,0.0
Mark Recchi,RW,49,16,32,48,-9,28,0:00,9,7,121,13.2,0,3,0,0,0.0,0,0,0.0
Teemu Selanne,RW,45,22,26,48,1,2,0:00,8,10,167,13.2,0,1,0,0,0.0,0,0,0.0
Wayne Gretzky,C,48,11,37,48,-20,6,0:00,3,19,142,7.7,0,1,0,0,0.0,0,0,0.0
Alexander Mogilny,RW,44,19,28,47,0,36,0:00,12,14,148,12.8,0,2,0,0,0.0,0,0,0.0
Mats Sundin,C,47,23,24,47,-5,14,0:00,9,10,173,13.3,0,4,0,0,0.0,0,0,0.0
Pierre Turgeon,C,49,24,23,47,0,14,0:00,5,12,160,15.0,0,4,0,0,0.0,0,0,0.0
Alexey Yashin,C,47,21,23,44,-20,20,0:00,11,10,154,13.6,0,1,0,0,0.0,0,0,0.0
Tomas Sandstrom,RW,47,21,23,44,1,42,0:00,4,5,116,18.1,0,3,0,0,0.0,0,0,0.0
Peter Bondra,RW,47,34,9,43,9,24,0:00,12,6,177,19.2,0,3,0,0,0.0,0,0,0.0
Ray Bourque,D,46,12,31,43,3,20,0:00,9,20,210,5.7,0,2,0,0,0.0,0,0,0.0
Pavel Bure,LW,44,20,23,43,-8,47,0:00,6,7,198,10.1,0,2,0,0,0.0,0,0,0.0
Ray Ferraro,C,47,22,21,43,1,30,0:00,2,5,94,23.4,0,1,0,0,0.0,0,0,0.0
Phil Housley,D,43,8,35,43,17,18,0:00,3,17,135,5.9,0,0,0,0,0.0,0,0,0.0
Joe Juneau,C,44,5,38,43,-1,8,0:00,3,22,70,7.1,0,0,0,0,0.0,0,0,0.0
