Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Sidney Crosby,C,79,36,84,120,10,60,20:45,13,48,250,14.4,1930,4,839,847,49.8,15,5,33.3
Joe Thornton,C,82,22,92,114,24,44,20:18,10,44,213,10.3,1917,5,778,744,51.1,1,0,0.0
Vincent Lecavalier,C,82,52,56,108,2,44,22:36,16,20,339,15.3,2105,7,770,883,46.6,12,3,25.0
Dany Heatley,LW,82,50,55,105,31,74,21:01,17,22,310,16.1,1956,10,23,37,38.3,4,1,25.0
Martin St. Louis,RW,82,43,59,102,7,28,24:09,14,16,273,15.8,2185,7,7,13,35.0,10,4,40.0
Marian Hossa,RW,82,43,57,100,18,49,21:40,17,27,340,12.6,2198,5,4,14,22.2,10,5,50.0
Joe Sakic,C,82,36,64,100,2,46,20:11,16,27,258,14.0,2116,4,726,642,53.1,8,4,50.0
Jaromir Jagr,RW,82,30,66,96,26,78,21:45,7,34,324,9.3,1958,5,1,5,16.7,9,3,33.3
Marc Savard,C,82,22,74,96,-19,96,20:12,10,39,221,10.0,1950,3,712,708,50.1,6,1,16.7
Daniel Briere,C,81,32,63,95,17,89,19:18,9,21,234,13.7,1823,6,540,549,49.6,14,6,42.9
Jarome Iginla,RW,70,39,55,94,12,40,22:03,13,20,264,14.8,1791,7,215,191,53.0,4,3,75.0
Teemu Selanne,RW,82,48,46,94,26,82,17:41,25,23,257,18.7,1828,10,178,173,50.7,12,4,33.3
Alex Ovechkin,LW,82,46,46,92,-19,52,21:18,16,21,392,11.7,1982,8,8,9,47.1,12,2,16.7
Olli Jokinen,C,82,39,52,91,18,78,20:30,9,19,351,11.1,2113,8,476,598,44.3,6,1,16.7
Daniel Alfredsson,RW,77,29,58,87,42,42,21:34,7,18,240,12.1,1973,7,15,28,34.9,2,0,0.0
Jason Spezza,C,67,34,53,87,19,45,19:17,13,20,162,21.0,1492,5,668,593,53.0,3,0,0.0
Pavel Datsyuk,C,79,27,60,87,36,20,19:57,5,24,207,13.0,1977,5,475,370,56.2,10,5,50.0
Evgeni Malkin,C,78,33,52,85,2,80,19:09,16,24,242,13.6,1744,6,315,413,43.3,12,3,25.0
Thomas Vanek,LW,82,43,41,84,47,40,16:46,15,7,237,18.1,1593,5,11,28,28.2,11,2,18.2
Daniel Sedin,LW,81,36,48,84,19,36,18:03,16,18,236,15.3,1827,8,10,34,22.7,6,1,16.7
Andrew Brunette,LW,82,27,56,83,-8,36,17:30,9,27,173,15.6,1946,2,5,3,62.5,1,0,0.0
Michael Nylander,C,79,26,57,83,12,42,20:22,14,23,193,13.5,1774,4,501,553,47.5,13,5,38.5
Ray Whitney,LW,81,32,51,83,-5,46,18:42,6,24,215,14.9,1825,6,2,5,28.6,5,0,0.0
Rod Brind'Amour,C,78,26,56,82,7,46,23:19,9,21,181,14.4,2158,5,1213,834,59.3,2,1,50.0
Henrik Sedin,C,82,10,71,81,19,66,18:25,1,34,134,7.5,1898,2,641,579,52.5,1,0,0.0
Alex Tanguay,LW,81,22,59,81,12,44,17:40,5,16,107,20.6,1765,0,6,18,25.0,7,3,42.9
Vyacheslav Kozlov,LW,81,28,52,80,9,36,20:29,8,29,190,14.7,2030,8,153,173,46.9,11,7,63.6
Michael Cammalleri,LW,81,34,46,80,5,48,18:02,16,21,299,11.4,1957,5,163,138,54.2,6,2,33.3
Patrick Marleau,C,77,32,46,78,9,33,18:33,14,23,180,17.8,1641,9,350,343,50.5,1,0,0.0
Andy McDonald,C,82,27,51,78,16,46,17:35,8,25,252,10.7,1815,3,503,405,55.4,10,1,10.0
Paul Stastny,C,82,28,50,78,4,42,18:10,11,20,185,15.1,2094,6,594,632,48.5,3,0,0.0
Daymond Langkow,C,81,33,44,77,23,44,20:07,10,17,247,13.4,2039,6,538,635,45.9,1,0,0.0
Kristian Huselius,F,81,34,43,77,21,26,17:22,14,20,173,19.7,1675,6,4,10,28.6,5,1,20.0
Paul Kariya,LW,82,24,52,76,6,36,20:22,5,20,224,10.7,2008,2,0,3,0.0,11,7,63.6
Mats Sundin,C,75,27,49,76,-2,62,20:28,6,28,321,8.4,2052,3,988,802,55.2,11,6,54.5
Ilya Kovalchuk,LW,82,42,34,76,-2,66,21:31,18,14,336,12.5,1873,7,26,40,39.4,4,1,25.0
Saku Koivu,C,81,22,53,75,-21,74,18:06,11,32,154,14.3,1797,4,798,655,54.9,9,5,55.6
Alexander Semin,RW,77,38,35,73,-7,90,18:16,17,21,243,15.6,1619,6,12,32,27.3,10,2,20.0
Alexander Frolov,LW,82,35,36,71,-8,34,19:56,10,18,195,17.9,2065,6,7,12,36.8,9,4,44.4
Milan Hejduk,RW,80,35,35,70,10,44,17:52,12,12,257,13.6,1973,6,49,60,45.0,7,2,28.6
Brad Richards,C,82,25,45,70,-19,23,24:06,12,21,272,9.2,2156,3,812,768,51.4,12,5,41.7
Martin Straka,F,77,29,41,70,16,24,19:57,8,20,165,17.6,1782,6,86,127,40.4,2,0,0.0
Patrice Bergeron,C,77,22,48,70,-28,26,20:48,14,24,224,9.8,2035,6,798,762,51.2,11,6,54.5
Eric Staal,C,82,30,40,70,-6,68,20:07,12,14,288,10.4,2011,1,559,679,45.2,3,0,0.0
Jason Blake,LW,82,40,29,69,1,34,18:05,14,8,305,13.1,1692,7,67,50,57.3,6,1,16.7
Chris Drury,C,77,37,32,69,1,30,18:46,17,10,199,18.6,1774,9,948,665,58.8,1,0,0.0
Patrik Elias,C,75,21,48,69,1,38,18:40,8,23,267,7.9,1719,5,7,11,38.9,11,2,18.2
Scott Niedermayer,D,79,15,54,69,6,86,27:30,9,25,172,8.7,2163,3,1,0,100.0,0,0,0.0
Jonathan Cheechoo,RW,76,37,32,69,11,69,17:33,15,15,250,14.8,1582,5,10,22,31.3,3,2,66.7
