Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Connor McDavid,C,58,34,62,96,11,22,23:06,10,29,220,15.5,1279,2,312,351,47.1,2,0,0.0
Nathan MacKinnon,C,55,40,53,93,48,18,22:11,8,14,244,16.4,1288,5,516,496,51.0,3,1,33.3
Nikita Kucherov,RW,50,29,61,90,29,22,20:21,6,22,153,19.0,1073,4,0,2,0.0,3,2,66.7
Macklin Celebrini,C,55,28,53,81,10,32,21:11,5,19,190,14.7,1164,4,425,435,49.4,3,1,33.3
Leon Draisaitl,C,55,29,51,80,12,24,22:05,13,21,161,18.0,1225,2,525,406,56.4,2,2,100.0
David Pastrnak,RW,52,22,49,71,2,40,20:21,9,17,183,12.0,1098,4,1,4,20.0,2,0,0.0
Kirill Kaprizov,LW,58,32,38,70,9,20,22:22,13,12,206,15.5,1230,4,0,2,0.0,6,2,33.3
Mikko Rantanen,RW,54,20,49,69,2,87,20:12,5,25,126,15.9,1150,1,32,32,50.0,6,3,50.0
Mark Scheifele,C,56,27,41,68,0,22,21:04,7,9,116,23.3,1208,4,403,476,45.8,2,0,0.0
Jack Eichel,C,49,20,46,66,17,10,21:21,0,23,183,10.9,1106,5,377,425,47.0,4,0,0.0
Jason Robertson,LW,57,32,34,66,20,20,19:52,11,16,205,15.6,1195,5,0,2,0.0,7,4,57.1
Nick Suzuki,C,57,18,47,65,25,10,20:43,10,21,119,15.1,1275,1,493,505,49.4,4,0,0.0
Kyle Connor,LW,56,25,39,64,-3,12,21:08,3,11,185,13.5,1245,1,0,0,0.0,3,0,0.0
Evan Bouchard,D,58,15,48,63,11,24,24:44,6,16,161,9.3,1459,3,0,0,0.0,1,0,0.0
Zach Werenski,D,52,20,42,62,8,12,26:21,3,12,183,10.9,1362,2,0,0,0.0,0,0,0.0
Martin Necas,C,52,22,40,62,35,26,20:58,4,7,124,17.7,1154,0,9,11,45.0,5,2,40.0
Matt Boldy,LW,54,32,30,62,14,26,20:50,9,10,173,18.5,1137,3,43,51,45.7,7,4,57.1
Tim Stutzle,C,56,27,33,60,5,31,20:32,7,12,144,18.8,1477,4,265,227,53.9,3,2,66.7
Lucas Raymond,LW,56,19,41,60,10,12,18:34,5,17,122,15.6,1239,5,1,0,100.0,4,2,50.0
Wyatt Johnston,C,57,29,30,59,-3,16,20:02,18,11,148,19.6,1274,3,266,291,47.8,3,1,33.3
Sidney Crosby,C,55,27,32,59,0,36,19:34,10,10,126,21.4,1200,4,637,511,55.5,7,1,14.3
Jake Guentzel,C,54,25,34,59,13,23,20:32,5,16,141,17.7,1188,5,119,131,47.6,3,0,0.0
Tage Thompson,C,56,29,29,58,-5,27,19:05,4,12,197,14.7,1299,3,286,336,46.0,3,1,33.3
Lane Hutson,D,57,10,48,58,22,24,23:42,1,15,91,11.0,1409,3,0,0,0.0,0,0,0.0
Cole Caufield,RW,57,32,25,57,19,14,18:12,7,13,171,18.7,1181,8,6,10,37.5,5,4,80.0
Mark Stone,RW,40,20,37,57,17,7,19:36,7,14,91,22.0,846,3,2,7,22.2,1,0,0.0
Artemi Panarin,LW,52,19,38,57,-16,14,20:54,2,15,158,12.0,1181,3,1,0,100.0,2,1,50.0
Mitch Marner,RW,56,15,42,57,12,14,20:00,4,13,113,13.3,1204,0,83,134,38.2,5,1,20.0
Sebastian Aho,C,56,20,37,57,12,30,19:44,4,13,128,15.6,1264,3,429,418,50.6,1,0,0.0
Alex DeBrincat,RW,58,30,27,57,1,10,18:05,11,6,205,14.6,1222,5,17,24,41.5,2,0,0.0
Cale Makar,D,55,15,42,57,28,20,25:04,2,17,148,10.1,1447,4,0,0,0.0,1,0,0.0
Quinn Hughes,D,52,5,52,57,-1,24,27:51,2,23,143,3.5,1262,1,0,0,0.0,0,0,0.0
Ryan O'Reilly,C,56,20,36,56,8,12,20:08,3,12,101,19.8,1335,5,529,425,55.5,2,2,100.0
Sam Reinhart,C,56,27,28,55,-14,10,21:25,10,12,148,18.2,1368,5,54,86,38.6,4,1,25.0
Travis Konecny,RW,54,22,32,54,9,45,18:55,1,9,122,18.0,1264,2,11,30,26.8,3,0,0.0
Clayton Keller,RW,57,17,37,54,22,16,19:01,1,14,152,11.2,1282,4,12,16,42.9,0,0,0.0
Morgan Geekie,C,56,32,22,54,-1,16,17:25,10,10,129,24.8,1073,5,65,78,45.5,1,0,0.0
Nick Schmaltz,C,57,23,30,53,21,20,19:44,5,7,138,16.7,1364,5,287,331,46.4,0,0,0.0
Brandon Hagel,LW,49,26,27,53,28,32,19:43,3,6,147,17.7,1133,6,21,26,44.7,0,0,0.0
Connor Bedard,C,44,23,30,53,-2,32,20:57,6,9,143,16.1,998,3,148,167,47.0,5,2,40.0
Mika Zibanejad,C,55,23,29,52,-19,10,20:58,11,11,150,15.3,1394,3,387,359,51.9,0,0,0.0
William Nylander,RW,40,18,34,52,2,14,18:32,3,7,86,20.9,880,3,20,33,37.7,2,1,50.0
Dylan Larkin,C,58,26,25,51,8,36,20:18,9,7,170,15.3,1397,7,623,560,52.7,2,0,0.0
Darren Raddysh,D,48,17,34,51,16,23,22:36,9,10,127,13.4,1111,5,0,0,0.0,0,0,0.0
Brad Marchand,LW,46,25,25,50,-15,34,18:11,6,12,127,19.7,1022,3,1,7,12.5,2,2,100.0
Mathew Barzal,C,56,16,34,50,11,43,20:44,2,12,123,13.0,1209,3,201,304,39.8,4,2,50.0
Gabriel Vilardi,C,56,21,29,50,-2,14,18:39,7,9,111,18.9,1129,2,35,41,46.1,2,1,50.0
Brock Nelson,C,55,29,20,49,7,22,19:14,8,3,125,23.2,1312,6,492,493,49.9,1,0,0.0
Drake Batherson,RW,53,19,30,49,-4,21,17:48,7,11,111,17.1,1249,3,9,10,47.4,3,1,33.3
Cutter Gauthier,LW,55,25,24,49,2,18,17:24,6,6,208,12.0,1177,4,40,53,43.0,1,1,100.0
Trevor Zegras,C,55,20,28,48,-7,34,18:40,8,10,122,16.4,1190,2,68,125,35.2,6,3,50.0
Tom Wilson,RW,49,22,26,48,19,78,19:22,7,4,106,20.8,1138,2,14,15,48.3,0,0,0.0
Tomas Hertl,C,56,22,26,48,-7,35,17:30,11,9,145,15.2,1102,3,515,379,57.6,0,0,0.0
Alex Tuch,RW,55,22,26,48,16,43,18:45,4,2,130,16.9,1369,2,28,33,45.9,3,0,0.0
Auston Matthews,C,51,26,22,48,4,16,20:49,4,5,193,13.5,1234,3,505,346,59.3,2,2,100.0
Andrei Svechnikov,RW,56,20,28,48,5,42,16:56,7,12,149,13.4,1131,2,9,9,50.0,6,2,33.3
Alex Ovechkin,LW,58,22,25,47,2,18,17:56,4,10,162,13.6,1162,4,2,1,66.7,2,0,0.0
John Tavares,C,57,20,27,47,-16,20,17:53,5,3,140,14.3,1205,2,528,372,58.7,1,0,0.0
Filip Forsberg,LW,56,24,23,47,-4,26,18:52,5,11,172,14.0,1248,1,10,18,35.7,2,1,50.0
Rasmus Dahlin,D,52,11,36,47,-5,51,24:30,4,12,142,7.7,1434,0,0,0,0.0,1,0,0.0
Dylan Guenther,RW,55,25,22,47,8,24,17:11,5,8,178,14.0,1163,6,21,30,41.2,0,0,0.0
Kirill Marchenko,RW,50,19,27,46,7,20,18:45,3,13,152,12.5,1040,4,2,3,40.0,6,5,83.3
Jake Sanderson,D,56,11,35,46,7,8,25:04,3,14,117,9.4,1699,2,0,0,0.0,0,0,0.0
Matthew Knies,LW,54,14,32,46,-11,21,18:52,4,3,104,13.5,1189,2,0,3,0.0,0,0,0.0
Ivan Demidov,RW,57,12,34,46,8,24,15:24,3,9,81,14.8,1025,2,0,0,0.0,2,0,0.0
Adrian Kempe,RW,55,20,26,46,9,52,19:10,3,7,153,13.1,1180,5,49,78,38.6,9,4,44.4
Miro Heiskanen,D,55,7,39,46,7,18,25:58,1,17,111,6.3,1414,2,0,0,0.0,0,0,0.0
John Carlson,D,54,10,35,45,11,26,23:09,0,8,114,8.8,1301,0,0,1,0.0,0,0,0.0
Ryan Nugent-Hopkins,C,49,13,32,45,-6,19,19:12,7,17,84,15.5,1051,2,98,117,45.6,2,0,0.0
Dylan Strome,C,56,16,29,45,10,34,18:42,5,10,111,14.4,1180,1,592,404,59.4,6,3,50.0
Juraj Slafkovsky,LW,57,21,24,45,8,42,18:04,10,7,117,17.9,1139,2,16,31,34.0,0,0,0.0
Leo Carlsson,C,44,18,26,44,3,29,19:28,3,9,107,16.8,1024,3,313,380,45.2,4,1,25.0
Beckett Sennecke,RW,56,18,26,44,-5,36,17:25,1,7,129,14.0,1222,2,2,2,50.0,2,1,50.0
Steven Stamkos,C,56,28,16,44,-16,32,17:36,9,6,138,20.3,1161,9,196,153,56.2,2,0,0.0
Roope Hintz,C,52,15,29,44,15,18,17:27,6,13,125,12.0,1123,1,428,295,59.2,1,0,0.0
Troy Terry,RW,45,13,31,44,7,12,18:27,0,9,107,12.2,1012,1,4,4,50.0,4,3,75.0
Evgeni Malkin,C,40,13,30,43,13,28,17:33,3,12,102,12.7,787,1,96,117,45.1,2,1,50.0
Jakob Chychrun,D,56,19,24,43,22,51,23:33,5,7,175,10.9,1266,4,0,0,0.0,1,0,0.0
