Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
James Harden,SG,68,36.5,34.3,9.9,22.3,44.4,4.4,12.4,35.5,10.2,11.8,86.5,6.6,7.5,1.8,0.9,4.5,22,4
Bradley Beal,SG,57,36.0,30.5,10.4,22.9,45.5,3.0,8.4,35.3,6.8,8.0,84.2,4.2,6.1,1.2,0.4,3.4,8,0
Damian Lillard,PG,66,37.5,30.0,9.5,20.4,46.3,4.1,10.2,40.1,7.0,7.8,88.8,4.3,8.0,1.1,0.3,2.9,19,1
Trae Young,PG,60,35.3,29.6,9.1,20.8,43.7,3.4,9.5,36.1,8.0,9.3,86.0,4.3,9.3,1.1,0.1,4.8,28,2
Giannis Antetokounmpo,PF,63,30.4,29.5,10.9,19.7,55.3,1.4,4.7,30.4,6.3,10.0,63.3,13.6,5.6,1.0,1.0,3.7,56,4
Luka Doncic,PG,61,33.6,28.8,9.5,20.6,46.3,2.8,8.9,31.6,7.0,9.2,75.8,9.4,8.8,1.0,0.2,4.3,39,17
Russell Westbrook,PG,57,35.9,27.2,10.6,22.5,47.2,1.0,3.7,25.8,5.1,6.7,76.3,7.9,7.0,1.6,0.4,4.5,22,8
Kawhi Leonard,SF,57,32.4,27.1,9.3,19.9,47.0,2.2,5.7,37.8,6.2,7.1,88.6,7.1,4.9,1.8,0.6,2.6,13,1
Devin Booker,SG,70,35.9,26.6,9.0,18.3,48.9,2.0,5.7,35.4,6.7,7.3,91.9,4.2,6.5,0.7,0.3,3.8,11,0
Anthony Davis,PF,62,34.4,26.1,8.9,17.7,50.3,1.2,3.5,33.0,7.2,8.5,84.6,9.3,3.2,1.5,2.3,2.5,29,0
Zach LaVine,SG,60,34.8,25.5,9.0,20.0,45.0,3.1,8.1,38.0,4.5,5.6,80.2,4.8,4.2,1.5,0.5,3.4,2,0
LeBron James,SF,67,34.6,25.3,9.6,19.4,49.3,2.2,6.3,34.8,3.9,5.7,69.3,7.8,10.2,1.2,0.5,3.9,46,13
Donovan Mitchell,SG,69,34.3,24.0,8.7,19.4,44.9,2.5,6.9,36.6,4.0,4.7,86.3,4.4,4.3,1.0,0.2,2.7,1,0
Brandon Ingram,SF,62,33.9,23.8,8.2,17.7,46.3,2.4,6.2,39.1,5.0,5.9,85.1,6.1,4.2,1.0,0.6,3.0,9,0
Jayson Tatum,SF,66,34.3,23.4,8.4,18.6,45.0,2.9,7.1,40.3,3.8,4.7,81.2,7.0,3.0,1.4,0.9,2.3,10,0
Pascal Siakam,PF,60,35.2,22.9,8.3,18.4,45.3,2.2,6.1,35.9,4.0,5.1,79.2,7.3,3.5,1.0,0.9,2.5,12,0
CJ McCollum,SG,70,36.5,22.2,8.7,19.4,45.1,2.8,7.3,37.9,2.0,2.6,75.7,4.2,4.4,0.8,0.6,1.8,4,0
DeMar DeRozan,SF,68,34.1,22.1,8.2,15.4,53.1,0.1,0.5,25.7,5.6,6.6,84.5,5.5,5.6,1.0,0.3,2.4,7,0
Andrew Wiggins,SF,54,34.4,21.8,8.1,18.1,44.7,2.1,6.2,33.2,3.5,5.0,70.9,5.1,3.7,0.8,1.0,2.4,4,1
De'Aaron Fox,PG,51,32.0,21.1,7.7,16.0,48.0,1.1,3.6,29.2,4.7,6.7,70.5,3.8,6.8,1.5,0.5,3.1,9,0
