Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Allen Iverson,SG,71,42.0,31.1,10.7,25.5,42.0,1.4,4.3,32.0,8.2,10.1,81.4,3.8,4.6,2.5,0.3,3.3,4,0
Jerry Stackhouse,SF,80,40.2,29.8,9.7,24.1,40.2,2.1,5.9,35.1,8.3,10.1,82.2,3.9,5.1,1.2,0.7,4.1,5,1
Shaquille O'Neal,C,74,39.5,28.7,11.0,19.2,57.2,0.0,0.0,0.0,6.7,13.1,51.3,12.7,3.7,0.6,2.8,2.9,60,0
Kobe Bryant,SF,68,40.9,28.5,10.3,22.2,46.4,0.9,2.9,30.5,7.0,8.2,85.3,5.9,5.0,1.7,0.6,3.2,10,2
Vince Carter,G,75,39.7,27.6,10.2,22.1,46.0,2.2,5.3,40.8,5.1,6.7,76.5,5.5,3.9,1.5,1.1,2.2,10,0
Chris Webber,C,70,40.5,27.1,11.2,23.4,48.1,0.0,0.4,7.1,4.6,6.6,70.3,11.1,4.2,1.3,1.7,2.8,50,1
Tracy McGrady,SG,77,40.1,26.8,10.2,22.4,45.7,0.8,2.2,35.5,5.6,7.6,73.3,7.5,4.6,1.5,1.5,2.6,18,0
Paul Pierce,SF,82,38.0,25.3,8.4,18.5,45.4,1.8,4.7,38.3,6.7,9.0,74.5,6.4,3.1,1.7,0.8,3.2,12,0
Antawn Jamison,PF,82,41.4,24.9,9.8,22.1,44.2,0.8,2.5,30.2,4.7,6.5,71.5,8.7,2.0,1.4,0.3,2.4,33,0
Stephon Marbury,PG,67,38.2,23.9,8.4,19.1,44.1,1.6,5.0,32.8,5.4,6.8,79.0,3.1,7.6,1.2,0.1,2.9,12,1
Antoine Walker,PF,81,41.9,23.4,8.8,21.2,41.3,2.7,7.4,36.7,3.1,4.3,71.6,8.9,5.5,1.7,0.6,3.7,38,5
Karl Malone,PF,81,35.7,23.2,8.3,16.6,49.8,0.0,0.1,40.0,6.6,8.3,79.3,8.3,4.5,1.1,0.8,3.0,27,0
Gary Payton,PG,79,41.1,23.1,9.2,20.1,45.6,1.3,3.4,37.5,3.4,4.5,76.6,4.6,8.1,1.6,0.3,2.6,27,2
Tim Duncan,C,82,38.7,22.2,8.6,17.1,49.9,0.1,0.3,25.9,5.0,8.1,61.8,12.2,3.0,0.9,2.3,3.0,66,0
Glenn Robinson,SF,76,37.0,22.0,9.0,19.2,46.8,0.7,2.4,29.9,3.3,4.0,82.0,6.9,3.3,1.1,0.8,2.9,15,0
Kevin Garnett,PF,81,39.5,22.0,8.7,18.2,47.7,0.2,0.8,28.8,4.4,5.8,76.4,11.4,5.0,1.4,1.8,2.8,54,2
Ray Allen,SG,82,38.2,22.0,7.7,16.0,48.0,2.5,5.7,43.3,4.2,4.8,88.8,5.2,4.6,1.5,0.2,2.5,8,1
Dirk Nowitzki,F,82,38.1,21.8,7.2,15.2,47.4,1.8,4.8,38.7,5.5,6.6,83.8,9.2,2.1,1.0,1.2,1.9,38,0
Michael Finley,SG,82,42.0,21.5,8.7,18.9,45.8,1.1,3.2,34.6,3.1,4.0,77.5,5.2,4.4,1.4,0.4,2.3,9,1
Antonio McDyess,PF,70,36.5,20.8,8.2,16.6,49.5,0.0,0.0,0.0,4.3,6.2,70.0,12.1,2.1,0.6,1.5,2.3,51,0
