Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Dwyane Wade,G,79,38.6,30.2,10.8,22.0,49.1,1.1,3.5,31.7,7.5,9.8,76.5,5.0,7.5,2.2,1.3,3.4,20,0
LeBron James,SF,81,37.7,28.4,9.7,19.9,48.9,1.6,4.7,34.4,7.3,9.4,78.0,7.6,7.2,1.7,1.1,3.0,29,7
Kobe Bryant,SF,82,36.1,26.8,9.8,20.9,46.7,1.4,4.1,35.1,5.9,6.9,85.6,5.2,4.9,1.5,0.5,2.6,8,2
Dirk Nowitzki,F,81,37.7,25.9,9.6,20.0,47.9,0.8,2.1,35.9,6.0,6.7,89.0,8.4,2.4,0.8,0.8,1.9,26,0
Danny Granger,SF,67,36.2,25.8,8.5,19.1,44.7,2.7,6.7,40.4,6.0,6.9,87.8,5.1,2.7,1.0,1.4,2.5,6,0
Kevin Durant,PF,74,39.0,25.3,8.9,18.8,47.6,1.3,3.1,42.2,6.1,7.1,86.3,6.5,2.8,1.3,0.7,3.0,15,0
Kevin Martin,SG,51,38.2,24.6,6.7,15.9,42.0,2.3,5.4,41.5,9.0,10.3,86.7,3.6,2.7,1.2,0.2,2.9,1,0
Al Jefferson,C,50,36.7,23.1,9.7,19.5,49.7,0.0,0.1,0.0,3.7,5.0,73.8,11.0,1.6,0.8,1.7,1.8,30,0
Chris Paul,PG,78,38.5,22.8,8.1,16.1,50.3,0.8,2.3,36.4,5.8,6.7,86.8,5.5,11.0,2.8,0.1,3.0,50,6
Carmelo Anthony,PF,66,34.5,22.8,8.1,18.3,44.3,1.0,2.6,37.1,5.6,7.1,79.3,6.8,3.4,1.1,0.4,3.0,12,0
Chris Bosh,PF,77,38.0,22.7,8.0,16.4,48.7,0.2,0.6,24.5,6.5,8.0,81.7,10.0,2.5,0.9,1.0,2.3,43,0
Brandon Roy,SG,78,37.2,22.6,8.1,16.9,48.0,1.1,2.8,37.7,5.3,6.5,82.4,4.7,5.1,1.1,0.3,1.9,3,0
Antawn Jamison,PF,81,38.2,22.2,8.3,17.8,46.8,1.4,3.9,35.1,4.2,5.6,75.4,8.9,1.9,1.2,0.3,1.5,38,0
Tony Parker,G,72,34.1,22.0,8.9,17.5,50.6,0.3,0.9,29.2,3.9,5.0,78.2,3.1,6.9,0.9,0.1,2.6,15,0
Amar'e Stoudemire,C,53,36.8,21.4,7.6,14.1,53.9,0.1,0.1,42.9,6.1,7.3,83.5,8.1,2.0,0.9,1.1,2.8,16,0
Joe Johnson,G,79,39.5,21.4,7.8,18.0,43.7,1.9,5.2,36.0,3.8,4.6,82.6,4.4,5.8,1.1,0.2,2.5,4,1
Devin Harris,G,69,36.1,21.3,6.6,15.1,43.8,0.9,3.2,29.1,7.2,8.8,82.0,3.3,6.9,1.7,0.2,3.1,16,0
Michael Redd,SG,33,36.5,21.2,7.5,16.6,45.5,2.1,5.8,36.6,4.0,4.9,81.4,3.2,2.7,1.1,0.1,1.6,1,0
David West,F,76,39.2,21.0,8.0,17.0,47.2,0.1,0.3,24.0,4.8,5.5,88.4,8.5,2.3,0.6,0.9,2.1,29,0
Zach Randolph,F,50,35.1,20.8,8.3,17.5,47.5,0.6,1.9,33.0,3.6,4.9,73.4,10.1,2.1,0.9,0.3,2.3,29,0
Caron Butler,SF,67,38.6,20.8,7.3,16.2,45.3,1.0,3.1,31.0,5.1,6.0,85.8,6.2,4.3,1.6,0.3,3.1,11,0
Vince Carter,G,80,36.8,20.8,7.4,16.8,43.7,1.9,4.9,38.5,4.2,5.1,81.7,5.1,4.7,1.0,0.5,2.1,8,1
Stephen Jackson,SF,59,39.6,20.7,7.0,16.9,41.4,1.7,5.2,33.8,5.0,6.0,82.6,5.1,6.5,1.5,0.5,3.9,9,1
Ben Gordon,SG,82,36.6,20.7,7.3,16.0,45.5,2.1,5.1,41.0,4.0,4.7,86.4,3.5,3.4,0.9,0.3,2.4,0,0
Dwight Howard,C,79,35.7,20.6,7.1,12.4,57.2,0.0,0.0,0.0,6.4,10.7,59.4,13.8,1.4,1.0,2.9,3.0,63,1
