Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Carmelo Anthony,PF,67,37.0,28.7,10.0,22.2,44.9,2.3,6.2,37.9,6.3,7.6,83.0,6.9,2.6,0.8,0.5,2.6,10,0
Kevin Durant,PF,81,38.5,28.1,9.0,17.7,51.0,1.7,4.1,41.6,8.4,9.3,90.5,7.9,4.6,1.4,1.3,3.5,19,3
Kobe Bryant,SF,78,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8.0,83.9,5.6,6.0,1.4,0.3,3.7,16,2
LeBron James,SF,76,37.9,26.8,10.1,17.8,56.5,1.4,3.3,40.6,5.3,7.0,75.3,8.0,7.3,1.7,0.9,3.0,36,4
James Harden,SG,78,38.3,25.9,7.5,17.1,43.8,2.3,6.2,36.8,8.6,10.2,85.1,4.9,5.8,1.8,0.5,3.8,9,1
Russell Westbrook,PG,82,34.9,23.2,8.2,18.7,43.8,1.2,3.7,32.3,5.6,7.0,80.0,5.2,7.4,1.8,0.3,3.3,23,1
Stephen Curry,PG,78,38.2,22.9,8.0,17.8,45.1,3.5,7.7,45.3,3.4,3.7,90.0,4.0,6.9,1.6,0.2,3.1,15,0
Kyrie Irving,PG,59,34.7,22.5,8.2,18.1,45.2,1.8,4.7,39.1,4.2,4.9,85.5,3.7,5.9,1.5,0.4,3.2,4,0
Dwyane Wade,G,69,34.7,21.2,8.2,15.8,52.1,0.2,1.0,25.8,4.5,6.2,72.5,5.0,5.1,1.9,0.8,2.8,4,0
LaMarcus Aldridge,C,74,37.7,21.1,8.6,17.8,48.4,0.0,0.2,14.3,3.8,4.7,81.0,9.1,2.6,0.8,1.2,1.9,38,0
Tony Parker,G,66,32.9,20.3,7.9,15.1,52.2,0.4,1.0,35.3,4.2,5.0,84.5,3.0,7.6,0.8,0.1,2.6,17,1
Brook Lopez,C,74,30.4,19.4,7.7,14.8,52.1,0.0,0.0,0.0,4.0,5.3,75.8,6.9,0.9,0.4,2.1,1.8,12,0
Monta Ellis,SG,82,37.5,19.2,7.3,17.5,41.6,1.1,4.0,28.7,3.5,4.6,77.3,3.9,6.0,2.1,0.4,3.1,9,0
Damian Lillard,PG,82,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,3.1,6.5,0.9,0.2,3.0,7,0
Deron Williams,PG,78,36.4,18.9,6.3,14.4,44.0,2.2,5.7,37.8,4.1,4.7,85.9,3.0,7.7,1.0,0.4,2.8,21,0
Paul Pierce,SF,77,33.4,18.6,6.2,14.2,43.6,1.9,5.0,38.0,4.3,5.5,78.7,6.3,4.8,1.1,0.4,2.8,12,3
John Wall,PG,49,32.7,18.5,6.6,15.0,44.1,0.2,0.9,26.7,5.0,6.2,80.4,4.0,7.6,1.3,0.8,3.2,14,0
David Lee,PF,79,36.8,18.5,7.6,14.7,51.9,0.0,0.1,0.0,3.2,4.1,79.7,11.2,3.5,0.8,0.3,2.6,56,1
Kevin Love,PF,18,34.3,18.3,5.8,16.6,35.2,1.1,5.1,21.7,5.6,7.9,70.4,14.0,2.3,0.7,0.5,2.2,14,0
Rudy Gay,SF,75,35.8,18.2,6.9,16.7,41.6,1.1,3.5,32.3,3.2,3.9,81.4,6.1,2.7,1.5,0.7,2.6,6,0
DeMar DeRozan,SF,82,36.7,18.1,6.7,15.0,44.5,0.4,1.5,28.3,4.3,5.2,83.1,3.9,2.5,0.9,0.3,1.8,0,0
JR Smith,G,80,33.5,18.1,6.6,15.6,42.2,1.9,5.5,35.6,3.0,3.9,76.2,5.3,2.7,1.3,0.3,1.7,8,0
