Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
David Robinson,C,80,40.5,29.8,10.5,20.7,50.7,0.1,0.4,34.5,8.7,11.6,74.9,10.7,4.8,1.7,3.3,3.2,46,5
Shaquille O'Neal,C,81,39.8,29.3,11.8,19.6,59.9,0.0,0.0,0.0,5.8,10.5,55.4,13.2,2.4,0.9,2.9,2.7,65,1
Hakeem Olajuwon,C,80,41.0,27.3,11.2,21.2,52.8,0.1,0.2,42.1,4.9,6.8,71.6,11.9,3.6,1.6,3.7,3.4,63,1
Dominique Wilkins,F,74,35.6,26.0,9.4,21.5,44.0,1.1,4.0,28.8,6.0,7.1,84.7,6.5,2.3,1.2,0.4,2.3,13,0
Karl Malone,PF,82,40.6,25.2,9.4,18.9,49.7,0.1,0.4,25.0,6.2,9.0,69.4,11.5,4.0,1.5,1.5,2.9,58,0
Patrick Ewing,C,79,37.6,24.5,9.4,19.0,49.6,0.1,0.2,28.6,5.6,7.4,76.5,11.2,2.3,1.1,2.7,3.3,49,0
Mitch Richmond,G,78,37.1,23.4,8.1,18.3,44.5,1.6,4.0,40.7,5.5,6.6,83.4,3.7,4.0,1.3,0.2,2.8,3,1
Scottie Pippen,SF,72,38.3,22.0,8.7,17.8,49.1,0.9,2.7,32.0,3.8,5.7,66.0,8.7,5.6,2.9,0.8,3.2,31,2
Charles Barkley,F,65,35.4,21.6,8.0,16.1,49.5,0.7,2.7,27.0,4.9,7.0,70.4,11.2,4.6,1.6,0.6,3.2,44,1
Alonzo Mourning,C,60,33.6,21.5,7.1,14.1,50.5,0.0,0.0,0.0,7.2,9.5,76.2,10.2,1.4,0.5,3.1,3.3,38,0
Glen Rice,SF,81,37.0,21.1,8.2,17.5,46.7,1.6,4.3,38.2,3.1,3.5,88.0,5.4,2.3,1.4,0.4,1.6,10,0
Latrell Sprewell,SG,82,43.1,21.0,7.5,17.3,43.3,1.7,4.8,36.1,4.3,5.6,77.4,4.9,4.7,2.2,0.9,2.8,3,0
Danny Manning,F,68,37.1,20.6,8.6,17.7,48.8,0.0,0.3,17.6,3.4,5.0,66.9,6.8,3.8,1.5,1.2,3.4,15,1
Joe Dumars,G,69,37.6,20.4,7.3,16.2,45.2,1.8,4.6,38.7,4.0,4.8,83.6,2.2,3.8,0.9,0.1,2.3,1,0
Derrick Coleman,PF,77,36.1,20.2,7.0,15.7,44.7,0.5,1.6,31.4,5.7,7.4,77.4,11.3,3.4,0.9,1.8,2.7,47,2
Ron Harper,F,75,38.1,20.1,7.6,17.8,42.6,0.9,3.1,30.1,4.0,5.6,71.5,6.1,4.6,1.9,0.7,3.2,11,2
