Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Kevin Garnett,PF,82,38.1,22.2,8.3,16.6,50.2,0.1,0.3,24.0,5.4,6.7,81.1,13.5,5.7,1.5,1.4,2.7,69,1
Larry Hughes,SG,61,38.7,22.0,7.7,17.8,43.0,1.0,3.4,28.2,5.8,7.4,77.7,6.3,4.7,2.9,0.3,2.5,7,1
Stephon Marbury,PG,82,40.0,21.7,7.4,16.0,46.2,1.4,4.0,35.4,5.6,6.7,83.4,3.0,8.1,1.5,0.1,2.8,24,0
Jason Richardson,SG,72,37.8,21.7,8.5,19.0,44.6,1.7,5.1,33.8,3.0,4.3,69.3,5.9,3.9,1.5,0.4,2.3,9,0
Paul Pierce,SF,82,36.1,21.6,6.8,14.9,45.5,1.3,3.6,37.0,6.7,8.1,82.2,6.6,4.2,1.6,0.5,2.8,17,2
Steve Francis,PG,78,38.2,21.3,7.2,17.1,42.3,0.5,1.6,29.9,6.4,7.8,82.3,5.8,7.0,1.4,0.4,4.1,21,0
Carmelo Anthony,PF,75,34.8,20.8,7.1,16.4,43.1,0.6,2.1,26.6,6.1,7.6,79.6,5.7,2.6,0.9,0.4,3.0,4,0
Rashard Lewis,PF,71,38.0,20.5,7.5,16.2,46.2,2.4,6.1,40.0,3.1,4.0,77.7,5.5,1.3,1.1,0.9,1.7,7,0
Tim Duncan,C,66,33.4,20.3,7.8,15.8,49.6,0.0,0.1,33.3,4.6,6.9,67.0,11.1,2.7,0.7,2.6,1.9,44,0
Peja Stojakovic,SF,66,38.4,20.1,6.8,15.4,44.4,2.6,6.6,40.2,3.8,4.2,92.0,4.3,2.1,1.2,0.2,1.5,1,0
Elton Brand,PF,81,37.0,20.0,7.8,15.4,50.3,0.0,0.0,0.0,4.5,6.0,75.2,9.5,2.6,0.8,2.1,2.3,41,0
Grant Hill,SF,67,34.9,19.7,7.7,15.1,50.9,0.0,0.2,23.1,4.2,5.1,82.1,4.7,3.3,1.4,0.4,2.4,2,0
Mike Bibby,PG,80,38.6,19.6,7.0,15.8,44.3,1.6,4.6,36.0,4.0,5.2,77.5,4.2,6.8,1.6,0.4,2.5,14,1
Antawn Jamison,PF,68,38.3,19.6,7.6,17.5,43.7,1.0,3.1,34.1,3.3,4.4,76.0,7.6,2.3,0.8,0.2,1.7,24,0
Chris Webber,C,67,35.4,19.5,8.3,19.1,43.3,0.2,0.7,34.1,2.7,3.4,79.4,9.1,4.7,1.4,0.8,2.7,31,4
Shawn Marion,SG,81,38.8,19.4,7.6,15.9,47.6,1.4,4.2,33.4,2.8,3.4,83.3,11.3,1.9,2.0,1.5,1.5,53,0
Baron Davis,PG,46,34.4,19.2,6.3,16.3,38.7,2.6,7.7,33.3,4.0,5.3,76.1,3.8,7.9,1.8,0.3,2.8,12,1
Antoine Walker,PF,77,38.4,19.1,7.5,17.9,42.2,1.4,4.4,32.3,2.6,4.8,53.9,9.0,3.4,1.2,0.8,3.3,31,0
Zach Randolph,F,46,34.8,18.9,7.2,16.1,44.8,0.0,0.1,0.0,4.5,5.5,81.5,9.6,1.9,0.7,0.4,2.4,22,0
Richard Hamilton,SG,76,38.5,18.7,6.7,15.3,44.0,0.5,1.6,30.5,4.8,5.6,85.8,3.9,4.9,1.0,0.2,2.9,4,0
Stephen Jackson,SF,51,35.4,18.7,6.5,16.1,40.3,2.0,5.6,36.0,3.7,4.5,83.0,4.9,2.3,1.3,0.3,2.4,2,0
Jalen Rose,SG,81,33.5,18.5,6.5,14.3,45.5,1.3,3.4,39.4,4.1,4.8,85.4,3.4,2.6,0.8,0.1,2.2,1,0
Yao Ming,C,80,30.6,18.3,6.7,12.2,55.2,0.0,0.0,0.0,4.9,6.2,78.3,8.4,0.8,0.4,2.0,2.5,24,0
Carlos Boozer,PF,51,34.7,17.8,7.1,13.6,52.1,0.0,0.0,0.0,3.7,5.3,69.8,9.0,2.8,0.8,0.5,2.7,22,0
Pau Gasol,PF,56,32.0,17.8,6.4,12.4,51.4,0.0,0.1,16.7,5.0,6.6,76.8,7.3,2.4,0.7,1.7,2.4,14,0
Jamal Crawford,G,70,38.4,17.7,6.2,15.7,39.8,2.6,7.3,36.1,2.6,3.1,84.3,2.9,4.3,1.3,0.3,2.1,1,0
Al Harrington,PF,66,38.6,17.5,6.9,14.9,45.9,0.2,1.1,21.6,3.6,5.3,67.2,7.0,3.2,1.3,0.2,3.1,12,0
Desmond Mason,SF,80,36.2,17.2,6.0,13.5,44.3,0.0,0.1,12.5,5.3,6.6,80.2,3.9,2.7,0.7,0.3,2.1,3,0
Cuttino Mobley,SG,66,36.2,17.2,6.2,14.1,43.8,2.3,5.2,43.9,2.5,3.1,82.0,3.5,2.8,1.1,0.5,2.0,2,0
Joe Johnson,G,82,39.5,17.1,6.6,14.4,46.1,2.2,4.5,47.8,1.6,2.2,75.0,5.1,3.5,1.0,0.3,1.8,3,0
Zydrunas Ilgauskas,C,78,33.5,16.9,5.9,12.6,46.8,0.0,0.1,28.6,5.2,6.4,79.9,8.6,1.3,0.7,2.1,2.4,24,0
Shareef Abdur-Rahim,PF,54,34.6,16.8,6.2,12.4,50.3,0.3,0.7,38.5,4.1,4.7,86.6,7.3,2.1,0.9,0.5,2.2,16,0
Chris Bosh,PF,81,37.2,16.8,5.8,12.4,47.1,0.0,0.1,30.0,5.1,6.7,76.0,8.9,1.9,0.9,1.4,2.3,32,0
Tony Parker,G,80,34.2,16.6,6.7,14.0,48.2,0.5,2.0,27.6,2.6,4.0,65.0,3.7,6.1,1.2,0.1,2.7,7,0
Chauncey Billups,PG,80,35.8,16.5,5.1,11.4,44.3,2.1,4.8,42.6,4.3,4.8,89.8,3.4,5.8,1.0,0.1,2.3,3,0
Bobby Simmons,SF,75,37.3,16.4,6.3,13.6,46.6,0.7,1.5,43.5,3.1,3.6,84.6,5.9,2.7,1.4,0.2,1.8,10,0
Eddy Curry,,63,28.7,16.1,6.2,11.6,53.8,0.0,0.0,0.0,3.6,5.0,72.0,5.4,0.6,0.3,0.9,2.6,6,0
Manu Ginobili,G,74,29.6,16.0,5.0,10.5,47.1,1.3,3.5,37.6,4.8,6.0,80.3,4.4,3.9,1.6,0.4,2.3,1,0
Ricky Davis,SG,82,32.9,16.0,5.9,12.7,46.2,0.7,2.2,33.9,3.5,4.3,81.5,3.0,3.0,1.1,0.3,2.5,0,0
Damon Stoudamire,PG,81,34.1,15.8,5.6,14.4,39.2,2.2,6.0,36.9,2.2,2.5,91.5,3.8,5.7,1.1,0.0,2.0,8,2
Michael Finley,SG,64,36.8,15.7,6.0,14.2,42.7,1.8,4.5,40.7,1.8,2.1,83.1,4.1,2.6,0.8,0.3,0.9,1,0
Kirk Hinrich,SG,77,36.4,15.7,5.8,14.6,39.7,1.9,5.3,35.5,2.2,2.8,79.2,3.9,6.4,1.6,0.3,2.3,9,0
Brad Miller,C,56,37.3,15.6,5.7,10.9,52.4,0.1,0.3,26.3,4.2,5.1,81.2,9.3,3.9,1.2,1.2,1.5,18,0
Andrei Kirilenko,SF,41,32.9,15.6,5.0,10.2,49.3,0.6,1.9,29.9,5.0,6.3,78.4,6.2,3.2,1.6,3.3,2.2,7,0
Steve Nash,PG,75,34.3,15.5,5.7,11.4,50.2,1.3,2.9,43.1,2.8,3.2,88.7,3.3,11.5,1.0,0.1,3.3,49,1
Kenyon Martin,F,70,32.5,15.5,6.3,13.0,49.0,0.0,0.2,0.0,2.8,4.4,64.6,7.3,2.4,1.4,1.1,2.1,20,0
Caron Butler,SF,77,35.7,15.5,5.7,12.9,44.5,0.5,1.6,30.4,3.6,4.1,86.2,5.8,1.9,1.4,0.3,1.6,10,0
Wally Szczerbiak,SG,81,31.6,15.5,5.7,11.3,50.6,0.8,2.1,37.3,3.2,3.8,85.5,3.7,2.4,0.5,0.2,1.6,0,0
Jamaal Tinsley,PG,40,32.5,15.4,5.5,13.1,41.8,1.5,3.9,37.2,3.1,4.1,74.4,4.0,6.4,2.0,0.3,3.4,4,0
Troy Murphy,PF,70,33.9,15.4,5.6,13.5,41.4,0.8,2.1,39.9,3.3,4.6,73.0,10.8,1.4,0.8,0.5,1.5,34,0
Lamar Odom,PF,64,36.3,15.2,5.7,12.1,47.3,0.6,1.8,30.8,3.2,4.7,69.5,10.2,3.7,0.7,1.0,2.5,33,0
Emeka Okafor,C,73,35.6,15.1,6.1,13.7,44.7,0.0,0.0,0.0,2.9,4.7,60.9,10.9,0.9,0.8,1.7,1.7,47,0
Ben Gordon,SG,82,24.4,15.1,5.3,12.9,41.1,1.6,4.0,40.5,2.8,3.3,86.3,2.6,2.0,0.6,0.1,2.3,0,0
Quentin Richardson,SF,79,35.9,14.9,5.2,13.2,38.9,2.9,8.0,35.8,1.7,2.3,73.9,6.1,2.0,1.2,0.3,1.3,8,0
Jerry Stackhouse,SF,56,28.9,14.9,4.9,11.8,41.4,0.6,2.1,26.7,4.5,5.3,84.9,3.3,2.3,0.9,0.2,1.9,2,0
Reggie Miller,SG,66,31.9,14.8,4.8,10.9,43.7,1.5,4.5,32.2,3.8,4.1,93.3,2.4,2.2,0.8,0.1,1.2,0,0
Tayshaun Prince,SF,82,37.1,14.7,5.7,11.7,48.7,0.6,1.7,34.1,2.7,3.3,80.7,5.3,3.0,0.7,0.9,1.6,3,0
Rasheed Wallace,PF,79,34.0,14.5,5.9,13.4,44.0,0.9,3.0,31.8,1.7,2.5,69.7,8.2,1.8,0.8,1.5,1.6,24,0
Drew Gooden,PF,82,30.8,14.4,5.7,11.5,49.2,0.1,0.3,17.9,3.1,3.8,81.0,9.2,1.6,0.9,0.9,1.6,37,0
Jason Kidd,PG,66,36.9,14.4,5.2,13.0,39.8,2.0,5.4,36.0,2.2,2.9,74.0,7.4,8.3,1.9,0.1,2.5,26,8
Rafer Alston,PG,80,34.0,14.2,5.0,12.2,41.4,1.7,4.9,35.7,2.4,3.2,74.0,3.5,6.4,1.5,0.1,2.1,10,0
Lee Nailon,SF,68,29.7,14.2,6.1,12.8,47.8,0.0,0.0,0.0,2.0,2.4,80.6,4.4,1.6,0.5,0.2,1.6,1,0
Hedo Turkoglu,SF,67,26.2,14.0,4.9,11.7,41.9,1.4,3.7,38.0,2.8,3.4,83.6,3.5,2.3,0.6,0.3,1.8,0,0
Matt Harpring,SF,78,33.1,14.0,5.4,11.0,48.9,0.1,0.6,20.9,3.1,4.0,77.8,6.2,1.8,0.9,0.2,1.7,6,0
Chucky Atkins,PG,82,35.4,13.6,4.7,11.1,42.6,2.1,5.5,38.7,2.0,2.5,80.3,2.4,4.4,0.9,0.0,1.8,2,0
Andre Miller,PG,82,34.8,13.6,5.2,10.9,47.7,0.1,0.5,15.4,3.1,3.7,83.8,4.1,6.9,1.5,0.1,2.7,13,0
Sam Cassell,PG,59,25.8,13.5,5.4,11.6,46.4,0.5,1.7,26.2,2.3,2.6,86.5,2.7,5.1,0.6,0.2,1.8,5,0
Ndudi Ebi,SF,2,27.0,13.5,5.5,10.5,52.4,0.0,0.5,0.0,2.5,4.5,55.6,8.0,0.5,0.5,0.5,1.5,0,0
Mike Miller,SG,76,30.0,13.4,5.1,10.1,50.5,1.8,4.3,43.3,1.4,2.0,72.0,3.9,2.9,0.7,0.3,1.7,0,0
Mike Dunleavy,SG,79,32.5,13.4,5.2,11.5,45.1,1.4,3.5,38.8,1.7,2.2,77.9,5.5,2.6,1.0,0.3,1.7,4,0
Primoz Brezec,C,72,31.6,13.0,5.4,10.5,51.2,0.0,0.0,0.0,2.3,3.1,74.5,7.4,1.2,0.5,0.8,1.5,15,0
Mehmet Okur,C,82,28.1,12.9,4.3,9.2,46.8,0.2,0.8,27.0,4.0,4.7,85.0,7.5,2.0,0.4,0.8,1.7,22,0
Darius Miles,SF,63,27.0,12.8,5.3,11.1,48.2,0.1,0.4,34.8,2.0,3.4,60.0,4.7,2.0,1.2,1.2,2.5,2,0
Jeff McInnis,PG,76,34.9,12.8,5.0,12.0,41.2,1.2,3.5,34.5,1.7,2.1,81.3,2.1,5.1,0.7,0.0,1.5,5,0
Latrell Sprewell,SG,80,30.6,12.8,5.0,12.0,41.4,0.9,2.6,32.7,2.0,2.4,83.0,3.2,2.2,0.7,0.3,1.6,0,0
Eddie Jones,SG,80,35.5,12.7,4.4,10.3,42.8,1.8,4.8,37.2,2.2,2.7,80.6,5.1,2.7,1.1,0.5,1.2,3,0
Josh Howard,SF,76,32.2,12.6,5.0,10.4,47.5,0.4,1.5,29.6,2.2,3.1,73.3,6.4,1.4,1.5,0.6,1.6,12,0
Morris Peterson,SG,82,30.6,12.5,4.3,10.3,42.0,1.6,4.1,38.5,2.3,2.8,83.2,4.1,2.1,1.1,0.2,1.1,3,0
Dan Dickau,PG,71,29.4,12.5,4.3,10.6,40.5,1.2,3.5,34.7,2.7,3.2,83.3,2.5,4.9,1.1,0.1,2.0,5,0
Kenny Thomas,PF,73,29.7,12.4,5.0,10.7,47.0,0.0,0.1,20.0,2.4,3.1,76.2,7.3,2.1,0.9,0.2,1.8,15,0
Jason Terry,G,80,30.0,12.4,4.7,9.3,50.1,1.3,3.1,42.0,1.8,2.2,84.4,2.4,5.4,1.4,0.2,1.8,6,0
Earl Boykins,PG,82,26.4,12.4,4.1,10.0,41.3,0.7,2.0,33.7,3.4,3.7,92.1,1.7,4.5,1.0,0.1,1.5,6,0
Raja Bell,SG,63,28.4,12.3,4.8,10.6,45.4,0.9,2.1,40.3,1.8,2.4,74.7,3.2,1.4,0.7,0.1,1.3,1,0
Bobby Jackson,PG,25,21.4,12.0,4.4,10.2,42.7,1.3,3.8,34.4,2.0,2.3,86.2,3.4,2.4,0.6,0.1,1.1,0,0
Tim Thomas,PF,71,27.3,12.0,4.4,10.1,43.9,1.2,2.9,40.9,1.9,2.4,78.6,3.3,1.5,0.6,0.2,1.6,0,0
Dwight Howard,C,82,32.6,12.0,4.3,8.3,52.0,0.0,0.0,0.0,3.4,5.0,67.1,10.0,0.9,0.9,1.7,2.0,32,0
Marc Jackson,PF,81,24.4,12.0,4.2,9.0,46.5,0.0,0.0,0.0,3.6,4.3,82.8,5.0,1.0,0.4,0.2,1.6,4,0
Tony Delk,PG,56,23.9,11.9,4.4,10.6,41.6,1.3,3.6,35.6,1.8,2.4,75.7,2.3,1.9,0.8,0.1,1.0,0,0
Derek Fisher,PG,74,30.0,11.9,4.0,10.2,39.3,1.5,3.9,37.1,2.4,2.7,86.2,2.9,4.1,1.0,0.1,1.7,0,0
Allan Houston,SG,20,26.6,11.9,4.3,10.3,41.5,1.6,4.0,38.7,1.8,2.2,83.7,1.2,2.1,0.4,0.1,1.1,0,0
David Wesley,SG,80,34.7,11.9,4.2,10.5,39.8,1.5,3.9,37.5,2.0,2.4,85.7,2.9,3.3,1.2,0.1,1.4,1,0
Mike James,PG,74,25.1,11.8,4.5,10.1,44.1,1.4,3.5,38.6,1.5,2.0,75.2,2.8,3.6,0.9,0.1,1.4,1,0
Vladimir Radmanovic,SF,63,29.5,11.8,4.2,10.3,40.9,2.0,5.2,38.9,1.3,1.6,78.6,4.6,1.4,0.9,0.5,1.3,3,0
Jamaal Magloire,C,23,30.6,11.7,4.3,9.9,43.2,0.0,0.0,0.0,3.2,5.3,60.2,8.9,1.3,0.3,1.0,2.6,8,0
Luol Deng,F,61,27.3,11.7,4.6,10.6,43.4,0.5,1.9,26.5,2.0,2.7,74.1,5.3,2.2,0.8,0.4,1.9,3,0
Damon Jones,PG,82,31.4,11.6,4.0,8.9,45.6,2.7,6.4,43.2,0.8,1.0,79.1,2.8,4.3,0.5,0.1,1.2,0,0
Ruben Patterson,PF,70,28.0,11.6,4.6,8.6,53.1,0.0,0.4,8.0,2.4,4.0,59.9,3.9,2.0,1.5,0.3,2.0,0,0
Donyell Marshall,PF,65,25.3,11.5,4.0,9.1,44.3,2.3,5.6,41.6,1.1,1.4,79.1,6.6,1.2,0.9,0.7,0.6,13,0
Kyle Korver,G,82,32.5,11.5,3.9,9.3,41.8,2.8,6.8,40.5,1.0,1.2,85.4,4.6,2.2,1.3,0.4,1.3,4,0
Speedy Claxton,PG,62,30.1,11.5,4.1,9.9,42.1,0.2,1.0,18.0,3.0,4.1,73.6,3.0,6.0,1.8,0.1,1.9,8,0
Kurt Thomas,PF,80,35.7,11.5,5.3,11.3,47.1,0.0,0.1,50.0,0.8,1.1,78.6,10.4,2.0,0.9,1.0,1.2,32,0
Gary Payton,PG,77,33.0,11.3,4.4,9.4,46.8,0.5,1.7,32.6,2.0,2.6,76.1,3.1,6.1,1.1,0.2,1.9,7,0
Tyronn Lue,PG,70,28.7,11.2,4.2,9.3,45.1,0.8,2.2,35.5,2.0,2.4,86.1,2.1,4.6,0.5,0.0,1.5,4,0
Antonio Daniels,PG,75,27.0,11.2,3.6,8.3,43.8,0.7,2.2,29.7,3.3,4.1,81.6,2.3,4.1,0.7,0.0,1.0,1,0
Keith Van Horn,PF,62,24.2,11.2,4.1,9.1,45.6,0.9,2.3,38.0,2.1,2.5,81.5,4.7,1.2,0.6,0.3,1.3,5,0
Gerald Wallace,SF,70,30.7,11.1,4.1,9.1,44.9,0.2,0.9,27.4,2.7,4.1,66.1,5.5,2.0,1.7,1.3,2.3,7,0
Nick Van Exel,PG,53,30.5,11.1,4.0,10.6,38.1,1.9,4.8,38.9,1.1,1.4,78.4,3.0,4.3,0.8,0.0,1.7,1,0
Raef LaFrentz,C,80,27.5,11.1,4.3,8.6,49.6,1.0,2.8,36.4,1.5,1.9,81.1,6.9,1.2,0.5,1.2,0.9,11,0
Joe Smith,PF,74,30.6,11.0,4.3,8.4,51.4,0.0,0.0,0.0,2.4,3.1,76.8,7.3,0.9,0.6,0.5,1.1,14,0
Udonis Haslem,PF,80,33.4,10.9,4.3,8.0,54.0,0.0,0.1,0.0,2.2,2.8,79.1,9.1,1.4,0.8,0.5,1.4,23,0
P.J. Brown,PF,82,34.4,10.8,4.1,9.2,44.6,0.0,0.0,0.0,2.6,3.0,86.4,9.0,2.2,0.9,0.6,1.2,28,0
Fred Jones,SG,77,29.5,10.6,3.6,8.4,42.5,1.1,3.0,38.0,2.3,2.7,85.0,3.1,2.5,0.8,0.4,1.5,1,0
Jim Jackson,SF,64,31.0,10.5,3.9,9.1,42.6,1.9,4.6,41.4,0.8,0.9,93.1,4.2,2.9,0.5,0.1,1.8,1,0
Bonzi Wells,SG,69,21.6,10.4,3.9,8.9,44.1,0.5,1.5,34.6,2.0,2.7,75.0,3.3,1.2,1.2,0.4,1.3,1,0
Marcus Camby,C,66,30.5,10.3,4.2,9.1,46.5,0.0,0.1,0.0,1.9,2.6,72.3,10.0,2.3,0.9,3.0,1.6,23,0
Corliss Williamson,PF,72,21.2,10.3,3.8,8.1,46.7,0.0,0.0,0.0,2.7,3.4,79.9,3.6,1.1,0.5,0.2,1.2,2,0
JR Smith,G,76,24.5,10.3,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,2.0,1.9,0.7,0.1,1.4,0,0
Bob Sura,PG,61,31.5,10.3,3.5,8.3,42.7,0.9,2.5,35.5,2.3,3.1,75.0,5.5,5.2,1.1,0.1,2.4,8,0
Jarvis Hayes,SF,54,28.9,10.2,3.8,9.8,38.9,0.8,2.3,34.1,1.8,2.2,83.9,4.2,1.7,0.9,0.2,1.1,0,0
Mo Williams,PG,80,28.2,10.2,4.0,9.2,43.8,0.4,1.2,32.3,1.7,2.0,85.0,3.1,6.1,0.9,0.1,2.5,8,0
Jason Williams,PG,71,27.5,10.1,3.7,9.1,41.3,1.5,4.6,32.4,1.1,1.4,79.2,1.7,5.6,1.1,0.1,1.8,1,0
Brevin Knight,PG,66,29.5,10.1,3.8,8.9,42.2,0.0,0.3,15.0,2.5,3.0,85.2,2.6,9.0,2.0,0.1,2.2,16,0
Josh Childress,F,80,29.7,10.1,3.8,8.0,47.0,0.2,0.7,23.2,2.4,2.9,82.3,6.0,1.9,0.9,0.4,1.3,12,0
Stromile Swift,PF,60,21.3,10.1,3.7,8.1,44.9,0.0,0.1,0.0,2.8,3.7,75.8,4.6,0.7,0.7,1.5,1.5,2,0
Luke Ridnour,PG,82,31.4,10.0,3.6,9.0,40.5,0.8,2.2,37.6,1.9,2.2,88.3,2.5,5.9,1.1,0.3,1.8,4,0
Glenn Robinson,SF,9,17.4,10.0,3.8,8.6,44.2,0.2,0.7,33.3,2.2,2.6,87.0,2.7,0.9,0.4,0.3,0.8,0,0
Nenad Krstic,C,75,26.2,10.0,3.7,7.6,49.3,0.0,0.0,0.0,2.5,3.4,72.5,5.3,1.0,0.4,0.8,1.5,9,0
Shane Battier,SF,80,31.5,9.9,3.4,7.7,44.2,0.9,2.2,39.5,2.3,2.9,78.9,5.2,1.6,1.1,1.0,0.9,4,0
Marko Jaric,PG,50,33.1,9.9,3.8,9.1,41.4,1.1,3.0,37.1,1.2,1.6,72.0,3.2,6.1,1.7,0.3,2.0,6,0
Chris Mihm,C,75,24.9,9.8,3.7,7.4,50.7,0.0,0.0,0.0,2.3,3.4,67.8,6.7,0.7,0.2,1.4,1.5,18,0
Ben Wallace,PF,74,36.1,9.7,4.0,8.8,45.3,0.0,0.1,11.1,1.8,4.1,42.8,12.2,1.7,1.4,2.4,1.1,29,0
Voshon Lenard,SG,3,18.0,9.7,3.3,8.7,38.5,1.3,4.0,33.3,1.7,2.7,62.5,2.0,2.0,0.3,0.0,0.7,0,0
Josh Smith,PF,74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,6.2,1.7,0.8,1.9,1.8,10,0
Keith Bogans,SG,74,24.2,9.6,3.5,9.3,38.1,0.8,2.3,32.9,1.8,2.5,72.7,3.1,1.8,0.9,0.1,1.6,0,0
Lorenzen Wright,PF,80,28.6,9.6,4.0,8.5,46.9,0.0,0.0,0.0,1.6,2.5,66.2,7.7,1.1,0.7,0.9,1.3,17,0
Antonio McDyess,PF,77,23.3,9.6,4.0,7.8,51.3,0.0,0.0,0.0,1.6,2.5,65.6,6.3,0.9,0.6,0.7,1.2,6,0
Nene,C,55,23.9,9.6,3.5,7.0,50.3,0.0,0.0,0.0,2.5,3.9,66.0,5.9,1.5,0.9,0.9,1.7,7,0
Juwan Howard,PF,61,26.6,9.6,4.0,8.9,45.1,0.0,0.0,0.0,1.6,1.9,84.3,5.7,1.5,0.5,0.1,1.3,7,0
Jason Hart,PG,74,25.5,9.5,3.5,7.7,44.9,0.5,1.3,36.8,2.1,2.7,78.5,2.7,5.0,1.3,0.2,1.4,7,0
Nazr Mohammed,C,77,25.1,9.5,3.8,7.8,48.0,0.0,0.0,0.0,2.0,2.9,67.4,7.6,0.4,0.8,1.1,1.4,18,0
Mickael Pietrus,SF,67,20.0,9.5,3.2,7.5,42.7,1.0,2.9,34.4,2.1,3.0,69.8,2.8,1.2,0.7,0.3,1.4,0,0
Mark Blount,C,82,26.0,9.4,4.0,7.5,52.9,0.0,0.0,0.0,1.4,2.0,71.3,4.8,1.6,0.4,0.8,1.9,1,0
Brendan Haywood,C,68,27.4,9.4,3.5,6.3,56.0,0.0,0.0,0.0,2.3,3.8,60.9,6.8,0.8,0.8,1.7,1.4,6,0
Derek Anderson,SG,47,26.4,9.2,3.2,8.3,38.9,1.2,3.2,38.4,1.5,1.9,80.5,2.7,3.0,0.8,0.1,1.5,0,0
Erick Dampier,C,59,27.3,9.2,3.4,6.2,55.0,0.0,0.1,0.0,2.3,3.9,60.5,8.5,0.9,0.3,1.4,1.7,16,0
Marquis Daniels,SG,60,23.5,9.1,3.7,8.4,43.7,0.1,0.6,20.0,1.6,2.2,73.7,3.6,2.1,1.4,0.2,1.4,1,0
Chris Kaman,C,63,25.9,9.1,3.9,7.9,49.7,0.0,0.0,0.0,1.3,1.9,66.1,6.7,1.2,0.4,1.1,1.8,15,0
Andre Iguodala,F,82,32.8,9.0,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,5.7,3.0,1.7,0.6,1.7,5,1
Brian Cardinal,PF,58,24.7,9.0,2.8,7.4,37.0,0.8,2.2,35.2,2.7,3.1,87.3,3.9,2.0,1.5,0.3,1.4,0,0
Matt Carroll,SG,25,17.2,9.0,2.8,7.2,38.9,0.5,1.6,33.3,2.8,3.3,85.5,2.4,0.7,0.7,0.1,1.0,0,0
Austin Croshere,PF,73,25.0,8.9,2.6,6.8,37.8,0.6,2.4,25.9,3.1,3.5,88.3,5.1,1.3,0.7,0.2,1.4,4,0
Gordan Giricek,SG,81,20.5,8.8,3.5,7.8,44.8,0.5,1.3,36.2,1.4,1.7,81.0,2.2,1.7,0.6,0.1,1.1,0,0
Troy Hudson,PG,79,21.9,8.7,3.4,8.4,40.1,1.1,3.3,34.5,0.9,1.1,77.8,1.3,3.6,0.3,0.1,1.4,0,0
Jameer Nelson,G,79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,2.4,3.0,1.0,0.0,1.5,1,0
