Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Joel Embiid,C,68,33.8,30.6,9.8,19.6,49.9,1.4,3.7,37.1,9.6,11.8,81.4,11.7,4.2,1.1,1.5,3.1,46,2
Giannis Antetokounmpo,PF,67,32.9,29.9,10.3,18.6,55.3,1.1,3.6,29.3,8.3,11.4,72.2,11.6,5.8,1.1,1.4,3.3,46,4
Luka Doncic,PG,65,35.4,28.4,9.9,21.6,45.7,3.1,8.8,35.3,5.6,7.5,74.4,9.1,8.7,1.2,0.6,4.5,44,10
Trae Young,PG,76,34.9,28.4,9.4,20.3,46.0,3.1,8.0,38.2,6.6,7.3,90.4,3.7,9.7,0.9,0.1,4.0,42,0
DeMar DeRozan,SF,76,36.1,27.9,10.2,20.2,50.4,0.7,1.9,35.2,6.8,7.8,87.7,5.2,4.9,0.9,0.3,2.4,6,0
Nikola Jokic,C,74,33.5,27.1,10.3,17.7,58.3,1.3,3.9,33.7,5.1,6.3,81.0,13.8,7.9,1.5,0.9,3.8,66,19
Jayson Tatum,SF,76,35.9,26.9,9.3,20.6,45.3,3.0,8.6,35.3,5.3,6.2,85.3,8.0,4.4,1.0,0.6,2.9,22,0
Devin Booker,SG,68,34.5,26.8,9.7,20.9,46.6,2.7,7.0,38.3,4.6,5.3,86.8,5.0,4.8,1.1,0.4,2.4,5,0
Donovan Mitchell,SG,67,33.8,25.9,9.2,20.5,44.8,3.5,9.8,35.5,4.0,4.7,85.3,4.2,5.3,1.5,0.2,3.0,3,0
Stephen Curry,PG,64,34.5,25.5,8.4,19.1,43.7,4.5,11.7,38.0,4.3,4.7,92.3,5.2,6.3,1.3,0.4,3.2,12,2
Karl-Anthony Towns,C,74,33.4,24.6,8.7,16.4,52.9,2.0,4.9,41.0,5.2,6.3,82.2,9.8,3.6,1.0,1.1,3.1,40,1
Zach LaVine,SG,67,34.7,24.4,8.4,17.7,47.6,2.8,7.1,38.9,4.8,5.6,85.3,4.6,4.5,0.6,0.3,2.6,0,0
Jaylen Brown,SG,66,33.6,23.6,8.7,18.4,47.3,2.5,7.0,35.8,3.7,4.8,75.8,6.1,3.5,1.1,0.3,2.7,11,2
De'Aaron Fox,PG,59,35.3,23.2,8.7,18.5,47.3,1.3,4.2,29.7,4.4,5.9,75.0,3.9,5.6,1.2,0.4,2.8,5,0
Pascal Siakam,PF,68,37.9,22.8,8.8,17.8,49.4,1.1,3.2,34.4,4.2,5.6,74.9,8.5,5.3,1.3,0.6,2.7,30,2
CJ McCollum,SG,62,34.6,22.1,8.6,18.8,46.0,2.9,7.6,38.8,1.9,2.7,68.2,4.3,5.1,1.1,0.4,2.0,3,0
James Harden,SG,65,37.2,22.0,6.3,15.3,41.0,2.3,6.9,33.0,7.2,8.2,87.7,7.7,10.3,1.3,0.6,4.4,42,11
Darius Garland,PG,68,35.7,21.7,8.0,17.3,46.2,2.6,6.7,38.3,3.2,3.5,89.2,3.3,8.6,1.3,0.1,3.6,29,1
Anthony Edwards,SG,72,34.3,21.3,7.6,17.3,44.1,3.0,8.4,35.7,3.1,3.9,78.6,4.8,3.8,1.5,0.6,2.6,4,0
Dejounte Murray,SG,68,34.8,21.1,8.4,18.3,46.2,1.4,4.3,32.7,2.9,3.6,79.4,8.3,9.2,2.0,0.3,2.6,39,13
Tyler Herro,PG,66,32.6,20.7,7.6,17.0,44.7,2.7,6.7,39.9,2.9,3.3,86.8,5.0,4.0,0.7,0.1,2.6,3,0
