Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Stephen Curry,PG,63,34.2,32.0,10.4,21.7,48.2,5.3,12.7,42.1,5.7,6.3,91.6,5.5,5.8,1.2,0.1,3.4,8,0
Bradley Beal,SG,60,35.8,31.3,11.2,23.0,48.5,2.2,6.2,34.9,6.8,7.7,88.9,4.7,4.4,1.2,0.4,3.1,4,0
Damian Lillard,PG,67,35.8,28.8,9.0,19.9,45.1,4.1,10.5,39.1,6.7,7.2,92.8,4.2,7.5,0.9,0.3,3.0,16,0
Joel Embiid,C,51,31.1,28.5,9.0,17.6,51.3,1.1,3.0,37.7,9.2,10.7,85.9,10.6,2.8,1.0,1.4,3.1,31,0
Giannis Antetokounmpo,PF,61,33.0,28.1,10.3,18.0,56.9,1.1,3.6,30.3,6.5,9.5,68.5,11.0,5.9,1.2,1.2,3.4,41,7
Luka Doncic,PG,66,34.3,27.7,9.8,20.5,47.9,2.9,8.3,35.0,5.2,7.1,73.0,8.0,8.6,1.0,0.5,4.3,26,11
Zach LaVine,SG,58,35.1,27.4,9.8,19.4,50.7,3.4,8.2,41.9,4.4,5.1,84.9,5.0,4.9,0.8,0.5,3.5,3,0
Zion Williamson,PF,61,33.2,27.0,10.4,17.0,61.1,0.2,0.6,29.4,6.0,8.7,69.8,7.2,3.7,0.9,0.6,2.7,14,0
Kyrie Irving,PG,54,34.9,26.9,10.2,20.1,50.6,2.8,7.0,40.2,3.7,4.0,92.2,4.8,6.0,1.4,0.7,2.4,8,0
Jayson Tatum,SF,64,35.8,26.4,9.5,20.6,45.9,2.9,7.6,38.6,4.6,5.3,86.8,7.4,4.3,1.2,0.5,2.7,15,1
Donovan Mitchell,SG,53,33.4,26.4,9.0,20.6,43.8,3.4,8.7,38.6,5.0,6.0,84.5,4.4,5.2,1.0,0.3,2.8,2,0
Nikola Jokic,C,72,34.6,26.4,10.2,18.0,56.6,1.3,3.3,38.8,4.8,5.5,86.8,10.8,8.3,1.3,0.7,3.1,60,16
Devin Booker,SG,67,33.9,25.6,9.3,19.2,48.4,1.9,5.5,34.0,5.1,5.9,86.7,4.2,4.3,0.8,0.2,3.1,1,0
Trae Young,PG,63,33.7,25.3,7.7,17.7,43.8,2.2,6.3,34.3,7.7,8.7,88.6,3.9,9.4,0.8,0.2,4.1,28,0
De'Aaron Fox,PG,58,35.1,25.2,9.1,19.1,47.7,1.8,5.5,32.2,5.2,7.2,71.9,3.5,7.2,1.5,0.5,3.0,11,0
Kawhi Leonard,SF,52,34.1,24.8,8.9,17.5,51.2,1.9,4.9,39.8,5.0,5.7,88.5,6.5,5.2,1.6,0.4,2.0,9,0
Jaylen Brown,SG,58,34.5,24.7,9.3,19.2,48.4,2.8,7.1,39.7,3.3,4.3,76.4,6.0,3.4,1.2,0.6,2.7,10,0
Collin Sexton,PG,60,35.3,24.3,8.8,18.4,47.5,1.6,4.4,37.1,5.2,6.4,81.5,3.1,4.4,1.0,0.2,2.8,1,0
Julius Randle,PF,71,37.6,24.1,8.5,18.6,45.6,2.3,5.5,41.1,4.9,6.0,81.1,10.2,6.0,0.9,0.3,3.4,41,6
Brandon Ingram,SF,61,34.3,23.8,8.4,18.0,46.6,2.3,6.1,38.1,4.6,5.2,87.8,4.9,4.9,0.7,0.6,2.5,4,0
Nikola Vucevic,C,70,33.5,23.4,9.5,19.9,47.7,2.5,6.3,40.0,1.9,2.2,84.0,11.7,3.8,0.9,0.7,1.8,48,2
Paul George,F,54,33.7,23.3,8.2,17.6,46.7,3.2,7.7,41.1,3.7,4.2,86.8,6.6,5.2,1.1,0.4,3.3,9,0
Jerami Grant,SF,54,33.9,22.3,7.4,17.3,42.9,2.1,6.1,35.0,5.4,6.4,84.5,4.6,2.8,0.6,1.1,2.0,3,0
Russell Westbrook,PG,65,36.4,22.2,8.4,19.0,43.9,1.3,4.2,31.5,4.2,6.4,65.6,11.5,11.7,1.4,0.4,4.8,59,38
DeMar DeRozan,SF,61,33.7,21.6,7.5,15.1,49.5,0.3,1.2,25.7,6.3,7.2,88.0,4.2,6.9,0.9,0.2,2.0,13,0
Jimmy Butler III,SF,52,33.6,21.5,7.0,14.2,49.7,0.5,2.0,24.5,6.9,8.0,86.3,6.9,7.1,2.1,0.3,2.1,17,4
Pascal Siakam,PF,56,35.8,21.4,7.8,17.2,45.5,1.3,4.4,29.7,4.4,5.4,82.7,7.2,4.5,1.1,0.7,2.3,13,1
Malcolm Brogdon,PG,56,34.5,21.2,7.9,17.5,45.3,2.6,6.7,38.8,2.7,3.2,86.4,5.3,5.9,0.9,0.3,2.1,6,0
Terry Rozier,SG,69,34.5,20.4,7.4,16.4,45.0,3.2,8.3,38.9,2.4,2.9,81.7,4.4,4.2,1.3,0.4,1.9,5,0
Khris Middleton,SF,68,33.4,20.4,7.5,15.8,47.6,2.2,5.4,41.4,3.1,3.5,89.8,6.0,5.4,1.1,0.1,2.6,10,0
Domantas Sabonis,PF,62,36.0,20.3,7.8,14.6,53.5,0.8,2.6,32.1,3.9,5.3,73.2,12.0,6.7,1.2,0.5,3.4,48,9
Fred VanVleet,PG,52,36.5,19.6,6.5,16.7,38.9,3.3,9.2,36.6,3.3,3.7,88.5,4.2,6.3,1.7,0.7,1.8,5,0
Tobias Harris,F,62,32.5,19.5,7.6,14.9,51.2,1.3,3.4,39.4,2.9,3.3,89.2,6.8,3.5,0.9,0.8,1.7,11,0
Anthony Edwards,SG,72,32.1,19.3,7.0,16.8,41.7,2.4,7.2,32.9,2.9,3.8,77.6,4.7,2.9,1.1,0.5,2.2,3,0
Ja Morant,PG,63,32.6,19.1,6.8,15.2,44.9,1.2,3.8,30.3,4.3,5.9,72.8,4.0,7.4,0.9,0.2,3.2,14,1
Michael Porter Jr.,SF,61,31.3,19.0,7.3,13.4,54.2,2.8,6.3,44.5,1.7,2.2,79.1,7.3,1.1,0.7,0.9,1.3,15,0
Bam Adebayo,C,64,33.5,18.7,7.1,12.5,57.0,0.0,0.1,25.0,4.4,5.5,79.9,9.0,5.4,1.2,1.0,2.6,33,2
Norman Powell,G,69,32.0,18.6,6.3,13.3,47.7,2.5,6.0,41.1,3.4,3.9,87.1,3.1,1.9,1.2,0.3,1.7,0,0
Andrew Wiggins,SF,71,33.3,18.6,7.1,14.9,47.7,2.0,5.2,38.0,2.4,3.4,71.4,4.9,2.4,0.9,1.0,1.8,3,0
Jordan Clarkson,PG,68,26.7,18.4,6.7,15.8,42.5,3.1,8.8,34.7,1.9,2.1,89.6,4.0,2.5,0.9,0.1,1.7,0,0
Jrue Holiday,PG,59,32.3,17.7,7.0,13.9,50.3,1.9,4.8,39.2,1.8,2.3,78.7,4.5,6.1,1.6,0.6,2.2,10,0
John Collins,PF,63,29.3,17.6,6.8,12.2,55.6,1.3,3.3,39.9,2.7,3.2,83.3,7.4,1.2,0.5,1.0,1.3,16,0
RJ Barrett,SG,72,34.9,17.6,6.5,14.7,44.1,1.7,4.3,40.1,2.9,3.8,74.6,5.8,3.0,0.7,0.3,1.9,5,0
Darius Garland,PG,54,33.1,17.4,6.7,14.9,45.1,1.9,4.9,39.5,2.1,2.4,84.8,2.4,6.1,1.2,0.1,3.0,6,0
Dillon Brooks,SF,67,29.8,17.2,6.4,15.4,41.9,1.9,5.6,34.4,2.4,2.9,81.5,2.9,2.3,1.2,0.4,1.8,0,0
Jonas Valanciunas,C,62,28.3,17.1,7.1,12.0,59.2,0.3,0.9,36.8,2.5,3.3,77.3,12.5,1.8,0.6,0.9,1.6,49,0
Bojan Bogdanovic,SF,72,30.8,17.0,5.6,12.8,43.9,2.5,6.4,39.0,3.2,3.7,87.9,3.9,1.9,0.6,0.1,1.8,0,0
Tim Hardaway Jr.,SF,70,28.4,16.6,5.8,13.0,44.7,3.0,7.6,39.1,2.0,2.5,81.6,3.3,1.8,0.4,0.2,0.9,0,0
Buddy Hield,SG,71,34.3,16.6,5.7,14.0,40.6,4.0,10.2,39.1,1.2,1.5,84.6,4.7,3.6,0.9,0.4,1.8,2,0
Chris Paul,PG,70,31.4,16.4,6.3,12.6,49.9,1.5,3.7,39.5,2.4,2.6,93.4,4.5,8.9,1.4,0.3,2.2,25,1
Mike Conley,PG,51,29.4,16.2,5.6,12.5,44.4,2.7,6.6,41.2,2.4,2.8,85.2,3.5,6.0,1.4,0.2,1.9,6,0
Harrison Barnes,SF,58,36.2,16.1,5.5,11.1,49.7,1.7,4.4,39.1,3.4,4.1,83.0,6.6,3.5,0.7,0.2,1.6,6,0
Elijah Bryant,SG,1,32.0,16.0,6.0,13.0,46.2,1.0,5.0,20.0,3.0,3.0,100.0,6.0,3.0,0.0,1.0,4.0,0,0
LaMelo Ball,PG,51,28.8,15.7,5.7,13.2,43.6,1.8,5.1,35.2,2.5,3.2,75.8,5.9,6.1,1.6,0.4,2.8,7,1
Dejounte Murray,SG,67,31.9,15.7,6.6,14.5,45.3,0.9,3.0,31.7,1.6,2.0,79.1,7.1,5.4,1.5,0.1,1.7,13,4
Kelly Oubre Jr.,SG,55,30.7,15.4,5.8,13.2,43.9,1.6,5.2,31.6,2.2,3.2,69.5,6.0,1.3,1.0,0.8,1.3,6,0
Dennis Schroder,PG,61,32.1,15.4,5.4,12.5,43.7,1.2,3.5,33.5,3.4,4.0,84.8,3.5,5.8,1.1,0.2,2.7,6,0
Gary Trent Jr.,SG,58,31.1,15.3,5.5,13.5,40.8,2.8,7.4,38.5,1.4,1.8,78.3,2.6,1.4,1.0,0.2,0.7,0,0
Clint Capela,C,63,30.1,15.2,6.6,11.0,59.4,0.0,0.0,0.0,2.1,3.6,57.3,14.3,0.8,0.7,2.0,1.2,48,1
Tyler Herro,PG,54,30.3,15.1,5.7,12.9,43.9,2.0,5.5,36.0,1.7,2.2,80.3,5.0,3.4,0.6,0.3,1.9,5,0
Coby White,PG,69,31.2,15.1,5.4,13.1,41.6,2.4,6.6,35.9,1.9,2.1,90.1,4.1,4.8,0.6,0.2,2.3,5,0
Devonte' Graham,PG,55,30.2,14.8,4.6,12.2,37.7,3.3,8.7,37.5,2.4,2.9,84.2,2.7,5.4,0.9,0.1,1.5,3,0
Lonzo Ball,PG,55,31.8,14.6,5.3,12.7,41.4,3.1,8.3,37.8,0.9,1.2,78.1,4.8,5.7,1.5,0.6,2.2,5,1
Kendrick Nunn,G,56,29.5,14.6,5.7,11.8,48.5,2.2,5.7,38.1,1.0,1.1,93.3,3.2,2.6,0.9,0.3,1.4,0,0
Deandre Ayton,C,69,30.7,14.4,6.2,10.0,62.6,0.1,0.3,20.0,1.9,2.5,76.9,10.5,1.4,0.6,1.2,1.5,33,0
Rudy Gobert,C,71,30.8,14.3,5.5,8.2,67.5,0.0,0.1,0.0,3.3,5.3,62.3,13.5,1.3,0.6,2.7,1.7,49,0
Ben Simmons,PG,58,32.4,14.3,5.6,10.1,55.7,0.1,0.2,30.0,3.0,4.9,61.3,7.2,6.9,1.6,0.6,3.0,13,4
Richaun Holmes,F,61,29.2,14.2,6.0,9.4,63.7,0.0,0.2,18.2,2.2,2.8,79.4,8.3,1.7,0.6,1.6,1.2,21,0
Joe Harris,SF,69,31.0,14.1,5.2,10.2,50.5,3.1,6.4,47.5,0.7,0.9,77.8,3.6,1.9,0.7,0.2,0.9,0,0
Luguentz Dort,G,52,29.7,14.0,4.8,12.3,38.7,2.2,6.3,34.3,2.3,3.2,74.4,3.6,1.7,0.9,0.4,1.5,0,0
Rui Hachimura,PF,57,31.5,13.8,5.4,11.4,47.8,0.8,2.4,32.8,2.2,2.8,77.0,5.5,1.4,0.8,0.1,1.2,3,0
Darius Bazley,F,55,31.2,13.7,5.0,12.5,39.6,1.5,5.2,29.0,2.3,3.2,70.2,7.2,1.8,0.5,0.5,2.2,11,0
Chris Boucher,PF,60,24.2,13.6,4.8,9.3,51.4,1.5,3.9,38.3,2.5,3.2,78.8,6.7,1.1,0.6,1.9,0.8,12,0
Lauri Markkanen,PF,51,25.8,13.6,4.9,10.2,48.0,2.3,5.8,40.2,1.5,1.8,82.6,5.3,0.9,0.5,0.3,1.0,2,0
Doug McDermott,SF,66,24.5,13.6,5.4,10.1,53.2,1.7,4.3,38.8,1.2,1.5,81.6,3.3,1.3,0.3,0.1,0.8,0,0
Kelly Olynyk,PF,70,28.5,13.5,4.8,10.0,48.3,1.8,5.3,34.2,2.1,2.5,82.9,7.0,2.9,1.1,0.6,1.8,12,0
Montrezl Harrell,C,69,22.9,13.5,5.4,8.7,62.2,0.0,0.1,0.0,2.6,3.7,70.7,6.2,1.1,0.7,0.7,1.1,8,0
Mikal Bridges,SF,72,32.6,13.5,5.0,9.3,54.3,1.9,4.4,42.5,1.5,1.8,84.0,4.3,2.1,1.1,0.9,0.8,2,0
Marcus Morris Sr.,F,57,26.4,13.4,4.8,10.2,47.3,2.5,5.2,47.3,1.3,1.6,82.0,4.1,1.0,0.6,0.3,1.0,0,0
Carmelo Anthony,PF,69,24.5,13.4,4.7,11.3,42.1,1.9,4.7,40.9,2.0,2.2,89.0,3.1,1.5,0.7,0.6,0.9,0,0
Josh Jackson,SG,62,25.2,13.4,4.8,11.4,41.9,1.2,4.1,30.0,2.6,3.5,72.9,4.1,2.3,0.9,0.8,2.3,2,0
Danilo Gallinari,PF,51,24.0,13.3,4.0,9.3,43.4,2.0,5.0,40.6,3.2,3.4,92.5,4.1,1.5,0.6,0.2,0.8,2,0
Duncan Robinson,F,72,31.4,13.1,4.4,10.0,43.9,3.5,8.5,40.8,0.9,1.0,82.7,3.5,1.8,0.6,0.3,1.1,1,0
Tyrese Haliburton,PG,58,30.1,13.0,5.0,10.7,47.2,2.1,5.1,40.9,0.8,1.0,85.7,3.0,5.3,1.3,0.5,1.6,5,0
