Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Stephen Curry,PG,79,34.2,30.1,10.2,20.2,50.4,5.1,11.2,45.4,4.6,5.1,90.8,5.4,6.7,2.1,0.2,3.3,15,2
James Harden,SG,82,38.1,29.0,8.7,19.7,43.9,2.9,8.0,35.9,8.8,10.2,86.0,6.1,7.5,1.7,0.6,4.6,23,3
Kevin Durant,PF,72,35.8,28.2,9.7,19.2,50.5,2.6,6.7,38.6,6.2,6.9,89.8,8.2,5.0,1.0,1.2,3.5,27,1
DeMarcus Cousins,C,65,34.6,26.9,9.2,20.5,45.1,1.1,3.2,33.3,7.3,10.2,71.8,11.5,3.3,1.6,1.4,3.8,47,1
LeBron James,SF,76,35.6,25.3,9.7,18.6,52.0,1.1,3.7,30.9,4.7,6.5,73.1,7.4,6.8,1.4,0.6,3.3,28,3
Damian Lillard,PG,75,35.7,25.1,8.2,19.7,41.9,3.1,8.1,37.5,5.5,6.2,89.2,4.0,6.8,0.9,0.4,3.2,15,0
Anthony Davis,PF,61,35.5,24.3,9.2,18.6,49.3,0.6,1.8,32.4,5.3,7.0,75.8,10.3,1.9,1.3,2.0,2.0,36,0
Russell Westbrook,PG,80,34.4,23.5,8.2,18.1,45.4,1.3,4.3,29.6,5.8,7.2,81.2,7.8,10.4,2.0,0.3,4.3,54,18
DeMar DeRozan,SF,78,35.9,23.5,7.9,17.7,44.6,0.6,1.8,33.8,7.1,8.4,85.0,4.5,4.0,1.0,0.3,2.2,3,0
Paul George,F,81,34.8,23.1,7.5,17.9,41.8,2.6,7.0,37.1,5.6,6.5,86.0,7.0,4.1,1.9,0.4,3.3,15,0
Isaiah Thomas,G,82,32.2,22.2,7.2,16.9,42.8,2.0,5.7,35.9,5.8,6.6,87.1,3.0,6.2,1.1,0.1,2.7,7,0
Klay Thompson,SG,80,33.3,22.1,8.1,17.3,47.0,3.5,8.1,42.5,2.4,2.8,87.3,3.8,2.1,0.8,0.6,1.7,0,0
Carmelo Anthony,PF,72,35.1,21.8,7.9,18.2,43.4,1.5,4.3,33.9,4.6,5.6,82.9,7.7,4.2,0.9,0.5,2.4,22,0
Blake Griffin,PF,35,33.4,21.4,8.6,17.2,49.9,0.2,0.5,33.3,4.0,5.5,72.7,8.4,4.9,0.8,0.5,2.4,13,0
Kyle Lowry,PG,77,37.0,21.2,6.6,15.6,42.7,2.8,7.1,38.8,5.2,6.4,81.1,4.7,6.4,2.1,0.4,2.9,12,1
Kawhi Leonard,SF,72,33.1,21.2,7.7,15.1,50.5,1.8,4.0,44.3,4.1,4.6,87.4,6.8,2.6,1.8,1.0,1.5,12,0
Jimmy Butler III,SF,67,36.9,20.9,7.0,15.4,45.4,1.0,3.1,31.2,5.9,7.1,83.2,5.3,4.8,1.6,0.6,2.0,10,2
Kemba Walker,PG,81,35.6,20.9,7.0,16.4,42.7,2.2,6.0,37.1,4.6,5.4,84.7,4.4,5.2,1.6,0.5,2.1,3,0
CJ McCollum,SG,80,34.8,20.8,8.0,17.9,44.8,2.5,5.9,41.7,2.3,2.8,82.7,3.2,4.3,1.2,0.3,2.5,2,0
Andrew Wiggins,SF,81,35.1,20.7,7.3,16.0,45.9,0.7,2.3,30.0,5.3,7.0,76.1,3.6,2.0,1.0,0.6,2.2,1,0
Brook Lopez,C,73,33.7,20.6,8.1,15.8,51.1,0.0,0.2,14.3,4.3,5.5,78.7,7.8,2.0,0.8,1.7,2.4,26,0
Eric Bledsoe,SG,31,34.2,20.4,7.2,15.9,45.3,1.5,4.2,37.2,4.5,5.5,80.2,4.0,6.1,2.0,0.6,3.5,3,0
John Wall,PG,77,36.2,19.9,7.4,17.5,42.4,1.5,4.3,35.1,3.5,4.5,79.1,4.9,10.2,1.9,0.8,4.1,49,4
Gordon Hayward,SF,80,36.2,19.7,6.5,15.0,43.3,1.8,5.1,34.9,4.9,6.0,82.4,5.0,3.7,1.2,0.3,2.5,4,0
Kyrie Irving,PG,53,31.5,19.6,7.4,16.6,44.8,1.6,4.9,32.1,3.2,3.6,88.5,3.0,4.7,1.1,0.3,2.3,1,0
Brandon Knight,PG,52,36.0,19.6,7.1,17.2,41.5,2.3,6.8,34.2,3.0,3.5,85.2,3.9,5.1,1.2,0.4,3.4,4,1
Danilo Gallinari,PF,53,34.7,19.5,5.4,13.2,41.0,1.6,4.5,36.4,7.1,8.2,86.8,5.3,2.5,0.8,0.4,1.5,3,0
Chris Paul,PG,74,32.7,19.5,7.0,15.1,46.2,1.6,4.4,37.1,4.0,4.4,89.6,4.2,10.0,2.1,0.2,2.6,38,0
Chris Bosh,PF,53,33.5,19.1,6.8,14.5,46.7,1.5,4.2,36.5,4.0,5.1,79.5,7.4,2.4,0.7,0.6,1.5,15,0
Dwyane Wade,G,74,30.5,19.0,7.3,16.0,45.6,0.1,0.6,15.9,4.4,5.5,79.3,4.1,4.6,1.1,0.6,2.7,2,0
Reggie Jackson,PG,79,30.7,18.8,6.8,15.7,43.4,1.5,4.2,35.3,3.7,4.3,86.3,3.2,6.2,0.7,0.1,2.8,9,0
Karl-Anthony Towns,C,82,32.0,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,10.5,2.0,0.7,1.7,2.2,51,0
Dirk Nowitzki,F,75,31.5,18.3,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,6.5,1.8,0.7,0.7,1.1,10,0
Nikola Vucevic,C,65,31.3,18.2,8.2,16.1,51.0,0.0,0.1,22.2,1.7,2.3,75.3,8.9,2.8,0.8,1.1,1.9,29,0
Khris Middleton,SF,79,36.1,18.2,6.4,14.5,44.4,1.8,4.6,39.6,3.5,3.9,88.8,3.8,4.2,1.7,0.2,2.3,1,0
LaMarcus Aldridge,C,74,30.6,18.0,7.2,14.1,51.3,0.0,0.2,0.0,3.5,4.1,85.8,8.5,1.5,0.5,1.1,1.3,26,0
Kobe Bryant,SF,66,28.2,17.6,6.0,16.9,35.8,2.0,7.1,28.5,3.5,4.3,82.6,3.7,2.8,0.9,0.2,2.0,2,0
Jahlil Okafor,C,53,30.0,17.5,7.5,14.7,50.8,0.0,0.1,16.7,2.5,3.7,68.6,7.0,1.2,0.4,1.2,2.3,11,0
Bradley Beal,SG,55,31.1,17.4,6.5,14.5,44.9,1.9,4.9,38.7,2.5,3.2,76.7,3.4,2.9,1.0,0.2,2.0,0,0
Rudy Gay,SF,70,34.0,17.2,6.7,14.4,46.3,1.1,3.1,34.4,2.8,3.6,78.0,6.5,1.7,1.4,0.7,2.0,7,0
Paul Millsap,PF,81,32.7,17.1,6.2,13.2,47.0,0.9,2.9,31.9,3.8,5.0,75.7,9.0,3.3,1.8,1.7,2.4,32,0
Ryan Anderson,PF,66,30.4,17.0,6.0,14.1,42.7,2.0,5.4,36.6,3.0,3.5,87.3,6.0,1.1,0.6,0.4,1.4,8,0
Giannis Antetokounmpo,PF,80,35.3,16.9,6.4,12.7,50.6,0.4,1.4,25.7,3.7,5.1,72.4,7.7,4.3,1.2,1.4,2.6,21,5
Jrue Holiday,PG,65,28.2,16.8,6.3,14.4,43.8,1.3,4.0,33.6,2.8,3.3,84.3,3.0,6.0,1.4,0.3,2.6,5,0
Marc Gasol,C,52,34.4,16.6,6.3,13.6,46.4,0.0,0.1,66.7,3.9,4.7,82.9,7.0,3.8,1.0,1.3,2.3,9,1
Pau Gasol,PF,72,31.8,16.5,6.5,13.8,46.9,0.3,1.0,34.8,3.2,4.0,79.2,11.0,4.1,0.6,2.0,2.3,46,2
Derrick Favors,F,62,32.0,16.4,6.7,13.1,51.5,0.0,0.1,0.0,2.9,4.1,70.9,8.1,1.5,1.2,1.5,1.7,19,0
Derrick Rose,PG,66,31.8,16.4,6.8,15.9,42.7,0.7,2.3,29.3,2.2,2.7,79.3,3.4,4.7,0.7,0.2,2.7,1,0
JJ Redick,SG,75,28.0,16.3,5.6,11.7,48.0,2.7,5.6,47.5,2.4,2.7,88.8,1.9,1.4,0.6,0.1,1.0,0,0
Andre Drummond,C,81,32.9,16.2,6.8,13.1,52.1,0.0,0.1,33.3,2.6,7.2,35.5,14.8,0.8,1.5,1.4,1.9,66,0
Kevin Love,PF,77,31.5,16.0,5.3,12.7,41.9,2.1,5.7,36.0,3.4,4.1,82.2,9.9,2.4,0.8,0.5,1.8,35,0
Victor Oladipo,SG,72,33.0,16.0,5.9,13.5,43.8,1.4,3.9,34.8,2.8,3.4,83.0,4.8,3.9,1.6,0.8,2.1,3,1
Jeff Teague,PG,79,28.5,15.7,5.5,12.5,43.9,1.4,3.5,40.0,3.3,3.9,83.7,2.7,5.9,1.2,0.3,2.8,4,0
Jordan Clarkson,PG,79,32.3,15.5,6.0,13.9,43.3,1.4,4.1,34.7,2.1,2.6,80.4,4.0,2.4,1.1,0.1,1.7,1,0
Evan Fournier,SG,79,32.5,15.4,5.4,11.8,46.2,2.0,4.9,40.0,2.5,3.0,83.6,2.8,2.7,1.2,0.0,1.7,0,0
