Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Russell Westbrook,PG,81,34.6,31.6,10.2,24.0,42.5,2.5,7.2,34.3,8.8,10.4,84.5,10.7,10.4,1.6,0.4,5.4,62,42
James Harden,SG,81,36.4,29.1,8.3,18.9,44.0,3.2,9.3,34.7,9.2,10.9,84.7,8.1,11.2,1.5,0.5,5.7,64,22
Isaiah Thomas,G,76,33.8,28.9,9.0,19.4,46.3,3.2,8.5,37.9,7.8,8.5,90.9,2.7,5.9,0.9,0.2,2.8,5,0
Anthony Davis,PF,75,36.1,28.0,10.3,20.3,50.5,0.5,1.8,29.9,6.9,8.6,80.2,11.8,2.1,1.3,2.2,2.4,49,0
DeMar DeRozan,SF,74,35.4,27.3,9.7,20.9,46.7,0.4,1.7,26.6,7.4,8.7,84.2,5.2,3.9,1.1,0.2,2.4,5,0
Damian Lillard,PG,75,35.9,27.0,8.8,19.8,44.4,2.9,7.7,37.0,6.5,7.3,89.5,4.9,5.9,0.9,0.3,2.6,11,0
DeMarcus Cousins,C,72,34.2,27.0,9.0,19.9,45.2,1.8,5.0,36.1,7.2,9.3,77.2,11.0,4.6,1.4,1.3,3.7,46,2
LeBron James,SF,74,37.8,26.4,9.9,18.2,54.8,1.7,4.6,36.3,4.8,7.2,67.4,8.6,8.7,1.2,0.6,4.1,42,13
Kawhi Leonard,SF,74,33.4,25.5,8.6,17.7,48.5,2.0,5.2,38.0,6.3,7.2,88.0,5.8,3.5,1.8,0.7,2.1,9,0
Stephen Curry,PG,79,33.4,25.3,8.5,18.3,46.8,4.1,10.0,41.1,4.1,4.6,89.8,4.5,6.6,1.8,0.2,3.0,9,0
Kyrie Irving,PG,72,35.1,25.2,9.3,19.7,47.3,2.5,6.1,40.1,4.1,4.6,90.5,3.2,5.8,1.2,0.3,2.5,8,0
Karl-Anthony Towns,C,82,37.0,25.1,9.8,18.0,54.2,1.2,3.4,36.7,4.3,5.2,83.2,12.3,2.7,0.7,1.3,2.6,62,1
Kevin Durant,PF,62,33.4,25.1,8.9,16.5,53.7,1.9,5.0,37.5,5.4,6.2,87.5,8.3,4.8,1.1,1.6,2.2,23,1
Jimmy Butler III,SF,76,37.0,23.9,7.5,16.5,45.5,1.2,3.3,36.7,7.7,8.9,86.5,6.2,5.5,1.9,0.4,2.1,15,2
Paul George,F,75,35.9,23.7,8.3,18.0,46.1,2.6,6.6,39.3,4.5,5.0,89.8,6.6,3.3,1.6,0.4,2.9,11,0
Andrew Wiggins,SF,82,37.2,23.6,8.6,19.1,45.2,1.3,3.5,35.6,5.0,6.6,76.0,4.0,2.3,1.0,0.4,2.3,1,0
Kemba Walker,PG,79,34.7,23.2,8.1,18.3,44.4,3.0,7.6,39.9,3.8,4.5,84.7,3.9,5.5,1.1,0.3,2.1,8,0
John Wall,PG,78,36.4,23.1,8.3,18.4,45.1,1.1,3.5,32.7,5.4,6.8,80.1,4.2,10.7,2.0,0.6,4.1,50,0
Bradley Beal,SG,77,34.9,23.1,8.3,17.2,48.2,2.9,7.2,40.4,3.7,4.4,82.5,3.1,3.5,1.1,0.3,2.0,1,0
CJ McCollum,SG,80,35.0,23.0,8.7,18.0,48.0,2.3,5.5,42.1,3.4,3.7,91.2,3.6,3.6,0.9,0.5,2.2,1,0
Giannis Antetokounmpo,PF,80,35.6,22.9,8.2,15.7,52.1,0.6,2.3,27.2,5.9,7.7,77.0,8.8,5.4,1.6,1.9,2.9,32,3
Carmelo Anthony,PF,74,34.3,22.4,8.1,18.8,43.3,2.0,5.7,35.9,4.1,4.9,83.3,5.9,2.9,0.8,0.4,2.1,7,0
Kyle Lowry,PG,60,37.4,22.4,7.1,15.3,46.4,3.2,7.8,41.2,5.0,6.1,81.9,4.8,7.0,1.5,0.3,2.9,11,1
Klay Thompson,SG,78,34.0,22.3,8.3,17.6,46.8,3.4,8.3,41.4,2.4,2.8,85.3,3.7,2.1,0.8,0.5,1.6,0,0
Devin Booker,SG,78,35.0,22.1,7.8,18.3,42.3,1.9,5.2,36.3,4.7,5.7,83.2,3.2,3.4,0.9,0.3,3.1,0,0
Gordon Hayward,SF,73,34.5,21.9,7.5,15.8,47.1,2.0,5.1,39.8,5.0,5.9,84.4,5.4,3.5,1.0,0.3,1.9,2,0
Blake Griffin,PF,61,34.0,21.6,7.9,15.9,49.3,0.6,1.9,33.6,5.2,6.9,76.0,8.1,4.9,0.9,0.4,2.3,19,1
Eric Bledsoe,SG,66,33.0,21.1,6.8,15.7,43.4,1.6,4.7,33.5,5.9,6.9,84.7,4.8,6.3,1.4,0.5,3.4,7,1
Brook Lopez,C,75,29.6,20.5,7.4,15.6,47.4,1.8,5.2,34.6,3.9,4.9,81.0,5.4,2.3,0.5,1.7,2.5,2,0
Mike Conley,PG,69,33.2,20.5,6.7,14.6,45.9,2.5,6.1,40.7,4.6,5.3,85.9,3.5,6.3,1.3,0.3,2.3,8,0
Goran Dragic,PG,73,33.7,20.3,7.3,15.4,47.5,1.6,4.0,40.5,4.1,5.2,79.0,3.8,5.8,1.2,0.2,2.9,6,0
Joel Embiid,C,31,25.4,20.2,6.5,13.8,46.6,1.2,3.2,36.7,6.2,7.9,78.3,7.8,2.1,0.9,2.5,3.8,9,0
Jabari Parker,PF,51,33.9,20.1,7.8,16.0,49.0,1.3,3.5,36.5,3.2,4.3,74.3,6.2,2.8,1.0,0.4,1.8,2,0
Marc Gasol,C,74,34.2,19.5,7.2,15.7,45.9,1.4,3.6,38.8,3.8,4.5,83.7,6.3,4.6,0.9,1.3,2.2,11,2
Harrison Barnes,SF,79,35.5,19.2,7.6,16.2,46.8,1.0,2.8,35.1,3.1,3.6,86.1,5.0,1.5,0.8,0.2,1.3,1,0
Kevin Love,PF,60,31.4,19.0,6.2,14.5,42.7,2.4,6.5,37.3,4.3,4.9,87.1,11.1,1.9,0.9,0.4,2.0,41,0
Zach LaVine,SG,47,37.2,18.9,6.9,15.1,45.9,2.6,6.6,38.7,2.5,3.0,83.6,3.4,3.0,0.9,0.2,1.8,0,0
Rudy Gay,SF,30,33.8,18.7,6.7,14.7,45.5,1.4,3.8,37.2,3.9,4.6,85.5,6.3,2.8,1.5,0.9,2.5,4,0
Dwyane Wade,G,60,29.9,18.3,6.9,15.9,43.4,0.8,2.4,31.0,3.7,4.7,79.4,4.5,3.8,1.4,0.7,2.3,2,0
Danilo Gallinari,PF,63,33.9,18.2,5.3,11.9,44.7,2.0,5.1,38.9,5.5,6.1,90.2,5.2,2.1,0.6,0.2,1.3,4,0
Kristaps Porzingis,C,66,32.8,18.1,6.7,14.9,45.0,1.7,4.8,35.7,3.0,3.8,78.6,7.2,1.5,0.7,2.0,1.8,12,0
Chris Paul,PG,61,31.5,18.1,6.1,12.9,47.6,2.0,5.0,41.1,3.8,4.3,89.2,5.0,9.2,2.0,0.1,2.4,24,1
Paul Millsap,PF,69,34.0,18.1,6.2,14.1,44.2,1.1,3.5,31.1,4.5,5.9,76.8,7.7,3.7,1.3,0.9,2.3,19,0
Derrick Rose,PG,64,32.5,18.0,7.2,15.3,47.1,0.2,0.9,21.7,3.5,4.0,87.4,3.8,4.4,0.7,0.3,2.3,2,0
Dennis Schroder,PG,79,31.5,17.9,6.9,15.4,45.1,1.3,3.7,34.0,2.8,3.2,85.5,3.1,6.3,0.9,0.2,3.3,10,0
Lou Williams,SG,81,24.6,17.5,5.3,12.3,42.9,2.0,5.5,36.5,5.0,5.6,88.0,2.5,3.0,1.0,0.2,2.0,0,0
LaMarcus Aldridge,C,72,32.4,17.3,6.9,14.6,47.7,0.3,0.8,41.1,3.1,3.8,81.2,7.3,1.9,0.6,1.2,1.4,18,0
Evan Fournier,SG,68,32.9,17.2,6.0,13.7,43.9,1.9,5.3,35.6,3.3,4.1,80.5,3.1,3.0,1.0,0.1,2.1,1,0
Hassan Whiteside,C,77,32.6,17.0,7.0,12.6,55.7,0.0,0.0,0.0,2.9,4.6,62.8,14.1,0.7,0.7,2.1,2.0,58,0
George Hill,PG,49,31.5,16.9,5.9,12.4,47.7,1.9,4.8,40.3,3.2,4.0,80.1,3.4,4.2,1.0,0.2,1.7,0,0
Nikola Jokic,C,73,27.9,16.7,6.8,11.7,57.8,0.6,1.9,32.4,2.6,3.1,82.5,9.8,4.9,0.8,0.8,2.3,39,6
Avery Bradley,PG,55,33.4,16.3,6.5,14.1,46.3,2.0,5.0,39.0,1.2,1.7,73.1,6.1,2.2,1.2,0.2,1.6,10,0
Eric Gordon,SG,75,31.0,16.2,5.5,13.5,40.6,3.3,8.8,37.2,2.0,2.3,84.0,2.7,2.5,0.6,0.5,1.6,0,0
Tobias Harris,F,82,31.3,16.1,6.2,13.0,48.1,1.3,3.8,34.7,2.3,2.8,84.1,5.1,1.7,0.7,0.5,1.2,3,0
Victor Oladipo,SG,67,33.2,15.9,6.1,13.9,44.2,1.9,5.3,36.1,1.7,2.3,75.3,4.3,2.6,1.2,0.3,1.8,3,0
Dion Waiters,G,46,30.1,15.8,6.1,14.4,42.4,1.8,4.7,39.5,1.8,2.8,64.6,3.3,4.3,0.9,0.4,2.2,2,0
Wilson Chandler,F,71,30.9,15.7,6.1,13.2,46.1,1.5,4.6,33.7,2.0,2.7,72.7,6.5,2.0,0.7,0.4,1.6,9,0
D'Angelo Russell,G,63,28.7,15.6,5.6,13.8,40.5,2.1,6.1,35.2,2.3,3.0,78.2,3.5,4.8,1.4,0.3,2.8,2,0
Jrue Holiday,PG,67,32.7,15.4,6.0,13.3,45.4,1.5,4.2,35.6,1.8,2.5,70.8,3.9,7.3,1.5,0.7,2.9,16,0
Jeff Teague,PG,82,32.4,15.3,4.9,11.1,44.2,1.1,3.1,35.7,4.4,5.1,86.7,4.0,7.8,1.2,0.4,2.6,16,0
Nicolas Batum,PF,77,34.0,15.1,5.1,12.7,40.3,1.8,5.3,33.3,3.2,3.7,85.6,6.2,5.9,1.1,0.4,2.5,15,1
JJ Redick,SG,78,28.2,15.0,5.1,11.4,44.5,2.6,6.0,42.9,2.3,2.6,89.1,2.2,1.4,0.7,0.2,1.3,0,0
