Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Tyrese Haliburton,G,73,33.6,18.6,6.5,13.8,47.3,3.0,7.7,38.8,2.6,3.0,85.1,3.5,9.2,1.4,0.7,1.6,31,0
Shaedon Sharpe,G,72,31.3,18.5,6.9,15.3,45.2,2.0,6.6,31.1,2.6,3.4,78.5,4.5,2.8,0.9,0.2,2.1,3,0
Evan Mobley,C,71,30.5,18.5,7.1,12.8,55.7,1.2,3.2,37.0,3.1,4.3,72.5,9.3,3.2,0.9,1.6,2.0,37,0
Nikola Vucevic,C,73,31.2,18.5,7.5,14.2,53.0,1.8,4.4,40.2,1.6,2.0,80.5,10.1,3.5,0.8,0.7,1.6,45,1
Collin Sexton,G,63,27.9,18.4,6.6,13.8,48.0,1.7,4.3,40.6,3.4,4.0,86.5,2.7,4.2,0.7,0.1,2.5,2,0
Michael Porter Jr.,F,77,33.7,18.2,6.9,13.6,50.4,2.5,6.4,39.5,1.9,2.5,76.8,7.0,2.1,0.6,0.5,1.4,15,0
Bam Adebayo,C,78,34.3,18.1,6.9,14.3,48.5,1.0,2.8,35.7,3.2,4.2,76.5,9.6,4.3,1.3,0.7,2.1,38,1
OG Anunoby,F,74,36.6,18.0,6.6,13.9,47.6,2.3,6.2,37.2,2.5,3.1,81.0,4.8,2.2,1.5,0.9,1.4,1,0
Andrew Wiggins,F,60,30.7,18.0,6.3,14.0,44.8,2.2,5.8,37.4,3.3,4.3,76.3,4.5,2.6,1.0,0.8,1.7,3,0
Mikal Bridges,G,82,37.0,17.6,7.2,14.4,50.0,2.0,5.6,35.4,1.2,1.4,81.4,3.2,3.7,0.9,0.5,1.6,1,0
Malik Monk,G,65,31.6,17.2,6.3,14.4,43.9,2.1,6.6,32.5,2.4,2.7,86.5,3.8,5.6,0.9,0.6,2.4,4,0
De'Andre Hunter,F,64,27.2,17.0,5.6,11.9,47.0,2.5,6.1,40.5,3.4,4.0,84.6,4.0,1.4,0.8,0.2,1.3,2,0
Deni Avdija,F,72,30.0,16.9,5.6,11.7,47.6,1.7,4.8,36.5,4.0,5.2,78.0,7.3,3.9,1.0,0.5,2.7,17,2
Keyonte George,G,67,31.5,16.8,5.4,13.7,39.1,2.6,7.6,34.3,3.5,4.3,81.8,3.8,5.6,0.7,0.1,2.7,4,0
Ivica Zubac,C,80,32.8,16.8,7.4,11.8,62.8,0.0,0.0,0.0,2.0,3.0,66.1,12.6,2.7,0.7,1.1,1.6,59,1
Derrick White,G,76,33.9,16.4,5.6,12.6,44.2,3.5,9.1,38.4,1.8,2.1,83.9,4.5,4.8,0.9,1.1,1.7,4,0
Malik Beasley,SG,82,27.8,16.3,5.6,13.1,43.0,3.9,9.3,41.6,1.2,1.7,67.9,2.6,1.7,0.9,0.1,1.0,1,0
Devin Vassell,G,64,31.0,16.3,6.2,13.9,44.3,2.5,6.7,36.8,1.5,1.9,79.2,4.0,2.9,1.3,0.5,1.4,2,0
Bennedict Mathurin,G,72,29.8,16.1,5.4,11.8,45.8,1.4,4.0,34.0,3.8,4.6,83.1,5.3,1.9,0.7,0.3,1.9,8,0
Myles Turner,C,72,30.2,15.6,5.4,11.3,48.1,2.2,5.5,39.6,2.6,3.3,77.3,6.5,1.5,0.8,2.0,1.7,13,0
Christian Braun,G,79,33.9,15.4,6.0,10.4,58.0,1.1,2.8,39.7,2.2,2.7,82.7,5.2,2.6,1.1,0.5,1.0,6,0
Kelly Oubre Jr.,G,60,34.6,15.1,5.8,12.4,47.0,1.2,4.0,29.3,2.3,3.1,75.1,6.1,1.8,1.5,0.5,1.3,10,0
Kyle Kuzma,F,65,29.8,14.8,5.7,13.0,43.6,1.5,4.8,30.7,2.0,3.1,63.4,5.7,2.3,0.6,0.3,2.2,6,0
Stephon Castle,G,81,26.7,14.7,5.2,12.2,42.8,1.2,4.1,28.5,3.1,4.2,72.4,3.7,4.1,0.9,0.3,2.2,6,0
Josh Giddey,G,70,30.2,14.6,5.3,11.4,46.5,1.5,4.0,37.8,2.5,3.2,78.1,8.1,7.2,1.2,0.6,2.9,30,7
Quentin Grimes,G,75,26.8,14.6,5.1,11.0,46.7,2.2,5.6,38.5,2.2,2.9,75.7,4.3,3.0,1.0,0.3,1.9,4,0
Payton Pritchard,G,80,28.4,14.3,5.1,10.8,47.2,3.2,7.8,40.7,0.9,1.1,84.5,3.8,3.5,0.9,0.2,1.0,5,0
Naz Reid,C,80,27.5,14.2,5.3,11.5,46.2,2.2,5.8,37.9,1.4,1.8,77.6,6.0,2.3,0.7,0.9,1.4,10,0
Dyson Daniels,G,76,33.8,14.1,6.0,12.1,49.3,1.1,3.1,34.0,1.1,1.8,59.3,5.9,4.4,3.0,0.7,2.0,9,0
Fred VanVleet,G,60,35.2,14.1,4.8,12.7,37.8,2.7,7.7,34.5,1.9,2.3,81.0,3.7,5.6,1.6,0.4,1.5,4,0
Amen Thompson,G,69,32.2,14.1,5.6,10.1,55.7,0.4,1.3,27.5,2.4,3.6,68.4,8.2,3.8,1.4,1.3,2.0,21,3
Dillon Brooks,F,75,31.8,14.0,5.1,11.9,42.9,2.5,6.3,39.7,1.3,1.6,81.8,3.7,1.7,0.8,0.2,1.0,0,0
Klay Thompson,G,72,27.3,14.0,5.0,12.2,41.2,3.0,7.7,39.1,0.9,1.0,90.5,3.4,2.0,0.7,0.4,1.2,0,0
Tobias Harris,F,73,31.6,13.7,5.3,11.0,47.7,1.2,3.6,34.5,2.0,2.3,86.1,5.9,2.2,1.0,0.8,1.2,5,0
Josh Hart,G,77,37.6,13.6,5.2,10.0,52.5,1.1,3.3,33.3,2.1,2.7,77.6,9.6,5.9,1.5,0.4,2.1,34,9
Jarrett Allen,C,82,28.0,13.5,5.5,7.8,70.6,0.0,0.1,0.0,2.4,3.4,71.8,9.7,1.9,0.9,0.9,1.2,40,0
Onyeka Okongwu,F,74,27.9,13.4,5.2,9.2,56.7,0.6,2.0,32.4,2.2,2.9,75.9,8.9,2.3,0.9,0.9,1.2,28,0
Russell Westbrook,G,75,27.9,13.3,5.0,11.1,44.9,1.3,3.9,32.3,2.1,3.1,66.1,4.9,6.1,1.4,0.5,3.2,13,4
Naji Marshall,F,69,27.8,13.2,5.2,10.3,50.8,0.9,3.2,27.5,1.9,2.3,81.3,4.8,3.0,1.0,0.2,1.6,6,0
Rui Hachimura,F,59,31.7,13.1,5.0,9.8,50.9,1.7,4.2,41.3,1.5,1.9,77.0,5.0,1.4,0.8,0.4,0.8,1,0
Dennis Schroder,G,75,28.1,13.1,4.5,11.0,40.6,1.7,4.9,34.2,2.4,2.9,83.8,2.6,5.4,0.9,0.2,1.9,7,0
Brook Lopez,C,80,31.8,13.0,4.9,9.7,50.9,1.7,4.7,37.3,1.4,1.7,82.6,5.0,1.8,0.6,1.9,1.1,4,0
Alex Sarr,C,67,27.1,13.0,4.9,12.4,39.4,1.6,5.1,30.8,1.7,2.5,67.9,6.5,2.4,0.7,1.5,1.7,10,0
Keldon Johnson,F,77,23.9,12.7,4.8,10.0,48.2,1.1,3.6,31.8,1.9,2.5,77.3,4.8,1.6,0.6,0.3,1.0,3,0
Scoot Henderson,G,66,26.7,12.7,4.3,10.4,41.9,1.6,4.5,35.4,2.4,3.1,76.7,3.0,5.1,1.0,0.2,2.7,2,0
D'Angelo Russell,G,58,25.5,12.6,4.3,11.0,39.0,1.9,6.2,31.4,2.1,2.5,83.4,2.8,5.1,1.0,0.4,1.9,4,0
Zaccharie Risacher,F,75,24.6,12.6,4.8,10.4,45.8,1.6,4.6,35.5,1.4,2.0,71.1,3.6,1.2,0.7,0.5,1.2,1,0
Ty Jerome,G,70,19.9,12.5,4.6,8.8,51.6,1.6,3.6,43.9,1.8,2.1,87.2,2.5,3.4,1.1,0.0,1.3,0,0
Santi Aldama,F,65,25.5,12.5,4.8,10.0,48.3,1.8,5.0,36.8,1.0,1.4,69.1,6.4,2.9,0.8,0.4,1.1,10,0
Keegan Murray,F,76,34.3,12.4,4.8,10.8,44.4,2.0,5.9,34.3,0.8,0.9,83.3,6.7,1.4,0.8,0.9,0.8,11,0
Harrison Barnes,F,82,27.2,12.3,4.2,8.3,50.8,1.9,4.4,43.3,2.0,2.4,80.9,3.8,1.7,0.5,0.2,0.6,1,0
Bilal Coulibaly,G,59,33.0,12.3,4.5,10.6,42.1,1.1,3.8,28.1,2.3,3.1,74.6,5.0,3.4,1.3,0.7,2.1,3,1
Jaden McDaniels,F,82,31.9,12.2,4.9,10.2,47.7,1.2,3.7,33.0,1.3,1.6,81.3,5.7,2.0,1.3,0.9,1.2,10,0
Caris LeVert,G,64,24.9,12.1,4.4,9.4,46.7,1.7,4.4,37.3,1.7,2.4,71.0,3.2,3.4,0.9,0.5,1.2,1,0
Rudy Gobert,C,72,33.2,12.0,4.7,7.1,66.9,0.0,0.0,0.0,2.6,3.8,67.4,10.9,1.8,0.8,1.4,1.2,36,0
Aaron Wiggins,G,76,22.9,12.0,4.7,9.6,48.8,1.7,4.5,38.3,1.0,1.2,83.1,3.9,1.8,0.8,0.2,0.9,2,0
Jalen Duren,C,78,26.1,11.8,4.8,7.0,69.2,0.0,0.0,0.0,2.1,3.1,66.9,10.3,2.7,0.7,1.1,1.7,41,0
Brandin Podziemski,G,64,26.8,11.7,4.4,9.8,44.5,1.8,4.8,37.2,1.1,1.5,75.8,5.1,3.4,1.1,0.2,1.2,2,0
Donte DiVincenzo,G,62,25.9,11.7,4.0,9.6,42.2,2.8,7.1,39.7,0.8,1.0,77.8,3.7,3.6,1.2,0.3,1.6,1,0
Corey Kispert,F,61,26.3,11.6,4.2,9.3,45.1,2.0,5.4,36.4,1.2,1.4,85.2,3.0,1.7,0.4,0.2,1.0,0,0
Toumani Camara,F,78,32.7,11.3,4.2,9.2,45.8,1.7,4.6,37.5,1.2,1.6,72.2,5.8,2.2,1.5,0.6,1.4,4,0
Gary Trent Jr.,G,74,25.6,11.1,3.8,8.9,43.1,2.4,5.9,41.6,1.1,1.2,84.8,2.3,1.2,1.0,0.1,0.6,0,0
Buddy Hield,G,82,22.7,11.1,4.0,9.6,41.7,2.5,6.7,37.0,0.6,0.8,82.8,3.2,1.6,0.8,0.3,1.1,0,0
Jrue Holiday,G,62,30.6,11.1,4.1,9.2,44.3,1.7,4.9,35.3,1.1,1.2,90.9,4.3,3.9,1.1,0.4,1.2,1,0
Walker Kessler,C,58,30.0,11.1,4.8,7.2,66.3,0.1,0.6,17.6,1.4,2.6,52.0,12.2,1.7,0.6,2.4,1.5,28,0
Duncan Robinson,F,74,24.1,11.0,3.9,9.0,43.7,2.6,6.5,39.3,0.6,0.7,88.7,2.3,2.4,0.5,0.1,1.2,0,0
Spencer Dinwiddie,PG,79,27.0,11.0,3.6,8.6,41.6,1.4,4.1,33.4,2.5,3.1,80.2,2.6,4.4,0.9,0.2,1.3,5,0
Guerschon Yabusele,F,70,27.1,11.0,4.0,8.0,50.1,1.5,3.9,38.0,1.4,2.0,72.5,5.6,2.1,0.8,0.3,1.2,3,0
Tim Hardaway Jr.,G,77,28.0,11.0,3.6,8.8,40.6,2.2,5.9,36.8,1.6,1.9,85.5,2.4,1.6,0.5,0.1,0.6,0,0
Brice Sensabaugh,F,71,20.2,10.9,3.9,8.4,45.9,2.2,5.2,42.2,0.9,1.0,89.0,3.0,1.5,0.6,0.1,1.5,0,0
Grayson Allen,G,64,24.1,10.6,3.4,7.6,44.8,2.3,5.5,42.6,1.5,1.8,81.6,3.0,2.1,0.8,0.3,1.2,1,0
Keon Johnson,G,79,24.4,10.6,3.8,9.9,38.9,1.6,5.1,31.4,1.4,1.8,77.0,3.8,2.2,1.0,0.4,1.5,0,0
Terry Rozier,G,64,25.9,10.6,3.9,9.9,39.1,1.4,4.8,29.5,1.4,1.7,85.2,3.7,2.6,0.6,0.2,1.2,0,0
Obi Toppin,F,79,19.6,10.5,4.0,7.6,52.9,1.4,3.8,36.5,1.1,1.4,78.1,4.0,1.6,0.6,0.4,0.9,2,0
Ochai Agbaji,G,64,27.2,10.4,4.2,8.3,49.8,1.6,4.0,39.9,0.5,0.8,70.8,3.8,1.5,0.9,0.5,0.8,0,0
Jaylen Wells,F,79,25.9,10.4,3.6,8.6,42.5,1.7,5.0,35.2,1.4,1.7,82.2,3.4,1.7,0.6,0.1,0.9,1,0
Jonas Valanciunas,C,81,18.8,10.4,4.3,7.7,55.0,0.1,0.5,21.6,1.8,2.0,87.9,7.7,2.0,0.5,0.6,1.5,21,0
Nic Claxton,C,70,26.9,10.3,4.6,8.1,56.3,0.1,0.3,23.8,1.1,2.2,51.3,7.4,2.2,0.9,1.4,1.2,13,0
Kevin Porter Jr.,G,75,19.8,10.3,3.9,8.7,44.9,0.7,2.4,31.1,1.7,2.3,76.9,3.7,3.4,1.1,0.2,1.8,2,1
Tyus Jones,G,81,26.8,10.2,3.8,8.4,44.8,2.0,5.0,41.4,0.6,0.7,89.5,2.4,5.3,0.9,0.1,1.1,6,0
Isaiah Joe,G,74,21.7,10.2,3.5,7.9,44.0,2.6,6.3,41.2,0.6,0.8,82.1,2.6,1.6,0.6,0.1,0.5,0,0
Derrick Jones Jr.,F,77,24.3,10.1,4.0,7.6,52.6,1.0,2.8,35.6,1.1,1.5,70.3,3.4,0.8,1.0,0.4,0.9,0,0
Luguentz Dort,G,71,29.2,10.1,3.6,8.4,43.5,2.4,5.8,41.2,0.5,0.6,71.7,4.1,1.6,1.1,0.5,0.7,0,0
Ausar Thompson,G,59,22.5,10.1,4.2,7.8,53.5,0.2,0.8,22.4,1.5,2.4,64.1,5.1,2.3,1.7,0.7,1.4,3,0
Andrew Nembhard,G,65,28.9,10.0,3.8,8.3,45.8,0.8,2.7,29.1,1.7,2.1,79.4,3.3,5.0,1.2,0.2,1.7,2,0
Ziaire Williams,F,63,24.5,10.0,3.4,8.3,41.2,1.6,4.8,34.1,1.6,2.0,82.1,4.6,1.3,1.0,0.4,1.1,2,0
Julian Champagnie,F,82,23.6,9.9,3.4,8.1,41.5,2.2,5.9,37.1,1.0,1.1,90.4,3.9,1.4,0.7,0.4,0.9,0,0
Georges Niang,F,79,21.5,9.9,3.6,7.8,46.1,2.1,5.2,40.6,0.6,0.7,79.3,3.4,1.4,0.4,0.2,1.0,1,0
Kevin Huerter,G,69,24.3,9.9,3.7,8.8,42.5,1.9,5.7,33.8,0.5,0.7,71.4,3.0,2.3,1.0,0.3,1.0,0,0
Scotty Pippen Jr.,G,79,21.3,9.9,3.6,7.5,48.0,1.1,2.8,39.7,1.5,2.2,71.3,3.3,4.4,1.3,0.4,1.7,9,1
Nick Smith Jr.,G,60,22.8,9.9,3.7,9.5,39.1,1.7,5.1,34.0,0.7,0.8,93.5,2.1,2.4,0.3,0.1,1.4,1,0
Bub Carrington,G,82,30.0,9.8,3.7,9.1,40.1,1.7,5.0,33.9,0.8,1.0,81.2,4.2,4.4,0.7,0.3,1.7,5,0
Moses Moody,G,74,22.3,9.8,3.3,7.7,43.3,1.7,4.6,37.4,1.4,1.8,79.7,2.6,1.3,0.8,0.4,0.7,0,0
Amir Coffey,G,72,24.3,9.7,3.3,7.1,47.1,1.4,3.4,40.9,1.6,1.8,89.1,2.2,1.1,0.6,0.1,0.6,0,0
Max Christie,G,78,27.3,9.6,3.2,7.6,42.7,1.5,4.0,36.6,1.7,1.9,85.5,3.3,1.9,0.8,0.4,1.1,0,0
Kyle Filipowski,F,72,21.1,9.6,3.6,7.2,50.2,1.1,3.1,35.0,1.3,2.0,65.0,6.1,1.9,0.7,0.3,1.4,13,0
Miles McBride,G,64,24.9,9.5,3.5,8.5,40.6,1.8,4.9,36.9,0.8,1.0,81.3,2.5,2.9,1.0,0.3,0.6,0,0
Jalen Wilson,F,79,25.7,9.5,3.1,7.8,39.7,1.5,4.6,33.7,1.7,2.1,81.8,3.4,1.8,0.5,0.1,1.0,0,0
Anthony Black,G,78,24.2,9.4,3.4,7.9,42.3,0.8,2.5,31.8,1.9,2.5,76.1,2.9,3.1,1.1,0.6,1.8,1,0
Nickeil Alexander-Walker,G,82,25.3,9.4,3.3,7.5,43.8,1.7,4.5,38.1,1.1,1.4,78.0,3.2,2.7,0.6,0.4,1.2,1,0
Cole Anthony,G,67,18.4,9.4,3.4,8.1,42.4,1.1,3.3,35.3,1.4,1.7,82.3,3.0,2.9,0.7,0.5,1.5,0,0
Kel'el Ware,C,64,22.2,9.3,4.0,7.3,55.4,0.5,1.7,31.5,0.7,1.0,68.7,7.4,0.9,0.6,1.1,0.9,15,0
Zach Edey,C,66,21.5,9.2,3.8,6.6,58.0,0.3,0.8,34.6,1.4,1.9,70.9,8.3,1.0,0.5,1.3,1.3,12,0
T.J. McConnell,G,79,17.9,9.1,4.1,7.9,51.9,0.2,0.6,30.6,0.7,1.0,74.0,2.4,4.4,1.1,0.3,1.4,2,0
Yves Missi,C,73,26.8,9.1,3.7,6.7,54.7,0.0,0.0,0.0,1.7,2.8,62.3,8.2,1.4,0.5,1.3,1.1,14,0
Wendell Carter Jr.,C,68,25.9,9.1,3.3,7.2,46.0,0.5,2.3,23.4,1.9,2.6,73.7,7.2,2.0,0.8,0.6,1.1,10,0
Royce O'Neale,F,75,24.5,9.1,3.2,7.6,42.3,2.4,5.9,40.6,0.3,0.3,73.1,4.7,2.2,0.9,0.5,0.9,1,0
Dalton Knecht,F,78,19.2,9.1,3.3,7.1,46.1,1.6,4.4,37.6,0.8,1.1,76.2,2.8,0.8,0.3,0.1,0.5,0,0
Julian Strawther,G,65,21.3,9.0,3.2,7.5,43.2,1.4,4.1,34.9,1.1,1.4,82.2,2.2,1.3,0.6,0.2,0.9,0,0
Jared Butler,G,60,17.4,9.0,3.4,7.6,44.8,1.0,2.8,35.5,1.3,1.5,82.4,1.8,3.7,0.7,0.2,1.3,1,0
Draymond Green,F,68,29.2,9.0,3.2,7.5,42.4,1.2,3.6,32.5,1.5,2.2,68.7,6.1,5.6,1.5,1.0,2.6,6,1
Patrick Williams,F,63,25.0,9.0,3.3,8.2,39.7,1.5,4.3,35.3,1.0,1.3,72.3,3.8,2.0,0.8,0.5,1.4,1,0
Al Horford,C,60,27.7,9.0,3.3,7.7,42.3,1.9,5.2,36.3,0.6,0.6,89.5,6.2,2.1,0.6,0.9,0.8,7,0
Johnny Juzang,G,64,19.8,8.9,3.2,7.4,42.9,1.8,4.9,37.6,0.7,0.8,84.9,2.9,1.1,0.6,0.1,0.6,0,0
Luke Kennard,G,65,22.6,8.9,3.2,6.6,47.8,1.7,4.0,43.3,0.8,0.9,89.5,2.8,3.3,0.8,0.1,1.1,0,0
Chris Paul,G,82,28.0,8.8,3.0,7.1,42.7,1.7,4.5,37.7,1.0,1.1,92.4,3.6,7.4,1.3,0.3,1.6,12,0
Justin Champagnie,F,62,21.6,8.8,3.4,6.6,51.1,1.2,3.1,38.3,0.8,1.2,68.5,5.7,1.0,1.0,0.6,0.9,8,0
Kentavious Caldwell-Pope,G,77,29.6,8.7,3.1,7.1,43.9,1.5,4.3,34.2,1.1,1.2,86.3,2.2,1.8,1.3,0.4,0.8,0,0
Tyrese Martin,G,60,21.9,8.7,3.2,7.8,40.6,1.7,4.7,35.1,0.8,1.0,79.3,3.7,2.0,0.6,0.2,1.2,1,0
Dorian Finney-Smith,F,63,28.9,8.7,3.1,6.9,44.8,2.0,5.0,41.1,0.5,0.7,66.7,3.9,1.4,0.9,0.4,0.9,0,0
Kyshawn George,F,68,26.5,8.7,3.0,8.0,37.2,1.7,5.2,32.2,1.0,1.4,75.3,4.2,2.5,1.0,0.7,1.4,1,0
Isaiah Collier,G,71,25.9,8.7,3.3,7.8,42.2,0.6,2.4,24.9,1.5,2.2,68.2,3.3,6.3,0.9,0.2,2.9,11,0
Jaime Jaquez Jr.,F,66,20.7,8.6,3.2,7.0,46.1,0.6,1.8,31.1,1.6,2.2,75.4,4.4,2.5,0.9,0.2,1.5,3,1
Matas Buzelis,F,80,18.9,8.6,3.2,6.9,45.4,1.2,3.3,36.1,1.1,1.4,81.5,3.5,1.0,0.4,0.9,0.9,1,0
Sam Hauser,F,71,21.7,8.5,3.0,6.7,45.1,2.3,5.6,41.6,0.2,0.2,100.0,3.2,0.9,0.6,0.2,0.3,0,0
Cason Wallace,G,68,27.6,8.4,3.4,7.2,47.4,1.1,3.1,35.6,0.4,0.5,81.1,3.4,2.5,1.8,0.5,0.9,0,0
Brandon Clarke,F,64,18.9,8.3,3.7,5.9,62.1,0.0,0.3,5.9,1.0,1.4,70.1,5.1,1.0,0.8,0.6,0.6,2,0
Dalano Banton,G,67,16.7,8.3,3.0,7.6,39.1,1.1,3.3,32.4,1.4,1.9,72.8,2.0,2.4,0.6,0.5,1.3,0,0
Keon Ellis,G,80,24.4,8.3,2.8,5.8,48.9,1.7,4.0,43.3,0.9,1.1,84.9,2.7,1.5,1.5,0.8,0.9,0,0
Taurean Prince,F,80,27.1,8.2,2.9,6.4,45.7,1.8,4.2,43.9,0.5,0.6,81.3,3.6,1.9,1.0,0.2,1.0,1,0
Mike Conley,G,71,24.7,8.2,2.6,6.6,40.0,1.8,4.4,41.0,1.1,1.3,90.0,2.6,4.5,1.1,0.2,1.1,1,0
