Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Glenn Robinson,SF,47,33.6,18.4,7.4,16.1,45.9,0.7,1.7,39.2,3.0,3.4,87.0,5.9,2.1,1.0,0.9,2.3,3,0
Reggie Miller,SG,50,35.7,18.4,5.9,13.4,43.8,2.1,5.5,38.5,4.5,4.9,91.5,2.7,2.2,0.7,0.2,1.5,1,0
Vince Carter,G,50,35.2,18.3,6.9,15.3,45.0,0.4,1.3,28.8,4.1,5.4,76.1,5.7,3.0,1.1,1.5,2.2,6,0
Tim Hardaway,G,48,36.9,17.4,6.3,15.7,40.0,2.3,6.5,36.0,2.5,3.1,81.2,3.2,7.3,1.2,0.1,2.7,5,0
Patrick Ewing,C,38,34.2,17.3,6.5,14.9,43.5,0.0,0.1,0.0,4.3,6.1,70.6,9.9,1.1,0.8,2.6,2.6,18,0
Ray Allen,SG,50,34.4,17.1,6.1,13.5,45.0,1.5,4.2,35.6,3.5,3.9,90.3,4.2,3.6,1.1,0.1,2.4,1,0
Ron Mercer,SG,41,37.8,17.0,7.4,17.2,43.1,0.1,0.7,16.7,2.0,2.6,79.0,3.8,2.5,1.6,0.3,2.2,1,0
Tom Gugliotta,PF,43,36.3,17.0,6.4,13.3,48.3,0.0,0.2,28.6,4.0,5.1,79.4,8.9,2.8,1.4,0.5,2.0,14,0
Jason Kidd,PG,50,41.2,16.9,6.2,14.0,44.4,0.9,2.5,36.6,3.6,4.8,75.7,6.8,10.8,2.3,0.4,3.0,30,7
Maurice Taylor,PF,46,32.7,16.8,6.8,14.7,46.1,0.0,0.1,16.7,3.3,4.5,72.8,5.3,1.5,0.3,0.6,2.6,5,0
Nick Van Exel,PG,50,36.0,16.5,6.1,15.4,39.8,1.4,4.7,30.8,2.8,3.5,81.1,2.3,7.4,0.8,0.1,2.4,10,0
Paul Pierce,SF,48,34.0,16.5,5.9,13.5,43.9,1.8,4.3,41.2,2.9,4.1,71.3,6.4,2.4,1.7,1.0,2.4,3,0
Clifford Robinson,PF,50,34.8,16.4,6.0,12.6,47.5,1.2,2.8,41.7,3.3,4.7,69.7,4.5,2.6,1.5,1.2,1.8,1,0
Latrell Sprewell,SG,37,33.3,16.4,5.8,14.0,41.5,0.6,2.1,27.3,4.2,5.2,81.2,4.2,2.5,1.2,0.1,2.1,0,0
Allan Houston,SG,50,36.3,16.3,5.9,14.1,41.8,1.1,2.8,40.7,3.4,3.9,86.2,3.0,2.7,0.7,0.2,2.6,0,0
Charles Barkley,F,42,36.3,16.1,5.7,12.0,47.8,0.1,0.6,16.0,4.6,6.4,71.9,12.3,4.6,1.0,0.3,2.4,29,0
Gary Trent,PF,45,30.3,16.0,6.4,13.4,47.7,0.0,0.1,0.0,3.2,5.2,61.7,7.8,1.7,0.6,0.5,1.5,14,0
Anfernee Hardaway,SF,50,38.9,15.8,6.0,14.3,42.0,0.8,2.8,28.6,3.0,4.2,70.6,5.7,5.3,2.2,0.5,3.0,9,0
David Robinson,C,49,31.7,15.8,5.5,10.8,50.9,0.0,0.0,0.0,4.9,7.4,65.8,10.0,2.1,1.4,2.4,2.2,23,0
Rod Strickland,PG,44,37.1,15.7,5.7,13.7,41.6,0.3,1.0,28.6,4.0,5.4,74.6,4.8,9.9,1.7,0.1,3.2,21,1
Eddie Jones,SG,50,37.6,15.6,5.2,11.9,43.7,1.0,2.8,33.8,4.2,5.4,78.2,3.9,3.7,2.5,1.2,1.9,0,0
Doug Christie,SG,50,35.4,15.2,5.0,13.0,38.8,1.0,3.2,30.4,4.1,4.9,84.1,4.1,3.7,2.3,0.5,2.4,1,0
Detlef Schrempf,F,50,35.3,15.0,5.2,11.0,47.2,0.7,1.7,39.5,4.0,4.9,82.3,7.4,3.7,0.8,0.5,2.1,14,0
Nick Anderson,F,47,33.6,14.9,5.4,13.6,39.5,2.0,5.9,34.7,2.1,3.4,61.1,5.9,1.9,1.4,0.3,1.8,5,0
Rik Smits,C,49,25.9,14.9,6.3,12.9,49.0,0.0,0.0,0.0,2.2,2.7,81.8,5.6,1.1,0.4,1.1,1.5,2,0
Scottie Pippen,SF,50,40.2,14.5,5.2,12.1,43.2,1.4,4.2,34.0,2.6,3.7,72.1,6.5,5.9,2.0,0.7,3.2,9,2
Jerry Stackhouse,SF,42,28.3,14.5,4.3,11.6,37.1,0.8,3.0,27.8,5.0,5.9,85.0,2.5,2.8,0.8,0.5,2.9,1,0
Vlade Divac,C,50,35.2,14.3,5.2,11.1,47.0,0.2,0.9,25.6,3.6,5.1,70.2,10.0,4.3,0.9,1.0,2.6,20,1
Bobby Phills,F,43,36.6,14.3,5.0,11.6,43.3,1.6,4.0,39.5,2.7,3.9,68.5,4.0,3.5,1.4,0.6,2.1,0,0
David Wesley,SG,50,37.0,14.1,4.9,10.9,44.6,1.2,3.4,35.9,3.2,3.8,83.2,3.2,6.4,2.0,0.2,2.8,9,0
Chauncey Billups,PG,45,33.1,13.9,4.2,11.0,38.6,1.9,5.2,36.2,3.5,3.8,91.3,2.1,3.8,1.3,0.3,2.2,0,0
Isaiah Rider,G,47,29.5,13.9,5.3,12.9,41.2,0.9,2.4,37.8,2.4,3.1,75.5,4.2,2.2,0.5,0.2,2.0,1,0
Darrell Armstrong,PG,50,30.0,13.8,4.6,10.4,44.1,1.4,3.8,36.5,3.2,3.6,90.4,3.6,6.7,2.2,0.1,3.2,7,0
John Starks,G,50,33.7,13.8,5.4,14.6,37.0,1.6,5.4,29.0,1.5,2.0,74.0,3.3,4.7,1.4,0.1,1.7,3,0
Joe Smith,PF,43,33.0,13.7,5.2,12.1,42.7,0.0,0.1,0.0,3.3,4.4,75.5,8.2,1.6,0.7,1.5,1.5,11,0
Matt Geiger,C,50,30.8,13.5,5.3,11.1,47.9,0.0,0.1,20.0,2.8,3.5,79.7,7.2,1.2,0.8,0.8,2.0,7,0
Mookie Blaylock,G,48,36.7,13.3,5.1,13.6,37.9,1.6,5.2,30.7,1.4,1.9,75.8,4.7,5.8,2.1,0.2,2.4,5,1
Mike Bibby,PG,50,35.2,13.2,5.2,12.1,43.0,0.3,1.5,20.3,2.5,3.4,75.1,2.7,6.5,1.6,0.1,2.9,6,0
Corliss Williamson,PF,50,27.5,13.2,5.4,11.1,48.5,0.0,0.1,20.0,2.4,3.8,63.8,4.1,1.3,0.6,0.2,1.5,0,0
Derrick Coleman,PF,37,31.8,13.1,4.5,11.0,41.4,0.2,0.9,21.2,3.9,5.1,75.3,8.9,2.1,0.6,1.1,2.4,13,0
Kerry Kittles,SG,46,34.1,12.9,4.9,13.3,37.0,1.1,3.4,31.6,1.9,2.5,77.2,4.2,2.5,1.7,0.6,1.4,2,0
Jason Williams,PG,50,36.1,12.8,4.6,12.3,37.4,2.0,6.5,31.0,1.6,2.1,75.2,3.1,6.0,1.9,0.0,2.9,5,0
Rasheed Wallace,PF,49,28.9,12.8,4.9,9.7,50.8,0.3,0.6,41.9,2.7,3.7,73.2,4.9,1.2,1.0,1.1,1.6,4,0
Damon Stoudamire,PG,50,33.5,12.6,5.0,12.6,39.6,0.9,2.8,31.0,1.8,2.4,73.0,3.3,6.2,1.0,0.1,2.2,0,0
Elden Campbell,C,49,29.8,12.6,4.5,9.5,47.7,0.0,0.0,0.0,3.5,5.5,63.9,8.1,1.4,0.8,1.5,1.6,14,0
Alan Henderson,PF,38,30.1,12.5,4.9,11.1,44.2,0.0,0.0,0.0,2.6,3.9,67.1,6.6,0.7,0.9,0.5,1.5,4,0
Bryon Russell,SF,50,35.4,12.4,4.3,9.4,46.4,1.0,2.9,35.4,2.7,3.4,79.5,5.3,1.5,1.5,0.3,1.5,1,0
Lamond Murray,SF,50,26.3,12.2,4.5,11.6,39.1,0.7,2.1,33.0,2.5,3.1,80.3,3.9,1.2,1.2,0.4,2.0,1,0
Jeff Hornacek,G,48,29.9,12.2,4.5,9.4,47.7,0.7,1.7,42.0,2.6,2.9,89.3,3.3,4.0,1.1,0.3,1.7,0,0
Arvydas Sabonis,C,50,27.0,12.1,4.6,9.6,48.5,0.1,0.5,29.2,2.7,3.5,77.1,7.9,2.4,0.7,1.3,1.7,15,0
Rex Chapman,G,38,31.1,12.1,4.3,12.1,35.9,1.4,4.0,35.1,2.0,2.4,83.5,2.7,2.9,0.9,0.2,1.4,0,0
Kevin Willis,C,42,29.0,12.0,4.5,10.6,41.8,0.0,0.0,0.0,3.1,3.7,83.9,8.3,1.6,0.7,0.7,2.0,16,0
Larry D. Johnson,F,49,33.4,12.0,4.3,9.3,45.9,0.7,1.9,35.9,2.7,3.3,81.7,5.8,2.4,0.7,0.2,1.8,3,0
Lindsey Hunter,SG,49,35.8,11.9,4.7,10.7,43.5,1.2,3.1,38.6,1.4,1.8,75.3,3.4,3.9,1.8,0.2,1.9,1,0
Kendall Gill,SF,50,32.1,11.8,4.7,11.9,39.8,0.0,0.3,11.8,2.3,3.3,68.3,4.9,2.5,2.7,0.5,1.4,2,1
Brian Grant,PF,48,31.8,11.5,3.8,8.0,47.9,0.0,0.0,0.0,3.8,4.7,81.4,9.8,1.4,0.4,0.7,2.0,17,0
P.J. Brown,PF,50,32.2,11.4,4.6,9.5,48.0,0.0,0.0,0.0,2.3,2.9,77.4,6.9,1.3,0.9,1.0,1.4,7,0
Otis Thorpe,C,49,31.4,11.3,4.9,9.0,54.5,0.0,0.0,0.0,1.5,2.2,69.8,6.8,2.1,0.9,0.4,1.8,6,0
Joe Dumars,G,38,29.4,11.3,3.8,9.2,41.1,2.3,5.8,40.3,1.3,1.6,83.6,1.8,3.5,0.6,0.1,1.4,0,0
Sean Elliott,F,50,30.2,11.2,4.2,10.1,41.0,0.8,2.4,32.8,2.1,2.8,75.7,4.3,2.3,0.5,0.3,1.4,0,0
Sam Mitchell,F,50,26.9,11.2,4.3,10.4,40.8,0.2,0.8,23.7,2.5,3.3,76.4,3.6,2.0,0.7,0.3,0.7,0,0
Dee Brown,G,49,28.1,11.2,3.8,10.1,37.8,2.8,7.1,38.7,0.8,1.1,72.7,2.1,2.9,1.1,0.2,1.6,0,0
Theo Ratliff,C,50,32.5,11.2,3.9,8.4,47.0,0.0,0.0,0.0,3.3,4.6,72.5,8.1,0.6,0.9,3.0,1.8,11,0
Tony Massenburg,PF,43,26.6,11.2,4.4,9.0,48.7,0.0,0.0,0.0,2.4,3.6,66.5,6.0,0.5,0.6,0.9,1.5,2,0
Wesley Person,SF,45,29.8,11.2,4.4,9.7,45.3,1.7,4.4,37.5,0.7,1.2,60.4,3.2,1.8,0.8,0.4,0.9,0,0
Brent Barry,SG,37,31.9,11.1,3.8,9.6,39.6,1.4,4.6,30.2,2.1,2.7,77.2,3.9,3.1,1.1,0.3,1.9,1,0
Jalen Rose,SG,49,25.3,11.1,4.1,10.1,40.3,0.3,1.3,26.2,2.6,3.2,79.1,3.1,1.9,1.0,0.3,1.5,0,0
John Stockton,G,50,28.2,11.1,4.0,8.2,48.8,0.3,1.0,32.0,2.7,3.4,81.1,2.9,7.5,1.6,0.3,2.2,9,0
Donyell Marshall,PF,48,26.0,11.0,4.3,10.3,42.1,0.5,1.5,36.1,1.8,2.5,72.7,7.1,1.4,1.0,0.8,1.7,10,0
Danny Fortson,C,50,28.3,11.0,3.8,7.7,49.5,0.0,0.1,0.0,3.4,4.6,72.7,11.6,0.6,0.6,0.4,1.5,24,0
Michael Dickerson,G,50,31.2,10.9,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,1.7,1.9,0.5,0.2,1.3,0,0
Dikembe Mutombo,C,50,36.6,10.8,3.5,6.8,51.2,0.0,0.0,0.0,3.9,5.7,68.4,12.2,1.1,0.3,2.9,1.9,26,0
Derek Anderson,SG,38,25.7,10.8,3.3,8.3,39.8,0.6,1.8,30.4,3.6,4.3,83.6,2.9,3.8,1.3,0.1,2.2,2,0
Sam Mack,G,44,24.6,10.7,3.8,8.7,43.5,2.0,5.0,39.7,1.2,1.3,87.9,2.2,1.3,0.8,0.1,0.8,0,0
Vernon Maxwell,G,46,21.9,10.7,3.6,9.2,39.0,1.7,5.0,34.6,1.8,2.5,73.7,1.8,1.7,0.7,0.1,1.5,0,0
Terry Porter,G,50,27.3,10.5,3.4,7.4,46.5,1.2,2.8,41.1,2.5,3.0,83.1,2.8,2.9,1.0,0.2,1.5,1,0
Eric Piatkowski,SG,49,25.3,10.5,3.7,8.5,43.2,1.3,3.4,39.4,1.8,2.1,86.3,2.9,1.1,0.9,0.1,1.1,0,0
Bison Dele,C,49,24.0,10.5,4.4,8.8,50.1,0.0,0.0,0.0,1.7,2.4,68.6,5.6,1.4,0.8,0.8,2.3,3,0
Hersey Hawkins,G,50,32.9,10.3,3.4,8.2,41.9,1.1,3.6,30.6,2.4,2.6,90.2,4.0,2.5,1.6,0.4,1.6,1,0
Dale Ellis,G,48,25.7,10.3,3.6,8.2,44.1,2.0,4.5,43.3,1.1,1.5,75.7,2.4,0.8,0.5,0.1,0.9,0,0
Chris Mills,SF,47,29.7,10.3,4.0,9.6,41.1,0.7,2.4,27.8,1.7,2.0,82.3,5.0,2.2,0.8,0.3,1.2,2,0
Chris Mullin,F,50,23.6,10.1,3.5,7.4,47.7,1.5,3.1,46.5,1.6,1.8,87.0,3.2,1.6,0.9,0.3,1.2,1,0
Dell Curry,G,42,20.6,10.1,3.9,8.0,48.5,1.6,3.5,47.6,0.7,0.8,82.4,2.0,1.1,0.9,0.1,1.1,0,0
Tyrone Nesby,F,50,25.8,10.1,3.6,8.1,44.9,0.7,1.9,36.5,2.1,2.7,78.2,3.5,1.6,1.5,0.4,1.1,2,0
Vitaly Potapenko,C,50,27.9,10.0,4.1,8.2,49.5,0.0,0.0,0.0,1.8,3.1,58.7,6.6,1.5,0.7,0.7,2.0,6,0
Cuttino Mobley,SG,49,29.7,9.9,3.5,8.3,42.5,1.1,3.0,35.8,1.8,2.2,81.8,2.3,2.5,0.9,0.5,1.6,0,0
Grant Long,F,50,27.6,9.8,3.0,7.2,42.1,0.1,0.4,16.7,3.7,4.7,78.3,5.9,1.1,1.1,0.3,1.5,5,0
Othella Harrington,PF,41,22.0,9.8,3.8,7.4,51.3,0.0,0.0,0.0,2.1,3.0,72.1,6.0,0.4,0.1,0.6,1.5,5,0
Avery Johnson,PG,50,33.4,9.7,4.4,9.2,47.3,0.0,0.2,8.3,1.0,1.8,56.8,2.4,7.4,1.0,0.2,2.2,8,0
Isaac Austin,C,49,25.7,9.7,3.8,9.2,40.8,0.0,0.1,28.6,2.1,3.2,66.9,4.8,1.8,1.0,0.7,2.3,1,0
Mario Elie,G,47,27.5,9.7,3.3,7.0,47.1,0.9,2.3,37.4,2.2,2.5,86.6,2.9,1.9,1.0,0.3,1.3,0,0
Brevin Knight,PG,39,30.4,9.6,3.4,8.1,42.5,0.0,0.1,0.0,2.7,3.6,74.5,3.4,7.7,1.8,0.2,2.7,5,0
Antawn Jamison,PF,47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30.0,1.9,3.3,58.8,6.4,0.7,0.8,0.3,1.4,7,0
Bimbo Coles,PG,48,26.5,9.5,3.8,8.6,44.2,0.1,0.5,24.0,1.7,2.1,82.2,2.4,4.6,0.9,0.2,1.7,1,0
Antonio Davis,PF,49,25.9,9.4,3.3,7.1,47.1,0.0,0.0,0.0,2.8,3.9,70.3,7.0,0.7,0.4,0.9,1.0,4,0
Tracy McGrady,SG,49,22.6,9.3,3.4,7.9,43.6,0.2,0.7,22.9,2.3,3.2,72.6,5.7,2.3,1.1,1.3,1.6,6,0
Felipe Lopez,G,47,25.9,9.3,3.6,8.1,44.6,0.3,0.9,27.3,1.9,2.9,64.4,3.5,1.3,1.0,0.3,1.7,1,0
Walt Williams,F,48,21.8,9.3,3.1,7.2,42.4,1.3,3.0,43.8,1.9,2.2,83.2,3.0,1.7,0.8,0.6,1.3,0,0
Dana Barros,PG,50,23.1,9.3,3.4,7.4,45.3,1.3,3.2,40.0,1.3,1.5,87.7,2.1,4.2,1.0,0.1,1.8,2,0
Tariq Abdul-Wahad,SF,49,24.6,9.3,3.6,8.3,43.5,0.1,0.4,28.6,1.9,2.8,69.1,3.8,1.0,1.0,0.3,1.4,0,0
Hubert Davis,SG,50,27.6,9.1,3.5,7.9,43.8,1.3,2.9,45.1,0.9,1.0,88.0,1.7,1.8,0.4,0.1,1.1,0,0
Dickey Simpkins,F,50,29.0,9.1,3.0,6.5,46.3,0.0,0.0,0.0,3.1,4.8,64.5,6.8,1.3,0.7,0.3,1.4,7,0
Larry Hughes,SG,50,19.8,9.1,3.4,8.3,41.1,0.2,1.0,15.4,2.1,3.0,70.9,3.8,1.5,0.9,0.3,1.4,1,0
Terry Cummings,F,50,20.2,9.1,3.7,8.5,43.9,0.0,0.0,100.0,1.6,2.3,71.1,5.1,1.2,0.9,0.2,1.2,4,0
Cedric Henderson,F,50,30.3,9.1,3.8,9.1,41.7,0.0,0.2,16.7,1.5,1.8,81.3,3.9,2.3,1.2,0.5,1.9,1,0
Danny Manning,F,50,23.7,9.1,3.7,7.7,48.4,0.0,0.2,11.1,1.6,2.2,69.6,4.4,2.3,0.7,0.8,1.4,1,0
Mark Bryant,F,45,26.8,9.0,3.7,7.7,48.3,0.0,0.0,0.0,1.6,2.4,64.5,5.2,1.1,0.8,0.4,1.5,0,0
J.R. Reid,F,41,25.1,9.0,3.2,6.8,47.7,0.0,0.0,0.0,2.6,3.3,76.6,5.2,1.2,0.9,0.2,1.2,3,0
Rick Fox,SF,44,21.5,9.0,3.4,7.5,44.8,0.7,2.2,33.7,1.5,2.0,74.2,2.0,2.0,0.6,0.2,1.3,0,0
Lawrence Funderburke,PF,47,19.9,8.9,3.6,6.4,55.9,0.0,0.1,20.0,1.8,2.6,70.8,4.7,0.6,0.5,0.5,1.1,3,0
George McCloud,F,48,25.9,8.9,3.0,6.8,43.8,1.4,3.5,41.6,1.6,1.8,86.2,3.4,1.6,0.9,0.3,1.0,0,0
Michael Olowokandi,C,45,28.4,8.9,3.8,8.9,43.1,0.0,0.0,0.0,1.3,2.6,48.3,7.9,0.6,0.6,1.2,1.9,7,0
Horace Grant,C,50,33.2,8.9,4.0,9.1,43.4,0.0,0.0,0.0,0.9,1.4,67.1,7.0,1.8,0.9,1.2,0.9,8,0
Erick Dampier,C,50,28.3,8.8,3.2,8.3,38.9,0.0,0.0,0.0,2.4,4.1,58.8,7.6,1.1,0.5,1.2,1.8,10,0
Randy Brown,G,39,29.2,8.8,3.4,8.2,41.4,0.0,0.3,0.0,2.0,2.6,75.7,3.4,3.8,1.7,0.2,2.1,2,0
Luc Longley,C,39,23.9,8.7,3.6,7.4,48.3,0.0,0.0,0.0,1.5,1.9,77.6,5.7,1.2,0.6,0.5,1.4,4,0
Eric Snow,PG,48,35.8,8.6,3.1,7.3,42.8,0.1,0.4,23.8,2.3,3.1,73.3,3.4,6.3,2.1,0.0,2.3,4,0
Shawn Bradley,C,49,26.4,8.6,3.4,7.1,48.0,0.0,0.1,0.0,1.8,2.3,74.8,8.0,0.8,0.7,3.2,1.1,12,0
John Wallace,SF,48,16.9,8.6,3.2,7.4,43.2,0.0,0.0,0.0,2.2,3.1,70.0,3.6,1.0,0.3,0.9,1.5,1,0
Tyrone Hill,PF,38,29.1,8.6,3.2,7.1,45.5,0.0,0.0,0.0,2.1,3.9,54.0,7.6,0.9,0.9,0.4,1.6,8,0
Shandon Anderson,SF,50,21.4,8.5,3.2,7.3,44.6,0.3,0.8,34.1,1.8,2.5,71.2,2.6,1.1,0.8,0.2,1.3,0,0
Chucky Brown,F,48,24.8,8.5,3.7,7.8,47.2,0.3,0.8,37.5,0.8,1.2,67.8,3.6,1.2,0.3,0.4,0.8,0,0
Jim Jackson,SF,49,24.0,8.4,3.1,7.6,41.1,0.5,1.8,27.8,1.7,2.1,84.2,3.2,2.6,0.9,0.1,1.7,0,0
Peja Stojakovic,SF,48,21.4,8.4,2.9,7.8,37.8,1.2,3.7,32.0,1.3,1.5,85.1,3.0,1.5,0.9,0.1,1.1,0,0
George Lynch,SF,43,30.6,8.3,3.4,8.1,42.1,0.2,0.5,39.1,1.2,2.0,63.1,6.5,1.8,2.0,0.5,1.8,5,0
Dirk Nowitzki,F,47,20.4,8.2,2.9,7.1,40.5,0.3,1.4,20.6,2.1,2.7,77.3,3.4,1.0,0.6,0.6,1.6,2,0
Matt Harpring,SF,50,22.3,8.2,3.0,6.4,46.3,0.2,0.5,40.0,2.0,2.9,71.3,4.3,0.9,0.6,0.1,1.5,1,0
Kurt Thomas,PF,50,23.6,8.1,3.4,7.4,46.2,0.0,0.0,0.0,1.3,2.2,61.1,5.7,1.1,0.9,0.3,1.5,3,0
Clarence Weatherspoon,PF,49,21.2,8.1,2.9,5.4,53.4,0.0,0.0,0.0,2.3,2.9,80.4,5.0,0.7,0.6,0.3,1.2,1,0
Darrick Martin,PG,37,25.4,8.0,2.8,7.5,36.7,0.8,2.9,29.2,1.6,2.1,80.3,1.3,3.9,1.2,0.1,1.8,2,0
Dale Davis,PF,50,27.5,8.0,3.2,6.0,53.3,0.0,0.0,0.0,1.5,2.5,61.8,8.3,0.4,0.4,1.1,0.9,6,0
Andrew DeClercq,C,47,23.4,7.9,2.9,5.9,50.0,0.0,0.0,0.0,2.0,3.0,67.4,5.4,0.7,1.1,0.6,1.1,2,0
Steve Nash,PG,40,31.7,7.9,2.9,7.9,36.3,1.2,3.3,37.4,1.0,1.2,82.6,2.9,5.5,0.9,0.1,2.1,0,0
Calbert Cheaney,SG,50,25.3,7.7,3.4,8.3,41.4,0.2,0.7,21.6,0.7,1.3,49.3,2.8,1.5,0.8,0.3,0.8,0,0
Olden Polynice,C,48,30.9,7.7,3.5,7.5,47.2,0.0,0.0,100.0,0.6,2.0,30.9,8.9,0.9,0.4,0.6,1.0,11,0
Mark Jackson,PG,49,28.2,7.6,2.8,6.7,41.9,0.7,2.1,31.1,1.3,1.6,82.3,3.8,7.9,0.9,0.1,2.0,3,1
Charlie Ward,PG,50,31.1,7.6,2.7,6.7,40.4,1.1,3.0,35.6,1.1,1.6,70.5,3.4,5.4,2.1,0.2,2.6,1,0
Tyrone Corbin,F,47,22.7,7.5,2.8,7.1,39.1,0.8,2.5,31.9,1.1,1.7,65.0,3.1,0.9,0.7,0.1,0.9,0,0
Rodney Rogers,SF,47,20.6,7.4,2.8,6.3,44.1,0.4,1.3,28.6,1.4,2.1,67.3,3.8,1.6,1.0,0.5,1.4,1,0
Howard Eisley,PG,50,20.8,7.4,2.8,6.3,44.6,0.4,1.0,42.0,1.3,1.6,83.8,1.9,3.7,0.6,0.0,2.2,1,0
Brent Price,G,40,20.2,7.3,2.5,5.2,48.3,1.2,2.8,41.1,1.2,1.5,75.4,2.0,2.8,0.8,0.0,1.6,0,0
Eric Williams,PF,38,20.5,7.3,2.1,5.8,36.5,0.2,0.7,23.1,2.9,3.7,79.9,2.1,1.0,0.7,0.2,1.3,0,0
Tim Thomas,PF,50,16.2,7.2,2.6,5.6,47.3,0.4,1.4,30.9,1.5,2.2,65.2,2.5,0.9,0.5,0.2,0.9,0,0
Marcus Camby,C,46,20.5,7.2,3.0,5.7,52.1,0.0,0.0,0.0,1.2,2.2,55.3,5.5,0.3,0.6,1.6,0.8,4,0
Jerome Williams,PF,50,23.1,7.1,2.5,5.0,50.0,0.0,0.0,0.0,2.1,3.2,67.3,7.0,0.5,1.3,0.1,0.8,7,0
Travis Best,PG,49,21.3,7.1,2.6,6.2,41.6,0.4,1.2,37.3,1.4,1.7,84.3,1.6,3.4,0.9,0.1,1.3,0,0
Bobby Jackson,PG,50,18.8,7.1,2.8,7.0,40.5,0.2,0.5,37.0,1.2,1.6,77.2,2.7,3.3,0.8,0.1,1.5,0,0
Dan Majerle,G,48,33.8,7.0,2.5,6.2,39.6,1.4,4.2,33.5,0.7,1.0,71.7,4.3,3.1,0.8,0.1,1.1,0,0
Danny Ferry,F,50,21.2,7.0,2.8,5.9,47.6,0.8,1.9,39.2,0.6,0.7,87.9,2.0,1.1,0.5,0.2,0.8,0,0
Charles Oakley,PF,50,32.7,7.0,2.8,6.5,42.8,0.0,0.1,20.0,1.3,1.7,80.7,7.5,3.4,0.9,0.4,1.9,0,0
Bryant Stith,G,46,26.0,7.0,2.5,6.3,39.3,0.7,2.3,29.2,1.3,1.5,85.9,2.3,1.8,0.6,0.3,1.0,0,0
