Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Michael Jordan,G,82,37.7,30.4,11.2,22.6,49.5,1.4,3.2,42.7,6.7,8.0,83.4,6.6,4.3,2.2,0.5,2.4,12,0
Hakeem Olajuwon,C,72,38.8,26.9,10.7,20.8,51.4,0.0,0.2,21.4,5.5,7.6,72.4,10.9,3.6,1.6,2.9,3.4,45,3
Shaquille O'Neal,C,54,36.0,26.6,11.0,19.1,57.3,0.0,0.0,50.0,4.6,9.5,48.7,11.0,2.9,0.6,2.1,2.9,38,0
Karl Malone,PF,82,38.0,25.7,9.6,18.5,51.9,0.2,0.5,40.0,6.2,8.6,72.3,9.8,4.2,1.7,0.7,2.4,40,1
David Robinson,C,82,36.8,25.0,8.7,16.8,51.6,0.0,0.1,33.3,7.6,10.0,76.1,12.2,3.0,1.4,3.3,2.3,63,0
Chris Webber,C,15,37.2,23.7,10.0,18.4,54.3,1.0,2.3,44.1,2.7,4.6,59.4,7.6,5.0,1.8,0.6,3.3,6,1
Jamal Mashburn,SF,18,37.2,23.4,8.1,21.3,37.9,1.9,5.7,34.3,5.4,7.4,72.9,5.4,2.8,0.8,0.2,3.1,1,0
Charles Barkley,F,71,37.1,23.2,8.2,16.3,50.0,0.7,2.5,28.0,6.2,8.0,77.7,11.6,3.7,1.6,0.8,3.1,53,1
Alonzo Mourning,C,70,38.2,23.2,8.0,15.4,52.3,0.1,0.4,30.0,7.0,10.2,68.5,10.4,2.3,1.0,2.7,3.7,42,0
Mitch Richmond,G,81,36.4,23.1,7.5,16.9,44.7,2.8,6.4,43.7,5.2,6.1,86.6,3.3,3.1,1.5,0.2,2.7,0,0
Patrick Ewing,C,76,36.6,22.5,8.9,19.2,46.6,0.1,0.4,14.3,4.6,6.1,76.1,10.6,2.1,0.9,2.4,2.9,43,1
Juwan Howard,PF,81,40.7,22.1,9.0,18.5,48.9,0.0,0.2,30.8,3.9,5.3,74.9,8.1,4.4,0.8,0.5,3.7,21,0
Anfernee Hardaway,SF,82,36.8,21.7,7.6,14.8,51.3,1.1,3.5,31.4,5.4,7.1,76.7,4.3,7.1,2.0,0.5,2.8,20,0
Glen Rice,SF,79,39.8,21.6,7.7,16.4,47.1,2.2,5.1,42.4,4.0,4.8,83.7,4.8,2.9,1.2,0.2,2.1,4,0
Cedric Ceballos,F,78,33.7,21.2,8.2,15.4,53.0,0.7,2.4,27.7,4.2,5.2,80.4,6.9,1.5,1.2,0.3,2.1,13,0
Reggie Miller,SG,76,34.5,21.1,6.6,14.0,47.3,2.2,5.4,41.0,5.7,6.6,86.3,2.8,3.3,1.0,0.2,2.5,0,0
Vin Baker,PF,82,40.5,21.1,8.5,17.4,48.9,0.1,0.6,20.8,3.9,5.8,67.0,9.9,2.6,0.8,1.1,2.6,38,0
Clifford Robinson,PF,78,38.2,21.1,7.1,16.7,42.3,2.3,6.0,37.8,4.6,6.9,66.4,5.7,2.4,1.1,0.9,2.5,5,0
Larry D. Johnson,F,81,40.4,20.5,7.2,15.1,47.6,0.8,2.3,36.6,5.3,7.0,75.7,8.4,4.4,0.7,0.5,2.2,29,1
Glenn Robinson,SF,82,39.6,20.2,7.6,16.9,45.4,1.1,3.2,34.2,3.9,4.7,81.2,6.1,3.6,1.2,0.5,3.4,12,0
Grant Hill,SF,80,40.8,20.2,7.1,15.3,46.2,0.1,0.3,19.2,6.1,8.1,75.1,9.8,6.9,1.3,0.6,3.3,44,10
