Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Kyrie Irving,PG,51,30.5,18.5,6.9,14.6,46.9,1.4,3.6,39.9,3.4,3.8,87.2,3.7,5.4,1.1,0.4,3.1,1,0
Tony Parker,G,60,32.1,18.3,7.1,14.8,48.0,0.2,1.0,23.0,3.8,4.7,79.9,2.9,7.7,1.0,0.1,2.6,12,0
DeMarcus Cousins,C,64,30.5,18.1,7.0,15.6,44.8,0.0,0.2,14.3,4.1,5.8,70.2,11.0,1.6,1.5,1.2,2.7,36,0
Chris Bosh,PF,57,35.2,18.0,6.9,14.2,48.7,0.2,0.6,28.6,4.0,4.9,82.1,7.9,1.8,0.9,0.8,2.1,11,0
Pau Gasol,PF,65,37.4,17.4,7.1,14.1,50.1,0.1,0.4,25.9,3.1,4.0,78.2,10.4,3.7,0.6,1.4,2.2,42,1
Antawn Jamison,PF,65,33.1,17.2,6.5,16.1,40.3,1.4,4.1,34.1,2.8,4.2,68.3,6.3,2.0,0.8,0.7,1.4,7,0
James Harden,SG,62,31.4,16.8,5.0,10.1,49.1,1.8,4.7,39.0,5.0,6.0,84.6,4.1,3.7,1.0,0.2,2.2,0,0
DeMar DeRozan,SF,63,35.0,16.7,6.0,14.3,42.2,0.4,1.5,26.1,4.3,5.3,81.0,3.3,2.0,0.8,0.3,2.0,0,0
Paul Millsap,PF,64,32.8,16.6,6.7,13.5,49.5,0.1,0.5,22.6,3.2,4.0,79.2,8.8,2.3,1.8,0.8,1.8,21,0
Tyreke Evans,G,63,34.3,16.5,6.5,14.3,45.3,0.3,1.6,20.2,3.2,4.1,77.9,4.6,4.5,1.3,0.5,2.7,5,0
Ty Lawson,G,61,34.8,16.4,6.1,12.6,48.8,1.2,3.3,36.5,2.9,3.5,82.4,3.7,6.6,1.3,0.1,2.4,11,0
John Wall,PG,66,36.2,16.3,5.7,13.5,42.3,0.0,0.6,7.1,4.8,6.1,78.9,4.5,8.0,1.4,0.9,3.9,16,0
Ryan Anderson,PF,61,32.2,16.1,5.4,12.4,43.9,2.7,6.9,39.3,2.5,2.8,87.7,7.7,0.9,0.8,0.4,0.9,14,0
Kevin Garnett,PF,60,31.1,15.8,6.5,13.0,50.3,0.1,0.2,33.3,2.7,3.2,85.7,8.2,2.9,0.9,1.0,1.8,21,0
Luis Scola,F,66,31.3,15.5,6.6,13.5,49.1,0.0,0.0,0.0,2.3,3.0,77.3,6.5,2.1,0.5,0.4,2.3,11,0
Tim Duncan,C,58,28.2,15.4,6.2,12.6,49.3,0.0,0.1,0.0,3.0,4.3,69.5,9.0,2.3,0.7,1.5,1.7,22,0
Marcin Gortat,C,66,32.0,15.4,6.5,11.7,55.5,0.0,0.0,0.0,2.5,3.8,64.9,10.0,0.9,0.7,1.5,1.4,31,0
Greg Monroe,C,66,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,9.7,2.3,1.3,0.7,2.4,30,0
Luol Deng,F,54,39.4,15.3,5.8,14.0,41.2,1.5,4.0,36.7,2.4,3.1,77.0,6.5,2.9,1.0,0.7,1.8,10,0
Arron Afflalo,G,62,33.6,15.2,5.3,11.3,47.1,1.4,3.6,39.8,3.2,4.0,79.8,3.2,2.4,0.6,0.2,1.4,1,0
Gerald Henderson,SG,55,33.3,15.1,6.0,13.1,45.9,0.2,0.9,23.4,2.8,3.7,76.0,4.1,2.3,0.9,0.4,1.8,1,0
Jason Terry,G,63,31.7,15.1,5.7,13.2,43.0,2.2,5.8,37.8,1.6,1.8,88.3,2.4,3.6,1.2,0.2,2.0,0,0
Carlos Boozer,PF,66,29.5,15.0,6.8,12.8,53.2,0.0,0.0,0.0,1.4,2.1,69.3,8.5,1.9,1.0,0.4,1.7,18,0
Lou Williams,SG,64,26.3,14.9,5.0,12.2,40.7,1.3,3.6,36.2,3.7,4.6,81.2,2.4,3.5,0.8,0.3,1.1,0,0
Rodney Stuckey,PG,55,29.9,14.8,4.7,10.9,42.9,0.6,1.9,31.7,4.9,5.8,83.4,2.6,3.8,0.8,0.2,1.9,0,0
Jordan Crawford,G,64,27.4,14.7,5.5,13.6,40.0,1.2,4.3,28.9,2.5,3.2,79.3,2.6,3.0,0.9,0.1,2.2,0,0
Marc Gasol,C,65,36.5,14.6,5.5,11.4,48.2,0.0,0.2,8.3,3.6,4.9,74.8,8.9,3.1,1.0,1.9,1.9,24,0
Al Harrington,PF,64,27.5,14.2,5.4,12.1,44.6,1.6,4.7,33.3,1.9,2.8,67.6,6.1,1.4,0.9,0.2,1.8,9,0
Nick Young,G,62,27.9,14.2,5.1,12.6,40.3,1.7,4.5,36.5,2.3,2.7,85.2,2.1,0.9,0.7,0.3,1.3,0,0
Jamal Crawford,G,60,26.9,14.0,4.7,12.3,38.4,1.3,4.3,30.8,3.2,3.4,92.7,2.0,3.2,0.9,0.2,1.9,0,0
Nicolas Batum,PF,59,30.4,13.9,4.9,10.9,45.1,1.8,4.6,39.1,2.3,2.7,83.6,4.6,1.4,1.0,1.0,1.5,2,0
Gerald Wallace,SF,58,35.8,13.8,4.9,10.9,45.4,0.8,2.6,30.7,3.1,3.9,80.0,6.7,2.8,1.5,0.6,1.9,9,0
Kris Humphries,PF,62,34.9,13.8,5.2,10.8,48.1,0.0,0.0,0.0,3.4,4.5,75.2,11.0,1.5,0.8,1.2,1.9,29,0
Wesley Matthews,SG,66,33.8,13.7,4.8,11.6,41.2,2.0,5.1,38.3,2.2,2.6,86.0,3.4,1.7,1.5,0.2,1.1,0,0
Drew Gooden,PF,56,26.2,13.7,5.1,11.7,43.7,0.3,1.0,29.1,3.1,3.7,84.6,6.5,2.6,0.8,0.6,1.9,13,1
Jrue Holiday,PG,65,33.8,13.5,5.5,12.8,43.2,1.0,2.6,38.0,1.4,1.8,78.3,3.3,4.5,1.6,0.3,2.1,1,0
Mo Williams,PG,52,28.3,13.2,5.0,11.8,42.6,1.8,4.6,38.9,1.4,1.5,90.0,1.9,3.1,1.0,0.1,1.7,0,0
Ersan Ilyasova,PF,60,27.6,13.0,4.9,10.0,49.2,0.9,1.9,45.5,2.4,3.1,78.1,8.8,1.2,0.7,0.7,1.3,20,0
Brandon Knight,PG,66,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38.0,1.6,2.1,75.9,3.2,3.8,0.7,0.2,2.6,3,0
Roy Hibbert,C,65,29.8,12.8,5.1,10.3,49.7,0.0,0.0,0.0,2.6,3.7,71.1,8.8,1.7,0.5,2.0,2.0,21,0
Thaddeus Young,F,63,27.9,12.8,5.5,10.9,50.7,0.0,0.1,25.0,1.8,2.3,77.1,5.2,1.2,1.0,0.7,0.9,1,0
David West,F,66,29.2,12.8,5.3,10.8,48.7,0.0,0.1,22.2,2.2,2.7,80.7,6.6,2.1,0.8,0.7,1.4,12,0
Mike Conley,PG,62,35.1,12.7,4.8,11.0,43.3,1.0,2.6,37.7,2.2,2.5,86.1,2.5,6.5,2.2,0.2,2.0,8,0
Tayshaun Prince,SF,63,33.1,12.7,5.3,12.7,42.1,0.6,1.7,35.6,1.4,1.8,77.4,4.5,2.4,0.4,0.5,1.2,2,0
Jared Dudley,SF,65,31.1,12.7,4.8,9.9,48.5,1.2,3.2,38.3,1.8,2.5,72.6,4.6,1.7,0.8,0.3,1.1,2,0
MarShon Brooks,G,56,29.4,12.6,4.9,11.4,42.8,0.8,2.7,31.3,2.0,2.6,76.4,3.6,2.3,0.9,0.3,2.1,1,0
O.J. Mayo,SG,66,26.8,12.6,4.5,11.2,40.8,1.5,4.2,36.4,2.0,2.6,77.3,3.2,2.6,1.1,0.3,1.9,0,0
Jeff Teague,PG,66,33.1,12.6,4.8,10.2,47.6,0.8,2.3,34.2,2.1,2.8,75.7,2.4,4.9,1.6,0.6,2.0,3,0
Klay Thompson,SG,66,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,2.4,2.0,0.7,0.3,1.6,0,0
Brandon Bass,PF,59,31.7,12.5,5.1,10.7,47.9,0.0,0.0,0.0,2.2,2.8,81.0,6.2,0.9,0.6,0.9,1.1,7,0
Ben Gordon,SG,52,26.9,12.5,4.5,10.2,44.2,1.2,2.8,42.9,2.3,2.6,86.0,2.3,2.4,0.7,0.2,2.2,0,0
Steve Nash,PG,62,31.6,12.5,4.8,9.0,53.2,0.9,2.3,39.0,2.0,2.3,89.4,3.0,10.7,0.6,0.1,3.7,28,0
Andre Iguodala,F,62,35.6,12.4,4.6,10.2,45.4,1.2,3.1,39.4,2.0,3.2,61.7,6.1,5.5,1.7,0.5,1.9,8,1
Mike Dunleavy,SG,55,26.3,12.3,4.3,9.2,47.4,1.5,3.8,39.9,2.1,2.6,81.1,3.7,2.1,0.5,0.1,1.1,0,0
Kemba Walker,PG,66,27.2,12.1,4.3,11.6,36.6,1.0,3.4,30.5,2.5,3.2,78.9,3.5,4.4,0.9,0.3,1.8,2,1
Paul George,F,66,29.7,12.1,4.3,9.7,44.0,1.4,3.5,38.5,2.2,2.8,80.2,5.6,2.4,1.6,0.6,1.8,2,0
Luke Ridnour,PG,53,33.0,12.1,4.6,10.4,44.0,0.9,2.9,32.2,2.0,2.2,89.1,2.7,4.8,1.1,0.3,1.8,5,0
Anthony Morrow,SG,62,26.4,12.0,4.4,10.6,41.3,1.7,4.6,37.1,1.6,1.7,93.3,2.0,1.0,0.7,0.1,1.1,0,0
Caron Butler,SF,63,29.7,12.0,4.6,11.2,40.7,1.5,4.1,35.8,1.4,1.7,81.3,3.7,1.2,0.8,0.1,1.2,1,0
Rajon Rondo,PG,53,36.9,11.9,4.8,10.8,44.8,0.2,0.8,23.8,2.0,3.4,59.7,4.8,11.7,1.8,0.1,3.6,21,6
Jameer Nelson,G,57,29.9,11.9,4.5,10.6,42.7,1.5,4.1,37.7,1.2,1.5,80.7,3.2,5.7,0.7,0.1,2.4,4,0
Gordon Hayward,SF,66,30.4,11.8,4.0,8.9,45.6,0.8,2.4,34.6,2.9,3.5,83.2,3.5,3.1,0.8,0.6,1.7,1,0
Marco Belinelli,G,66,29.8,11.8,4.3,10.4,41.7,1.6,4.3,37.7,1.5,2.0,78.3,2.6,1.5,0.7,0.1,1.0,0,0
Goran Dragic,PG,66,26.5,11.7,4.2,9.1,46.2,1.0,3.1,33.7,2.3,2.9,80.5,2.5,5.3,1.3,0.2,2.4,8,0
Jason Richardson,SG,54,29.5,11.6,4.5,11.0,40.8,1.9,5.1,36.8,0.8,1.3,59.4,3.6,2.0,1.0,0.4,1.1,0,0
JJ Redick,SG,65,27.2,11.6,3.8,9.0,42.5,1.7,4.1,41.8,2.2,2.4,91.1,2.3,2.5,0.4,0.1,1.0,0,0
Isaiah Thomas,G,65,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,2.6,4.1,0.8,0.1,1.6,3,0
Raymond Felton,G,60,31.8,11.4,4.4,10.7,40.7,1.0,3.4,30.5,1.7,2.1,80.6,2.5,6.5,1.3,0.2,2.8,6,0
Courtney Lee,G,58,30.3,11.4,4.3,10.0,43.3,1.5,3.7,40.1,1.2,1.5,82.6,2.7,1.5,1.2,0.4,1.1,0,0
Devin Harris,G,63,27.6,11.3,3.8,8.6,44.5,1.2,3.4,36.2,2.5,3.3,74.6,1.8,5.0,1.0,0.2,1.9,1,0
JaVale McGee,C,61,25.2,11.3,5.0,9.0,55.6,0.0,0.0,0.0,1.3,2.7,46.1,7.8,0.5,0.6,2.2,1.4,15,0
Tyson Chandler,C,62,33.2,11.3,3.9,5.7,67.9,0.0,0.0,0.0,3.5,5.1,68.9,9.9,0.9,0.9,1.4,1.6,20,0
Ramon Sessions,G,64,26.7,11.3,3.8,8.8,42.8,0.7,1.5,44.3,3.0,3.9,78.2,3.3,5.5,0.7,0.0,2.2,5,0
Nate Robinson,PG,51,23.4,11.2,4.0,9.5,42.4,1.3,3.5,36.5,1.8,2.2,83.2,2.0,4.5,1.2,0.0,1.5,2,0
Leandro Barbosa,G,64,21.6,11.1,4.2,10.0,42.5,1.0,2.7,38.2,1.6,1.9,81.5,2.0,1.5,0.9,0.1,1.5,0,0
Shannon Brown,PG,59,23.7,11.0,4.3,10.1,42.0,1.2,3.2,36.2,1.4,1.7,80.8,2.7,1.2,0.7,0.3,1.1,0,0
Elton Brand,PF,60,28.9,11.0,4.8,9.7,49.4,0.0,0.0,0.0,1.4,1.9,73.3,7.2,1.6,1.0,1.6,1.1,11,0
Randy Foye,SG,65,25.9,11.0,3.9,9.9,39.8,2.0,5.1,38.6,1.1,1.3,85.9,2.1,2.2,0.7,0.4,1.1,1,0
Hedo Turkoglu,SF,53,31.2,10.9,3.9,9.5,41.5,1.7,4.9,35.3,1.3,1.8,70.5,3.8,4.4,0.8,0.3,2.7,0,0
Shawn Marion,SG,63,30.5,10.6,4.6,10.3,44.6,0.3,1.1,29.4,1.2,1.5,79.6,7.4,2.1,1.1,0.6,1.6,12,0
Alonzo Gee,SF,63,29.0,10.6,3.6,8.7,41.2,0.7,2.2,32.1,2.7,3.4,78.8,5.1,1.8,1.3,0.3,1.8,2,0
Channing Frye,F,64,26.1,10.5,4.0,9.6,41.6,1.4,4.1,34.6,1.1,1.3,89.0,5.9,1.4,0.7,1.1,1.0,9,0
Jose Calderon,G,53,33.9,10.5,4.1,9.0,45.7,1.1,3.0,37.1,1.1,1.3,88.2,3.0,8.8,0.9,0.1,2.0,11,0
Darren Collison,PG,60,31.3,10.4,3.8,8.7,44.0,0.6,1.6,36.2,2.1,2.6,83.0,3.1,4.8,0.8,0.2,1.9,3,0
Dorell Wright,SF,61,27.0,10.3,3.6,8.6,42.2,1.7,4.8,36.0,1.3,1.6,81.6,4.6,1.5,1.0,0.4,0.8,5,0
Joakim Noah,C,64,30.4,10.2,3.9,7.7,50.8,0.0,0.0,0.0,2.4,3.2,74.8,9.8,2.5,0.6,1.4,1.4,24,1
Grant Hill,SF,49,28.1,10.2,4.1,9.2,44.6,0.3,1.1,26.4,1.7,2.2,76.1,3.5,2.2,0.8,0.6,1.3,0,0
Marvin Williams,F,57,26.3,10.2,3.6,8.2,43.2,1.0,2.6,38.9,2.0,2.6,78.8,5.2,1.2,0.8,0.3,0.7,2,0
Vince Carter,G,61,25.3,10.1,3.7,8.9,41.1,1.2,3.4,36.1,1.6,1.9,82.6,3.4,2.3,0.9,0.4,1.4,1,0
Gary Neal,PG,56,21.5,9.9,3.8,8.7,43.6,1.5,3.5,41.9,0.9,1.1,78.1,2.1,2.1,0.5,0.0,1.1,0,0
Mario Chalmers,G,64,28.5,9.8,3.5,7.8,44.8,1.6,4.1,38.8,1.3,1.6,79.2,2.7,3.5,1.5,0.2,2.2,0,0
Tony Allen,SG,58,26.3,9.8,3.6,7.7,46.9,0.1,0.4,30.8,2.4,3.0,80.0,4.0,1.4,1.8,0.6,1.6,0,0
Brandon Rush,F,65,26.4,9.8,3.6,7.2,50.1,1.5,3.4,45.2,1.0,1.3,79.3,3.9,1.4,0.5,0.9,1.0,1,0
Andre Miller,PG,66,27.4,9.7,3.7,8.4,43.8,0.3,1.3,21.7,2.1,2.6,81.1,3.3,6.7,1.0,0.1,2.7,8,0
C.J. Watson,PG,49,23.7,9.7,3.3,8.9,36.8,1.4,3.5,39.3,1.7,2.1,80.8,2.1,4.1,0.9,0.2,2.0,1,0
Linas Kleiza,SF,49,21.6,9.7,3.4,8.4,40.2,1.3,3.7,34.6,1.7,2.0,81.0,4.1,0.9,0.5,0.1,1.3,1,0
Chase Budinger,SF,58,22.4,9.6,3.6,8.1,44.2,1.5,3.8,40.2,0.9,1.2,77.1,3.7,1.3,0.5,0.1,0.9,1,0
George Hill,PG,50,25.5,9.6,3.4,7.6,44.2,1.1,2.9,36.7,1.8,2.3,77.8,3.0,2.9,0.8,0.3,1.0,0,0
DeJuan Blair,C,64,21.3,9.5,4.2,7.9,53.4,0.0,0.0,0.0,1.1,1.9,61.3,5.5,1.2,0.9,0.2,1.4,8,0
Iman Shumpert,G,59,28.9,9.5,3.6,9.1,40.1,0.8,2.7,30.6,1.5,1.8,79.8,3.2,2.8,1.7,0.1,1.9,0,0
Chandler Parsons,SF,63,28.6,9.5,3.9,8.7,45.2,1.0,2.8,33.7,0.7,1.2,55.1,4.8,2.1,1.2,0.5,1.3,2,0
Evan Turner,G,65,26.4,9.4,4.0,9.1,44.6,0.2,0.8,22.4,1.1,1.7,67.6,5.8,2.8,0.6,0.3,1.6,5,0
Byron Mullens,C,65,22.5,9.3,3.9,9.1,42.5,0.2,0.8,23.5,1.4,1.7,82.1,5.0,0.9,0.3,0.8,1.1,6,0
Tiago Splitter,C,59,19.0,9.3,3.6,5.8,61.8,0.0,0.0,0.0,2.1,3.1,69.1,5.2,1.1,0.4,0.8,1.5,2,0
Tyler Hansbrough,PF,66,21.8,9.3,2.9,7.3,40.5,0.0,0.0,0.0,3.4,4.2,81.3,4.4,0.5,0.8,0.1,1.0,2,0
Glen Davis,PF,61,23.4,9.3,3.7,8.8,42.1,0.0,0.2,14.3,1.9,2.7,68.3,5.4,0.8,0.7,0.3,1.2,6,0
Richard Jefferson,F,63,27.7,9.2,3.2,7.7,41.6,1.8,4.3,42.0,0.9,1.3,69.4,3.5,1.4,0.6,0.3,0.8,0,0
Serge Ibaka,F,66,27.2,9.1,4.0,7.4,53.5,0.0,0.0,33.3,1.2,1.8,66.1,7.5,0.4,0.5,3.7,1.2,12,1
Danny Green,F,66,23.1,9.1,3.2,7.2,44.2,1.5,3.5,43.6,1.2,1.5,79.0,3.5,1.3,0.9,0.7,1.0,0,0
James Johnson,PF,62,25.2,9.1,3.8,8.4,45.0,0.3,1.0,31.7,1.3,1.9,70.4,4.7,2.0,1.1,1.4,1.6,3,0
Jason Thompson,PF,64,25.9,9.1,3.7,6.9,53.5,0.0,0.0,0.0,1.7,2.8,60.2,6.9,1.2,0.7,0.7,1.1,15,0
CJ Miles,G,56,20.4,9.1,3.2,8.3,38.1,0.8,2.7,30.7,1.9,2.4,79.4,2.1,1.2,0.8,0.3,0.9,0,0
Carlos Delfino,SG,54,28.5,9.0,3.4,8.4,40.2,1.6,4.4,36.0,0.7,0.9,79.2,3.9,2.3,1.5,0.2,1.2,0,0
Greivis Vasquez,PG,66,25.8,8.9,3.4,7.9,43.0,0.7,2.0,31.9,1.5,1.8,82.1,2.6,5.4,0.9,0.1,2.2,6,0
Rodrigue Beaubois,PG,53,21.7,8.9,3.5,8.4,42.2,0.7,2.5,28.8,1.1,1.3,84.1,2.8,2.9,1.1,0.5,1.3,0,0
Corey Brewer,F,59,21.8,8.9,3.4,7.8,43.4,0.6,2.2,26.0,1.5,2.2,69.2,2.5,1.5,1.2,0.3,0.9,0,0
Steve Novak,SF,54,18.9,8.8,3.0,6.2,47.8,2.5,5.2,47.2,0.4,0.5,84.6,1.9,0.2,0.3,0.2,0.4,0,0
Derrick Williams,PF,66,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3.0,69.7,4.7,0.6,0.5,0.5,1.2,2,0
Landry Fields,SG,66,28.7,8.8,3.6,7.8,46.0,0.5,1.8,25.6,1.2,2.1,56.2,4.2,2.6,1.2,0.3,1.5,2,0
Derrick Favors,F,65,21.3,8.8,3.4,6.8,49.9,0.0,0.0,0.0,1.9,3.0,64.9,6.5,0.7,0.6,1.0,1.6,13,0
Marreese Speights,F,60,22.4,8.8,3.7,8.1,45.3,0.0,0.1,0.0,1.4,1.8,77.1,6.2,0.8,0.4,0.5,1.2,7,0
Jonas Jerebko,F,64,22.9,8.7,3.3,7.1,46.8,0.5,1.7,30.2,1.6,1.9,80.6,4.8,0.7,0.6,0.3,1.0,1,0
Jodie Meeks,G,66,24.9,8.4,2.9,7.1,40.9,1.5,4.0,36.5,1.2,1.3,90.6,2.4,0.8,0.6,0.0,0.4,0,0
Trevor Booker,F,50,25.2,8.4,3.6,6.8,53.1,0.0,0.0,50.0,1.1,1.9,60.2,6.5,0.8,1.0,0.9,1.2,4,0
JJ Hickson,C,54,23.0,8.4,3.4,7.3,46.7,0.0,0.0,0.0,1.6,2.5,64.2,6.2,0.8,0.6,0.6,1.3,9,0
Tristan Thompson,C,60,23.7,8.2,3.2,7.4,43.9,0.0,0.0,0.0,1.8,3.2,55.2,6.5,0.5,0.5,1.0,1.4,9,0
Michael Redd,SG,51,15.1,8.2,2.8,7.1,40.0,0.8,2.6,31.8,1.7,2.2,79.3,1.5,0.6,0.3,0.0,0.7,0,0
Kyle Korver,G,65,22.6,8.1,2.7,6.3,43.2,1.8,4.2,43.5,0.8,1.0,83.3,2.4,1.7,0.6,0.2,0.8,0,0
Derrick Brown,SF,65,22.2,8.1,3.3,6.3,51.8,0.1,0.4,25.0,1.4,2.2,66.7,3.6,1.0,0.7,0.2,0.8,0,0
Kevin Seraphin,C,57,20.6,7.9,3.6,6.7,53.1,0.0,0.0,0.0,0.8,1.2,67.1,4.9,0.6,0.3,1.3,1.2,5,0
Kawhi Leonard,SF,64,24.0,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,5.1,1.1,1.3,0.4,0.7,4,0
Zaza Pachulia,C,58,28.3,7.8,2.9,5.8,49.9,0.0,0.0,0.0,2.0,2.7,74.1,7.9,1.4,0.9,0.5,1.4,11,0
Matt Barnes,SF,63,22.9,7.8,2.8,6.1,45.2,0.7,2.2,33.3,1.5,2.0,74.2,5.5,2.0,0.6,0.8,1.2,4,0
Metta World Peace,SF,64,26.9,7.7,2.9,7.3,39.4,0.9,3.0,29.6,1.1,1.8,61.7,3.4,2.2,1.1,0.4,1.1,0,0
Taj Gibson,F,63,20.4,7.7,3.2,6.4,49.5,0.0,0.0,0.0,1.3,2.1,62.2,5.3,0.7,0.4,1.3,1.0,4,0
Patrick Patterson,PF,64,23.2,7.7,3.5,8.0,44.0,0.0,0.0,0.0,0.6,0.9,70.2,4.5,0.8,0.4,0.6,0.8,1,0
Willie Green,SG,53,17.4,7.6,2.9,6.1,47.1,0.9,2.1,44.2,0.9,1.1,85.7,1.5,0.8,0.4,0.1,0.6,0,0
Jimmer Fredette,G,61,18.6,7.6,2.8,7.3,38.6,1.3,3.5,36.1,0.7,0.8,83.3,1.2,1.8,0.5,0.0,1.1,0,0
Avery Bradley,PG,64,21.4,7.6,3.1,6.3,49.8,0.3,0.8,40.7,1.0,1.2,79.5,1.8,1.4,0.7,0.2,1.2,0,0
Samuel Dalembert,C,65,22.2,7.5,3.1,6.1,50.6,0.0,0.0,0.0,1.4,1.7,79.6,7.0,0.5,0.6,1.7,1.3,10,0
John Lucas III,PG,49,14.8,7.5,2.9,7.3,39.9,1.1,2.9,39.3,0.6,0.7,87.5,1.6,2.2,0.4,0.0,0.9,0,0
Markieff Morris,PF,63,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,4.4,1.0,0.7,0.7,1.1,1,0
DeAndre Jordan,C,66,27.2,7.4,3.1,4.9,63.2,0.0,0.0,0.0,1.1,2.1,52.5,8.3,0.3,0.5,2.0,1.1,8,0
Alec Burks,SG,59,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,2.2,0.9,0.5,0.1,0.9,0,0
Anthony Parker,SG,51,25.1,7.2,2.8,6.4,43.3,1.0,2.7,36.2,0.7,1.1,62.5,2.7,2.4,0.7,0.1,1.0,0,0
Amir Johnson,F,64,24.3,7.1,3.1,5.3,57.6,0.0,0.1,40.0,0.9,1.3,69.0,6.4,1.2,0.5,1.1,1.5,8,0
Omri Casspi,F,65,20.6,7.1,2.6,6.3,40.3,0.8,2.6,31.5,1.1,1.7,68.5,3.5,1.0,0.6,0.3,1.0,0,0
