Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Kobe Bryant,SF,77,40.8,31.6,10.6,22.8,46.3,1.8,5.2,34.4,8.7,10.0,86.8,5.7,5.4,1.4,0.5,3.3,10,0
Carmelo Anthony,PF,65,38.2,28.9,10.6,22.4,47.6,0.6,2.3,26.8,7.1,8.7,80.8,6.0,3.8,1.2,0.4,3.6,4,1
Gilbert Arenas,PG,74,39.8,28.4,8.7,20.9,41.8,2.8,7.9,35.1,8.2,9.7,84.4,4.6,6.0,1.9,0.2,3.2,10,0
Dwyane Wade,G,51,37.9,27.4,9.3,18.9,49.1,0.4,1.5,26.6,8.5,10.5,80.7,4.7,7.5,2.1,1.2,4.2,15,0
LeBron James,SF,78,40.9,27.3,9.9,20.8,47.6,1.3,4.0,31.9,6.3,9.0,69.8,6.7,6.0,1.6,0.7,3.2,16,1
Michael Redd,SG,53,38.4,26.7,9.0,19.3,46.5,2.2,5.8,38.2,6.5,7.8,82.9,3.7,2.3,1.2,0.2,2.3,0,0
Ray Allen,SG,55,40.3,26.4,9.2,21.0,43.8,3.0,8.1,37.2,5.1,5.6,90.3,4.5,4.1,1.5,0.2,2.8,4,0
Allen Iverson,SG,65,42.5,26.3,8.9,20.2,44.3,1.0,3.0,31.5,7.5,9.4,79.5,3.0,7.2,1.9,0.2,4.1,17,0
Vince Carter,G,82,38.1,25.2,8.9,19.5,45.4,1.9,5.3,35.7,5.6,7.0,80.2,6.0,4.8,1.0,0.4,2.6,13,2
Yao Ming,C,48,33.8,25.0,8.8,17.1,51.6,0.0,0.0,0.0,7.4,8.6,86.2,9.4,2.0,0.4,2.0,3.5,20,0
Joe Johnson,G,57,41.4,25.0,9.4,20.0,47.1,2.1,5.5,38.1,4.1,5.5,74.8,4.2,4.4,1.1,0.2,3.1,2,0
Paul Pierce,SF,47,37.0,25.0,7.9,18.1,43.9,2.3,5.9,38.9,6.8,8.6,79.6,5.9,4.1,1.0,0.3,3.2,5,0
Tracy McGrady,SG,71,35.8,24.6,9.0,20.8,43.1,1.8,5.4,33.1,4.9,6.9,70.7,5.3,6.5,1.3,0.5,3.0,15,0
Dirk Nowitzki,F,78,36.2,24.6,8.6,17.2,50.2,0.9,2.2,41.6,6.4,7.1,90.4,8.9,3.4,0.7,0.8,2.1,41,0
