Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2009-10,37,,Neil Petruic,MTB,27,D,13,1,1,2,8,1.0,0,0,0,0.077,0.077,0.154,12.0,8.3%
2009-10,38,,Jannik Hansen,MTB,23,F,5,0,2,2,5,-1.0,0,0,0,0.0,0.4,0.4,6.0,0.0%
2009-10,39,,Evan Rankin,MTB,23,F,4,1,0,1,4,1.0,0,0,0,0.25,0.0,0.25,9.0,11.1%
2009-10,40,,Matt McCue,MTB,21,F,10,1,0,1,24,-1.0,0,0,0,0.1,0.0,0.1,7.0,14.3%
2009-10,41,,Ryan McGinnis,MTB,22,D,8,0,1,1,4,2.0,0,0,0,0.0,0.125,0.125,14.0,0.0%
2009-10,42,,Derek Leblanc,MTB,23,F,11,0,1,1,2,-1.0,0,0,0,0.0,0.091,0.091,10.0,0.0%
2009-10,43,,Geoff Waugh,MTB,26,D,29,0,1,1,41,0.0,0,0,0,0.0,0.034,0.034,10.0,0.0%
2009-10,44,,Mat Clark,MTB,19,D,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2009-10,45,,Jimmy Sharrow,MTB,24,D,1,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2009-10,46,,Darryl Smith,MTB,22,F,1,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2009-10,47,,Jordan Hill,MTB,20,D,2,0,0,0,2,-3.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2009-10,48,,Rejean Beauchemin,MTB,24,G,2,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2009-10,49,,Chad Painchaud,MTB,23,F,2,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2009-10,50,,Andy Brandt,MTB,26,F,3,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,3.0,0.0%
2009-10,51,,Olivier Latendresse,MTB,23,F,3,0,0,0,2,-3.0,0,0,0,0.0,0.0,0.0,6.0,0.0%
2009-10,52,,John Lammers,MTB,23,F,11,0,0,0,2,-7.0,0,0,0,0.0,0.0,0.0,23.0,0.0%
2009-10,53,,Mark McCutcheon,MTB,25,F,12,0,0,0,13,-6.0,0,0,0,0.0,0.0,0.0,12.0,0.0%
2009-10,54,,Daren Machesney,MTB,23,G,21,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
