Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2007-08,36,,Alexander Edler,MTB,21,D,2,0,1,1,0,0.0,0,0,0,0.0,0.5,0.5,9.0,0.0%
2007-08,37,,Mitch Ganzak,MTB,23,D,2,0,1,1,0,-1.0,0,0,0,0.0,0.5,0.5,2.0,0.0%
2007-08,38,,Travis Ramsey,MTB,24,D,7,0,1,1,4,3.0,0,0,0,0.0,0.143,0.143,5.0,0.0%
2007-08,39,,David Schulz,MTB,21,D,1,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2007-08,40,,Julien Ellis,MTB,21,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2007-08,41,,Brandon Benedict,MTB,25,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2007-08,42,,Patrick Coulombe,MTB,22,D,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2007-08,43,,Lou Dickenson,MTB,25,F,3,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,3.0,0.0%
2007-08,44,,Mike Vigilante,MTB,28,F,3,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2007-08,45,,Chris Durand,MTB,20,F,3,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2007-08,46,,Aaron Slattengren,MTB,26,F,5,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,7.0,0.0%
2007-08,47,,Jim Jackson,MTB,27,D,7,0,0,0,0,2.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2007-08,48,,Matt Kelly,MTB,22,D,7,0,0,0,2,1.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2007-08,49,,Cory Schneider,MTB,21,G,36,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
