Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2007-08,1,,Brad Moran,MTB,28,F,74,22,55,77,44,19.0,8,0,6,0.297,0.743,1.041,185.0,11.9%
2007-08,2,,Colby Genoway,MTB,24,F,67,15,34,49,37,10.0,8,0,2,0.224,0.507,0.731,131.0,11.5%
2007-08,3,,Jason Jaffray,MTB,26,F,43,21,27,48,51,21.0,7,0,4,0.488,0.628,1.116,121.0,17.4%
2007-08,4,,Michael Grabner,MTB,20,F,74,22,22,44,8,5.0,5,0,5,0.297,0.297,0.595,185.0,11.9%
2007-08,5,,Jannik Hansen,MTB,21,F,50,21,22,43,22,23.0,5,1,5,0.42,0.44,0.86,114.0,18.4%
2007-08,6,,Alexandre Bolduc,MTB,22,F,70,18,19,37,93,13.0,3,3,2,0.257,0.271,0.529,159.0,11.3%
2007-08,7,,Shaun Heshka,MTB,22,D,77,9,21,30,59,18.0,2,0,1,0.117,0.273,0.39,76.0,11.8%
2007-08,8,,Greg Classen,MTB,30,F,77,11,15,26,67,-10.0,4,2,1,0.143,0.195,0.338,131.0,8.4%
2007-08,9,,Danny Groulx,MTB,26,D,58,4,20,24,32,11.0,3,0,0,0.069,0.345,0.414,104.0,3.9%
2007-08,10,,Jimmy Sharrow,MTB,22,D,44,5,17,22,26,0.0,3,0,1,0.114,0.386,0.5,82.0,6.1%
2007-08,11,,Maxime Fortunus,MTB,24,D,65,8,13,21,28,15.0,7,0,4,0.123,0.2,0.323,77.0,10.4%
2007-08,12,,Pierre-Cedric Labrie,MTB,21,F,67,7,11,18,108,-4.0,2,0,2,0.104,0.164,0.269,78.0,9.0%
2007-08,13,,Mason Raymond,MTB,22,F,20,7,10,17,6,4.0,1,1,2,0.35,0.5,0.85,64.0,10.9%
2007-08,14,,Juraj Simek,MTB,20,F,66,7,10,17,30,-4.0,0,0,0,0.106,0.152,0.258,77.0,9.1%
2007-08,15,,Mike Keane,MTB,40,F,73,8,8,16,36,0.0,0,0,1,0.11,0.11,0.219,68.0,11.8%
2007-08,16,,Luc Bourdon,MTB,20,D,41,6,8,14,68,-3.0,4,0,1,0.146,0.195,0.341,52.0,11.5%
2007-08,17,,Rick Rypien,MTB,23,F,34,3,11,14,81,-14.0,2,0,1,0.088,0.324,0.412,59.0,5.1%
2007-08,18,,Mike Brown,MTB,22,F,54,10,3,13,201,-3.0,0,1,2,0.185,0.056,0.241,86.0,11.6%
2007-08,19,,Jozef Balej,MTB,25,F,16,4,9,13,10,-1.0,1,0,0,0.25,0.563,0.813,36.0,11.1%
2007-08,20,,Greg Rallo,MTB,26,F,13,4,5,9,2,6.0,0,0,0,0.308,0.385,0.692,23.0,17.4%
2007-08,21,,Zach Fitzgerald,MTB,22,D,48,5,3,8,158,-6.0,0,0,0,0.104,0.063,0.167,58.0,8.6%
2007-08,22,,Milan Gajic,MTB,26,F,16,3,5,8,4,-1.0,3,0,0,0.188,0.313,0.5,19.0,15.8%
2007-08,23,,Ryan Shannon,MTB,24,F,13,1,7,8,10,7.0,1,0,0,0.077,0.538,0.615,23.0,4.4%
2007-08,24,,Nathan McIver,MTB,22,D,43,3,3,6,108,12.0,0,0,2,0.07,0.07,0.14,31.0,9.7%
2007-08,25,,Nolan Baumgartner,MTB,31,D,18,0,6,6,10,8.0,0,0,0,0.0,0.333,0.333,23.0,0.0%
2007-08,26,,Daniel Rahimi,MTB,20,D,41,3,2,5,37,6.0,0,0,0,0.073,0.049,0.122,31.0,9.7%
2007-08,27,,Mark Derlago,MTB,21,F,4,2,3,5,2,4.0,0,0,0,0.5,0.75,1.25,9.0,22.2%
2007-08,28,,Drew MacIntyre,MTB,24,G,46,1,2,3,4,,0,0,1,0.022,0.043,0.065,,
2007-08,29,,Kevin Estrada,MTB,25,F,9,1,1,2,9,5.0,0,0,0,0.111,0.111,0.222,15.0,6.7%
2007-08,30,,Scott May,MTB,25,F,6,0,2,2,0,0.0,0,0,0,0.0,0.333,0.333,4.0,0.0%
2007-08,31,,Dylan Yeo,MTB,21,D,9,0,2,2,2,0.0,0,0,0,0.0,0.222,0.222,8.0,0.0%
2007-08,32,,Chris Blight,MTB,25,F,11,0,2,2,4,-1.0,0,0,0,0.0,0.182,0.182,15.0,0.0%
2007-08,33,,Josh Prudden,MTB,27,F,7,1,0,1,0,1.0,0,0,0,0.143,0.0,0.143,7.0,14.3%
2007-08,34,,Mathieu Melanson,MTB,22,F,8,1,0,1,4,-2.0,0,0,0,0.125,0.0,0.125,6.0,16.7%
2007-08,35,,Kevin Bieksa,MTB,26,D,1,0,1,1,2,1.0,0,0,0,0.0,1.0,1.0,3.0,0.0%
