Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2004-05,1,,Peter Sarno,MTB,25,F,80,16,66,82,53,11.0,6,0,1,0.2,0.825,1.025,114.0,14.0%
2004-05,2,,Lee Goren,MTB,27,F,79,32,30,62,117,24.0,16,1,5,0.405,0.38,0.785,241.0,13.3%
2004-05,3,,Ryan Kesler,MTB,20,F,78,30,27,57,105,22.0,8,1,6,0.385,0.346,0.731,202.0,14.9%
2004-05,4,,Jason King,MTB,23,F,59,26,27,53,22,1.0,10,2,2,0.441,0.458,0.898,212.0,12.3%
2004-05,5,,Jeff Heerema,MTB,24,F,80,14,31,45,67,9.0,3,0,4,0.175,0.388,0.563,187.0,7.5%
2004-05,6,,Josh Green,MTB,27,F,67,21,19,40,72,6.0,5,0,5,0.313,0.284,0.597,180.0,11.7%
2004-05,7,,Kevin Bieksa,MTB,23,D,80,12,27,39,192,21.0,4,0,3,0.15,0.338,0.488,189.0,6.4%
2004-05,8,,Nolan Baumgartner,MTB,28,D,78,9,30,39,51,-5.0,7,0,2,0.115,0.385,0.5,150.0,6.0%
2004-05,9,,Tomas Mojzis,MTB,22,D,80,7,23,30,62,1.0,1,0,0,0.088,0.288,0.375,153.0,4.6%
2004-05,10,,Alexandre Burrows,MTB,23,F,72,9,17,26,107,3.0,0,0,1,0.125,0.236,0.361,83.0,10.8%
2004-05,11,,Jesse Schultz,MTB,22,F,70,9,15,24,33,-1.0,3,0,1,0.129,0.214,0.343,69.0,13.0%
2004-05,12,,Justin Morrison,MTB,25,F,71,11,10,21,33,1.0,2,0,3,0.155,0.141,0.296,102.0,10.8%
2004-05,13,,Jimmy Roy,MTB,29,F,50,10,7,17,187,5.0,0,0,2,0.2,0.14,0.34,60.0,16.7%
2004-05,14,,Kirill Koltsov,MTB,21,D,28,3,14,17,42,3.0,2,0,3,0.107,0.5,0.607,34.0,8.8%
2004-05,15,,Nathan Smith,MTB,22,F,72,7,9,16,67,-11.0,0,0,1,0.097,0.125,0.222,71.0,9.9%
2004-05,16,,Kent Huskins,MTB,25,D,65,5,11,16,41,-4.0,1,0,0,0.077,0.169,0.246,61.0,8.2%
2004-05,17,,Brandon Nolan,MTB,21,F,48,4,8,12,16,8.0,1,0,0,0.083,0.167,0.25,47.0,8.5%
2004-05,18,,Joe Dipenta,MTB,25,D,73,2,10,12,48,18.0,0,0,1,0.027,0.137,0.164,59.0,3.4%
2004-05,19,,Wade Brookbank,MTB,27,F,68,0,10,10,285,2.0,0,0,0,0.0,0.147,0.147,32.0,0.0%
2004-05,20,,Jason Jaffray,MTB,23,F,14,4,4,8,6,7.0,1,0,0,0.286,0.286,0.571,13.0,30.8%
2004-05,21,,Danny Groulx,MTB,23,D,16,2,6,8,16,5.0,2,0,0,0.125,0.375,0.5,34.0,5.9%
2004-05,22,,Johnathan Aitken,MTB,26,D,46,1,6,7,101,4.0,0,0,0,0.022,0.13,0.152,58.0,1.7%
2004-05,23,,Tim Smith,MTB,23,F,29,4,0,4,6,1.0,0,0,0,0.138,0.0,0.138,15.0,26.7%
2004-05,24,,Rick Rypien,MTB,20,F,8,1,1,2,5,0.0,0,0,0,0.125,0.125,0.25,8.0,12.5%
2004-05,25,,Cory Pecker,MTB,23,F,12,1,1,2,8,-2.0,1,0,1,0.083,0.083,0.167,9.0,11.1%
2004-05,26,,Wade Flaherty,MTB,36,G,36,0,2,2,0,,0,0,0,0.0,0.056,0.056,,
2004-05,27,,Alex Auld,MTB,23,G,50,0,2,2,2,,0,0,0,0.0,0.04,0.04,,
2004-05,28,,Robert McVicar,MTB,22,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2004-05,29,,Greg Amadio,MTB,23,D,1,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2004-05,30,,Matt Zultek,MTB,25,F,1,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2004-05,31,,Jason Lehoux,MTB,25,F,3,0,0,0,15,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2004-05,32,,Chanse Fitzpatrick,MTB,20,F,6,0,0,0,12,0.0,0,0,0,0.0,0.0,0.0,5.0,0.0%
