Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2016-17,1,,Jack Roslovic,MTB,19,F,65,13,35,48,22,-17.0,4,0,3,0.2,0.538,0.738,136.0,9.6%
2016-17,2,,Kyle Connor,MTB,20,F,52,25,19,44,14,-8.0,9,0,4,0.481,0.365,0.846,151.0,16.6%
2016-17,3,,Dan DeSalvo,MTB,24,F,66,18,22,40,30,-18.0,8,1,3,0.273,0.333,0.606,126.0,14.3%
2016-17,4,,Chase de Leo,MTB,21,F,69,14,18,32,12,-22.0,5,0,1,0.203,0.261,0.464,161.0,8.7%
2016-17,5,,Kevin Czuczman,MTB,25,D,76,9,23,32,48,-23.0,6,0,0,0.118,0.303,0.421,190.0,4.7%
2016-17,6,,J.C. Lipon,MTB,23,F,71,12,18,30,129,11.0,0,0,1,0.169,0.254,0.423,164.0,7.3%
2016-17,7,,Patrice Cormier,MTB,26,F,69,13,16,29,101,10.0,3,1,1,0.188,0.232,0.42,112.0,11.6%
2016-17,8,,Scott Kosmachuk,MTB,22,F,58,11,17,28,47,-3.0,4,0,2,0.19,0.293,0.483,124.0,8.9%
2016-17,9,,Quinton Howden,MTB,24,F,58,13,11,24,10,-1.0,1,3,3,0.224,0.19,0.414,97.0,13.4%
2016-17,10,,Brenden Kichton,MTB,24,D,63,1,22,23,52,-19.0,0,0,1,0.016,0.349,0.365,93.0,1.1%
2016-17,11,,Scott Glennie,MTB,25,F,45,7,13,20,34,-9.0,4,0,1,0.156,0.289,0.444,61.0,11.5%
2016-17,12,,Peter Stoykewych,MTB,24,D,72,5,15,20,47,6.0,1,0,0,0.069,0.208,0.278,128.0,3.9%
2016-17,13,,Brendan Lemieux,MTB,20,F,61,12,7,19,130,-16.0,5,0,2,0.197,0.115,0.311,120.0,10.0%
2016-17,14,,Jimmy Lodge,MTB,21,F,63,8,10,18,34,-10.0,2,0,1,0.127,0.159,0.286,66.0,12.1%
2016-17,15,,Brian Strait,MTB,28,D,58,2,12,14,36,-4.0,0,1,0,0.034,0.207,0.241,84.0,2.4%
