Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2010-11,1,,Sergei Shirokov,MTB,24,F,76,22,36,58,51,7.0,4,0,5,0.289,0.474,0.763,181.0,12.2%
2010-11,2,,Bill Sweatt,MTB,22,F,80,19,27,46,28,-9.0,3,1,5,0.238,0.338,0.575,173.0,11.0%
2010-11,3,,Mark Flood,MTB,26,D,63,11,29,40,29,0.0,5,0,1,0.175,0.46,0.635,119.0,9.2%
2010-11,4,,Marco Rosa,MTB,28,F,51,13,21,34,20,3.0,4,1,5,0.255,0.412,0.667,116.0,11.2%
2010-11,5,,Cody Hodgson,MTB,20,F,52,17,13,30,14,-12.0,4,0,2,0.327,0.25,0.577,166.0,10.2%
2010-11,6,,Nolan Baumgartner,MTB,34,D,66,4,25,29,36,-3.0,4,0,1,0.061,0.379,0.439,69.0,5.8%
2010-11,7,,Jordan Schroeder,MTB,20,F,61,10,18,28,10,-7.0,3,0,3,0.164,0.295,0.459,87.0,11.5%
2010-11,8,,Guillaume Desbiens,MTB,25,F,53,11,16,27,104,2.0,1,2,2,0.208,0.302,0.509,93.0,11.8%
2010-11,9,,Mario Bliznak,MTB,23,F,74,11,16,27,22,14.0,3,1,1,0.149,0.216,0.365,110.0,10.0%
2010-11,10,,Shawn Weller,MTB,24,F,67,12,11,23,50,7.0,3,0,1,0.179,0.164,0.343,113.0,10.6%
2010-11,11,,Kevin Connauton,MTB,20,D,73,11,12,23,51,-11.0,3,0,1,0.151,0.164,0.315,146.0,7.5%
2010-11,12,,Joel Perrault,MTB,27,F,37,5,18,23,43,2.0,2,0,1,0.135,0.486,0.622,81.0,6.2%
2010-11,13,,Alexandre Bolduc,MTB,25,F,26,6,9,15,28,4.0,1,1,1,0.231,0.346,0.577,64.0,9.4%
2010-11,14,,Kevin Clark,MTB,23,F,43,6,8,14,22,5.0,0,0,1,0.14,0.186,0.326,76.0,7.9%
2010-11,15,,Lee Sweatt,MTB,25,D,41,5,9,14,18,15.0,2,0,2,0.122,0.22,0.341,117.0,4.3%
2010-11,16,,Yann Sauve,MTB,20,D,39,3,11,14,24,5.0,2,0,0,0.077,0.282,0.359,55.0,5.5%
2010-11,17,,Victor Oreskovich,MTB,24,F,40,4,8,12,38,-8.0,1,0,0,0.1,0.2,0.3,71.0,5.6%
2010-11,18,,Travis Ramsey,MTB,27,D,57,0,12,12,63,1.0,0,0,0,0.0,0.211,0.211,62.0,0.0%
2010-11,19,,Evan Oberg,MTB,22,D,38,6,5,11,28,-7.0,4,0,0,0.158,0.132,0.289,61.0,9.8%
2010-11,20,,Garth Murray,MTB,28,F,55,6,5,11,90,-10.0,0,3,0,0.109,0.091,0.2,60.0,10.0%
2010-11,21,,Jonas Andersson,MTB,29,F,20,5,6,11,16,5.0,0,0,0,0.25,0.3,0.55,39.0,12.8%
2010-11,22,,Aaron Volpatti,MTB,25,F,53,2,9,11,74,-7.0,0,0,0,0.038,0.17,0.208,71.0,2.8%
2010-11,23,,Christopher Tanev,MTB,21,D,39,1,8,9,16,5.0,0,0,0,0.026,0.205,0.231,21.0,4.8%
