Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2005-06,1,,Jesse Schultz,MTB,23,F,80,37,30,67,65,4.0,11,0,6,0.463,0.375,0.838,172.0,21.5%
2005-06,2,,Craig Darby,MTB,33,F,80,16,36,52,44,3.0,9,0,1,0.2,0.45,0.65,119.0,13.5%
2005-06,3,,Jason Jaffray,MTB,24,F,73,12,35,47,58,4.0,7,0,1,0.164,0.479,0.644,126.0,9.5%
2005-06,4,,Lee Goren,MTB,28,F,42,22,19,41,84,2.0,11,0,3,0.524,0.452,0.976,141.0,15.6%
2005-06,5,,Ryan Bayda,MTB,25,F,59,13,25,38,52,6.0,5,0,5,0.22,0.424,0.644,159.0,8.2%
2005-06,6,,Sven Butenschön,MTB,29,D,60,15,22,37,30,5.0,10,1,4,0.25,0.367,0.617,116.0,12.9%
2005-06,7,,Jason King,MTB,24,F,36,19,14,33,34,3.0,5,1,1,0.528,0.389,0.917,108.0,17.6%
2005-06,8,,Josh Green,MTB,28,F,35,7,24,31,33,0.0,3,0,1,0.2,0.686,0.886,95.0,7.4%
2005-06,9,,Alexandre Burrows,MTB,24,F,33,12,18,30,57,1.0,6,1,2,0.364,0.545,0.909,78.0,15.4%
2005-06,10,,Jozef Balej,MTB,23,F,39,14,15,29,20,3.0,4,0,2,0.359,0.385,0.744,109.0,12.8%
2005-06,11,,Brett Skinner,MTB,22,D,65,4,21,25,33,-2.0,2,0,1,0.062,0.323,0.385,99.0,4.0%
2005-06,12,,Prestin Ryan,MTB,25,D,64,11,12,23,63,0.0,4,0,3,0.172,0.188,0.359,145.0,7.6%
2005-06,13,,Kevin Bieksa,MTB,24,D,23,3,17,20,71,3.0,2,0,0,0.13,0.739,0.87,51.0,5.9%
2005-06,14,,Tomas Mojzis,MTB,23,D,37,5,13,18,52,0.0,3,1,2,0.135,0.351,0.486,80.0,6.3%
2005-06,15,,Jimmy Roy,MTB,30,F,62,9,8,17,144,5.0,0,2,2,0.145,0.129,0.274,117.0,7.7%
2005-06,16,,Rick Rypien,MTB,21,F,49,9,6,15,122,-1.0,0,1,3,0.184,0.122,0.306,79.0,11.4%
2005-06,17,,Mike Brown,MTB,20,F,73,7,8,15,139,3.0,0,5,2,0.096,0.11,0.205,89.0,7.9%
2005-06,18,,Mike Keane,MTB,38,F,69,3,11,14,66,-8.0,0,0,0,0.043,0.159,0.203,72.0,4.2%
