Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2003-04,1,,Brandon Reid,MTB,22,F,73,19,39,58,20,2.0,4,0,3,0.26,0.534,0.795,172.0,11.1%
2003-04,2,,Pat Kavanagh,MTB,24,F,73,23,22,45,69,3.0,6,4,6,0.315,0.301,0.616,173.0,13.3%
2003-04,3,,Fedor Fedorov,MTB,22,F,58,23,16,39,52,-8.0,10,0,2,0.397,0.276,0.672,135.0,17.0%
2003-04,4,,Jaroslav Obsut,MTB,27,D,65,11,26,37,42,9.0,4,0,1,0.169,0.4,0.569,152.0,7.2%
2003-04,5,,Justin Morrison,MTB,24,F,66,18,18,36,27,3.0,4,0,2,0.273,0.273,0.545,134.0,13.4%
2003-04,6,,Sean Pronger,MTB,31,F,68,17,15,32,68,0.0,5,2,1,0.25,0.221,0.471,163.0,10.4%
2003-04,7,,Kirill Koltsov,MTB,20,D,74,7,25,32,62,-15.0,4,0,1,0.095,0.338,0.432,96.0,7.3%
2003-04,8,,Jimmy Roy,MTB,28,F,78,13,16,29,186,-9.0,3,0,1,0.167,0.205,0.372,159.0,8.2%
2003-04,9,,Nolan Baumgartner,MTB,27,D,55,6,21,27,101,-2.0,1,0,2,0.109,0.382,0.491,100.0,6.0%
2003-04,10,,Tyler Bouck,MTB,23,F,49,11,14,25,100,-3.0,2,0,1,0.224,0.286,0.51,108.0,10.2%
2003-04,11,,Ryan Ready,MTB,25,F,64,7,18,25,55,-16.0,2,1,2,0.109,0.281,0.391,151.0,4.6%
2003-04,12,,Jason King,MTB,22,F,29,12,11,23,6,-2.0,4,0,2,0.414,0.379,0.793,103.0,11.7%
2003-04,13,,Nathan Smith,MTB,21,F,76,4,16,20,71,-13.0,1,1,0,0.053,0.211,0.263,97.0,4.1%
2003-04,14,,Tomas Mojzis,MTB,21,D,63,5,13,18,50,-11.0,4,0,1,0.079,0.206,0.286,127.0,3.9%
2003-04,15,,Brandon Nolan,MTB,20,F,48,7,10,17,18,-6.0,3,0,3,0.146,0.208,0.354,55.0,12.7%
2003-04,16,,Mikko Jokela,MTB,23,D,78,5,10,15,52,-11.0,2,0,0,0.064,0.128,0.192,123.0,4.1%
2003-04,17,,Peter Sarno,MTB,24,F,23,5,9,14,6,-8.0,2,0,1,0.217,0.391,0.609,50.0,10.0%
2003-04,18,,Rene Vydareny,MTB,22,D,50,2,10,12,16,-6.0,0,0,0,0.04,0.2,0.24,41.0,4.9%
2003-04,19,,Chris Nielsen,MTB,23,F,72,4,7,11,21,-1.0,0,0,0,0.056,0.097,0.153,94.0,4.3%
2003-04,20,,Ryan Kesler,MTB,19,F,33,3,8,11,29,-4.0,0,1,2,0.091,0.242,0.333,77.0,3.9%
2003-04,21,,Martin Grenier,MTB,23,D,38,5,4,9,145,6.0,0,0,0,0.132,0.105,0.237,38.0,13.2%
2003-04,22,,Dallas Eakins,MTB,36,D,64,1,7,8,68,0.0,0,0,0,0.016,0.109,0.125,49.0,2.0%
2003-04,23,,Sergei Varlamov,MTB,25,F,12,4,2,6,10,-3.0,0,0,1,0.333,0.167,0.5,21.0,19.1%
2003-04,24,,Chris St. Croix,MTB,24,D,12,1,1,2,8,-1.0,0,0,0,0.083,0.083,0.167,8.0,12.5%
2003-04,25,,Kevin Bieksa,MTB,22,D,4,0,2,2,2,1.0,0,0,0,0.0,0.5,0.5,3.0,0.0%
2003-04,26,,Tyler Moss,MTB,28,G,32,0,2,2,9,,0,0,0,0.0,0.063,0.063,,
2003-04,27,,Sylvain Blouin,MTB,29,F,11,1,0,1,22,4.0,0,0,0,0.091,0.0,0.091,10.0,10.0%
2003-04,28,,Jesse Schultz,MTB,21,F,2,0,1,1,0,-1.0,0,0,0,0.0,0.5,0.5,1.0,0.0%
2003-04,29,,Tim Smith,MTB,22,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2003-04,30,,Jason Lehoux,MTB,24,F,1,0,0,0,2,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2003-04,31,,Paul Cabana,MTB,25,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2003-04,32,,Alexandre Burrows,MTB,22,F,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2003-04,33,,Johan Hedberg,MTB,30,G,2,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
2003-04,34,,Wade Brookbank,MTB,26,F,4,0,0,0,12,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2003-04,35,,Zenith Komarniski,MTB,25,D,10,0,0,0,35,-2.0,0,0,0,0.0,0.0,0.0,29.0,0.0%
2003-04,36,,Robert McVicar,MTB,21,G,10,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2003-04,37,,Alex Auld,MTB,22,G,40,0,0,0,4,,0,0,0,0.0,0.0,0.0,,
