Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2015-16,1,,Brenden Kichton,MTB,23,D,68,11,30,41,36,-23.0,1,0,,0.162,0.441,0.603,107.0,10.3%
2015-16,2,,Chase de Leo,MTB,20,F,73,19,21,40,34,-26.0,9,0,,0.26,0.288,0.548,191.0,10.0%
2015-16,3,,Scott Kosmachuk,MTB,21,F,67,19,17,36,41,-19.0,7,0,,0.284,0.254,0.537,162.0,11.7%
2015-16,4,,Austen Brassard,MTB,22,F,75,15,21,36,48,-11.0,4,0,,0.2,0.28,0.48,85.0,17.7%
2015-16,5,,John Albert,MTB,26,F,66,12,24,36,20,-10.0,3,0,,0.182,0.364,0.545,158.0,7.6%
2015-16,6,,Patrice Cormier,MTB,25,F,65,15,17,32,73,-16.0,6,1,,0.231,0.262,0.492,115.0,13.0%
2015-16,7,,Nic Petan,MTB,20,F,47,9,23,32,26,-18.0,1,0,,0.191,0.489,0.681,89.0,10.1%
2015-16,8,,J.C. Lipon,MTB,22,F,45,13,17,30,87,-13.0,6,3,,0.289,0.378,0.667,102.0,12.8%
2015-16,9,,Josh Morrissey,MTB,20,D,57,3,19,22,47,-9.0,1,0,,0.053,0.333,0.386,107.0,2.8%
2015-16,10,,Matt Halischuk,MTB,27,F,39,6,12,18,6,0.0,1,0,,0.154,0.308,0.462,71.0,8.5%
2015-16,11,,Dan DeSalvo,MTB,23,F,17,5,9,14,4,3.0,1,0,,0.294,0.529,0.824,28.0,17.9%
2015-16,12,,Matt Fraser,MTB,25,F,44,5,9,14,4,-5.0,1,0,,0.114,0.205,0.318,77.0,6.5%
2015-16,13,,Andrew MacWilliam,MTB,25,D,72,1,13,14,86,-17.0,0,0,,0.014,0.181,0.194,43.0,2.3%
2015-16,14,,Ryan Olsen,MTB,21,F,65,6,7,13,90,-18.0,0,0,,0.092,0.108,0.2,88.0,6.8%
2015-16,15,,Darren Kramer,MTB,24,F,61,7,5,12,138,-13.0,0,0,,0.115,0.082,0.197,61.0,11.5%
