Rk,Season,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
17,2023-24,Manitoba Moose,Regular Season,Playoffs,3897,23.961,24.602,72,220,375,595,908,3.056,5.208,1.705,8.264,12:37,2207,30.653,10.0%,1761,24.458,0.883,247,52,21.1%,269,60,77.7%
