Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Jasmine Thomas,G,34,32.1,11.7,4.4,10.8,40.8,0.9,3.0,29.7,2.0,2.3,86.1,4.1,5.1,1.3,0.4,2.5,2016
Candice Dupree,F,32,29.1,11.3,4.8,8.8,54.1,0.0,0.0,0.0,1.8,2.3,79.2,5.3,1.9,0.8,0.2,1.1,2016
Seimone Augustus,G,29,26.4,11.2,4.8,10.3,46.0,0.4,1.3,33.3,1.3,1.6,80.4,2.9,2.4,0.5,0.4,1.9,2016
Alyssa Thomas,F,31,27.1,11.1,4.2,8.6,48.7,0.0,0.0,0.0,2.7,4.2,63.4,6.0,2.3,1.4,0.2,2.4,2016
Monique Currie,F,34,25.5,10.7,3.7,9.5,38.6,0.7,2.3,32.1,2.6,2.9,91.8,4.4,2.1,0.8,0.4,1.8,2016
Layshia Clarendon,G,34,28.2,10.4,3.6,7.8,46.6,0.5,1.5,34.6,2.6,3.4,76.5,4.3,3.5,0.7,0.1,2.2,2016
Aerial Powers,G,32,19.2,10.4,3.1,7.9,39.4,1.0,2.7,36.8,3.2,3.8,83.5,2.7,1.1,1.0,0.2,1.6,2016
Lindsay Whalen,G,32,24.6,9.8,3.8,7.5,51.3,0.1,0.3,27.3,2.1,2.3,89.2,2.6,3.8,0.6,0.0,1.5,2016
Shenise Johnson,G,29,22.4,9.8,3.4,8.2,41.0,1.0,2.7,35.9,2.1,2.2,93.8,3.5,2.1,1.2,0.3,1.7,2016
Briann January,G,29,28.1,9.7,3.0,7.5,40.1,1.0,2.6,39.2,2.7,3.0,87.5,1.8,4.7,1.2,0.1,1.8,2016
Jantel Lavender,F,34,19.4,9.6,4.4,8.2,53.8,0.0,0.0,0.0,0.8,1.2,68.3,3.6,1.3,0.3,0.5,1.2,2016
Lynetta Kizer,F,33,17.2,9.6,4.2,7.6,55.6,0.0,0.0,0.0,1.2,1.5,80.0,3.2,0.6,0.8,0.3,1.1,2016
Crystal Langhorne,F,33,25.5,9.5,3.8,6.1,63.0,0.0,0.0,100.0,1.8,2.4,75.9,5.5,1.4,0.7,0.3,1.6,2016
Allie Quigley,G,34,17.8,9.5,3.8,8.1,47.1,0.9,2.4,36.6,1.0,1.1,89.5,0.9,1.6,0.5,0.1,1.1,2016
Courtney Vandersloot,G,30,24.3,9.5,3.2,7.6,41.9,0.9,2.5,35.1,2.2,2.4,90.4,2.7,4.7,1.4,0.1,1.6,2016
Stefanie Dolson,C,34,22.5,9.3,3.5,7.3,48.2,0.3,0.9,30.0,2.1,2.4,84.3,4.7,1.1,0.4,0.9,1.1,2016
Alysha Clark,F,33,27.6,9.0,3.2,6.6,48.4,1.1,2.8,38.7,1.5,1.8,84.7,3.7,1.9,0.7,0.1,1.3,2016
Dearica Hamby,F,25,25.3,9.0,3.2,7.7,42.2,0.1,0.6,14.3,2.4,3.3,72.3,5.1,1.0,0.5,0.5,1.6,2016
Shavonte Zellous,G,33,23.3,8.8,2.8,6.8,40.3,0.2,0.8,19.2,3.1,3.7,85.1,2.5,2.2,0.9,0.2,1.3,2016
Tiffany Mitchell,G,34,20.0,8.6,2.6,7.1,36.1,0.7,2.5,29.4,2.7,3.0,91.1,1.7,1.4,0.9,0.1,1.6,2016
Tamera Young,F,32,25.8,8.5,3.5,7.8,45.0,0.0,0.1,0.0,1.5,1.9,79.0,4.5,1.4,0.8,0.1,1.1,2016
Erica Wheeler,G,34,23.9,8.4,3.4,8.0,41.8,0.5,1.7,29.8,1.2,1.4,83.3,2.1,2.8,0.7,0.0,2.0,2016
Marissa Coleman,G,32,24.4,8.3,2.7,7.7,34.6,1.0,3.8,26.8,2.0,2.7,75.3,3.3,2.0,0.9,0.3,1.8,2016
Ivory Latta,G,22,20.8,8.3,2.5,7.5,33.1,1.5,4.8,30.5,1.8,2.0,90.9,1.7,1.9,0.4,0.0,1.4,2016
Erlana Larkins,F,33,26.7,8.3,3.2,5.0,63.9,0.0,0.0,0.0,1.8,2.1,88.4,7.4,2.1,0.9,0.5,1.6,2016
Essence Carson,F,34,23.3,8.1,3.0,6.7,44.9,0.7,1.9,35.9,1.4,1.6,89.1,2.0,1.5,1.1,0.2,1.2,2016
Kayla Alexander,C,25,19.6,8.0,3.1,5.6,54.6,0.0,0.0,0.0,1.8,2.4,75.4,4.5,0.5,0.4,0.5,1.1,2016
Jamierra Faulkner,G,34,19.3,7.8,3.0,7.1,42.5,0.6,1.9,33.3,1.2,1.5,76.9,1.5,4.6,1.1,0.1,2.1,2016
Camille Little,F,33,24.6,7.8,2.9,7.6,38.4,0.9,2.7,32.2,1.1,1.7,63.2,3.0,2.0,1.2,0.3,1.7,2016
Courtney Paris,C,34,24.3,7.7,3.5,6.4,54.8,0.0,0.0,0.0,0.7,1.3,55.6,8.0,1.1,0.4,0.9,0.8,2016
Bria Holmes,G,33,21.3,7.5,2.8,6.3,43.5,0.5,1.9,27.4,1.5,1.9,77.4,2.6,1.2,0.9,0.2,1.2,2016
Renee Montgomery,G,34,19.3,7.5,2.6,6.4,39.7,0.8,2.5,32.1,1.6,1.9,82.8,0.9,2.8,1.0,0.1,1.7,2016
Rebekkah Brunson,F,33,24.6,7.4,2.8,5.8,47.7,0.0,0.0,0.0,1.8,2.1,85.7,7.3,1.8,0.9,0.3,0.8,2016
Tierra Ruffin-Pratt,G,32,24.4,7.3,2.3,6.2,36.9,0.5,1.6,32.0,2.2,3.0,74.7,4.5,2.6,1.0,0.3,1.5,2016
Alana Beard,G,34,29.3,7.1,2.9,6.3,46.7,0.4,1.1,34.2,0.8,1.1,69.2,3.3,2.1,1.7,0.6,1.3,2016
Morgan Tuck,F,26,16.7,7.0,2.6,6.2,41.4,0.7,2.2,30.4,1.2,1.7,71.1,2.8,1.1,0.4,0.1,1.0,2016
Kiah Stokes,C,27,24.1,6.9,2.8,4.3,64.1,0.0,0.0,0.0,1.4,2.2,62.7,7.4,0.7,0.7,1.4,1.1,2016
Jonquel Jones,F,34,14.1,6.8,2.5,4.7,53.1,0.3,1.0,33.3,1.5,2.0,73.9,3.7,0.6,0.6,1.1,0.7,2016
Natasha Howard,F,34,14.6,6.7,2.7,4.8,57.4,0.0,0.1,20.0,1.2,1.8,67.7,3.6,0.8,0.7,0.8,1.1,2016
Tanisha Wright,G,29,23.0,6.7,2.7,6.8,40.1,0.1,0.6,23.5,1.1,1.6,71.7,2.3,3.6,0.9,0.2,2.3,2016
Imani McGee-Stafford,F,31,18.9,6.7,2.8,5.1,55.4,0.0,0.0,0.0,1.1,1.6,66.0,5.6,0.6,0.6,1.4,0.9,2016
Bria Hartley,G,24,16.9,6.5,2.1,5.5,37.6,0.9,2.4,36.2,1.5,1.9,80.0,2.0,2.3,0.4,0.0,1.5,2016
Brittany Boyd-Jones,G,33,19.7,6.5,2.3,6.3,36.1,0.2,1.1,16.7,1.8,2.5,72.8,2.5,3.6,1.6,0.1,2.0,2016
Jia Perkins,G,34,20.7,6.4,2.4,6.7,36.6,0.4,1.7,22.8,1.2,1.4,83.3,2.6,1.3,0.9,0.2,0.7,2016
Kia Vaughn,C,34,19.8,6.3,2.9,5.7,50.3,0.0,0.0,0.0,0.6,0.8,75.0,4.3,0.6,0.6,0.5,0.9,2016
Kahleah Copper,G,30,16.2,6.2,2.2,5.2,41.7,0.5,1.0,46.7,1.4,2.1,68.3,3.1,0.8,0.5,0.1,1.1,2016
Jessica Breland,F,34,17.2,6.0,2.6,5.2,49.4,0.0,0.0,0.0,0.9,1.1,79.5,4.4,0.7,0.5,1.1,1.1,2016
Astou Ndour-Fall,C,30,14.9,6.0,2.2,5.5,39.6,0.7,2.0,34.4,1.0,1.2,82.9,3.2,0.4,0.4,0.9,0.5,2016
Chelsea Gray,G,33,16.4,5.9,2.2,4.8,45.2,0.4,1.4,30.4,1.2,1.5,78.0,1.8,2.2,0.5,0.1,1.2,2016
Erika de Souza,F,31,16.6,5.8,2.5,4.8,51.7,0.0,0.0,0.0,0.9,1.2,75.0,5.2,0.6,0.5,0.7,0.7,2016
Haley McCloskey Peters,F,34,17.5,5.8,2.2,6.3,34.9,0.5,2.1,25.0,0.8,1.1,75.7,2.3,0.8,0.4,0.2,0.8,2016
Natasha Cloud,G,31,24.3,5.7,1.8,5.2,34.8,0.7,2.2,33.8,1.4,1.8,75.4,3.0,3.8,0.8,0.1,1.4,2016
Rebecca Allen,G,21,13.3,5.7,2.1,4.7,45.9,0.8,1.4,56.7,0.6,0.7,86.7,1.7,0.5,0.4,0.5,0.6,2016
Ramu Tokashiki,F,31,13.0,5.3,1.9,4.1,47.2,0.0,0.0,0.0,1.5,1.8,81.8,2.5,0.3,0.5,0.1,0.8,2016
Swin Cash,F,31,19.5,5.3,2.0,5.2,37.9,0.0,0.3,12.5,1.3,1.9,68.3,3.4,1.4,0.7,0.5,1.3,2016
Devereaux Peters,F,30,14.7,5.2,2.4,4.4,54.9,0.0,0.1,33.3,0.3,0.6,55.6,3.0,0.7,0.4,0.6,0.6,2016
Kaleena Mosqueda-Lewis,F,32,12.3,5.2,1.8,4.7,39.1,1.1,3.1,35.4,0.4,0.6,77.8,0.8,0.8,0.2,0.1,0.8,2016
Carolyn Swords,C,34,17.5,5.2,2.2,3.9,57.1,0.0,0.0,0.0,0.7,1.0,68.6,4.6,0.7,0.2,0.6,1.0,2016
Sonja Petrovic,F,31,14.8,5.1,1.6,3.9,41.8,0.4,1.0,34.4,1.5,1.5,95.7,2.2,0.6,0.6,0.2,1.0,2016
Sydney Colson,G,34,16.9,5.1,1.7,4.0,43.1,0.1,0.8,19.2,1.4,1.7,83.1,1.6,2.6,1.1,0.0,1.5,2016
Amanda Zahui B.,C,33,11.3,5.0,1.7,3.8,44.9,0.1,0.5,18.8,1.5,1.8,78.7,3.2,0.4,0.3,0.7,1.1,2016
Carla Cortijo,G,27,10.9,4.7,1.7,4.7,35.4,0.5,1.7,28.9,0.9,1.2,78.1,1.6,1.6,0.3,0.0,1.0,2016
Tianna Hawkins,F,24,10.5,4.7,1.8,3.5,49.4,0.5,0.9,50.0,0.8,0.9,85.7,2.5,0.4,0.2,0.2,1.0,2016
Erin Phillips,G,32,14.6,4.7,1.5,3.5,43.8,0.7,1.9,38.3,0.9,1.0,90.6,1.2,1.2,0.2,0.1,0.8,2016
Jayne Appel-Marinelli,C,34,23.1,4.1,1.5,3.5,42.9,0.0,0.1,0.0,1.1,1.4,73.5,5.4,2.1,0.9,1.0,1.6,2016
Cheyenne Parker-Tyus,F,25,12.6,4.0,1.7,3.3,50.6,0.0,0.0,0.0,0.7,1.3,53.1,3.2,0.2,0.5,0.2,0.8,2016
Shekinna Stricklen,F,28,10.9,4.0,1.4,3.7,36.5,1.0,2.8,35.1,0.3,0.5,64.3,1.4,0.5,0.4,0.1,0.1,2016
Theresa Plaisance,F,27,11.8,4.0,1.6,4.0,39.8,0.6,1.7,33.3,0.3,0.4,63.6,2.5,0.3,0.3,0.4,0.7,2016
Lindsey Harding,G,21,15.7,3.9,1.4,3.9,37.0,0.1,0.2,40.0,1.0,1.1,87.0,1.7,2.1,0.5,0.1,0.9,2016
Jordan Hooper,F,32,9.1,3.7,1.3,3.5,37.5,0.9,2.6,34.1,0.2,0.3,87.5,1.2,0.2,0.2,0.1,0.5,2016
Natalie Achonwa,F,24,8.1,3.6,1.5,2.8,54.5,0.0,0.0,0.0,0.6,0.8,70.0,2.0,0.3,0.4,0.0,0.5,2016
Alex Montgomery,F,25,14.3,3.6,1.4,3.9,35.7,0.4,1.3,31.3,0.4,0.5,75.0,2.1,1.6,0.4,0.2,0.8,2016
Reshanda Gray,F,28,9.6,3.4,1.4,2.6,52.1,0.0,0.0,0.0,0.7,1.3,55.6,2.5,0.1,0.1,0.1,0.6,2016
Janel McCarville,C,33,12.6,3.3,1.5,3.2,45.7,0.1,0.3,18.2,0.4,0.6,60.0,2.5,1.6,0.6,0.3,0.7,2016
Jazmon Gwathmey,G,22,16.0,3.3,1.2,3.5,34.6,0.4,1.2,33.3,0.5,0.6,76.9,1.7,0.7,0.4,0.4,0.5,2016
Matee Ajavon,G,32,10.6,3.3,1.1,3.7,30.5,0.1,0.4,23.1,0.9,1.3,75.0,1.6,1.2,0.4,0.3,1.0,2016
Meighan Simmons,G,25,5.9,3.1,1.0,3.6,28.9,0.6,2.2,28.6,0.4,0.5,83.3,0.4,0.3,0.1,0.1,0.4,2016
Isabelle Harrison,F,26,7.5,3.1,1.2,2.3,52.5,0.0,0.0,0.0,0.7,1.0,68.0,1.8,0.0,0.4,0.1,0.7,2016
Jenna O'Hea,G,22,11.5,3.0,1.0,3.0,34.8,0.5,1.7,31.6,0.4,0.5,90.0,1.3,0.9,0.4,0.1,0.7,2016
Ana Dabovic,G,22,10.7,3.0,0.9,2.5,37.0,0.1,0.9,15.8,1.0,1.3,75.9,0.8,1.3,0.6,0.0,0.9,2016
Mistie McCray Bass,F,33,13.2,2.9,1.1,2.4,46.3,0.0,0.0,0.0,0.7,0.8,81.5,1.9,0.8,0.5,0.3,0.6,2016
Keisha Hampton,F,27,6.7,2.6,0.7,2.1,33.3,0.4,1.3,33.3,0.7,0.9,87.0,0.4,0.4,0.3,0.1,0.4,2016
Ally Malott,F,23,7.8,2.1,0.7,2.1,30.6,0.4,1.4,31.3,0.4,0.5,81.8,1.1,0.4,0.3,0.1,0.5,2016
Kelly Faris,F,31,10.2,2.0,0.7,1.7,39.6,0.2,0.6,25.0,0.5,0.5,93.3,1.2,0.7,0.7,0.1,0.9,2016
Ann Wauters,C,21,4.6,1.4,0.6,1.0,54.5,0.0,0.0,0.0,0.3,0.4,75.0,1.1,0.4,0.2,0.1,0.3,2016
Alex Harden,G,28,7.5,1.4,0.6,1.4,45.0,0.1,0.4,25.0,0.0,0.1,50.0,0.8,0.5,0.4,0.1,0.3,2016
Rachel Hollivay,C,32,8.9,1.2,0.4,1.2,31.6,0.0,0.0,0.0,0.5,1.0,46.9,2.1,0.1,0.1,0.4,0.3,2016
