Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Karima Christmas-Kelly,F,34,29.7,10.4,2.9,7.7,38.0,0.8,2.6,29.2,3.7,4.4,85.1,4.2,2.2,1.3,0.2,1.6,2017
Tiffany Mitchell,G,27,24.9,10.3,3.1,8.8,34.9,0.6,2.6,24.6,3.5,3.8,92.2,3.2,1.4,1.1,0.2,1.5,2017
Monique Currie,F,22,20.9,10.2,3.3,7.7,42.4,1.1,2.7,42.4,2.5,3.1,82.4,3.0,2.2,0.8,0.3,1.0,2017
Rebekkah Brunson,F,30,26.9,10.2,3.6,8.1,44.9,0.8,2.2,34.8,2.1,3.0,71.1,6.7,1.5,1.1,0.4,1.6,2017
Tamera Young,F,24,29.0,10.2,3.8,10.4,36.5,0.9,2.7,34.4,1.7,2.4,69.0,3.8,2.5,1.4,0.4,2.2,2017
Odyssey Sims,G,31,24.3,9.6,3.6,8.2,44.7,0.4,1.9,19.0,2.0,2.3,88.6,1.9,3.5,1.5,0.2,1.4,2017
Cappie Pondexter,G,29,27.2,9.6,3.7,10.0,36.7,0.3,1.2,25.7,2.0,2.5,79.5,2.9,4.3,0.7,0.2,2.3,2017
Briann January,G,25,26.3,9.5,3.2,8.2,39.5,0.7,2.3,31.6,2.3,2.8,81.7,1.5,3.9,0.9,0.2,2.1,2017
Jessica Breland,F,34,24.5,9.5,4.1,8.6,47.6,0.2,0.6,38.1,1.1,1.4,78.7,6.3,1.6,0.6,1.7,1.8,2017
Moriah Jefferson,G,21,24.5,9.1,3.9,7.4,52.3,0.4,1.0,45.0,1.0,1.3,74.1,1.8,4.4,1.6,0.1,2.0,2017
Shekinna Stricklen,F,34,27.3,8.6,2.8,6.8,41.1,2.1,5.1,41.0,0.9,1.1,86.5,3.1,1.1,1.2,0.1,0.9,2017
Kelsey Plum,G,31,22.9,8.5,2.7,7.9,34.6,1.1,3.1,36.5,1.9,2.2,87.0,1.9,3.4,0.5,0.1,2.5,2017
Alex Bentley,G,31,23.7,8.4,3.2,8.5,38.0,0.7,2.5,27.8,1.2,1.5,80.9,1.5,2.9,0.8,0.1,0.9,2017
Alysha Clark,F,33,28.3,8.2,3.2,6.1,52.5,0.7,2.0,32.8,1.2,1.5,74.5,4.2,1.6,0.7,0.1,1.0,2017
Lindsay Whalen,G,22,23.6,8.0,3.1,7.0,45.1,0.5,1.5,35.3,1.2,1.6,75.0,2.5,4.1,0.5,0.1,2.0,2017
Leilani Mitchell,G,34,21.4,8.0,2.4,6.1,38.9,1.1,2.9,36.0,2.2,2.7,82.4,2.4,3.6,0.9,0.3,1.6,2017
Ivory Latta,G,34,17.0,8.0,2.6,7.3,34.9,1.3,3.9,32.8,1.6,1.8,87.1,0.8,1.7,0.4,0.0,0.9,2017
Renee Montgomery,G,34,21.9,8.0,2.7,6.4,42.4,1.1,3.2,35.8,1.4,1.7,84.2,1.6,3.4,0.7,0.1,1.7,2017
Bria Hartley,G,34,21.4,7.8,2.9,7.0,41.6,1.1,3.2,34.5,0.9,1.1,74.4,2.1,2.1,0.6,0.1,1.4,2017
Dearica Hamby,F,34,20.2,7.8,2.9,6.4,45.7,0.1,0.2,37.5,1.8,3.0,60.8,4.2,1.0,0.9,0.3,1.4,2017
Bria Holmes,G,32,22.2,7.8,2.8,7.5,37.8,0.3,1.7,18.9,1.8,2.8,64.0,2.9,1.8,0.7,0.2,1.1,2017
Damiris Dantas,F,34,18.0,7.7,3.0,7.6,39.2,0.8,2.9,26.5,1.0,1.3,76.7,3.6,0.7,0.5,0.6,0.8,2017
Theresa Plaisance,F,34,20.3,7.7,2.9,7.5,38.0,1.2,3.6,34.4,0.7,0.9,86.2,4.3,0.9,0.7,0.7,0.9,2017
Jantel Lavender,F,32,17.3,7.3,3.3,6.7,48.8,0.2,0.5,31.3,0.7,0.8,84.6,3.0,0.9,0.3,0.2,1.3,2017
Tierra Ruffin-Pratt,G,34,24.3,7.3,2.5,7.3,33.7,0.0,0.1,0.0,2.3,3.1,73.8,5.3,2.3,1.0,0.5,1.5,2017
Camille Little,F,34,25.4,7.1,2.9,6.9,41.9,0.4,1.7,22.4,1.0,1.6,60.7,3.8,1.4,0.9,0.4,1.6,2017
Natalie Achonwa,F,34,18.3,7.1,2.9,5.2,55.7,0.0,0.0,0.0,1.3,1.7,76.3,3.7,0.7,0.4,0.5,0.9,2017
Krystal Thomas,C,34,26.1,7.0,2.9,5.3,54.4,0.0,0.0,0.0,1.2,2.0,60.3,9.6,1.0,0.5,1.1,1.4,2017
Tianna Hawkins,F,33,16.6,6.9,2.7,5.7,47.1,0.4,1.4,26.1,1.2,1.3,95.3,4.2,0.3,0.5,0.2,0.8,2017
Alana Beard,G,34,30.8,6.9,2.8,5.7,49.7,0.2,0.6,31.6,1.1,1.4,80.4,3.3,2.2,2.1,0.5,1.3,2017
Danielle Robinson,G,32,23.5,6.9,2.6,6.0,43.2,0.0,0.2,0.0,1.7,2.0,84.6,2.9,3.4,1.1,0.2,1.9,2017
Kayla Thornton,F,34,17.2,6.8,2.1,5.2,41.2,0.5,1.8,27.9,2.0,2.5,80.0,3.3,0.9,0.6,0.2,0.7,2017
Kahleah Copper,G,34,14.3,6.7,2.6,5.5,46.5,0.3,1.0,29.4,1.3,1.6,83.0,1.9,0.4,0.3,0.1,0.8,2017
Riquna Williams,G,23,17.7,6.4,2.0,6.1,32.1,0.9,3.2,27.0,1.7,1.9,86.4,1.4,0.7,0.8,0.1,1.1,2017
Sancho Lyttle,F,29,28.1,6.4,2.8,6.4,43.5,0.1,0.3,25.0,0.8,1.0,75.9,7.1,1.6,1.6,0.6,1.3,2017
Kayla Alexander,C,34,15.4,6.2,2.8,4.9,58.2,0.0,0.0,0.0,0.6,0.6,90.9,3.1,0.5,0.4,0.5,0.9,2017
Jazmon Gwathmey,G,28,17.1,6.2,2.2,6.1,36.0,0.5,2.0,23.6,1.3,1.7,75.0,2.0,0.8,0.5,0.8,1.3,2017
Kaela Davis,F,33,15.5,6.1,2.1,5.3,38.9,0.5,1.1,42.9,1.5,2.0,75.4,1.4,1.0,0.5,0.1,1.5,2017
Alex Montgomery,F,34,23.5,6.0,2.4,6.4,37.0,0.7,2.2,30.7,0.6,0.7,82.6,5.7,2.1,0.6,0.3,1.4,2017
Kia Vaughn,C,28,19.6,5.8,2.6,4.9,53.6,0.0,0.0,0.0,0.5,0.9,58.3,4.9,0.7,0.4,0.4,0.8,2017
Morgan Tuck,F,22,16.6,5.4,2.0,5.8,35.4,0.5,1.7,28.9,0.8,1.0,81.0,2.2,0.9,0.4,0.0,1.0,2017
Plenette Pierson,F,34,13.7,5.2,2.1,4.8,42.7,0.6,1.6,33.9,0.6,0.7,79.2,2.2,1.5,0.4,0.1,1.0,2017
Yvonne Turner,G,34,12.8,5.1,1.9,4.7,41.0,0.4,1.6,24.1,0.9,1.1,76.3,1.0,1.1,0.6,0.0,1.1,2017
Marissa Coleman,G,34,18.7,4.9,1.6,4.9,32.7,0.8,2.6,32.2,0.9,1.1,83.3,2.0,1.0,0.3,0.1,1.1,2017
Erlana Larkins,F,34,18.8,4.9,2.0,3.4,58.1,0.0,0.0,0.0,0.9,1.0,91.2,4.2,1.1,0.5,0.3,1.2,2017
Kiah Stokes,C,34,19.6,4.8,1.8,3.3,53.1,0.0,0.0,0.0,1.3,1.6,79.6,6.3,0.9,0.4,1.1,1.2,2017
Essence Carson,F,24,19.3,4.8,1.8,4.3,40.4,0.4,1.5,25.0,0.9,1.0,87.5,1.7,1.2,0.6,0.3,0.8,2017
Imani McGee-Stafford,F,22,15.5,4.6,2.0,4.5,44.4,0.0,0.1,33.3,0.5,0.8,70.6,4.4,0.5,0.4,0.8,1.0,2017
Sami Whitcomb,G,33,12.2,4.5,1.5,4.0,36.1,1.0,3.1,33.3,0.5,0.6,81.0,1.7,1.0,0.7,0.0,0.9,2017
Natasha Cloud,G,24,18.7,4.4,1.5,4.9,31.4,0.5,2.1,23.5,0.8,1.1,74.1,2.5,2.9,0.7,0.1,1.0,2017
Emma Cannon,F,34,12.9,4.4,1.6,3.4,49.1,0.0,0.1,0.0,1.1,1.9,58.7,3.6,0.3,0.1,0.1,0.9,2017
Shatori Walker-Kimbrough,G,27,12.4,4.4,1.3,3.6,37.1,0.4,1.2,33.3,1.3,1.5,85.4,1.1,0.4,0.6,0.1,0.6,2017
Stephanie Talbot,F,34,17.9,4.4,1.5,3.6,41.5,0.5,1.2,38.1,0.9,1.4,65.2,2.7,1.6,0.7,0.3,0.9,2017
Natasha Howard,F,34,11.7,4.3,1.8,3.7,48.4,0.1,0.4,21.4,0.6,0.9,73.3,2.4,0.7,0.5,0.6,0.8,2017
Jia Perkins,G,34,16.3,4.2,1.6,4.4,36.9,0.4,1.1,31.6,0.6,0.7,83.3,2.0,1.4,1.1,0.0,0.8,2017
Cheyenne Parker-Tyus,F,23,12.4,3.8,1.4,3.0,46.4,0.0,0.1,0.0,1.0,1.6,63.9,3.4,0.6,0.3,0.7,0.9,2017
Nayo Raincock-Ekunwe,F,32,9.2,3.7,1.3,2.4,52.6,0.0,0.1,0.0,1.1,1.9,59.0,1.8,0.3,0.2,0.0,0.5,2017
Erika de Souza,F,27,12.5,3.6,1.7,3.5,47.9,0.0,0.0,0.0,0.2,0.2,100.0,2.6,0.7,0.3,0.4,0.9,2017
Jeanette Pohlen-Mavunga,G,29,12.9,3.4,1.1,2.7,40.5,0.5,1.3,38.5,0.7,0.8,82.6,1.0,0.7,0.2,0.0,0.6,2017
Rachel Banham,G,30,9.4,3.3,1.1,3.4,32.7,0.5,1.9,28.1,0.5,0.7,80.0,1.1,0.7,0.1,0.0,0.4,2017
Erica McCall,F,30,10.7,3.3,1.4,3.4,40.6,0.0,0.1,33.3,0.5,0.7,68.2,2.3,0.2,0.1,0.3,0.7,2017
Sequoia Holmes,G,27,11.3,3.3,1.2,3.6,34.4,0.5,1.8,29.2,0.3,0.5,61.5,0.9,0.9,0.5,0.2,0.4,2017
Cayla George,F,32,11.9,3.3,1.3,3.4,37.6,0.4,1.4,28.3,0.3,0.4,64.3,2.7,0.5,0.3,0.4,0.5,2017
Ramu Tokashiki,F,33,12.5,3.2,1.3,2.9,44.2,0.0,0.1,0.0,0.7,0.8,81.5,1.6,0.6,0.3,0.3,0.8,2017
Sydney Colson,G,28,11.6,2.9,1.0,3.1,33.0,0.1,0.4,20.0,0.8,1.1,68.8,0.5,2.0,0.5,0.1,1.0,2017
Brionna Jones,F,23,6.5,2.9,1.0,1.7,57.5,0.0,0.0,0.0,0.9,1.0,83.3,1.7,0.1,0.4,0.1,0.4,2017
Rebecca Allen,G,33,9.2,2.8,1.2,3.1,37.6,0.5,1.3,34.1,0.1,0.2,33.3,2.0,0.5,0.4,0.4,0.5,2017
Saniya Chong,G,33,11.0,2.7,0.8,2.4,35.9,0.3,1.2,23.7,0.8,0.9,86.2,0.9,1.0,0.7,0.1,0.8,2017
Noelle Quinn,G,32,15.8,2.7,0.8,1.9,40.3,0.5,1.2,38.5,0.6,0.7,95.2,1.6,2.8,0.4,0.2,0.9,2017
Alexis Jones,G,29,7.3,2.6,0.9,2.6,34.2,0.4,1.0,37.9,0.4,0.5,85.7,0.8,0.8,0.3,0.0,0.7,2017
Carolyn Swords,C,30,8.7,2.6,1.0,1.8,54.5,0.0,0.0,0.0,0.6,0.7,77.3,1.5,0.3,0.2,0.2,0.8,2017
Matee Ajavon,G,31,8.1,2.4,0.7,2.5,28.9,0.0,0.1,0.0,1.0,1.3,79.5,1.2,1.0,0.4,0.0,0.9,2017
Sydney Wiese,G,28,7.9,2.3,0.8,2.1,38.3,0.5,1.3,40.0,0.1,0.3,50.0,0.8,0.3,0.2,0.1,0.1,2017
Amanda Zahui B.,C,29,5.3,2.2,0.9,2.2,40.0,0.1,0.3,25.0,0.3,0.4,75.0,1.1,0.3,0.2,0.2,0.5,2017
Lindsay Allen,G,28,13.4,1.9,0.8,2.2,37.1,0.0,0.5,0.0,0.3,0.4,70.0,1.5,2.2,0.6,0.0,0.7,2017
Asia Taylor,F,24,6.7,1.9,0.5,1.7,32.5,0.0,0.1,0.0,0.8,1.1,73.1,1.8,0.4,0.3,0.1,0.5,2017
Nia Coffey,F,27,7.8,1.8,0.6,2.2,27.1,0.0,0.1,0.0,0.6,0.8,72.7,1.9,0.2,0.2,0.2,0.6,2017
Amber Harris,F,27,5.9,1.6,0.7,1.8,39.6,0.0,0.4,0.0,0.2,0.3,62.5,1.6,0.2,0.1,0.3,0.3,2017
Kayla Pedersen,F,26,10.2,1.5,0.5,1.3,37.1,0.0,0.0,0.0,0.5,0.7,70.6,2.3,0.6,0.3,0.1,0.4,2017
Temi Fagbenle,C,21,4.2,1.2,0.4,0.9,50.0,0.0,0.0,0.0,0.3,0.4,77.8,1.0,0.0,0.1,0.2,0.4,2017
Tiffany Jackson-Jones,F,26,5.7,1.1,0.5,1.0,46.2,0.0,0.0,0.0,0.2,0.3,62.5,1.2,0.1,0.1,0.1,0.5,2017
