Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Lauren Jackson,F,31,32.9,23.8,8.3,16.0,51.9,1.6,3.9,40.2,5.6,6.4,88.3,9.7,1.3,1.0,2.0,1.8,2007
Seimone Augustus,G,34,31.9,22.6,8.7,17.1,50.8,0.8,1.8,41.9,4.4,5.1,87.3,4.0,2.3,1.2,0.6,2.4,2007
Diana Taurasi,G,32,32.0,19.2,6.4,14.6,44.0,3.0,8.1,36.7,3.3,4.0,83.5,4.2,4.3,1.4,1.1,2.6,2007
Alana Beard,G,33,35.4,18.8,6.8,16.3,41.6,1.4,4.4,32.2,3.8,4.5,84.7,4.2,3.0,1.9,0.7,2.8,2007
Becky Hammon,G,28,33.4,18.8,6.4,14.4,44.5,2.6,6.5,40.4,3.4,3.6,93.1,2.8,5.0,0.8,0.2,4.1,2007
Penny Taylor,F,34,29.7,17.8,5.8,11.7,49.9,1.0,2.6,37.8,5.1,5.8,88.4,6.3,2.9,1.5,0.6,2.3,2007
Cappie Pondexter,G,31,31.2,17.2,6.2,14.5,43.1,1.2,3.5,33.6,3.5,4.4,81.5,3.6,4.0,0.9,0.3,2.2,2007
Katie Douglas,G,34,33.3,17.0,6.1,14.2,42.8,2.0,5.9,33.8,2.8,3.6,77.9,4.6,3.7,1.9,0.3,2.8,2007
Sophia Young-Malcolm,F,33,33.5,16.8,6.5,13.6,47.8,0.0,0.2,0.0,3.8,5.1,74.9,5.8,1.5,1.5,0.4,1.8,2007
Candice Dupree,F,33,32.7,16.5,6.4,14.3,44.6,0.0,0.2,0.0,3.8,4.8,77.5,7.7,1.4,0.9,1.2,2.5,2007
Deanna Nolan,G,34,34.4,16.3,6.5,14.1,46.0,1.4,3.4,39.3,1.9,2.3,82.3,4.4,3.9,1.4,0.4,2.4,2007
Asjha Jones,F,30,31.4,15.3,6.4,14.3,44.9,0.0,0.4,8.3,2.4,3.1,76.6,6.1,2.5,0.8,0.8,3.0,2007
DeLisha Milton-Jones,F,34,33.6,13.4,4.9,13.9,34.9,0.8,3.5,23.5,2.9,3.4,84.5,6.4,1.6,1.5,1.1,3.6,2007
Betty Lennox,G,34,27.6,13.4,4.6,10.6,42.8,1.0,2.9,34.3,3.2,3.6,90.9,4.7,2.7,1.1,0.1,2.7,2007
Lindsay Whalen,G,34,30.6,13.4,4.6,9.8,46.8,0.5,2.5,20.9,3.6,4.6,78.5,4.8,5.0,2.1,0.1,2.2,2007
Katie Smith,G,34,34.0,13.2,3.8,10.4,36.1,1.8,5.8,31.1,3.9,4.6,84.7,3.8,3.6,1.2,0.1,1.7,2007
