Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Nykesha Sales,,26,29.3,13.1,4.7,12.1,39.2,0.9,2.7,32.4,2.8,3.2,87.8,4.0,3.2,1.4,0.4,2.2,2007
Tangela Smith,C,34,31.5,12.6,4.9,11.7,41.4,0.6,1.8,32.8,2.3,2.9,78.8,6.5,1.3,1.2,1.6,1.6,2007
Iziane Castro,G,34,28.3,12.3,4.1,9.7,42.0,1.8,4.6,38.5,2.4,3.0,80.2,2.8,2.8,1.0,0.1,1.9,2007
Tammy Sutton-Brown,C,34,25.3,12.0,4.4,9.0,48.5,0.0,0.0,0.0,3.3,4.6,71.6,5.4,0.9,1.0,1.4,2.5,2007
Jia Perkins,G,33,23.1,11.7,4.6,10.0,46.4,1.2,2.7,43.3,1.2,1.6,77.4,3.3,2.3,1.5,0.2,1.5,2007
Plenette Pierson,F,34,24.9,11.6,4.4,9.2,47.8,0.0,0.1,0.0,2.9,3.8,75.4,5.8,1.7,0.8,0.9,2.3,2007
Nicole Ohlde,,34,26.8,11.5,3.8,10.1,37.4,0.0,0.0,0.0,4.0,4.7,84.5,6.1,1.6,0.5,0.6,2.4,2007
Shameka Christon,F,33,32.3,11.2,3.6,9.9,36.0,1.2,3.6,32.8,2.8,3.5,79.5,4.5,2.1,1.0,0.6,2.5,2007
Taj McWilliams-Franklin,F,29,29.3,11.1,4.3,8.8,49.0,0.1,0.4,23.1,2.3,3.0,77.3,5.9,1.7,1.2,1.0,1.7,2007
Nakia Sanford,F,34,29.2,11.0,3.6,6.8,53.0,0.0,0.0,0.0,3.8,5.7,66.5,7.1,0.7,0.8,0.8,2.6,2007
Tamika Whitmore,,34,25.9,10.9,4.1,9.9,41.5,0.6,2.1,30.0,2.1,2.7,76.3,5.0,1.5,0.6,0.3,2.5,2007
Tan White,G,34,24.7,10.8,4.0,10.4,38.6,1.3,3.7,33.9,1.6,1.9,84.1,2.6,1.9,1.1,0.3,2.9,2007
Cathrine Kraayeveld,F,34,28.4,10.8,3.8,8.8,43.3,1.6,3.8,41.1,1.6,2.1,78.6,4.5,1.5,0.9,0.6,2.5,2007
Swin Cash,F,32,30.3,10.8,3.9,9.6,41.0,0.0,0.1,0.0,2.9,3.8,76.0,5.9,2.5,0.6,0.4,2.5,2007
Monique Currie,F,31,24.9,10.5,3.2,6.9,45.8,0.4,1.0,40.0,3.8,4.8,79.1,3.9,1.7,0.7,0.2,1.5,2007
Sue Bird,G,29,31.7,10.4,4.1,9.5,42.8,1.6,4.6,33.8,0.8,0.9,84.6,2.0,4.9,1.5,0.3,2.3,2007
Janel McCarville,C,32,21.2,10.4,4.3,7.8,54.6,0.0,0.0,0.0,1.9,2.3,83.3,4.8,1.1,1.2,0.6,2.5,2007
Stacey Dales,,31,27.3,10.3,3.5,10.1,34.7,2.2,6.5,33.8,1.1,1.3,84.6,1.8,2.7,0.6,0.0,1.8,2007
Svetlana Abrosimova,F,34,24.5,10.1,3.9,8.8,44.3,1.3,3.0,44.6,1.1,1.3,83.7,4.4,2.5,1.3,0.1,2.0,2007
Chasity Melvin,,29,29.4,9.9,3.8,8.0,46.8,0.0,0.2,20.0,2.4,3.8,62.7,6.7,1.3,1.1,0.8,2.4,2007
Erin Thorn,G,29,30.4,9.7,3.6,8.4,42.4,1.7,4.2,39.0,0.9,1.2,73.5,3.0,2.5,0.9,0.0,1.7,2007
Loree Moore,G,34,34.2,9.6,3.5,8.5,41.2,1.6,4.0,40.7,1.0,1.7,58.6,4.1,4.8,2.2,0.1,2.9,2007
Sidney Spencer,,34,24.4,9.6,3.5,8.8,39.3,1.6,3.6,43.9,1.1,1.2,88.1,4.1,1.2,0.8,0.3,1.0,2007
Kelly Miller,G,34,30.6,9.4,3.4,7.1,47.9,0.8,2.1,38.6,1.9,2.4,78.0,4.9,4.6,1.2,0.1,2.5,2007
Janell Burse,,29,24.4,8.8,3.2,7.2,44.5,0.0,0.0,0.0,2.4,3.5,69.3,5.3,0.8,0.4,1.0,2.0,2007
Marta Fernandez,,34,26.2,8.7,3.1,8.3,37.9,0.4,1.4,24.5,2.1,2.6,79.8,2.1,3.0,1.1,0.4,2.6,2007
Anna DeForge,,34,23.4,8.7,3.3,7.9,41.8,1.3,3.1,41.0,0.9,0.9,90.6,3.3,1.5,0.8,0.1,1.4,2007
Dominique Canty,G,30,25.9,8.6,2.9,8.0,36.1,0.1,0.5,25.0,2.7,3.8,70.4,2.1,4.1,1.0,0.1,1.9,2007
Christi Thomas,,34,18.8,8.4,3.4,7.0,48.1,0.2,0.5,35.3,1.6,2.1,75.7,5.3,0.5,0.6,0.3,1.4,2007
Vickie Johnson,G,30,28.4,8.1,3.2,7.1,44.4,0.7,1.6,42.9,1.1,1.3,82.1,4.8,3.5,1.1,0.3,1.2,2007
Mwadi Mabika,,33,23.1,8.1,2.8,7.8,36.4,1.1,3.5,31.0,1.3,1.7,75.4,3.8,2.2,0.8,0.1,2.2,2007
Armintie Herrington,G,34,26.3,7.9,2.8,6.8,40.9,0.0,0.1,33.3,2.3,4.4,51.7,6.0,2.9,1.2,0.2,1.7,2007
LaToya Thomas,,27,18.0,7.7,2.9,6.4,44.3,0.6,1.4,42.1,1.4,1.7,82.6,2.3,1.2,0.3,0.3,1.1,2007
Kristen Mann,F,34,25.6,7.6,2.8,7.5,37.5,1.1,3.1,34.9,0.9,1.1,78.4,3.6,1.3,0.9,0.2,0.8,2007
Ashley Battle,,34,22.3,7.4,2.6,7.2,36.5,0.9,2.7,31.2,1.3,1.7,77.6,3.7,1.6,1.0,0.1,1.4,2007
Margo Dydek,,32,20.1,6.7,2.8,5.8,48.7,0.1,0.2,40.0,0.9,1.2,78.9,6.5,1.0,0.4,2.1,1.6,2007
Kara Braxton,F,31,17.6,6.7,2.7,6.1,44.7,0.0,0.0,0.0,1.3,1.9,67.2,5.4,0.5,0.5,0.5,2.0,2007
Ruth Riley,C,30,25.8,5.9,2.4,6.5,37.1,0.2,0.9,18.5,0.9,1.0,93.1,4.9,1.2,0.9,2.0,2.3,2007
Shannon Johnson,,33,16.9,5.8,1.7,5.0,34.3,0.9,2.1,41.4,1.5,1.8,82.0,1.8,1.7,0.6,0.1,1.2,2007
Evanthia Maltsi,,26,18.5,5.7,2.0,5.4,37.9,1.2,3.0,41.6,0.3,0.5,75.0,2.5,1.5,0.8,0.1,1.0,2007
Tamara James,,31,12.9,5.4,1.7,4.3,38.8,0.6,1.6,36.0,1.5,1.7,84.9,1.6,1.1,0.8,0.1,0.9,2007
Kelly Mazzante,,34,14.3,5.4,1.9,4.9,38.8,1.1,3.4,34.2,0.4,0.4,100.0,1.6,1.1,0.8,0.1,0.6,2007
Jessica Davenport,C,33,11.6,5.3,1.8,4.2,44.5,0.0,0.0,0.0,1.6,2.0,81.8,2.7,0.3,0.2,0.9,1.3,2007
Tully Bevilaqua,G,34,26.5,5.3,1.9,4.4,44.0,1.0,2.6,37.1,0.4,0.6,68.2,2.2,2.7,1.6,0.1,1.6,2007
Nikki Teasley,,33,22.6,5.2,1.5,4.6,33.6,0.8,2.6,32.9,1.3,1.4,93.3,2.2,3.3,0.7,0.2,1.9,2007
Katie Mattera,,34,13.0,5.2,2.0,3.9,52.7,0.0,0.0,0.0,1.1,1.6,73.6,4.9,0.2,0.2,0.7,1.2,2007
Shay Murphy,F,32,13.6,5.2,1.7,4.5,37.2,0.6,2.1,27.3,1.2,1.4,84.8,3.3,0.5,0.6,0.3,0.6,2007
Tiffany Jackson-Jones,F,34,13.9,5.1,1.9,4.5,41.6,0.0,0.0,0.0,1.3,2.3,57.0,3.1,0.6,0.7,0.4,1.4,2007
Sheri Sam,F,33,17.9,4.9,1.9,5.6,33.9,0.2,1.0,25.0,0.9,1.3,69.0,2.9,1.3,0.9,0.2,1.2,2007
Kiesha Brown,,27,12.1,4.9,1.4,3.7,39.4,0.7,1.5,45.0,1.3,1.5,87.5,1.4,1.8,0.4,0.1,0.9,2007
Marie Ferdinand-Harris,G,34,14.1,4.8,1.8,5.0,35.9,0.2,0.8,22.2,1.1,1.2,90.0,2.4,0.8,0.6,0.1,1.1,2007
Murriel Page,,34,18.4,4.8,2.1,5.0,41.8,0.1,0.3,20.0,0.6,0.7,79.2,3.3,1.3,0.4,0.3,0.7,2007
Wendy Palmer,,34,13.9,4.6,1.6,3.9,41.7,0.1,0.6,14.3,1.3,1.6,78.2,4.3,0.5,0.4,0.2,1.1,2007
Kelly Schumacher,,34,16.0,4.4,1.7,3.7,45.6,0.1,0.2,42.9,1.0,1.4,73.9,4.3,0.4,0.5,0.7,1.0,2007
Tiffany Stansbury,,30,14.6,4.3,1.8,4.0,45.8,0.0,0.0,0.0,0.7,1.3,51.3,4.3,0.5,0.4,0.4,1.0,2007
Erika de Souza,F,32,12.2,4.3,2.0,3.7,53.4,0.0,0.0,0.0,0.3,0.7,47.6,3.0,0.4,0.2,0.9,1.1,2007
Jessica Moore,F,29,15.2,4.2,1.7,4.2,39.7,0.0,0.0,0.0,0.9,1.4,64.3,3.0,0.6,0.2,0.2,1.1,2007
Ebony Hoffman,F,34,17.1,4.2,1.7,3.8,44.5,0.1,0.1,40.0,0.8,1.0,82.4,4.0,0.8,0.6,0.5,1.2,2007
Tanisha Wright,G,34,16.1,4.1,1.5,3.7,40.0,0.2,0.6,27.3,1.0,1.1,84.6,1.3,2.0,0.9,0.1,1.6,2007
Helen Darling,,33,20.7,4.1,1.4,3.6,38.3,0.5,1.2,36.6,0.8,1.1,77.1,2.1,3.1,1.4,0.0,1.6,2007
Coco Miller,G,30,15.2,4.0,1.6,3.9,40.5,0.3,0.8,40.0,0.5,0.5,100.0,1.6,0.8,0.6,0.1,1.0,2007
Katie Gearlds,,33,13.2,4.0,1.3,3.5,38.6,0.7,1.9,34.4,0.7,0.8,88.0,1.6,0.7,0.4,0.2,0.6,2007
Camille Little,F,34,20.9,3.9,1.6,3.9,41.2,0.1,0.3,27.3,0.6,1.2,52.5,4.5,0.7,0.9,0.3,1.2,2007
Belinda Snell,F,30,11.4,3.6,1.2,3.5,34.9,0.9,2.6,32.9,0.2,0.4,63.6,1.5,1.5,0.7,0.1,0.6,2007
Nikki Blue,,30,14.0,3.6,1.2,3.6,32.4,0.2,0.9,22.2,1.0,1.2,83.8,2.1,1.6,0.7,0.2,1.2,2007
Kristen Rasmussen,,33,15.8,3.5,1.2,3.0,41.4,0.5,0.8,55.6,0.5,0.6,81.0,2.8,0.9,0.3,0.2,1.1,2007
Jamie Carey,,33,12.7,3.4,1.1,3.1,36.6,1.0,2.2,45.1,0.2,0.2,75.0,0.9,0.9,0.1,0.0,0.5,2007
K.B. Sharp,,34,13.4,3.2,1.2,2.9,41.2,0.3,0.9,31.0,0.6,0.9,72.4,0.9,1.4,0.4,0.0,0.8,2007
Amber Jacobs,,29,11.3,3.2,1.2,3.5,33.3,0.6,2.2,26.2,0.3,0.4,61.5,0.7,1.4,0.3,0.0,1.4,2007
Kathrin Ress,,28,12.4,3.0,1.1,2.8,39.7,0.1,0.1,50.0,0.8,1.0,72.4,2.5,0.6,0.3,0.1,1.3,2007
Ivory Latta,G,31,7.1,3.0,1.1,2.8,39.1,0.7,1.6,44.9,0.1,0.2,42.9,0.6,0.6,0.3,0.1,0.5,2007
Bernice Mosby,F,28,10.0,3.0,1.1,2.2,48.4,0.0,0.0,0.0,0.8,1.0,82.1,2.8,0.4,0.3,0.2,0.7,2007
Brooke Wyckoff,,34,15.3,2.9,0.9,2.5,37.6,0.7,2.0,35.8,0.3,0.4,76.9,3.2,1.4,0.6,0.5,0.8,2007
Noelle Quinn,G,34,19.4,2.8,1.1,3.6,29.8,0.2,1.1,18.4,0.4,0.7,62.5,2.6,4.4,0.9,0.4,2.0,2007
Shyra Ely-Gash,F,29,9.7,2.2,0.7,2.1,32.3,0.2,0.5,33.3,0.7,1.1,64.5,1.3,0.4,0.3,0.0,0.7,2007
Le'coe Willingham,F,28,11.4,2.1,0.7,1.9,38.5,0.0,0.1,0.0,0.6,0.9,72.0,2.8,0.4,0.3,0.2,0.7,2007
Barbara Farris,F,28,8.5,1.9,0.7,2.1,34.5,0.0,0.0,0.0,0.5,0.6,81.3,1.5,0.5,0.2,0.0,0.7,2007
Elaine Powell,,32,9.8,1.9,0.7,1.7,40.7,0.0,0.0,0.0,0.5,0.7,69.6,1.1,1.4,0.4,0.1,0.9,2007
Ashley Robinson,C,33,12.4,1.5,0.7,1.9,34.9,0.0,0.0,0.0,0.1,0.5,26.7,3.0,0.4,0.5,0.8,0.8,2007
Laurie Koehn,G,28,3.9,1.4,0.5,1.3,36.1,0.4,1.2,36.4,0.1,0.1,100.0,0.3,0.2,0.0,0.0,0.1,2007
