Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Sophia Young-Malcolm,F,33,31.6,13.2,5.2,12.1,42.9,0.0,0.2,0.0,2.8,4.8,59.2,6.4,2.3,2.0,0.5,1.5,2011
Plenette Pierson,F,33,28.7,12.9,5.2,11.0,47.8,0.1,0.3,20.0,2.4,3.0,80.6,5.2,1.4,1.2,0.9,1.9,2011
Tiffany Jackson-Jones,F,34,33.9,12.4,4.4,9.7,45.6,0.0,0.0,0.0,3.6,4.6,77.6,8.4,2.0,1.2,0.6,2.8,2011
Jia Perkins,G,34,25.1,12.0,4.5,10.8,41.8,1.2,3.8,31.3,1.8,2.1,84.5,3.5,1.4,1.3,0.3,1.0,2011
Erika de Souza,F,32,27.4,11.8,5.3,10.7,49.9,0.0,0.0,0.0,1.1,1.7,65.5,7.5,1.0,1.2,1.3,1.8,2011
DeLisha Milton-Jones,F,34,26.2,11.7,4.5,9.8,46.2,0.7,2.1,35.2,1.9,2.3,83.1,4.6,2.0,0.9,0.4,2.4,2011
Liz Cambage,C,33,20.0,11.5,4.1,7.9,51.1,0.0,0.2,0.0,3.4,4.3,79.4,4.7,0.5,0.8,0.9,2.4,2011
Essence Carson,F,32,22.7,11.3,4.3,9.9,43.7,0.8,1.9,38.7,1.8,2.5,73.8,2.8,1.7,1.2,0.6,1.4,2011
Kristi Toliver,G,32,23.6,11.2,3.9,9.3,42.3,1.8,4.1,42.7,1.5,1.7,90.7,1.9,2.9,0.7,0.0,2.1,2011
DeWanna Bonner,F,34,25.2,10.7,3.5,8.2,43.0,1.0,3.0,34.3,2.6,2.9,90.9,7.0,0.8,1.0,1.1,1.0,2011
Jessica Davenport,C,34,21.1,10.7,4.3,8.1,52.9,0.0,0.1,0.0,2.1,3.1,70.2,4.8,0.5,0.8,1.3,1.6,2011
Lindsey Harding,G,34,30.5,10.5,4.1,9.1,45.5,0.3,1.0,30.3,1.9,2.6,73.3,3.2,4.8,1.0,0.2,2.4,2011
Kara Lawson,G,33,25.2,10.4,3.4,7.5,44.9,1.7,3.9,43.0,2.0,2.2,89.0,2.6,2.9,0.7,0.0,1.4,2011
Rebekkah Brunson,F,34,27.6,10.2,4.0,7.9,51.1,0.0,0.0,0.0,2.2,3.3,66.7,8.9,1.2,0.8,0.5,1.5,2011
Tanisha Wright,G,33,28.9,10.1,3.6,7.3,49.2,0.5,1.5,36.7,2.4,2.6,89.7,3.2,2.9,1.2,0.0,2.7,2011
Kia Vaughn,C,34,28.1,10.1,4.4,8.8,49.7,0.0,0.0,0.0,1.3,1.6,78.6,6.7,1.1,1.2,0.7,1.8,2011
Tina Thompson,F,34,25.0,9.9,3.5,9.1,38.6,1.3,3.7,33.9,1.6,1.9,83.3,4.6,1.1,1.1,0.7,2.0,2011
Nicole Powell,F,33,28.3,9.7,3.6,8.7,41.0,1.6,4.6,35.3,0.9,1.0,90.6,4.2,2.3,1.4,0.3,2.0,2011
Camille Little,F,33,26.9,9.6,3.9,8.4,46.4,0.2,0.7,22.7,1.7,2.5,66.3,5.2,1.6,1.4,0.7,2.3,2011
Erin Phillips,G,31,22.2,8.6,2.9,6.4,46.2,0.8,2.0,42.6,1.9,2.3,83.3,2.8,2.4,1.0,0.0,1.5,2011
Marissa Coleman,G,34,27.0,8.6,3.1,8.2,38.5,1.6,4.2,36.8,0.7,1.1,67.6,4.8,1.4,0.7,0.4,1.6,2011
Armintie Herrington,G,34,23.4,8.5,3.2,6.1,51.9,0.0,0.1,0.0,2.1,3.5,60.8,3.0,2.8,1.5,0.1,1.4,2011
Taj McWilliams-Franklin,F,34,28.4,8.3,3.4,7.7,44.4,0.1,0.3,22.2,1.4,1.8,77.0,6.0,2.4,1.0,0.7,1.6,2011
Danielle Robinson,G,34,23.1,8.2,2.9,6.3,46.0,0.0,0.0,0.0,2.5,2.7,90.3,2.3,3.9,0.8,0.1,1.8,2011
Sheryl Swoopes,,33,26.6,8.2,3.1,7.7,39.8,0.9,2.8,31.9,1.2,1.4,87.0,4.1,2.3,0.8,0.3,1.4,2011
Tamera Young,F,33,24.0,7.9,3.1,7.3,42.5,0.0,0.2,14.3,1.7,2.3,72.4,3.8,1.3,1.1,0.3,1.9,2011
Iziane Castro,G,34,19.8,7.6,2.9,8.1,36.0,0.5,2.4,21.3,1.3,2.1,62.0,1.7,1.7,0.4,0.1,1.6,2011
Ebony Hoffman,F,34,22.1,7.5,2.9,6.5,43.7,0.7,1.6,42.9,1.1,1.3,84.4,4.2,1.1,1.1,0.3,1.5,2011
Katie Smith,G,34,25.1,7.5,2.6,6.6,39.5,1.4,3.6,39.5,0.9,1.0,85.7,2.3,2.0,0.7,0.1,1.3,2011
Kelly Miller,G,34,27.7,7.4,2.5,6.6,38.2,1.4,3.3,44.1,0.9,1.1,78.9,2.3,2.8,0.7,0.2,1.8,2011
Coco Miller,G,31,17.4,7.3,3.1,7.2,43.2,0.5,1.5,33.3,0.6,1.2,54.1,1.9,1.4,0.6,0.0,1.0,2011
Tangela Smith,C,33,21.5,7.2,2.7,7.2,37.1,1.0,2.8,34.0,0.9,1.0,88.2,3.1,1.5,0.7,0.5,1.3,2011
Nicky Anosike,F,34,27.2,7.0,2.2,6.4,34.7,0.0,0.0,0.0,2.6,3.6,73.6,7.2,1.4,1.4,0.8,1.7,2011
Kayla Pedersen,F,33,23.8,6.8,2.4,6.0,40.2,0.7,2.1,32.4,1.3,1.6,79.6,3.6,1.8,1.1,0.4,1.3,2011
Marie Ferdinand-Harris,G,34,17.4,6.8,2.6,7.6,33.5,0.5,1.6,33.3,1.1,1.1,97.4,1.5,1.1,0.6,0.2,1.3,2011
Amber Holt,F,26,25.6,6.7,2.3,7.8,30.2,0.6,2.7,21.4,1.5,1.6,90.5,3.1,2.4,0.7,0.1,1.3,2011
Jantel Lavender,F,33,14.8,6.6,2.8,5.6,50.0,0.0,0.0,0.0,1.0,1.4,73.3,3.1,0.5,0.2,0.4,0.8,2011
Courtney Vandersloot,G,34,22.9,6.5,2.5,6.3,39.1,0.5,1.7,27.1,1.1,1.4,76.6,2.0,3.7,0.7,0.4,2.7,2011
Le'coe Willingham,F,34,19.1,6.4,2.6,5.4,47.3,0.3,1.2,27.5,1.0,1.6,64.2,4.2,1.1,0.5,0.2,1.3,2011
Jasmine Thomas,G,34,19.3,6.4,2.5,7.1,35.3,0.7,2.3,31.2,0.7,1.1,66.7,2.1,1.9,0.7,0.3,1.6,2011
Temeka Johnson,G,30,23.9,6.4,2.5,5.7,43.5,0.8,2.2,38.5,0.6,0.7,86.4,2.0,4.4,0.8,0.2,1.9,2011
Jennifer Lacy,F,34,19.2,6.3,2.4,6.0,40.2,0.8,2.4,35.0,0.6,0.9,70.0,2.6,1.0,0.6,0.5,1.5,2011
Andrea Riley,G,33,19.0,6.0,1.9,6.2,31.4,0.7,3.4,21.4,1.4,1.7,85.5,1.2,1.8,1.0,0.1,2.0,2011
Ticha Penicheiro,G,34,23.7,6.0,2.1,4.4,48.6,0.4,1.1,41.7,1.4,1.6,86.8,2.8,4.8,0.8,0.1,2.1,2011
Michelle Snow,C,34,24.1,5.9,2.4,5.3,45.6,0.0,0.1,0.0,1.1,1.5,76.0,6.3,1.9,0.5,1.3,2.0,2011
Tan White,G,34,22.0,5.9,2.0,5.6,35.4,0.7,2.4,28.0,1.2,1.5,84.0,2.9,1.9,1.2,0.2,1.2,2011
Cathrine Kraayeveld,F,33,20.6,5.9,2.0,5.1,39.5,1.6,3.8,40.9,0.3,0.5,73.3,2.6,1.2,0.6,0.2,1.2,2011
Candice Wiggins,G,34,17.1,5.9,2.0,5.2,38.6,1.4,3.6,39.5,0.4,0.7,62.5,1.9,1.5,0.5,0.2,0.9,2011
Danielle McCray,G,34,15.1,5.9,2.0,5.1,39.9,1.0,2.6,39.1,0.8,1.0,77.1,2.3,1.2,0.5,0.1,1.0,2011
Kalana Greene,G,33,23.7,5.6,2.1,5.0,42.2,0.5,1.4,39.1,0.8,1.4,60.0,3.8,1.5,0.9,0.4,0.9,2011
Ruth Riley,C,34,19.0,5.6,2.4,4.9,48.5,0.2,0.4,57.1,0.6,0.8,76.9,3.8,1.2,0.4,0.9,0.9,2011
Leilani Mitchell,G,34,25.4,5.6,2.0,5.4,37.5,1.3,3.5,36.4,0.2,0.3,80.0,2.1,2.9,1.3,0.1,1.3,2011
Tammy Sutton-Brown,C,34,19.0,5.5,2.0,4.1,48.9,0.0,0.1,0.0,1.5,2.1,74.3,3.1,0.6,1.1,1.2,1.0,2011
Shavonte Zellous,G,33,14.0,5.5,1.7,3.9,43.8,0.3,1.0,26.5,1.8,2.2,78.4,2.4,1.4,0.4,0.5,1.0,2011
Erin Thorn,G,34,16.8,5.4,1.9,4.8,40.5,0.9,2.4,39.5,0.5,0.6,94.7,1.7,2.4,0.3,0.1,1.7,2011
Monica Wright,G,29,13.6,5.1,1.8,4.8,37.9,0.2,0.9,25.9,1.2,1.7,75.0,1.6,1.1,0.8,0.2,1.0,2011
Noelle Quinn,G,33,20.6,5.1,1.9,5.0,39.0,0.7,1.8,39.7,0.5,0.7,81.8,1.8,2.0,0.6,0.1,0.7,2011
Alison Bales,,34,20.2,5.0,2.1,4.2,48.6,0.2,0.5,35.3,0.7,0.9,75.0,4.7,1.2,0.4,1.6,0.5,2011
Natasha Lacy,G,29,13.6,5.0,2.0,4.6,42.9,0.1,0.4,33.3,0.9,1.7,54.0,2.2,1.7,1.0,0.3,1.2,2011
Scholanda Dorrell,G,32,16.2,4.8,1.6,4.8,33.5,0.6,1.7,34.0,1.0,1.4,70.5,1.5,0.4,0.7,0.2,0.6,2011
Jenna O'Hea,G,31,16.4,4.8,1.6,3.6,43.4,0.9,2.0,44.4,0.7,0.9,78.6,1.5,1.3,0.4,0.2,0.8,2011
Quanitra Hollingsworth,C,31,16.9,4.6,1.7,3.3,52.4,0.0,0.0,0.0,1.2,1.7,67.9,4.4,0.3,0.5,0.3,1.4,2011
Jessica Adair,C,31,10.4,4.3,1.6,3.3,48.5,0.0,0.0,0.0,1.0,1.6,65.3,2.9,0.3,0.3,0.6,0.9,2011
Nakia Sanford,F,33,14.4,4.2,1.4,2.9,48.4,0.0,0.0,0.0,1.4,1.8,75.0,4.2,0.4,0.2,0.2,0.9,2011
Jeanette Pohlen-Mavunga,G,34,15.9,4.1,1.4,3.0,47.1,0.9,1.8,46.8,0.4,0.4,86.7,1.4,1.0,0.4,0.1,0.6,2011
Shannon Bobbitt,G,31,14.2,3.9,1.3,3.7,35.7,0.5,1.4,38.6,0.7,1.0,76.7,1.3,1.7,1.0,0.0,1.2,2011
Roneeka Hodges,F,28,9.8,3.9,1.3,3.2,40.4,1.1,2.9,40.0,0.2,0.2,100.0,1.3,0.5,0.2,0.1,0.1,2011
Alexis Gray-Lawson,G,27,11.4,3.9,1.2,3.1,39.8,0.6,1.6,34.9,0.9,1.0,82.1,0.7,1.3,0.2,0.0,0.8,2011
Ashley Robinson,C,34,17.1,3.8,1.7,3.6,48.4,0.0,0.0,0.0,0.3,0.6,50.0,3.9,0.7,0.6,1.0,1.3,2011
Kelsey Griffin,F,34,12.9,3.6,1.2,3.4,35.7,0.1,0.7,16.7,1.1,1.5,73.1,3.1,0.5,0.7,0.3,0.4,2011
Courtney Paris,C,28,9.6,3.4,1.4,2.8,51.9,0.0,0.0,0.0,0.6,1.1,51.6,3.1,0.4,0.3,0.4,0.3,2011
Amber Harris,F,27,10.3,3.3,1.2,3.1,39.8,0.0,0.0,0.0,0.9,1.1,74.2,2.2,0.4,0.1,0.4,0.5,2011
Jayne Appel-Marinelli,C,31,14.6,3.2,1.4,2.9,47.2,0.0,0.1,33.3,0.5,0.8,56.0,4.6,0.8,0.5,0.6,0.7,2011
Shyra Ely-Gash,F,33,10.8,3.1,1.2,3.3,35.8,0.2,0.7,20.8,0.6,0.9,69.0,2.2,0.3,0.2,0.2,0.8,2011
Tully Bevilaqua,G,34,14.5,2.9,1.1,2.4,45.1,0.4,1.2,28.6,0.4,0.5,72.2,1.4,1.6,0.7,0.1,0.7,2011
Charde Houston,F,27,7.8,2.9,1.1,3.1,36.5,0.2,0.9,26.1,0.3,0.4,75.0,1.7,0.5,0.3,0.1,0.8,2011
Ketia Swanier,G,29,14.8,2.7,0.9,2.7,34.2,0.4,1.4,28.6,0.4,0.6,68.8,1.9,2.3,0.8,0.0,1.7,2011
Carolyn Swords,C,29,7.5,2.7,1.0,1.8,52.8,0.0,0.0,0.0,0.7,0.8,87.5,1.8,0.3,0.2,0.2,0.6,2011
Alex Montgomery,F,30,9.0,2.5,0.9,2.8,32.9,0.3,0.6,44.4,0.4,0.6,64.7,1.8,0.7,0.3,0.2,0.6,2011
Victoria Dunlap,F,26,8.4,2.3,1.0,2.2,43.9,0.0,0.1,50.0,0.3,0.7,47.1,1.7,0.4,0.7,0.2,0.6,2011
Allison Hightower,G,25,9.2,2.0,0.8,2.2,33.9,0.2,0.7,22.2,0.4,0.5,75.0,0.6,0.5,0.4,0.0,0.3,2011
Sandora Irvin,,30,8.3,1.8,0.7,2.0,33.9,0.0,0.2,0.0,0.5,0.7,70.0,2.5,0.5,0.2,0.5,0.5,2011
Porsha Phillips,,31,8.3,1.8,0.7,1.9,39.0,0.0,0.0,0.0,0.3,0.6,47.4,1.9,0.3,0.2,0.4,0.3,2011
Jessica Moore,F,29,6.9,1.7,0.6,1.4,42.5,0.0,0.0,0.0,0.5,0.6,77.8,0.8,0.2,0.2,0.1,0.5,2011
Lindsay Wisdom-Hylton,F,29,8.1,1.7,0.8,1.8,41.5,0.0,0.0,0.0,0.1,0.3,50.0,1.9,0.6,0.4,0.5,0.7,2011
Kerri Gardin,,28,14.0,1.5,0.5,2.1,23.7,0.0,0.3,0.0,0.5,1.0,51.7,2.7,1.0,0.9,0.5,0.9,2011
Alexis Hornbuckle,G,29,7.2,1.1,0.4,1.1,37.5,0.2,0.6,29.4,0.1,0.1,50.0,1.1,0.6,0.3,0.1,0.7,2011
