Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Jewell Loyd,G,38,35.4,24.7,7.5,20.3,37.0,3.0,8.5,35.6,6.7,7.5,88.8,4.7,3.4,1.0,0.4,2.8,2023
Breanna Stewart,F,40,34.1,23.0,7.9,17.0,46.5,2.1,5.8,35.5,5.1,6.0,85.1,9.3,3.8,1.5,1.6,1.5,2023
A'ja Wilson,C,40,30.7,22.8,8.4,15.0,55.7,0.2,0.7,31.0,5.8,7.2,81.2,9.5,1.6,1.4,2.2,1.6,2023
Napheesa Collier,F,37,33.5,21.5,8.0,16.6,48.5,0.9,3.1,29.8,4.5,5.4,84.0,8.5,2.5,1.6,1.2,2.4,2023
Arike Ogunbowale,G,40,37.2,21.2,7.5,18.8,39.8,2.9,8.5,34.3,3.4,3.8,87.6,3.4,4.5,1.7,0.1,2.6,2023
Nneka Ogwumike,F,36,31.1,19.1,7.3,14.3,51.2,0.6,1.7,33.9,3.9,4.5,87.0,8.8,2.7,1.7,0.7,2.2,2023
Kahleah Copper,G,38,31.2,18.7,6.9,15.4,44.8,1.8,4.5,40.4,3.1,4.0,77.0,4.4,2.0,0.9,0.3,2.5,2023
Kelsey Plum,G,39,32.4,18.7,6.4,13.4,47.5,2.4,6.3,38.9,3.5,3.8,91.2,2.4,4.5,1.1,0.0,2.1,2023
Satou Sabally,F,38,33.1,18.6,6.2,14.3,43.5,1.7,4.8,36.1,4.4,5.0,87.4,8.1,4.4,1.8,0.4,2.9,2023
Kelsey Mitchell,G,40,33.7,18.2,6.1,13.9,44.1,2.6,6.4,39.8,3.4,4.1,82.4,1.6,3.1,0.9,0.1,2.3,2023
Jackie Young,G,40,31.5,17.6,6.2,11.9,52.3,2.2,5.0,44.9,2.9,3.4,86.7,4.0,3.8,1.3,0.1,1.8,2023
Brittney Griner,C,31,27.6,17.5,7.1,12.6,56.0,0.0,0.3,11.1,3.4,4.4,77.2,6.3,2.2,0.5,1.6,2.1,2023
Rhyne Howard,G,39,32.9,17.5,5.8,15.1,38.5,2.5,7.2,35.2,3.3,4.2,78.8,4.9,3.5,1.3,0.6,1.9,2023
DeWanna Bonner,F,40,30.1,17.4,5.8,13.7,42.5,1.9,5.7,32.9,3.9,4.5,86.2,5.6,2.2,1.1,0.6,1.5,2023
Allisha Gray,G,38,32.7,17.1,5.8,12.4,46.5,1.1,3.1,35.6,4.4,5.4,82.4,4.9,3.1,1.1,0.4,1.9,2023
Sabrina Ionescu,G,36,31.5,17.0,5.4,12.8,42.3,3.6,7.9,44.8,2.6,3.0,87.2,5.6,5.4,1.0,0.3,2.6,2023
Natasha Howard,F,39,33.1,16.5,6.3,13.8,45.8,1.0,3.3,29.9,2.8,3.5,81.5,8.0,2.6,1.3,1.2,2.8,2023
Diana Taurasi,G,26,27.3,16.0,4.9,12.2,40.3,2.5,7.2,34.2,3.7,4.3,84.8,3.6,4.6,0.5,0.5,3.0,2023
Brittney Sykes,G,40,31.3,15.9,5.7,13.1,43.9,1.4,4.0,35.0,3.1,3.8,79.7,5.0,3.8,2.1,0.3,2.4,2023
Alyssa Thomas,F,40,36.2,15.5,6.1,12.8,47.4,0.0,0.1,0.0,3.3,4.7,71.5,9.9,7.9,1.8,0.5,3.4,2023
NaLyssa Smith,F,31,28.5,15.5,6.1,12.7,47.7,0.6,2.2,28.4,2.7,4.0,67.7,9.2,1.4,0.3,0.3,2.7,2023
Chelsea Gray,G,40,32.2,15.3,5.6,11.5,49.0,1.6,3.8,42.1,2.4,2.7,89.7,4.0,7.3,1.4,0.6,2.5,2023
Cheyenne Parker-Tyus,F,40,26.7,15.0,5.8,12.0,48.2,0.4,1.4,27.8,3.0,3.7,82.9,6.7,1.8,1.1,1.5,2.3,2023
Marina Mabrey,G,39,30.0,15.0,5.2,12.6,41.1,2.3,5.8,39.0,2.4,2.8,83.6,3.7,3.6,0.7,0.5,2.2,2023
Aliyah Boston,F,40,31.2,14.5,5.8,10.1,57.8,0.1,0.3,40.0,2.7,3.6,74.5,8.4,2.2,1.3,1.3,1.9,2023
Kayla McBride,G,38,31.8,14.3,4.9,11.6,42.4,2.2,6.4,34.2,2.2,2.6,86.7,3.2,2.2,1.2,0.2,1.7,2023
