Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Ezi Magbegor,C,40,32.6,13.8,5.4,10.6,51.3,0.8,2.0,38.5,2.2,3.1,69.9,8.1,2.6,1.1,1.9,2.4,2023
Jordin Canada,G,38,32.6,13.3,4.3,10.6,40.4,1.1,3.2,33.3,3.6,4.2,87.3,3.1,6.0,2.3,0.2,2.7,2023
Betnijah Laney-Hamilton,F,40,30.0,12.8,5.0,10.0,49.9,1.5,3.8,39.2,1.3,1.7,79.1,3.3,2.4,0.9,0.1,1.9,2023
Natasha Cloud,G,37,32.4,12.7,4.0,10.7,37.7,1.2,4.1,29.8,3.4,3.8,90.0,3.7,6.2,1.1,0.3,2.6,2023
Diamond Miller,F,32,26.1,12.1,4.4,10.8,40.3,1.0,3.2,30.7,2.4,3.0,79.2,3.5,2.5,0.9,0.3,2.3,2023
Tiffany Hayes,G,40,27.1,12.1,4.2,8.8,47.6,1.2,3.3,36.6,2.5,3.2,77.8,3.0,2.6,0.9,0.1,1.4,2023
Teaira McCowan,C,30,26.1,11.9,5.0,9.1,55.1,0.0,0.1,0.0,1.9,3.3,58.6,9.1,1.5,0.5,1.2,1.5,2023
Ariel Atkins,G,27,25.1,11.5,3.9,9.3,41.4,1.6,4.6,33.9,2.3,2.5,89.7,3.1,2.3,1.2,0.3,1.3,2023
Jonquel Jones,F,40,25.0,11.3,4.4,8.4,52.7,0.8,2.3,35.2,1.7,2.0,86.3,8.4,1.8,0.6,1.3,2.1,2023
Sophie Cunningham,G,31,29.0,11.3,3.6,8.7,41.3,1.9,5.5,33.7,2.3,2.6,87.5,2.8,2.1,0.6,0.4,1.5,2023
Layshia Clarendon,G,24,28.6,11.1,4.0,8.0,49.7,0.9,1.9,45.7,2.3,2.5,91.5,3.0,3.4,1.1,0.0,2.3,2023
Azura Stevens,F,35,26.0,10.8,4.3,10.5,40.4,1.0,3.1,32.1,1.3,1.7,75.4,5.9,1.1,1.2,0.9,1.5,2023
Courtney Vandersloot,G,39,30.4,10.5,4.1,9.3,44.2,0.9,3.2,29.4,1.3,1.7,76.1,3.5,8.1,1.3,0.6,2.7,2023
Moriah Jefferson,G,39,24.9,10.5,4.2,9.8,43.3,1.0,2.8,35.2,1.1,1.3,82.0,2.0,3.6,1.1,0.2,1.6,2023
Courtney Williams,G,40,30.1,10.4,4.4,10.1,43.7,1.2,2.7,44.3,0.4,0.6,60.0,6.0,6.3,1.0,0.3,2.5,2023
Erica Wheeler,G,40,26.8,9.9,3.7,9.2,39.8,0.8,2.4,30.9,1.8,2.1,87.8,3.0,5.0,1.1,0.1,2.1,2023
Elizabeth Williams,C,40,29.7,9.8,4.2,8.1,51.4,0.0,0.0,0.0,1.5,2.3,63.0,5.8,2.5,1.3,1.5,1.4,2023
Sami Whitcomb,G,40,24.5,9.7,3.2,8.0,40.0,2.2,5.8,38.5,1.1,1.3,83.0,2.9,2.9,0.9,0.4,2.0,2023
Alanna Smith,F,38,26.5,9.2,3.5,7.0,49.8,0.8,2.7,29.4,1.4,2.1,67.9,6.6,1.8,1.3,1.3,1.5,2023
Dana Evans,G,39,21.5,9.0,3.0,8.3,36.0,1.1,3.7,29.4,1.9,2.3,85.4,1.2,3.0,0.7,0.1,1.6,2023
Dearica Hamby,F,40,24.8,8.9,3.3,7.7,43.1,0.2,1.0,22.0,2.1,3.2,64.8,5.9,1.8,0.9,0.3,1.5,2023
Michaela Onyenwere,F,40,23.8,8.9,3.3,8.1,40.4,0.9,2.8,31.5,1.5,2.0,75.9,3.7,1.3,0.8,0.5,2.0,2023
Natisha Hiedeman,G,40,26.7,8.5,3.1,7.9,39.2,1.5,4.0,36.6,0.9,1.2,73.9,2.1,2.7,0.9,0.1,1.4,2023
DiJonai Carrington,G,32,17.2,8.3,2.9,7.0,41.7,0.7,1.9,37.1,1.8,2.3,75.7,2.9,1.3,0.6,0.1,1.1,2023
Tianna Hawkins,F,40,23.1,8.2,3.3,6.6,49.1,0.7,2.2,33.3,1.0,1.3,75.0,5.0,1.4,0.8,0.4,1.2,2023
Crystal Dangerfield,G,35,27.8,8.2,3.4,8.0,42.5,0.8,2.7,29.0,0.6,0.8,81.5,2.9,3.1,0.9,0.2,1.2,2023
Sug Sutton,G,40,26.3,8.2,3.2,8.2,38.5,0.8,2.2,33.7,1.2,1.4,80.7,2.6,4.8,0.7,0.1,2.5,2023
Megan Gustafson,C,34,15.1,7.9,3.0,5.7,52.6,0.4,1.3,34.9,1.5,1.8,80.6,3.9,0.7,0.4,0.4,1.1,2023
Aari McDonald,G,24,23.5,7.9,2.8,6.8,40.2,1.0,3.3,32.1,1.3,1.8,76.2,2.0,3.0,0.6,0.0,1.6,2023
Kalani Brown,C,32,16.4,7.8,2.8,4.5,62.9,0.0,0.0,0.0,2.2,2.7,80.2,4.5,1.0,0.2,0.7,1.3,2023
Karlie Samuelson,G,34,26.1,7.7,2.4,5.2,46.3,1.4,3.4,42.6,1.4,1.5,94.1,3.0,2.0,0.6,0.1,0.9,2023
Tiffany Mitchell,G,33,23.1,7.3,2.6,6.5,40.4,0.4,1.4,28.9,1.7,2.0,83.3,2.3,2.3,0.5,0.1,2.1,2023
Marine Johannes,G,35,18.9,7.1,2.5,6.1,41.4,1.6,4.3,36.8,0.4,0.6,75.0,1.4,1.7,0.7,0.1,1.3,2023
Jordan Horston,G,36,22.4,6.9,2.8,7.6,36.7,0.3,1.1,24.4,1.0,1.4,71.2,5.1,1.6,1.2,0.6,2.0,2023
Nia Coffey,F,31,21.9,6.9,2.7,6.2,43.2,1.1,2.6,40.2,0.5,0.8,62.5,4.8,1.5,0.5,1.2,1.4,2023
Alysha Clark,F,39,22.5,6.7,2.3,5.3,44.4,1.3,3.4,38.6,0.7,0.8,81.8,3.4,1.1,0.6,0.2,0.7,2023
Kristy Wallace,G,37,19.7,6.6,2.5,6.3,40.1,1.0,2.3,43.5,0.6,0.8,75.0,2.2,1.9,0.6,0.2,1.3,2023
Rebecca Allen,G,40,21.5,6.4,2.5,6.0,40.8,1.0,2.9,34.8,0.5,0.7,70.4,2.8,0.9,0.9,1.3,0.9,2023
Shatori Walker-Kimbrough,G,40,24.8,6.3,2.2,5.1,42.9,0.8,2.1,39.0,1.1,1.2,93.6,2.1,1.7,0.7,0.4,0.7,2023
Lindsay Allen,G,29,24.1,6.2,2.2,5.6,39.9,0.2,1.2,20.6,1.4,1.8,79.2,2.4,4.5,0.6,0.1,1.3,2023
Dorka Juhasz,F,38,24.2,6.0,2.5,5.2,47.2,0.3,1.3,27.1,0.7,1.3,54.0,6.5,2.6,0.9,0.6,1.2,2023
Nikolina Milic,F,39,12.7,5.9,2.3,4.9,46.4,0.2,0.6,36.4,1.2,1.4,80.4,2.4,0.8,0.1,0.1,1.1,2023
Kia Nurse,G,40,19.7,5.9,2.0,5.8,34.3,1.3,3.6,35.0,0.6,0.7,88.9,2.3,1.3,0.6,0.1,0.7,2023
Danielle Robinson,G,32,21.6,5.8,2.2,4.8,46.1,0.3,1.0,29.0,1.1,1.5,75.0,2.2,3.3,0.7,0.1,1.3,2023
Emma Cannon,F,30,10.5,5.8,2.0,4.5,45.5,0.4,1.1,38.2,1.3,1.5,90.9,3.1,0.5,0.1,0.1,1.1,2023
Tyasha Harris,G,40,16.7,5.8,2.2,5.2,41.6,1.0,2.1,46.4,0.4,0.6,68.0,0.9,1.7,0.7,0.1,1.0,2023
Myisha Hines-Allen,F,35,17.6,5.6,2.1,6.1,34.0,0.5,1.9,27.3,0.9,1.3,71.7,4.4,2.2,0.7,0.2,1.5,2023
Li Meng,G,34,15.9,5.6,1.8,4.8,37.8,1.3,3.6,36.4,0.6,0.8,84.6,1.1,1.0,0.3,0.0,0.8,2023
Rachel Banham,G,32,13.6,5.5,1.9,5.2,37.0,1.3,3.3,40.2,0.3,0.4,78.6,1.0,1.7,0.3,0.1,1.1,2023
Victoria Vivians,G,38,17.7,5.2,1.9,5.1,38.0,0.7,2.5,28.7,0.6,0.8,76.7,3.1,1.3,0.7,0.2,0.8,2023
Mercedes Russell,C,37,19.1,5.0,2.2,4.2,51.6,0.0,0.0,0.0,0.6,1.0,60.5,4.0,1.3,0.4,0.5,1.5,2023
AD Durr,G,36,10.9,4.8,1.7,4.5,38.0,0.5,1.6,32.2,0.8,1.1,76.9,1.1,0.7,0.3,0.1,0.8,2023
Monique Billings,F,39,16.7,4.8,1.7,4.3,40.7,0.0,0.1,0.0,1.3,1.6,83.6,5.0,0.8,0.4,0.3,1.0,2023
Zia Cooke,G,39,14.1,4.8,1.7,5.8,28.9,0.5,1.8,26.1,1.0,1.2,81.3,0.9,0.8,0.3,0.3,0.7,2023
Lexie Hull,G,30,20.6,4.6,1.8,4.8,37.2,0.4,2.0,21.7,0.6,0.7,77.3,2.7,1.1,1.0,0.3,1.0,2023
Olivia Nelson-Ododa,F,39,15.0,4.5,1.7,3.1,53.7,0.0,0.0,0.0,1.2,1.7,70.8,3.7,0.6,0.5,0.8,0.8,2023
Kayla Thornton,F,40,17.3,4.5,1.6,3.8,43.3,0.6,2.0,31.3,0.6,0.8,76.7,3.5,0.7,0.7,0.3,0.5,2023
Morgan Bertsch,F,28,14.2,4.4,1.7,3.7,45.6,0.6,1.3,44.4,0.4,0.6,75.0,1.7,0.7,0.4,0.3,1.1,2023
Grace Berger,G,36,14.6,4.2,1.6,3.5,44.9,0.4,0.9,47.1,0.6,0.7,84.0,1.6,1.9,0.5,0.2,1.0,2023
Naz Hillmon,F,40,13.5,4.1,1.5,2.9,50.9,0.0,0.0,0.0,1.2,1.4,85.2,3.4,0.7,0.2,0.1,1.0,2023
Dulcy Fankam Mendjiadeu,F,34,13.8,3.9,1.6,3.1,52.3,0.0,0.0,0.0,0.6,1.2,55.0,4.4,0.4,0.4,0.3,0.9,2023
Robyn Parks,F,37,13.6,3.9,1.4,3.8,38.1,0.9,2.4,36.8,0.2,0.2,100.0,1.6,0.4,0.3,0.1,0.5,2023
Maddy Siegrist,F,39,8.2,3.7,1.5,2.9,50.9,0.1,0.4,33.3,0.7,0.7,93.1,1.6,0.2,0.2,0.2,0.2,2023
Haley Jones,G,40,14.6,3.7,1.4,4.2,33.7,0.2,0.7,21.4,0.8,1.0,75.6,2.4,2.3,0.4,0.3,1.4,2023
Kierstan Bell,G,36,11.8,3.7,1.5,4.3,34.6,0.6,2.3,24.4,0.2,0.3,60.0,1.6,0.5,0.4,0.1,0.4,2023
Rae Burrell,G,29,11.1,3.6,1.2,3.2,38.7,0.6,1.4,39.0,0.6,0.7,81.0,1.2,0.6,0.4,0.1,0.5,2023
Brianna Turner,F,40,26.3,3.5,1.7,2.6,65.0,0.0,0.0,0.0,0.2,0.3,50.0,6.3,1.3,1.0,1.1,1.5,2023
Bridget Carleton,F,38,15.1,3.2,1.1,3.1,34.5,0.8,2.3,33.7,0.3,0.4,73.3,2.3,0.9,0.3,0.1,0.4,2023
Joyner Holmes,F,29,10.2,3.2,1.1,3.0,37.9,0.4,1.4,31.7,0.4,0.6,76.5,2.3,0.9,0.3,0.3,0.5,2023
Jasmine Thomas,G,32,12.8,2.7,0.9,3.4,27.3,0.5,1.9,24.2,0.3,0.3,90.9,1.1,1.3,0.3,0.2,0.7,2023
Jade Melbourne,G,29,10.6,2.6,0.9,2.2,39.1,0.1,0.7,15.0,0.8,1.0,79.3,1.2,1.2,0.4,0.0,0.9,2023
Awak Kuier,F,37,10.8,2.6,1.0,2.5,39.6,0.1,0.6,8.7,0.6,0.7,77.8,2.5,0.5,0.2,0.6,0.6,2023
Veronica Burton,G,40,13.9,2.4,0.6,2.1,29.4,0.3,1.2,27.1,0.8,0.9,91.2,1.8,2.2,0.7,0.3,0.4,2023
Cayla George,F,32,8.5,2.3,0.9,3.3,28.8,0.5,2.0,23.4,0.0,0.1,0.0,1.8,0.4,0.3,0.2,0.8,2023
Nyara Sabally,F,33,7.9,2.3,0.8,1.8,42.4,0.1,0.3,22.2,0.7,1.0,75.0,2.1,0.2,0.1,0.2,0.5,2023
Kiah Stokes,C,40,19.8,2.2,0.9,2.1,43.4,0.1,0.7,18.5,0.2,0.5,50.0,5.9,0.6,0.7,1.0,0.4,2023
Odyssey Sims,G,28,12.0,2.0,0.8,2.5,30.4,0.1,0.5,13.3,0.4,0.7,55.0,1.3,2.2,0.4,0.0,0.6,2023
Maya Caldwell,G,30,10.1,1.9,0.7,2.4,29.2,0.1,1.0,13.8,0.4,0.5,85.7,0.9,0.6,0.3,0.1,0.7,2023
Kadi Sissoko,F,40,8.4,1.5,0.6,1.6,37.1,0.1,0.5,16.7,0.3,0.4,62.5,1.6,0.2,0.1,0.1,0.7,2023
Sydney Colson,G,28,4.8,1.3,0.4,1.0,44.4,0.2,0.6,37.5,0.2,0.2,83.3,0.4,0.8,0.3,0.0,0.2,2023
Jocelyn Willoughby,G,29,6.6,1.2,0.4,1.0,40.0,0.2,0.6,43.8,0.1,0.1,100.0,0.8,0.4,0.1,0.0,0.3,2023
Leigha Brown,G,25,5.2,0.8,0.3,1.0,30.8,0.0,0.4,10.0,0.2,0.2,66.7,0.8,0.4,0.2,0.1,0.4,2023
