Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Liz Cambage,C,32,29.5,23.0,8.7,14.8,58.9,0.4,1.2,32.4,5.3,7.2,73.8,9.7,2.3,0.5,1.7,2.8,2018
Breanna Stewart,F,34,31.6,21.8,7.9,15.0,52.9,1.8,4.3,41.5,4.1,5.1,82.0,8.4,2.5,1.4,1.4,1.8,2018
Diana Taurasi,G,33,30.0,20.7,6.1,13.7,44.6,3.2,8.4,38.3,5.2,5.6,92.5,3.5,5.3,0.9,0.2,2.6,2018
A'ja Wilson,C,33,30.6,20.7,7.4,16.1,46.2,0.0,0.0,0.0,5.8,7.5,77.4,8.0,2.2,0.8,1.7,1.4,2018
Elena Delle Donne,F,29,32.2,20.7,7.6,15.6,48.8,1.7,4.2,40.5,3.8,4.3,88.7,7.2,2.3,0.9,1.4,0.9,2018
Brittney Griner,C,34,32.6,20.5,7.8,14.4,54.4,0.0,0.1,25.0,4.8,6.0,80.0,7.7,2.1,0.5,2.6,2.4,2018
Tina Charles,C,33,33.0,19.7,8.0,16.8,47.3,0.9,2.9,32.6,2.8,3.7,77.0,7.0,2.7,0.7,0.6,2.8,2018
Kayla McBride,G,31,32.3,18.2,6.4,14.2,44.9,1.5,3.9,39.3,3.9,4.3,91.7,3.9,3.5,1.1,0.1,2.0,2018
Maya Moore,F,34,31.8,18.0,6.6,15.5,42.3,1.9,5.3,36.5,2.9,3.5,83.3,5.1,2.6,1.7,0.4,1.8,2018
Skylar Diggins-Smith,G,32,34.1,17.9,5.8,14.4,40.3,1.6,5.4,29.7,4.7,5.6,83.9,3.3,6.2,1.4,0.5,2.5,2018
Candace Parker,F,31,30.6,17.9,6.4,13.5,47.1,1.3,3.8,34.5,3.8,4.7,80.8,8.2,4.7,1.2,1.1,3.0,2018
Sylvia Fowles,C,34,32.0,17.7,7.0,11.3,61.9,0.0,0.0,0.0,3.8,5.0,75.7,11.9,2.2,1.4,1.2,3.0,2018
DeWanna Bonner,F,34,32.9,17.3,6.1,13.5,45.2,1.6,5.2,31.3,3.4,4.0,86.7,7.2,3.2,1.3,0.4,1.6,2018
Tiffany Hayes,G,31,28.9,17.2,5.7,12.9,44.1,1.4,4.2,32.1,4.5,5.5,81.7,3.6,2.7,1.2,0.2,1.6,2018
Angel McCoughtry,F,29,27.6,16.5,5.9,14.0,42.0,0.7,2.6,27.6,4.0,4.8,83.6,6.0,3.0,1.3,0.6,2.6,2018
Jewell Loyd,G,34,29.7,15.5,5.4,12.6,42.3,2.0,5.3,37.0,2.9,3.4,85.1,4.6,3.7,1.3,0.1,1.9,2018
Nneka Ogwumike,F,27,30.8,15.5,6.3,11.9,52.5,0.3,1.0,34.6,2.6,3.2,81.6,6.8,2.0,1.6,0.4,1.5,2018
Allie Quigley,G,32,29.7,15.4,5.7,12.3,46.6,2.3,5.4,42.0,1.7,2.0,85.7,2.4,2.5,0.7,0.3,2.1,2018
Chelsea Gray,G,34,32.7,14.9,5.7,11.7,48.4,1.1,2.9,39.2,2.4,2.9,83.5,3.4,5.1,1.4,0.2,2.3,2018
Chiney Ogwumike,F,31,25.5,14.4,5.7,9.4,60.3,0.0,0.1,50.0,3.0,3.8,79.7,7.3,1.0,1.2,0.6,1.6,2018
Diamond DeShields,G,34,28.5,14.4,4.9,11.5,42.5,1.2,3.6,32.8,3.4,4.1,83.6,4.9,2.2,1.1,0.3,2.1,2018
Candice Dupree,F,32,31.4,14.2,6.2,12.7,48.8,0.0,0.0,0.0,1.8,2.3,81.9,6.4,1.7,0.9,0.3,1.6,2018
Kristi Toliver,G,33,32.9,13.9,4.5,10.4,43.3,2.2,6.1,36.0,2.7,2.9,91.8,2.3,4.4,1.2,0.0,2.2,2018
Natasha Howard,F,34,25.6,13.2,5.1,9.4,54.7,0.5,1.5,32.7,2.4,3.1,79.8,6.4,1.0,1.3,2.0,1.9,2018
Jasmine Thomas,G,34,28.1,12.9,4.7,11.8,39.8,1.4,4.4,31.1,2.1,2.4,85.5,3.3,4.8,1.1,0.2,2.5,2018
Kelsey Mitchell,G,34,24.4,12.7,4.2,12.1,34.6,2.1,6.1,33.5,2.3,2.9,80.4,1.8,2.7,0.7,0.1,1.9,2018
Courtney Williams,G,30,27.1,12.6,5.7,12.5,45.6,0.7,1.8,37.7,0.6,0.8,68.0,5.9,3.0,0.8,0.1,1.8,2018
Courtney Vandersloot,G,30,31.8,12.5,4.5,9.3,48.9,1.5,3.8,39.8,1.9,2.3,82.6,3.7,8.6,1.3,0.6,3.5,2018
Jonquel Jones,F,34,20.5,11.8,4.4,8.0,55.0,1.5,3.1,46.7,1.6,2.3,67.1,5.5,1.7,0.4,1.2,1.6,2018
Ariel Atkins,G,29,22.5,11.3,4.1,9.6,43.2,1.6,4.3,35.7,1.4,1.8,82.4,2.4,2.1,1.3,0.3,1.3,2018
Seimone Augustus,G,33,26.2,10.8,4.7,10.1,46.7,0.6,2.0,31.8,0.7,1.0,70.6,1.8,2.6,0.4,0.2,1.2,2018
Alyssa Thomas,F,24,30.6,10.3,4.1,8.8,46.4,0.0,0.0,0.0,2.2,4.0,54.7,8.1,4.2,1.2,0.4,2.0,2018
Renee Montgomery,G,34,27.5,10.3,3.1,8.1,38.9,2.3,6.2,37.1,1.7,2.0,88.1,1.7,3.7,1.3,0.1,1.6,2018
Natalie Achonwa,F,34,26.0,10.3,4.0,7.6,52.7,0.0,0.0,0.0,2.2,2.8,80.0,6.9,1.4,0.9,0.7,1.1,2018
LaToya Sanders,F,28,24.5,10.2,4.1,6.8,60.7,0.0,0.0,0.0,1.9,2.2,86.9,6.4,1.6,1.3,1.1,1.1,2018
Sue Bird,G,31,26.6,10.1,3.7,8.0,46.6,1.9,4.3,44.8,0.8,0.9,82.8,1.7,7.1,1.1,0.1,1.9,2018
Cheyenne Parker-Tyus,F,34,19.7,10.0,3.8,7.1,53.1,0.2,0.6,31.6,2.3,3.2,71.3,5.8,0.7,0.6,1.1,1.4,2018
Tamera Young,F,33,26.7,9.9,3.9,9.6,40.8,0.1,0.4,30.8,2.0,2.8,70.7,5.1,2.8,1.0,0.2,1.7,2018
Stefanie Dolson,C,27,27.6,9.7,4.0,8.5,46.7,0.7,1.9,34.6,1.1,1.2,93.8,4.6,3.0,0.6,0.9,1.8,2018
Brittney Sykes,G,29,20.7,9.7,3.3,8.1,41.1,0.8,2.8,26.8,2.2,3.4,66.3,3.5,2.3,0.3,0.6,1.1,2018
Kelsey Plum,G,31,25.5,9.5,3.4,7.3,46.7,1.5,3.5,43.9,1.1,1.3,87.5,2.4,4.0,0.8,0.2,1.2,2018
Kayla Thornton,F,34,28.6,9.2,3.4,7.5,44.7,1.3,3.6,35.5,1.3,1.5,86.0,4.0,1.8,1.0,0.4,1.1,2018
Allisha Gray,G,34,26.7,9.2,2.9,7.3,40.3,0.9,3.3,27.0,2.4,2.8,86.3,3.4,2.4,1.3,0.2,1.4,2018
Kia Nurse,G,34,22.8,9.1,3.0,7.5,40.2,1.1,3.7,29.4,2.0,2.3,87.0,2.4,1.6,0.7,0.1,0.9,2018
Elizabeth Williams,C,33,26.8,9.1,3.7,6.7,54.8,0.0,0.0,0.0,1.8,3.1,56.3,5.8,1.4,0.8,1.8,1.2,2018
Tiffany Mitchell,G,34,25.6,9.1,3.2,8.6,37.1,0.5,1.8,26.7,2.2,2.7,83.5,3.1,2.3,0.9,0.2,1.4,2018
Azura Stevens,F,34,20.6,8.9,3.3,7.6,43.0,0.8,2.6,31.8,1.5,1.9,78.8,4.6,1.3,0.9,1.1,1.5,2018
Victoria Vivians,G,34,27.1,8.9,3.1,7.6,40.4,1.9,4.8,39.9,0.8,0.9,93.1,3.1,1.2,0.9,0.1,1.0,2018
Natasha Cloud,G,27,26.5,8.6,3.3,7.6,43.6,1.2,3.1,38.6,0.8,1.0,77.8,3.2,4.6,0.8,0.1,1.7,2018
Bria Hartley,G,34,23.7,8.5,3.0,7.8,38.9,1.1,3.4,30.8,1.4,1.9,70.8,2.9,3.6,0.9,0.1,2.0,2018
Jessica Breland,F,34,26.4,8.3,3.6,8.5,42.8,0.0,0.0,0.0,1.0,1.3,75.0,7.9,2.0,1.1,1.9,1.7,2018
Odyssey Sims,G,34,25.6,8.2,3.1,7.9,38.8,0.4,1.6,27.3,1.7,2.3,72.2,2.5,2.8,0.6,0.0,1.5,2018
Shavonte Zellous,G,22,24.1,8.2,2.9,6.8,42.3,0.4,1.4,26.7,2.1,2.8,75.4,3.1,3.0,0.6,0.2,1.2,2018
Glory Johnson,F,29,22.5,8.0,2.9,7.0,41.7,0.6,1.9,31.5,1.6,2.0,78.0,6.0,1.3,1.0,0.5,1.3,2018
Erica Wheeler,G,34,21.7,7.8,2.9,8.3,35.1,0.6,2.2,27.6,1.4,1.7,79.7,2.9,4.1,0.8,0.2,1.4,2018
Amanda Zahui B.,C,29,15.9,7.7,3.1,6.2,50.0,0.7,2.1,34.4,0.8,1.3,60.5,3.0,0.7,0.4,0.4,1.5,2018
Essence Carson,F,34,23.1,7.5,3.0,6.8,43.5,1.1,3.2,36.1,0.4,0.5,93.8,2.6,0.9,0.9,0.4,0.6,2018
Dearica Hamby,F,33,14.4,7.4,2.8,5.3,52.6,0.4,1.4,28.9,1.4,1.9,74.2,3.6,1.2,0.7,0.3,1.1,2018
Alysha Clark,F,31,26.2,7.4,2.7,5.6,48.0,0.9,2.4,39.2,1.1,1.3,84.6,3.5,1.9,1.0,0.1,1.2,2018
Gabby Williams,F,34,23.0,7.3,3.0,6.9,43.2,0.2,0.8,26.9,1.1,1.4,78.3,4.3,1.6,1.6,0.2,1.1,2018
Rebekkah Brunson,F,25,27.6,7.2,2.6,6.3,40.5,0.7,1.9,37.5,1.3,2.0,67.3,6.8,2.4,0.8,0.5,1.5,2018
Kahleah Copper,G,33,15.9,7.1,2.5,6.2,39.7,0.7,1.9,37.5,1.5,1.7,87.5,2.2,0.6,0.3,0.2,1.0,2018
Riquna Williams,G,33,16.5,7.1,2.5,6.0,40.7,1.5,3.9,37.5,0.7,0.9,80.0,1.4,0.7,0.7,0.1,0.5,2018
Briann January,G,33,27.2,7.0,2.3,5.5,42.3,1.4,3.0,47.0,0.9,1.1,80.6,2.1,3.3,0.6,0.1,1.4,2018
Monique Currie,F,32,15.9,6.6,2.1,5.4,39.5,0.5,1.8,29.3,1.8,2.2,83.1,3.0,0.8,0.4,0.2,1.2,2018
Shekinna Stricklen,F,34,18.8,6.6,2.3,5.3,43.0,1.7,4.0,43.0,0.4,0.4,85.7,2.3,0.5,0.6,0.1,0.6,2018
Danielle Robinson,G,28,18.6,6.5,2.5,5.5,44.5,0.1,0.7,15.8,1.5,1.7,85.4,1.8,3.3,0.9,0.0,1.8,2018
Brittany Boyd-Jones,G,30,20.4,6.4,2.3,5.6,41.4,0.3,0.9,37.0,1.4,1.8,77.4,3.9,5.3,1.2,0.1,2.7,2018
