Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Pascal Siakam F,78,78.0,32.7,20.2,1.7,5.2,6.9,3.4,0.9,0.5,1.4,2.4,2.4,7.9,15.2,51.9,1.6,4.2,38.9,2.9,3.9,73.4,6.2,11.0,56.8,1.335,0.57
Tyrese Haliburton G,73,73.0,33.6,18.6,0.6,3.0,3.5,9.2,1.4,0.7,1.6,1.3,5.6,6.5,13.8,47.3,3.0,7.7,38.8,2.6,3.0,85.1,3.5,6.1,58.1,1.351,0.58
Bennedict Mathurin G,72,49.0,29.8,16.1,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,1.0,5.4,11.8,45.8,1.4,4.0,34.0,3.8,4.6,83.1,4.1,7.8,51.9,1.355,0.52
Myles Turner C,72,72.0,30.2,15.6,1.3,5.3,6.5,1.5,0.8,2.0,1.7,2.5,0.9,5.4,11.3,48.1,2.2,5.5,39.6,2.6,3.3,77.3,3.3,5.8,56.1,1.381,0.58
Aaron Nesmith G,45,37.0,24.9,12.0,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,1.5,4.3,8.4,50.7,1.9,4.3,43.1,1.6,1.8,91.3,2.4,4.1,58.7,1.427,0.62
Obi Toppin F,79,4.0,19.6,10.5,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,1.9,4.0,7.6,52.9,1.4,3.8,36.5,1.1,1.4,78.1,2.6,3.8,69.5,1.391,0.62
Andrew Nembhard G,65,65.0,28.9,10.0,0.5,2.8,3.3,5.0,1.2,0.2,1.7,2.3,2.9,3.8,8.3,45.8,0.8,2.7,29.1,1.7,2.1,79.4,3.0,5.6,53.8,1.212,0.51
T.J. McConnell G,79,1.0,17.9,9.1,0.6,1.9,2.4,4.4,1.1,0.3,1.4,1.0,3.2,4.1,7.9,51.9,0.2,0.6,30.6,0.7,1.0,74.0,3.9,7.3,53.7,1.154,0.53
Isaiah Jackson F,5,1.0,16.8,7.0,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,1.0,2.8,4.6,60.9,0.0,0.0,0.0,1.4,2.8,50.0,2.8,4.6,60.9,1.522,0.61
Thomas Bryant C *,56,8.0,15.1,6.9,1.4,2.5,3.9,0.9,0.5,0.6,0.5,1.2,1.8,2.7,5.2,51.5,0.8,2.3,32.1,0.8,0.9,83.0,1.9,2.9,67.3,1.324,0.59
Jarace Walker F,75,5.0,15.8,6.1,0.3,2.7,3.1,1.5,0.7,0.3,1.0,1.5,1.4,2.3,4.8,47.2,1.0,2.5,40.5,0.6,0.9,66.7,1.3,2.3,54.3,1.281,0.58
James Wiseman C,1,0.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,2.0,3.0,66.7,1.5,0.5
Quenton Jackson G,28,7.0,13.6,5.8,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,3.3,2.1,4.4,47.5,0.5,1.4,37.5,1.1,1.4,77.5,1.5,2.9,52.4,1.328,0.54
Ben Sheppard G,63,9.0,19.5,5.3,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,3.9,1.9,4.6,41.8,1.1,3.2,34.2,0.4,0.4,88.9,0.8,1.4,59.1,1.157,0.54
Tony Bradley C,14,0.0,8.1,4.4,1.3,1.7,3.0,0.4,0.1,0.6,0.4,0.8,1.2,2.1,3.2,64.4,0.1,0.2,33.3,0.1,0.4,33.3,2.0,3.0,66.7,1.356,0.66
Moses Brown C *,9,0.0,5.1,3.2,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,0.0,1.4,2.2,65.0,0.0,0.0,0.0,0.3,0.6,60.0,1.4,2.2,65.0,1.45,0.65
RayJ Dennis G,11,0.0,6.4,2.7,0.2,0.9,1.1,1.3,0.6,0.2,0.5,0.6,2.8,1.0,3.0,33.3,0.5,1.9,28.6,0.2,0.2,100.0,0.5,1.1,41.7,0.909,0.42
Enrique Freeman F,22,1.0,8.2,2.1,0.5,0.9,1.4,0.4,0.1,0.1,0.3,1.0,1.5,0.7,1.7,43.2,0.0,0.5,10.0,0.6,0.9,68.4,0.7,1.2,55.6,1.243,0.45
Johnny Furphy G,50,0.0,7.6,2.1,0.5,1.0,1.4,0.4,0.4,0.2,0.2,0.8,1.6,0.7,1.8,38.0,0.3,1.0,30.0,0.4,0.4,81.8,0.4,0.8,47.6,1.12,0.46
James Johnson PF,12,0.0,3.1,0.7,0.0,0.5,0.5,0.3,0.0,0.2,0.3,0.4,1.0,0.3,0.9,36.4,0.0,0.3,0.0,0.0,0.1,0.0,0.3,0.7,50.0,0.727,0.36
Tristen Newton G *,5,0.0,1.6,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,1.0,0.2,1.2,16.7,0.0,0.6,0.0,0.2,0.2,100.0,0.2,0.6,33.3,0.5,0.17
Jahlil Okafor C,1,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,82,,,117.4,9.2,32.7,41.8,29.2,8.5,5.5,12.2,18.7,2.4,43.6,89.3,48.8,13.2,35.8,36.8,17.0,21.6,78.9,30.4,53.6,56.8,1.314,0.56
