Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Anthony Edwards G,79,79.0,36.3,27.6,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,1.4,9.1,20.4,44.7,4.1,10.3,39.5,5.3,6.3,83.7,5.1,10.1,50.1,1.35,0.55
Julius Randle F,69,69.0,32.3,18.7,2.1,5.0,7.1,4.7,0.7,0.2,2.8,2.5,1.6,6.6,13.6,48.5,1.6,4.6,34.4,3.9,4.9,80.6,5.0,9.1,55.5,1.372,0.54
Naz Reid C,80,17.0,27.5,14.2,1.2,4.9,6.0,2.3,0.7,0.9,1.4,2.4,1.7,5.3,11.5,46.2,2.2,5.8,37.9,1.4,1.8,77.6,3.1,5.8,54.4,1.233,0.56
Jaden McDaniels F,82,82.0,31.9,12.2,1.6,4.2,5.7,2.0,1.3,0.9,1.2,2.7,1.7,4.9,10.2,47.7,1.2,3.7,33.0,1.3,1.6,81.3,3.6,6.5,56.1,1.199,0.54
Rudy Gobert C,72,72.0,33.2,12.0,3.7,7.2,10.9,1.8,0.8,1.4,1.2,2.5,1.4,4.7,7.1,66.9,0.0,0.0,0.0,2.6,3.8,67.4,4.7,7.1,66.9,1.698,0.67
Donte DiVincenzo G,62,10.0,25.9,11.7,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,2.3,4.0,9.6,42.2,2.8,7.1,39.7,0.8,1.0,77.8,1.2,2.5,49.0,1.219,0.57
Nickeil Alexander-Walker G,82,10.0,25.3,9.4,0.7,2.6,3.2,2.7,0.6,0.4,1.2,1.7,2.3,3.3,7.5,43.8,1.7,4.5,38.1,1.1,1.4,78.0,1.6,3.0,52.4,1.255,0.55
Mike Conley G,71,64.0,24.7,8.2,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,4.3,2.6,6.6,40.0,1.8,4.4,41.0,1.1,1.3,90.0,0.8,2.2,38.0,1.244,0.54
Rob Dillingham G,49,1.0,10.5,4.5,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,1.8,1.9,4.3,44.1,0.5,1.5,33.8,0.2,0.3,53.3,1.4,2.8,49.6,1.038,0.5
Terrence Shannon Jr. G,32,1.0,10.6,4.3,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,2.1,1.7,3.6,48.2,0.3,1.0,35.5,0.5,0.7,81.0,1.4,2.6,53.0,1.211,0.53
Jaylen Clark G,40,4.0,13.1,4.1,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,3.3,1.4,3.0,46.7,0.6,1.3,43.1,0.7,0.9,78.4,0.9,1.7,49.3,1.358,0.56
Luka Garza C,39,0.0,5.6,3.5,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,0.9,1.3,2.7,49.5,0.3,0.9,27.8,0.6,0.9,68.6,1.1,1.8,60.9,1.314,0.54
Josh Minott F,46,0.0,6.0,2.6,0.3,0.8,1.0,0.4,0.3,0.3,0.2,0.7,1.6,1.0,2.0,48.9,0.3,0.9,32.6,0.4,0.4,89.5,0.7,1.0,63.8,1.322,0.57
Leonard Miller F,13,0.0,2.5,1.5,0.2,0.6,0.8,0.0,0.2,0.1,0.2,0.2,0.0,0.5,1.2,40.0,0.0,0.4,0.0,0.6,0.6,100.0,0.5,0.8,60.0,1.333,0.4
Bones Hyland G *,4,0.0,4.3,1.3,0.0,0.3,0.3,1.0,0.0,0.0,0.3,0.8,4.0,0.5,0.8,66.7,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.3,100.0,1.667,0.83
Joe Ingles F,19,1.0,6.0,0.8,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,2.6,0.3,1.2,26.1,0.2,0.8,20.0,0.0,0.0,0.0,0.2,0.4,37.5,0.652,0.33
PJ Dozier G,9,0.0,3.9,0.8,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,5.0,0.2,0.3,66.7,0.2,0.3,66.7,0.1,0.7,16.7,0.0,0.0,0.0,2.333,1.0
Daishen Nix SG,3,0.0,4.3,0.3,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.8,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.7,50.0,0.0,0.0,0.0,1.0,0.0
Jesse Edwards C,2,0.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tristen Newton G *,3,0.0,2.7,0.0,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.7,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
Total,82,,,114.3,11.1,33.2,44.3,26.1,8.0,5.0,13.7,18.3,1.9,41.0,87.6,46.8,15.0,39.9,37.7,17.2,21.8,78.9,26.0,47.7,54.5,1.305,0.55
