Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Victor Wembanyama F,46,46.0,33.2,24.3,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,1.1,8.9,18.6,47.6,3.1,8.8,35.2,3.4,4.1,83.6,5.8,9.9,58.6,1.302,0.56
De'Aaron Fox G *,17,17.0,34.0,19.7,0.5,3.8,4.3,6.8,1.5,0.3,2.4,2.7,2.8,7.4,16.5,44.6,1.5,5.6,27.4,3.5,4.2,81.9,5.8,10.9,53.5,1.196,0.49
Devin Vassell G,64,53.0,31.0,16.3,0.5,3.5,4.0,2.9,1.3,0.5,1.4,1.7,2.1,6.2,13.9,44.3,2.5,6.7,36.8,1.5,1.9,79.2,3.7,7.2,51.3,1.171,0.53
Stephon Castle G,81,47.0,26.7,14.7,1.1,2.6,3.7,4.1,0.9,0.3,2.2,2.0,1.9,5.2,12.2,42.8,1.2,4.1,28.5,3.1,4.2,72.4,4.0,8.1,50.1,1.204,0.48
Keldon Johnson F,77,0.0,23.9,12.7,1.5,3.4,4.8,1.6,0.6,0.3,1.0,1.5,1.6,4.8,10.0,48.2,1.1,3.6,31.8,1.9,2.5,77.3,3.7,6.4,57.3,1.271,0.54
Harrison Barnes F,82,82.0,27.2,12.3,1.2,2.6,3.8,1.7,0.5,0.2,0.6,0.9,2.7,4.2,8.3,50.8,1.9,4.4,43.3,2.0,2.4,80.9,2.3,3.9,59.1,1.48,0.62
Jeremy Sochan F,54,23.0,25.3,11.4,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,1.5,4.6,8.7,53.5,0.5,1.7,30.8,1.6,2.3,69.6,4.1,7.0,59.0,1.316,0.57
Julian Champagnie F,82,29.0,23.6,9.9,0.8,3.1,3.9,1.4,0.7,0.4,0.9,1.4,1.5,3.4,8.1,41.5,2.2,5.9,37.1,1.0,1.1,90.4,1.2,2.3,53.0,1.226,0.55
Chris Paul G,82,82.0,28.0,8.8,0.4,3.2,3.6,7.4,1.3,0.3,1.6,1.8,4.7,3.0,7.1,42.7,1.7,4.5,37.7,1.0,1.1,92.4,1.3,2.6,51.4,1.24,0.55
Sandro Mamukelashvili F,61,0.0,11.2,6.3,1.0,2.0,3.1,0.8,0.3,0.3,0.4,1.0,1.8,2.3,4.6,50.2,1.0,2.6,37.3,0.7,1.0,74.1,1.3,2.0,67.5,1.37,0.61
Bismack Biyombo C,28,26.0,18.8,5.1,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,1.1,2.4,4.1,58.8,0.0,0.0,0.0,0.4,0.9,40.0,2.4,4.1,58.8,1.263,0.59
Malaki Branham G,47,0.0,9.1,5.0,0.1,0.9,1.1,0.8,0.2,0.0,0.7,0.6,1.1,1.9,4.0,45.8,0.7,1.8,40.5,0.6,0.7,81.8,1.1,2.3,50.0,1.237,0.55
Zach Collins F *,36,4.0,11.8,4.6,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,2.3,1.7,3.7,46.2,0.4,1.3,30.4,0.9,1.0,88.6,1.3,2.4,54.7,1.265,0.52
Tre Jones G *,28,0.0,16.1,4.4,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,5.0,1.6,3.3,48.4,0.3,0.9,30.8,0.9,1.2,75.8,1.3,2.4,55.2,1.323,0.53
Charles Bassey C,36,1.0,10.4,4.4,1.6,2.7,4.2,0.5,0.4,0.8,0.6,1.4,0.7,1.9,3.3,58.1,0.0,0.0,0.0,0.6,0.9,63.6,1.9,3.3,58.1,1.342,0.58
Blake Wesley G,58,0.0,11.8,3.7,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,2.1,1.4,3.2,43.5,0.3,1.0,29.3,0.7,1.1,62.3,1.1,2.2,50.0,1.167,0.48
David Duke Jr. G,6,0.0,5.7,2.7,0.2,0.7,0.8,0.7,0.2,0.0,0.3,0.2,2.0,1.0,2.3,42.9,0.5,1.0,50.0,0.2,0.3,50.0,0.5,1.3,37.5,1.143,0.54
Jordan McLaughlin G *,18,0.0,6.9,2.5,0.1,0.4,0.5,1.5,0.3,0.1,0.3,0.3,5.4,0.8,1.6,53.6,0.5,1.1,45.0,0.3,0.3,100.0,0.3,0.4,75.0,1.607,0.7
Sidy Cissoko G *,17,0.0,3.2,1.3,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,3.0,0.5,1.1,50.0,0.2,0.4,42.9,0.1,0.4,16.7,0.4,0.6,54.5,1.222,0.58
Harrison Ingram F,5,0.0,7.0,0.8,0.4,1.4,1.8,0.6,0.6,0.0,0.2,0.4,3.0,0.4,0.8,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.6,66.7,1.0,0.5
Riley Minix F,1,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,82,,,113.9,10.9,32.7,43.7,28.6,8.2,5.5,13.3,16.6,2.2,41.8,89.8,46.5,14.1,39.6,35.7,16.2,21.0,77.4,27.7,50.2,55.1,1.269,0.54
