Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Kevin Durant F,62,62.0,36.5,26.6,0.4,5.7,6.0,4.2,0.8,1.2,3.1,1.7,1.4,9.5,18.1,52.7,2.6,6.0,43.0,4.9,5.8,83.9,7.0,12.1,57.4,1.465,0.6
Devin Booker G,75,75.0,37.3,25.6,1.0,3.1,4.1,7.1,0.9,0.2,2.9,2.6,2.4,8.7,18.9,46.1,2.4,7.3,33.2,5.8,6.4,89.4,6.3,11.6,54.2,1.354,0.53
Bradley Beal G,53,38.0,32.1,17.0,0.6,2.7,3.3,3.7,1.1,0.5,1.9,2.6,2.0,6.5,13.1,49.7,1.9,5.0,38.6,2.1,2.6,80.3,4.6,8.1,56.5,1.3,0.57
Grayson Allen G,64,7.0,24.1,10.6,0.5,2.5,3.0,2.1,0.8,0.3,1.2,1.5,1.8,3.4,7.6,44.8,2.3,5.5,42.6,1.5,1.8,81.6,1.1,2.2,50.4,1.391,0.6
Tyus Jones G,81,58.0,26.8,10.2,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,4.7,3.8,8.4,44.8,2.0,5.0,41.4,0.6,0.7,89.5,1.7,3.5,49.6,1.214,0.57
Nick Richards C *,36,34.0,22.7,9.5,2.7,5.9,8.6,0.6,0.2,0.8,1.3,2.6,0.4,3.9,6.5,60.5,0.0,0.0,0.0,1.7,2.0,82.2,3.9,6.4,60.8,1.468,0.61
Royce O'Neale F,75,22.0,24.5,9.1,0.7,3.9,4.7,2.2,0.9,0.5,0.9,2.0,2.5,3.2,7.6,42.3,2.4,5.9,40.6,0.3,0.3,73.1,0.8,1.7,48.1,1.193,0.58
Jusuf Nurkic C *,25,23.0,23.7,8.6,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,0.8,3.0,6.5,45.4,0.8,2.4,32.2,1.9,2.8,69.6,2.2,4.2,52.9,1.319,0.51
Ryan Dunn F,74,44.0,19.1,6.9,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,1.4,2.8,6.4,43.0,1.1,3.6,31.1,0.3,0.5,48.7,1.7,2.9,57.7,1.071,0.52
Bol Bol C,36,10.0,12.4,6.8,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,1.1,2.7,5.1,52.5,0.9,2.6,34.4,0.6,0.7,76.9,1.8,2.5,71.1,1.333,0.61
Josh Okogie G *,25,1.0,14.0,6.0,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,0.9,2.2,4.6,49.1,0.6,1.7,38.1,0.9,1.3,68.8,1.6,2.9,55.6,1.316,0.56
Collin Gillespie G,33,9.0,14.0,5.9,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,4.6,2.1,4.8,43.0,1.2,2.7,43.3,0.6,0.7,86.4,0.9,2.1,42.6,1.228,0.55
Monte Morris PG,45,0.0,12.7,5.2,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,3.5,1.8,4.3,42.6,0.7,1.9,36.0,0.8,0.9,85.7,1.2,2.4,47.7,1.195,0.51
Mason Plumlee C,74,21.0,17.6,4.5,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,2.3,1.7,2.7,61.9,0.0,0.1,0.0,1.1,1.7,64.8,1.7,2.7,63.1,1.649,0.62
Oso Ighodaro F,61,6.0,17.1,4.2,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,1.8,1.9,3.1,60.4,0.0,0.0,0.0,0.5,0.8,58.0,1.9,3.0,61.1,1.364,0.6
Cody Martin SF *,14,0.0,14.7,3.7,0.9,2.5,3.4,1.1,0.9,0.4,0.6,1.6,1.8,1.4,4.1,35.1,0.2,1.9,11.1,0.6,0.9,75.0,1.2,2.1,56.7,0.912,0.38
Damion Lee SG,25,0.0,5.8,3.3,0.1,0.7,0.8,0.4,0.2,0.0,0.4,0.2,1.1,1.1,3.0,36.5,0.4,1.5,24.3,0.8,0.8,95.2,0.7,1.5,48.6,1.122,0.43
TyTy Washington Jr. G,16,0.0,7.4,2.2,0.3,0.6,0.8,1.0,0.2,0.0,0.2,0.3,5.3,0.9,2.8,31.1,0.3,1.3,19.0,0.2,0.4,50.0,0.6,1.5,41.7,0.778,0.36
Jalen Bridges F,8,0.0,3.8,1.1,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.9,28.6,0.3,0.9,28.6,0.4,0.5,75.0,0.0,0.0,0.0,1.286,0.43
Vasilije Micic G *,5,0.0,4.2,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.6,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,82,,,113.6,9.5,32.9,42.5,27.8,7.2,4.8,13.2,17.9,2.1,41.2,86.3,47.8,14.3,38.0,37.8,16.8,20.8,81.0,26.9,48.3,55.6,1.317,0.56
