Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Donovan Mitchell G,71,71.0,31.4,24.0,0.8,3.7,4.5,5.0,1.3,0.2,2.1,2.0,2.4,8.2,18.6,44.3,3.3,8.9,36.8,4.2,5.1,82.3,5.0,9.7,51.2,1.289,0.53
Darius Garland G,75,75.0,30.7,20.6,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,2.7,7.4,15.7,47.2,2.8,7.1,40.1,3.0,3.4,87.8,4.6,8.6,53.0,1.315,0.56
Evan Mobley C,71,71.0,30.5,18.5,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,1.6,7.1,12.8,55.7,1.2,3.2,37.0,3.1,4.3,72.5,5.9,9.5,62.1,1.453,0.6
De'Andre Hunter F *,27,5.0,25.0,14.3,0.6,3.6,4.2,1.3,0.7,0.3,0.9,2.5,1.5,4.9,10.0,48.5,2.2,5.2,42.6,2.4,2.9,82.1,2.6,4.8,55.0,1.43,0.6
Jarrett Allen C,82,82.0,28.0,13.5,2.6,7.1,9.7,1.9,0.9,0.9,1.2,1.5,1.6,5.5,7.8,70.6,0.0,0.1,0.0,2.4,3.4,71.8,5.5,7.7,71.2,1.723,0.71
Ty Jerome G,70,3.0,19.9,12.5,0.7,1.8,2.5,3.4,1.1,0.0,1.3,1.5,2.6,4.6,8.8,51.6,1.6,3.6,43.9,1.8,2.1,87.2,3.0,5.2,57.0,1.421,0.61
Caris LeVert G *,38,3.0,23.8,10.2,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,2.7,3.6,7.8,45.3,1.6,3.9,40.5,1.5,2.2,69.9,2.0,3.9,50.0,1.302,0.55
Max Strus G,50,37.0,25.5,9.4,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,2.9,3.3,7.5,44.2,2.3,5.9,38.6,0.6,0.7,82.4,1.0,1.6,65.0,1.263,0.59
Georges Niang F *,51,1.0,20.6,8.7,0.7,3.0,3.7,1.3,0.3,0.1,0.9,2.5,1.4,3.3,6.8,47.7,1.8,4.4,40.0,0.5,0.6,79.3,1.5,2.4,61.8,1.279,0.61
Nae'Qwan Tomlin F,5,1.0,12.6,7.2,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,1.0,2.6,6.4,40.6,0.4,2.0,20.0,1.6,2.2,72.7,2.2,4.4,50.0,1.125,0.44
Sam Merrill G,71,4.0,19.7,7.2,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,3.1,2.4,6.0,40.6,1.9,5.2,37.2,0.4,0.4,96.6,0.5,0.8,62.5,1.2,0.57
Isaac Okoro F,55,22.0,19.1,6.1,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,3.0,2.3,4.9,46.4,1.0,2.7,37.1,0.6,0.8,71.7,1.2,2.1,58.6,1.262,0.57
Dean Wade F,59,30.0,21.2,5.4,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,3.5,1.9,4.6,41.3,1.4,3.8,36.0,0.3,0.5,53.3,0.5,0.8,65.3,1.181,0.56
Emoni Bates F,10,0.0,7.5,3.7,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,4.0,1.3,3.8,34.2,1.1,3.0,36.7,0.0,0.0,0.0,0.2,0.8,25.0,0.974,0.49
Craig Porter Jr. G,51,1.0,10.1,3.7,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,1.9,1.4,2.7,51.4,0.4,0.9,43.8,0.5,0.6,71.9,1.0,1.8,55.4,1.343,0.59
Jaylon Tyson G,47,3.0,9.6,3.6,0.8,1.3,2.0,0.9,0.3,0.1,0.6,1.1,1.7,1.4,3.2,43.0,0.4,1.2,34.5,0.4,0.5,79.2,0.9,1.9,48.4,1.121,0.5
Javonte Green G *,18,1.0,9.2,3.3,0.6,1.7,2.2,0.6,0.6,0.1,0.2,1.2,2.8,1.3,3.5,36.5,0.4,1.8,24.2,0.3,0.6,50.0,0.8,1.7,50.0,0.937,0.43
JT Thor F *,9,0.0,4.7,3.1,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,0.2,1.0,1.7,60.0,0.3,0.7,50.0,0.8,0.9,87.5,0.7,1.0,66.7,1.867,0.7
Chuma Okeke F *,2,0.0,12.5,2.5,0.5,1.5,2.0,1.0,0.0,0.5,0.0,0.0,inf,1.0,3.5,28.6,0.5,3.0,16.7,0.0,0.0,0.0,0.5,0.5,100.0,0.714,0.36
Tristan Thompson C,40,0.0,8.2,1.7,0.8,2.6,3.4,0.6,0.1,0.3,0.4,0.9,1.7,0.8,1.8,43.7,0.0,0.1,0.0,0.2,0.8,23.3,0.8,1.7,45.6,0.972,0.44
Luke Travers F,12,0.0,7.3,1.0,0.7,1.0,1.7,0.7,0.1,0.1,0.7,0.5,1.0,0.4,1.7,25.0,0.0,0.8,0.0,0.2,0.2,100.0,0.4,0.9,45.5,0.6,0.25
Total,82,,,121.9,11.2,34.2,45.4,28.1,8.2,4.3,12.5,18.1,2.2,44.5,90.8,49.1,15.9,41.5,38.3,17.0,21.9,77.6,28.6,49.3,58.1,1.343,0.58
