Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
RJ Barrett F,58,58.0,32.2,21.1,1.1,5.3,6.3,5.4,0.8,0.3,2.8,2.4,1.9,7.9,16.9,46.8,1.8,5.3,35.0,3.4,5.4,63.0,6.1,11.7,52.2,1.245,0.52
Scottie Barnes F,65,65.0,32.8,19.3,1.7,6.0,7.7,5.8,1.4,1.0,2.8,1.7,2.0,7.3,16.4,44.6,1.2,4.3,27.1,3.5,4.6,75.5,6.1,12.0,50.8,1.178,0.48
Immanuel Quickley G,33,33.0,27.8,17.1,0.5,3.1,3.5,5.8,0.7,0.1,1.8,1.8,3.3,5.6,13.3,42.0,2.6,6.8,37.8,3.4,3.9,86.7,3.0,6.5,46.5,1.288,0.52
Jakob Poeltl C,57,56.0,29.6,14.5,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.1,1.4,6.4,10.2,62.7,0.0,0.1,33.3,1.7,2.5,67.4,6.4,10.1,62.8,1.423,0.63
Gradey Dick G,54,54.0,29.4,14.4,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,1.2,4.9,12.0,41.0,2.1,6.0,35.0,2.5,2.9,85.8,2.8,5.9,47.0,1.201,0.5
Jared Rhoden G *,10,2.0,21.5,11.4,1.2,2.6,3.8,1.4,0.9,0.2,0.8,1.9,1.8,4.0,7.9,50.6,1.2,3.7,32.4,2.2,2.5,88.0,2.8,4.2,66.7,1.443,0.58
Ochai Agbaji G,64,45.0,27.2,10.4,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,1.8,4.2,8.3,49.8,1.6,4.0,39.9,0.5,0.8,70.8,2.6,4.4,58.7,1.249,0.59
Chris Boucher F,50,0.0,17.2,10.0,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,1.1,3.6,7.4,49.2,1.4,3.9,36.3,1.4,1.7,78.2,2.2,3.5,63.3,1.357,0.59
A.J. Lawson G,26,2.0,18.7,9.1,0.8,2.5,3.3,1.2,0.5,0.2,0.6,1.7,2.1,3.1,7.3,42.1,1.3,3.9,32.7,1.7,2.4,68.3,1.8,3.4,52.8,1.242,0.51
Ja'Kobe Walter G,52,18.0,21.2,8.6,1.1,1.9,3.1,1.6,0.8,0.2,1.0,1.8,1.6,3.1,7.6,40.5,1.3,3.6,34.9,1.3,1.6,79.5,1.8,4.0,45.4,1.142,0.49
Bruce Brown G *,18,0.0,19.6,8.4,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,1.5,3.2,7.3,43.5,0.6,2.0,30.6,1.4,1.6,89.7,2.6,5.3,48.4,1.153,0.48
Orlando Robinson C *,35,8.0,20.4,8.1,2.5,3.4,5.9,1.9,0.4,0.4,1.3,2.7,1.5,3.1,7.0,44.7,0.5,1.3,34.0,1.4,1.8,79.4,2.7,5.6,47.2,1.164,0.48
Cole Swider F *,8,0.0,19.5,7.4,0.6,2.5,3.1,0.3,0.5,0.3,0.5,1.4,0.5,2.8,7.3,37.9,1.9,5.3,35.7,0.0,0.1,0.0,0.9,2.0,43.8,1.017,0.51
Colin Castleton C *,11,4.0,26.2,7.2,3.1,3.8,6.9,1.6,0.5,0.7,1.9,2.9,0.9,2.9,5.8,50.0,0.2,0.7,25.0,1.2,1.6,72.2,2.7,5.1,53.6,1.234,0.52
Kelly Olynyk F *,24,2.0,16.0,7.1,1.0,2.7,3.7,2.3,0.7,0.3,1.5,2.5,1.6,2.5,4.9,50.0,0.8,1.8,44.2,1.4,1.8,79.1,1.7,3.1,53.3,1.449,0.58
Jamal Shead G,75,11.0,19.6,7.1,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,2.7,2.7,6.7,40.5,1.0,3.0,32.3,0.7,0.9,76.8,1.8,3.7,47.0,1.058,0.48
Jamison Battle F,59,10.0,17.7,7.1,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,2.0,2.5,5.9,42.9,1.8,4.4,40.5,0.3,0.3,88.9,0.7,1.5,50.0,1.207,0.58
