Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Paolo Banchero F,46,46.0,34.4,25.9,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,1.6,9.0,19.8,45.2,1.9,5.9,32.0,6.1,8.4,72.7,7.1,13.9,50.9,1.307,0.5
Franz Wagner F,60,60.0,33.7,24.2,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,2.1,9.0,19.4,46.3,1.7,5.9,29.5,4.5,5.2,87.1,7.2,13.5,53.5,1.248,0.51
Jalen Suggs G,35,35.0,28.6,16.2,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,1.3,5.6,13.7,41.0,2.2,6.9,31.4,2.8,3.1,88.2,3.5,6.8,50.6,1.179,0.49
Moritz Wagner F,30,1.0,18.8,12.9,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,0.9,4.7,8.3,56.2,0.9,2.5,36.0,2.6,3.7,71.8,3.8,5.8,64.9,1.55,0.62
Anthony Black G,78,10.0,24.2,9.4,0.7,2.3,2.9,3.1,1.1,0.6,1.8,2.1,1.7,3.4,7.9,42.3,0.8,2.5,31.8,1.9,2.5,76.1,2.6,5.4,47.1,1.187,0.47
Cole Anthony G,67,22.0,18.4,9.4,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,1.9,3.4,8.1,42.4,1.1,3.3,35.3,1.4,1.7,82.3,2.3,4.9,47.1,1.16,0.49
Wendell Carter Jr. C,68,51.0,25.9,9.1,2.2,5.0,7.2,2.0,0.8,0.6,1.1,2.9,1.7,3.3,7.2,46.0,0.5,2.3,23.4,1.9,2.6,73.7,2.8,4.9,56.8,1.259,0.5
Kentavious Caldwell-Pope G,77,77.0,29.6,8.7,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,2.2,3.1,7.1,43.9,1.5,4.3,34.2,1.1,1.2,86.3,1.6,2.8,58.9,1.237,0.54
Tristan da Silva F,74,38.0,22.0,7.2,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,2.0,2.7,6.5,41.2,1.1,3.2,33.5,0.7,0.9,87.3,1.6,3.3,48.8,1.104,0.49
Goga Bitadze C,70,42.0,20.4,7.2,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,1.9,3.0,4.8,61.1,0.0,0.4,10.7,1.2,1.9,63.9,2.9,4.4,65.6,1.481,0.62
Jonathan Isaac F,71,1.0,15.4,5.4,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,1.2,1.9,4.6,41.4,0.5,2.1,25.8,1.0,1.5,68.2,1.3,2.4,54.9,1.173,0.47
Trevelin Queen SG,31,2.0,13.9,4.9,0.8,0.9,1.7,1.2,1.0,0.3,0.7,1.2,1.7,1.8,4.7,38.1,0.7,2.5,28.6,0.6,0.7,85.7,1.1,2.3,48.6,1.034,0.46
Jett Howard G,60,0.0,11.7,4.5,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,1.2,1.6,4.4,37.4,0.9,3.1,29.6,0.3,0.4,69.6,0.7,1.3,56.6,1.019,0.48
Caleb Houstan G,58,6.0,13.6,4.1,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,2.7,1.4,3.3,42.1,1.1,2.8,40.0,0.3,0.3,88.2,0.3,0.5,53.3,1.258,0.59
Cory Joseph PG,50,16.0,12.2,3.5,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,4.0,1.2,3.1,40.3,0.8,2.1,36.4,0.3,0.4,77.8,0.5,0.9,48.9,1.149,0.53
Gary Harris G,48,3.0,14.8,3.0,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,1.8,1.1,2.8,38.3,0.8,2.1,35.6,0.1,0.3,58.3,0.3,0.7,46.9,1.09,0.52
Mac McClung G,2,0.0,5.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1.0,inf,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Total,82,,,105.4,11.1,30.7,41.8,23.0,8.9,6.0,13.1,20.1,1.8,38.2,85.8,44.5,11.2,35.3,31.8,17.9,23.0,77.5,26.9,50.5,53.3,1.229,0.51
