Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Luka Doncic G *,28,28.0,35.1,28.2,0.9,7.2,8.1,7.5,1.6,0.4,3.7,2.4,2.0,8.8,20.0,43.8,3.6,9.6,37.9,7.0,8.9,79.1,5.1,10.4,49.3,1.411,0.53
Anthony Davis F *,42,42.0,34.3,25.7,2.8,9.0,11.9,3.4,1.3,2.1,2.2,2.0,1.5,9.5,18.0,52.8,0.7,2.2,29.8,6.0,7.6,78.8,8.9,15.8,56.0,1.426,0.55
LeBron James F,70,70.0,34.9,24.4,1.0,6.8,7.8,8.2,1.0,0.6,3.7,1.4,2.2,9.3,18.1,51.3,2.1,5.7,37.6,3.7,4.7,78.2,7.2,12.5,57.4,1.346,0.57
Austin Reaves G,73,73.0,34.9,20.2,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,2.4,6.5,14.2,46.0,2.7,7.3,37.7,4.4,5.0,87.7,3.8,6.9,54.7,1.422,0.56
Rui Hachimura F,59,57.0,31.7,13.1,1.3,3.7,5.0,1.4,0.8,0.4,0.8,1.8,1.7,5.0,9.8,50.9,1.7,4.2,41.3,1.5,1.9,77.0,3.2,5.6,58.1,1.345,0.6
D'Angelo Russell G *,29,10.0,26.3,12.4,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,2.7,4.4,10.7,41.5,1.9,5.8,33.3,1.6,1.8,84.9,2.5,4.9,51.0,1.154,0.5
Dalton Knecht F,78,16.0,19.2,9.1,0.5,2.3,2.8,0.8,0.3,0.1,0.5,1.2,1.8,3.3,7.1,46.1,1.6,4.4,37.6,0.8,1.1,76.2,1.7,2.8,59.4,1.268,0.58
Max Christie G *,46,25.0,25.1,8.5,0.5,2.1,2.7,1.4,0.8,0.5,0.8,1.6,1.7,2.8,6.3,44.4,1.3,3.5,36.8,1.6,1.9,85.1,1.5,2.7,54.4,1.354,0.55
Dorian Finney-Smith F *,43,20.0,28.8,7.9,1.1,2.5,3.6,1.4,0.9,0.3,0.9,1.9,1.6,2.8,6.4,44.2,1.9,4.8,39.8,0.3,0.5,71.4,0.9,1.6,57.1,1.236,0.59
Jaxson Hayes C,56,35.0,19.5,6.8,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,1.3,2.9,4.0,72.2,0.0,0.1,0.0,1.1,1.8,62.2,2.9,3.9,73.2,1.717,0.72
Gabe Vincent G,72,11.0,21.2,6.4,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,2.4,2.3,5.8,40.0,1.5,4.3,35.3,0.2,0.3,71.4,0.8,1.5,53.2,1.095,0.53
Jordan Goodwin G,29,5.0,18.7,5.6,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,1.6,2.2,5.0,43.8,0.9,2.3,38.2,0.3,0.4,81.8,1.3,2.6,48.7,1.118,0.53
Markieff Morris PF *,8,2.0,15.5,5.5,0.4,1.5,1.9,2.1,0.1,0.3,0.4,1.8,5.7,2.0,6.0,33.3,0.9,2.9,30.4,0.6,0.8,83.3,1.1,3.1,36.0,0.917,0.41
Jarred Vanderbilt F,36,2.0,16.1,4.1,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,1.4,1.6,3.4,48.8,0.3,0.9,28.1,0.6,1.0,55.6,1.4,2.5,56.2,1.215,0.52
Shake Milton SG *,30,1.0,11.5,3.9,0.5,1.3,1.8,1.3,0.3,0.1,0.7,0.8,1.9,1.4,3.2,43.3,0.3,1.1,29.4,0.7,0.9,84.6,1.1,2.1,50.8,1.196,0.48
Cam Reddish SF,33,8.0,17.8,3.2,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,1.8,1.2,2.8,40.4,0.4,1.4,27.7,0.5,0.8,61.5,0.8,1.4,53.2,1.117,0.47
Trey Jemison III F *,22,0.0,10.3,2.6,1.0,1.8,2.8,0.3,0.1,0.4,0.6,1.9,0.4,1.2,1.9,61.9,0.0,0.0,0.0,0.2,0.5,41.7,1.2,1.9,61.9,1.357,0.62
Christian Koloko C,37,0.0,9.2,2.4,0.9,1.5,2.5,0.4,0.2,0.4,0.3,1.2,1.3,1.1,1.8,60.6,0.0,0.1,0.0,0.3,0.4,71.4,1.1,1.7,64.5,1.364,0.61
Bronny James G,27,1.0,6.7,2.3,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,1.7,0.8,2.5,31.3,0.3,1.2,28.1,0.4,0.5,78.6,0.4,1.3,34.3,0.925,0.38
Alex Len C *,10,4.0,12.2,2.2,1.3,1.8,3.1,0.8,0.1,0.3,0.9,2.1,0.9,1.0,2.2,45.5,0.1,0.3,33.3,0.1,0.4,25.0,0.9,1.9,47.4,1.0,0.48
