Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Ja Morant G,50,50.0,30.4,23.2,0.7,3.4,4.1,7.3,1.2,0.2,3.7,2.3,2.0,8.1,17.8,45.4,1.8,5.7,30.9,5.3,6.4,82.4,6.3,12.1,52.3,1.304,0.5
Jaren Jackson Jr. F,74,74.0,29.8,22.2,1.2,4.4,5.6,2.0,1.2,1.5,2.1,3.5,1.0,8.0,16.4,48.8,2.0,5.3,37.5,4.2,5.4,78.1,6.0,11.1,54.1,1.353,0.55
Desmond Bane G,69,68.0,32.0,19.2,0.9,5.2,6.1,5.3,1.2,0.4,2.4,2.4,2.2,7.1,14.8,48.4,2.4,6.1,39.2,2.6,2.9,89.4,4.8,8.7,54.8,1.304,0.56
Santi Aldama F,65,16.0,25.5,12.5,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,2.6,4.8,10.0,48.3,1.8,5.0,36.8,1.0,1.4,69.1,3.0,5.0,59.9,1.252,0.58
Jaylen Wells F,79,74.0,25.9,10.4,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,2.0,3.6,8.6,42.5,1.7,5.0,35.2,1.4,1.7,82.2,1.9,3.6,52.5,1.217,0.53
Scotty Pippen Jr. G,79,21.0,21.3,9.9,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,2.5,3.6,7.5,48.0,1.1,2.8,39.7,1.5,2.2,71.3,2.5,4.7,52.8,1.311,0.55
Zach Edey C,66,55.0,21.5,9.2,3.5,4.8,8.3,1.0,0.5,1.3,1.3,2.8,0.7,3.8,6.6,58.0,0.3,0.8,34.6,1.4,1.9,70.9,3.5,5.8,61.2,1.409,0.6
Luke Kennard G,65,11.0,22.6,8.9,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,3.0,3.2,6.6,47.8,1.7,4.0,43.3,0.8,0.9,89.5,1.4,2.6,54.7,1.336,0.61
Marcus Smart G *,19,6.0,21.1,8.7,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,2.0,2.8,7.8,35.8,1.5,4.7,32.2,1.6,1.9,83.3,1.3,3.1,41.4,1.115,0.46
Brandon Clarke F,64,18.0,18.9,8.3,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,1.6,3.7,5.9,62.1,0.0,0.3,5.9,1.0,1.4,70.1,3.7,5.7,64.7,1.405,0.62
Jake LaRavia F *,47,0.0,20.9,7.3,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,1.9,2.5,5.1,49.0,0.9,1.9,44.4,1.4,2.0,69.8,1.7,3.2,51.7,1.423,0.57
GG Jackson F,29,3.0,15.8,7.2,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,0.9,2.6,6.9,37.2,1.1,3.3,33.7,1.0,1.4,72.5,1.4,3.6,40.4,1.05,0.45
Jay Huff C,64,2.0,11.7,6.9,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,1.1,2.5,4.8,51.5,1.3,3.1,40.5,0.7,0.9,78.6,1.2,1.6,72.4,1.439,0.65
Vince Williams Jr. G,27,5.0,18.5,6.6,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,1.7,2.5,6.2,40.1,1.0,3.5,27.4,0.7,0.9,79.2,1.5,2.7,56.9,1.072,0.48
Lamar Stevens F,17,1.0,9.2,4.4,0.2,2.0,2.2,0.5,0.3,0.2,0.6,0.9,0.8,1.7,3.7,46.0,0.5,1.6,29.6,0.5,0.6,72.7,1.2,2.1,58.3,1.175,0.52
Cam Spencer G,25,1.0,10.1,4.2,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,5.7,1.4,3.3,41.5,0.8,2.1,35.8,0.8,0.8,100.0,0.6,1.2,50.0,1.293,0.53
Marvin Bagley III F *,12,1.0,8.3,3.6,0.9,1.4,2.3,0.3,0.2,0.3,0.1,0.5,4.0,1.4,2.9,48.6,0.1,0.8,11.1,0.7,1.0,66.7,1.3,2.2,61.5,1.229,0.5
John Konchar G,46,4.0,12.1,2.4,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.6,0.9,2.0,45.1,0.5,1.3,37.1,0.2,0.2,87.5,0.4,0.6,62.1,1.231,0.58
Yuki Kawamura G,22,0.0,4.2,1.6,0.0,0.5,0.5,0.9,0.1,0.0,0.2,0.4,3.8,0.5,1.4,36.7,0.3,1.0,30.4,0.3,0.4,77.8,0.2,0.3,57.1,1.2,0.48
Colin Castleton C *,10,0.0,4.6,1.4,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,0.0,0.2,1.0,20.0,0.0,0.4,0.0,1.0,1.1,90.9,0.2,0.6,33.3,1.4,0.2
Zyon Pullin G,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Total,82,,,121.7,12.9,34.4,47.3,28.4,8.9,5.6,15.0,20.9,1.9,44.8,93.3,47.9,13.9,37.9,36.7,18.3,23.3,78.6,30.8,55.5,55.6,1.304,0.55
