Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Allie Quigley,G,34,28.6,13.8,5.0,10.2,49.3,2.4,5.3,44.2,1.4,1.6,87.0,3.0,2.5,0.8,0.2,1.4,2019
Kia Nurse,G,34,29.4,13.7,4.2,10.6,39.3,1.9,5.4,35.3,3.4,3.9,87.2,2.5,2.3,0.7,0.1,1.6,2019
Sylvia Fowles,C,34,29.5,13.6,5.8,9.9,58.8,0.0,0.0,0.0,2.1,2.9,70.7,8.9,1.5,0.9,1.4,2.0,2019
Kelsey Mitchell,G,34,25.1,13.6,4.9,12.7,38.7,2.3,6.2,37.4,1.5,1.8,83.6,1.6,2.6,0.4,0.1,1.7,2019
Kayla McBride,G,34,29.1,13.3,4.5,10.5,42.5,1.8,4.3,42.8,2.6,2.8,90.6,4.2,2.6,1.2,0.1,1.7,2019
Courtney Williams,G,34,29.1,13.2,5.5,12.6,43.5,0.5,1.0,45.7,1.8,2.2,80.0,5.6,3.8,1.4,0.4,1.6,2019
Emma Meesseman,F,23,23.6,13.1,5.3,9.6,55.2,0.8,2.0,42.2,1.7,1.8,90.5,4.2,3.2,0.9,0.7,1.0,2019
Napheesa Collier,F,34,33.3,13.1,4.9,10.0,49.0,0.9,2.4,36.1,2.4,3.0,79.2,6.6,2.6,1.9,0.9,1.9,2019
Kristi Toliver,G,23,29.5,13.0,5.0,10.2,49.4,1.6,4.3,36.0,1.3,1.5,85.7,2.9,6.0,1.2,0.1,2.0,2019
Leilani Mitchell,G,32,30.4,12.8,4.2,9.5,44.1,2.3,5.4,43.0,2.1,2.6,82.9,3.0,4.0,0.9,0.3,1.8,2019
Riquna Williams,G,23,25.8,12.3,4.0,10.5,38.4,2.3,6.0,39.1,1.9,2.2,88.0,2.6,1.6,1.1,0.2,1.2,2019
Jewell Loyd,G,27,25.4,12.3,4.3,11.1,39.1,1.3,3.7,33.7,2.4,2.6,92.8,2.7,2.0,1.3,0.1,1.9,2019
Alyssa Thomas,F,34,30.2,11.6,4.9,9.8,50.5,0.0,0.0,0.0,1.8,3.6,49.6,7.8,3.1,1.9,0.4,2.0,2019
Candice Dupree,F,34,30.7,11.6,5.1,10.9,47.2,0.0,0.1,0.0,1.4,1.6,83.9,5.0,2.5,0.4,0.6,1.5,2019
Aerial Powers,G,30,19.8,11.4,3.6,8.3,43.4,1.4,3.9,36.2,2.8,3.3,86.7,3.2,1.5,0.8,0.2,1.5,2019
Candace Parker,F,22,26.0,11.2,4.0,9.6,42.2,0.7,2.7,26.7,2.4,3.0,79.1,6.4,3.5,1.0,0.8,2.5,2019
Courtney Vandersloot,G,33,30.0,11.2,4.1,9.1,45.2,0.9,3.2,29.0,2.1,2.4,85.0,4.3,9.1,1.4,0.5,2.9,2019
Jasmine Thomas,G,34,29.7,11.1,4.1,10.4,39.2,1.3,3.6,36.6,1.6,2.1,80.0,2.9,5.1,1.4,0.1,2.7,2019
Dearica Hamby,F,34,24.8,11.0,4.1,8.5,48.8,0.5,1.6,32.1,2.2,3.0,71.8,7.6,1.9,1.0,0.4,1.8,2019
Allisha Gray,G,34,30.4,10.6,3.4,7.5,45.7,1.0,2.5,38.4,2.8,3.3,84.8,4.1,2.3,1.2,0.4,1.5,2019
Kayla Thornton,F,27,30.4,10.4,3.7,10.7,34.3,1.0,3.8,27.2,2.0,2.1,93.1,5.3,1.8,0.9,0.3,1.6,2019
Ariel Atkins,G,33,24.4,10.3,3.7,9.0,41.6,1.5,4.3,35.7,1.3,1.6,81.1,2.8,1.9,1.5,0.5,1.0,2019
Brittney Sykes,G,34,25.9,10.2,3.8,10.3,36.5,0.8,3.2,25.9,1.9,2.7,70.3,4.4,2.5,0.6,0.5,2.0,2019
Danielle Robinson,G,34,27.0,10.1,4.1,9.3,43.7,0.3,1.2,22.0,1.7,1.9,87.9,3.5,3.7,1.2,0.2,2.1,2019
Erica Wheeler,G,34,25.0,10.1,3.7,8.7,42.8,1.4,3.7,38.4,1.2,1.4,87.2,3.0,5.0,1.2,0.1,2.9,2019
Jantel Lavender,F,23,26.9,10.0,4.5,9.1,49.0,0.3,1.2,22.2,0.8,0.9,90.5,6.9,1.1,0.3,0.6,1.4,2019
Teaira McCowan,C,34,22.1,10.0,3.5,6.8,51.7,0.0,0.0,0.0,3.0,4.4,68.7,9.0,0.2,0.6,1.3,1.3,2019
Jordin Canada,G,30,28.8,9.8,3.7,9.6,38.8,0.3,1.4,18.6,2.1,2.7,76.8,2.4,5.2,2.3,0.2,2.6,2019
Bria Hartley,G,24,22.7,9.8,3.3,8.8,37.6,1.0,3.0,32.9,2.2,2.8,80.3,3.2,3.2,0.8,0.0,2.1,2019
Tiffany Mitchell,G,33,25.2,9.7,3.3,8.7,38.1,0.6,2.1,29.0,2.5,2.8,89.2,2.8,2.2,0.6,0.1,1.7,2019
Alysha Clark,F,31,28.4,9.6,3.7,7.6,48.1,1.6,3.4,48.1,0.6,0.7,81.8,4.7,2.5,1.1,0.5,1.5,2019
Chiney Ogwumike,F,32,21.8,9.6,3.9,7.9,49.4,0.0,0.1,25.0,1.7,2.1,80.9,5.8,0.8,1.0,0.7,1.3,2019
Tianna Hawkins,F,31,15.4,9.5,3.6,7.1,51.4,1.1,2.9,36.3,1.2,1.3,92.5,4.2,0.7,0.5,0.1,1.1,2019
Renee Montgomery,G,34,27.9,9.5,3.1,8.5,37.0,2.0,6.2,32.4,1.2,1.5,82.4,2.2,2.6,0.9,0.2,1.9,2019
Stefanie Dolson,C,34,25.0,9.3,3.6,6.9,51.9,0.9,2.4,36.1,1.3,1.4,89.8,5.6,2.2,0.6,1.0,1.9,2019
Elizabeth Williams,C,32,28.4,9.3,3.3,7.3,45.5,0.0,0.0,0.0,2.6,3.5,73.2,6.5,1.2,0.8,1.7,1.3,2019
Damiris Dantas,F,26,25.7,9.2,3.4,7.9,43.2,1.6,4.1,39.3,0.7,1.0,73.1,4.5,3.2,0.7,0.6,1.7,2019
Shekinna Stricklen,F,34,23.6,9.0,3.1,7.5,40.8,2.2,5.9,38.2,0.6,0.8,81.5,1.9,1.1,1.0,0.2,0.8,2019
Natasha Cloud,G,34,32.1,9.0,3.2,8.2,39.4,1.3,4.1,32.6,1.2,1.8,68.3,2.5,5.6,1.0,0.2,1.9,2019
Alex Bentley,G,29,21.9,9.0,3.4,11.1,30.7,1.1,4.7,23.5,1.0,1.2,85.7,1.9,3.0,0.7,0.3,1.5,2019
Cheyenne Parker-Tyus,F,34,19.7,8.8,3.1,6.9,45.9,0.1,0.5,27.8,2.4,2.8,84.2,5.8,0.9,0.7,1.2,1.3,2019
Natalie Achonwa,F,30,21.1,8.7,3.3,6.8,48.8,0.1,0.4,25.0,2.0,2.2,90.9,5.2,1.6,0.6,0.7,0.9,2019
Isabelle Harrison,F,31,25.6,8.6,3.5,7.8,45.6,0.0,0.2,0.0,1.5,2.2,71.6,5.8,1.4,1.1,0.8,1.5,2019
Amanda Zahui B.,C,24,23.3,8.6,3.4,7.2,46.8,0.9,2.9,31.9,1.0,1.1,85.2,6.3,0.9,1.1,1.4,1.3,2019
Kelsey Plum,G,34,25.5,8.6,3.1,8.6,36.5,1.3,3.7,35.7,1.0,1.1,87.2,2.8,3.0,0.8,0.1,1.6,2019
Lexie Brown,G,33,18.3,7.6,2.5,6.3,40.2,1.6,4.1,38.5,0.9,1.2,78.9,1.4,1.4,0.9,0.0,1.2,2019
Mercedes Russell,C,34,25.6,7.5,3.1,6.0,51.7,0.0,0.0,0.0,1.2,1.9,64.6,6.1,1.0,1.1,0.5,0.9,2019
Jessica Breland,F,33,23.2,7.5,3.2,8.3,37.8,0.3,1.2,23.7,0.9,1.0,87.9,7.3,1.7,1.3,1.1,1.2,2019
Glory Johnson,F,28,24.1,7.3,2.8,7.6,36.4,1.3,3.7,34.0,0.5,0.9,58.3,5.1,1.4,1.4,0.6,1.0,2019
Sami Whitcomb,G,33,20.4,7.2,2.5,6.8,36.8,1.9,5.6,34.2,0.3,0.3,100.0,1.7,2.4,1.1,0.1,1.6,2019
Rebecca Allen,G,24,17.2,7.2,2.7,6.5,41.7,1.2,2.8,42.6,0.5,0.7,81.3,2.5,0.7,0.5,0.8,0.7,2019
Astou Ndour-Fall,C,21,17.5,6.8,2.8,5.6,49.2,0.7,1.6,42.4,0.6,0.9,72.2,4.2,0.7,0.5,0.7,0.7,2019
Kahleah Copper,G,34,14.8,6.7,2.3,6.0,38.7,0.4,1.4,30.6,1.6,2.1,77.1,1.9,0.9,0.4,0.1,1.3,2019
Shatori Walker-Kimbrough,G,34,17.1,6.7,2.2,5.2,43.2,0.6,2.1,31.0,1.6,1.7,93.0,1.6,1.2,0.8,0.2,1.0,2019
Jackie Young,G,34,22.6,6.6,2.2,6.9,32.2,0.4,1.3,31.8,1.7,2.1,80.8,3.3,4.5,0.8,0.4,1.6,2019
Briann January,G,32,26.6,6.5,2.2,5.7,39.0,1.0,2.6,37.8,1.1,1.3,83.7,1.3,3.3,0.8,0.1,1.7,2019
Yvonne Turner,G,29,20.5,6.4,2.0,5.9,34.3,0.9,2.7,32.9,1.5,1.7,87.8,2.8,2.3,0.6,0.1,2.0,2019
Bria Holmes,G,34,15.6,6.3,2.3,5.7,39.9,0.6,1.9,31.7,1.1,1.7,67.2,1.4,0.9,0.5,0.2,0.9,2019
LaToya Sanders,F,34,23.6,6.1,2.6,5.1,50.6,0.0,0.0,0.0,1.0,1.1,89.2,5.5,1.9,0.9,1.4,0.9,2019
Tierra Ruffin-Pratt,G,34,25.2,6.0,2.1,5.8,36.7,0.7,2.1,34.2,1.0,1.2,85.4,2.4,1.7,0.8,0.6,0.9,2019
Theresa Plaisance,F,22,17.2,6.0,2.1,5.6,37.4,1.0,3.0,34.3,0.8,1.0,77.3,4.4,1.5,0.3,0.8,1.4,2019
Kaela Davis,F,33,19.2,6.0,2.3,7.0,32.9,0.5,1.5,31.4,0.9,1.0,87.9,2.2,2.1,0.5,0.2,2.2,2019
Essence Carson,F,23,18.5,5.8,2.0,5.6,35.2,0.6,1.8,34.1,1.3,1.6,78.4,2.2,1.5,0.5,0.3,0.7,2019
Betnijah Laney-Hamilton,F,34,25.8,5.6,2.3,6.3,36.2,0.6,1.9,30.3,0.5,0.9,58.1,4.2,1.7,1.4,0.1,1.4,2019
Gabby Williams,F,33,16.0,5.6,2.3,5.5,41.4,0.2,1.2,17.1,0.9,1.2,72.5,2.2,2.1,0.7,0.2,1.7,2019
Crystal Langhorne,F,34,17.0,5.6,2.1,5.0,40.9,0.5,1.7,31.6,1.0,1.3,75.0,3.1,1.0,0.3,0.3,1.3,2019
Kaleena Mosqueda-Lewis,F,31,14.0,5.5,2.1,5.3,39.9,0.9,2.6,34.1,0.5,0.5,100.0,1.2,0.5,0.3,0.2,1.2,2019
Monique Billings,F,29,19.1,5.5,1.9,5.0,38.9,0.0,0.0,100.0,1.6,2.1,78.3,6.9,0.6,0.6,0.4,1.6,2019
Brittany Boyd-Jones,G,33,19.7,5.3,2.2,5.5,39.4,0.2,0.7,30.4,0.8,1.0,76.5,3.7,4.6,1.4,0.1,2.5,2019
Tamera Young,F,34,18.5,5.3,2.0,5.3,38.0,0.1,0.5,31.3,1.1,1.8,63.9,3.6,2.0,0.7,0.1,1.4,2019
Reshanda Gray,F,34,15.3,5.2,2.1,4.4,47.3,0.0,0.1,50.0,1.0,1.8,56.5,5.2,0.5,0.5,0.2,1.2,2019
Stephanie Talbot,F,33,17.0,5.2,1.7,4.7,37.0,0.9,2.9,32.6,0.8,0.9,87.1,2.4,1.2,0.9,0.3,1.3,2019
Kalani Brown,C,28,13.5,5.1,1.9,4.0,47.8,0.0,0.0,0.0,1.3,1.6,78.3,3.5,0.6,0.3,0.8,1.0,2019
Nia Coffey,F,28,13.9,5.0,1.7,5.0,33.8,0.8,2.1,37.9,0.8,1.5,54.8,2.8,0.4,0.5,0.5,0.8,2019
Sydney Wiese,G,32,20.6,4.8,1.7,4.5,38.5,1.1,2.9,36.6,0.3,0.3,100.0,1.3,1.8,0.5,0.3,1.0,2019
Tanisha Wright,G,31,19.8,4.7,1.7,4.2,41.5,0.5,1.2,36.8,0.8,1.0,80.6,2.8,4.1,1.0,0.3,1.8,2019
Kennedy Burke,F,31,13.6,4.4,1.5,3.8,38.5,0.5,1.3,35.0,1.0,1.4,70.5,1.5,0.7,0.6,0.3,0.7,2019
Brianna Turner,F,29,15.9,4.0,1.7,3.1,53.8,0.0,0.0,0.0,0.7,0.9,73.1,4.1,0.5,0.2,0.7,0.7,2019
Marina Mabrey,G,31,11.5,4.0,1.5,4.2,34.4,0.7,2.5,27.3,0.5,0.5,87.5,1.2,1.0,0.6,0.2,0.8,2019
Shavonte Zellous,G,31,13.9,4.0,1.4,3.8,37.6,0.2,1.0,18.8,1.0,1.3,75.0,1.5,1.5,0.3,0.2,1.1,2019
Camille Little,F,29,14.7,3.9,1.4,3.2,43.5,0.2,0.7,33.3,0.9,1.1,80.6,2.4,0.8,0.4,0.3,0.9,2019
Imani McGee-Stafford,F,29,11.9,3.9,1.8,3.8,46.8,0.0,0.1,25.0,0.3,0.5,64.3,3.8,0.6,0.6,0.6,1.2,2019
Morgan Tuck,F,33,10.7,3.7,1.4,3.5,38.8,0.5,1.3,35.7,0.5,0.9,60.0,2.0,0.8,0.4,0.1,0.9,2019
Nayo Raincock-Ekunwe,F,28,13.1,3.7,1.5,2.8,54.4,0.0,0.1,33.3,0.6,0.9,64.0,2.8,0.4,0.3,0.1,0.8,2019
Rachel Banham,G,29,12.2,3.6,1.3,4.0,32.2,0.8,2.5,30.6,0.3,0.4,69.2,1.0,0.9,0.3,0.1,0.9,2019
Brionna Jones,F,27,8.4,3.5,1.3,2.8,46.7,0.0,0.0,0.0,0.9,1.3,66.7,2.2,0.3,0.3,0.3,0.7,2019
Sugar Rodgers,G,33,11.6,3.4,1.2,3.4,36.0,0.9,2.5,35.7,0.1,0.2,60.0,1.5,1.2,0.4,0.4,0.8,2019
Sydney Colson,G,33,11.5,3.3,1.1,2.5,44.0,0.3,0.6,45.0,0.8,1.0,81.8,0.7,1.8,0.9,0.1,0.8,2019
Marie Gulich,C,31,11.3,3.3,1.3,3.5,36.1,0.3,0.8,32.0,0.5,0.7,72.7,2.7,0.6,0.2,0.8,1.0,2019
Sophie Cunningham,G,32,12.2,3.1,0.9,2.5,35.4,0.4,1.4,30.4,0.9,1.1,88.2,1.4,0.8,0.3,0.1,0.6,2019
Maite Cazorla,G,31,15.4,3.0,0.9,3.0,31.2,0.4,1.8,23.6,0.7,0.8,87.5,0.7,1.6,0.6,0.0,0.9,2019
Megan Gustafson,C,25,9.5,2.9,1.1,2.2,49.1,0.0,0.4,11.1,0.7,0.8,90.0,2.5,0.3,0.2,0.2,0.4,2019
Carolyn Swords,C,29,8.9,2.6,1.1,2.5,43.8,0.0,0.0,0.0,0.4,0.4,84.6,2.2,0.3,0.2,0.1,0.6,2019
Stephanie Mavunga,F,24,8.5,2.5,1.0,2.0,51.1,0.0,0.0,0.0,0.5,0.7,70.6,2.3,0.2,0.3,0.3,0.4,2019
Brooke McCarty-Williams,G,34,13.1,2.4,0.8,2.6,28.9,0.5,1.5,36.0,0.3,0.4,91.7,1.3,1.9,0.5,0.0,0.8,2019
Myisha Hines-Allen,F,27,7.8,2.3,0.9,2.6,36.2,0.2,0.6,37.5,0.3,0.4,58.3,2.1,0.9,0.3,0.4,0.8,2019
Ji-Su Park,C,25,6.5,0.8,0.3,1.5,21.6,0.0,0.0,0.0,0.2,0.4,44.4,1.1,0.4,0.2,0.2,0.3,2019
Courtney Paris,C,30,6.3,0.5,0.2,0.5,40.0,0.0,0.0,0.0,0.1,0.2,42.9,1.7,0.4,0.3,0.1,0.3,2019
