Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Chamique Holdsclaw,F,25,28.3,13.9,5.3,12.8,41.4,0.2,1.2,20.0,3.1,3.7,83.9,4.4,2.2,1.4,0.3,3.0,2009
Katie Smith,G,27,33.1,13.7,4.7,10.9,43.5,2.1,4.9,43.2,2.1,2.3,91.8,2.3,2.8,0.8,0.1,2.3,2009
Sandrine Gruda,F,26,31.2,13.5,5.8,12.4,46.7,0.0,0.0,0.0,1.8,3.3,55.8,6.3,1.3,0.9,1.6,2.6,2009
Jia Perkins,G,34,27.4,13.2,4.6,11.1,41.7,0.9,2.3,38.5,3.1,3.6,84.6,3.4,2.9,2.1,0.2,1.6,2009
Nicky Anosike,F,30,29.9,13.2,4.3,8.8,49.1,0.0,0.1,25.0,4.5,6.5,69.6,7.4,2.7,2.7,0.9,2.0,2009
Candace Parker,F,25,32.6,13.1,5.2,10.8,48.5,0.2,1.0,20.8,2.4,3.2,76.3,9.8,2.6,0.6,2.1,2.2,2009
Candice Wiggins,G,34,29.9,13.1,4.0,10.6,37.5,1.2,3.9,32.1,3.9,4.4,89.3,2.9,2.6,1.2,0.2,2.4,2009
Charde Houston,F,34,23.3,13.1,5.1,11.1,46.5,0.7,2.0,33.3,2.1,2.9,72.7,5.5,1.7,1.3,0.6,1.9,2009
Sancho Lyttle,F,34,27.4,13.0,5.4,10.7,50.7,0.0,0.0,0.0,2.2,3.0,74.3,7.5,1.5,2.0,0.6,1.9,2009
Tina Thompson,F,34,34.8,13.0,4.5,11.6,38.5,1.5,4.1,36.9,2.5,2.9,86.7,5.9,2.3,0.8,0.7,2.8,2009
Sue Bird,G,31,35.5,12.8,5.0,12.2,40.8,1.7,4.8,36.0,1.1,1.3,85.4,2.5,5.8,1.5,0.1,2.6,2009
Angel McCoughtry,F,34,21.6,12.8,4.7,9.9,47.6,0.4,1.5,29.4,2.9,4.0,74.1,3.1,2.1,2.2,0.4,2.1,2009
Lindsey Harding,G,34,35.1,12.8,4.8,11.0,43.5,0.6,1.8,32.3,2.6,3.5,74.8,4.0,4.5,1.3,0.4,3.0,2009
Lindsay Whalen,G,34,29.4,12.3,4.1,9.6,43.0,0.6,2.4,26.5,3.4,3.8,89.1,4.6,4.6,1.3,0.1,1.9,2009
Janel McCarville,C,32,26.5,12.3,4.7,9.4,50.2,0.0,0.1,33.3,2.8,3.3,84.1,5.5,2.8,1.3,1.4,2.7,2009
Tanisha Wright,G,33,32.5,12.2,4.5,9.8,46.3,0.2,0.9,26.7,2.9,3.2,90.6,3.5,3.9,1.5,0.3,2.6,2009
Swin Cash,F,32,34.2,12.2,4.3,11.1,39.2,0.3,1.0,32.3,3.2,4.0,79.7,6.7,2.6,0.9,0.5,2.8,2009
Crystal Langhorne,F,34,29.8,12.0,4.8,8.4,57.4,0.0,0.1,0.0,2.4,3.5,68.9,7.9,0.9,1.0,0.4,2.2,2009
Shavonte Zellous,G,34,23.6,11.9,3.5,8.7,39.7,0.4,1.4,30.6,4.6,5.3,85.6,3.1,1.8,0.8,0.5,2.3,2009
Erika de Souza,F,34,27.3,11.8,5.0,9.5,52.8,0.0,0.0,0.0,1.8,2.8,65.3,9.1,1.1,0.9,1.3,2.1,2009
DeWanna Bonner,F,34,21.3,11.2,3.7,8.2,45.7,0.1,0.4,15.4,3.7,4.5,81.2,5.8,0.4,0.7,0.7,1.0,2009
DeLisha Milton-Jones,F,33,31.6,10.2,3.9,9.8,40.1,0.7,2.5,29.3,1.7,2.2,75.7,4.8,2.2,1.2,0.2,2.2,2009
Betty Lennox,G,30,21.3,10.2,3.7,8.9,41.4,0.8,2.8,30.1,2.0,2.2,89.4,4.5,1.8,0.9,0.1,2.3,2009
Camille Little,F,34,30.7,10.0,3.6,7.7,47.1,0.2,0.8,25.9,2.5,3.7,68.3,6.5,1.0,1.1,0.4,2.0,2009
Le'coe Willingham,F,34,21.0,10.0,4.0,7.5,53.3,0.0,0.2,12.5,2.0,2.3,84.8,4.2,1.0,0.6,0.3,1.4,2009
Essence Carson,F,34,25.3,10.0,3.9,9.4,40.8,1.0,3.0,33.3,1.3,1.4,91.7,2.1,1.4,1.1,0.3,1.6,2009
Ebony Hoffman,F,34,29.6,9.9,3.6,9.2,39.0,0.7,2.1,34.7,2.0,2.3,89.6,5.9,1.5,1.7,0.4,2.4,2009
Roneeka Hodges,F,33,27.4,9.9,3.5,8.4,41.7,2.1,5.2,39.8,0.9,1.0,90.9,3.0,1.9,0.6,0.5,1.1,2009
Tangela Smith,C,34,27.1,9.9,4.0,8.9,45.1,1.2,2.7,45.2,0.6,0.7,87.0,5.4,0.8,1.0,1.7,1.1,2009
Tammy Sutton-Brown,C,27,25.2,9.9,3.5,7.6,46.6,0.0,0.0,0.0,2.8,3.8,74.5,5.9,0.9,0.6,1.5,1.8,2009
Taj McWilliams-Franklin,F,34,30.4,9.8,4.1,8.3,49.1,0.1,0.4,20.0,1.5,2.0,75.0,6.6,2.9,1.0,0.5,1.9,2009
Temeka Johnson,G,34,26.5,9.6,3.7,8.3,44.5,1.1,2.6,41.4,1.2,1.5,84.0,3.5,4.6,0.9,0.1,2.2,2009
Tan White,G,30,22.0,9.5,3.2,8.2,39.3,1.6,4.3,37.7,1.4,1.7,84.0,2.7,2.2,1.2,0.3,1.2,2009
Anete Jekabsone-Zogota,G,27,23.9,9.4,3.6,8.7,41.5,1.4,3.7,39.4,0.8,1.0,78.6,2.9,2.2,0.3,0.0,1.8,2009
Cathrine Kraayeveld,F,34,26.1,9.0,3.1,7.8,39.8,1.8,4.2,41.7,1.1,1.4,75.5,4.6,0.9,0.6,0.4,1.9,2009
Kara Braxton,F,28,18.0,9.0,3.8,7.2,52.7,0.0,0.0,0.0,1.4,2.2,64.5,6.0,1.5,0.7,0.6,1.8,2009
Renee Montgomery,G,34,22.5,9.0,3.0,7.4,40.8,1.2,3.6,34.7,1.8,2.1,83.3,1.9,2.1,0.7,0.3,1.9,2009
Cheryl Ford,F,29,26.0,8.6,3.3,7.8,42.7,0.0,0.1,0.0,1.9,3.4,55.0,7.4,0.9,1.0,0.4,1.7,2009
Noelle Quinn,G,34,27.3,8.4,3.4,7.2,47.1,0.7,2.3,31.2,0.9,1.1,81.1,3.6,3.5,1.2,0.3,1.5,2009
Monique Currie,F,34,21.4,8.2,2.3,6.4,35.9,0.6,1.5,38.5,3.0,3.7,80.3,4.3,1.8,0.9,0.4,1.7,2009
Matee Ajavon,G,34,17.3,8.0,2.5,7.4,33.6,0.8,2.4,34.1,2.2,3.2,67.3,1.9,1.1,1.1,0.1,1.5,2009
Erin Phillips,G,33,22.5,7.8,2.6,6.8,38.2,1.0,3.5,29.3,1.6,1.9,81.3,3.1,2.0,1.3,0.1,1.3,2009
Kristi Toliver,G,27,14.3,7.6,2.7,5.9,45.3,1.5,3.3,44.4,0.8,0.9,91.3,1.4,1.9,0.4,0.1,1.6,2009
Dominique Canty,G,34,22.8,6.9,2.2,5.7,38.1,0.1,0.3,36.4,2.4,3.5,68.9,1.9,3.2,0.8,0.1,1.7,2009
Briann January,G,33,20.7,6.9,1.9,5.8,33.3,0.8,2.6,28.7,2.2,2.6,85.1,1.9,2.3,1.1,0.1,1.7,2009
Shyra Ely-Gash,F,34,14.6,6.8,2.5,5.9,41.8,0.7,1.8,38.3,1.2,1.5,80.4,2.6,0.6,0.4,0.2,1.1,2009
Alexis Hornbuckle,G,32,26.6,6.7,2.5,6.7,38.0,0.8,2.0,39.1,0.8,1.5,54.2,4.9,2.7,1.3,0.3,2.2,2009
Vickie Johnson,G,32,23.0,6.4,2.5,5.8,43.2,0.7,1.8,37.5,0.7,0.8,85.2,3.4,2.4,0.5,0.1,1.2,2009
Loree Moore,G,34,27.7,6.3,2.3,6.9,33.5,0.8,2.9,26.0,1.0,1.4,68.8,3.7,3.9,1.9,0.1,2.3,2009
Nakia Sanford,F,34,19.5,6.3,2.3,4.8,47.0,0.0,0.0,0.0,1.7,3.0,57.8,4.3,0.6,0.8,0.4,2.1,2009
Belinda Snell,F,30,18.4,6.2,2.0,6.1,33.5,1.4,4.6,30.7,0.8,1.0,79.3,2.3,1.2,0.9,0.1,1.0,2009
Erin Thorn,G,34,17.0,6.2,2.1,5.0,42.4,1.1,2.7,40.2,0.9,1.0,90.9,1.6,1.6,0.6,0.0,0.9,2009
Tully Bevilaqua,G,34,25.3,6.1,2.0,5.3,37.6,1.1,3.1,34.6,1.1,1.6,66.7,2.3,2.9,1.8,0.2,1.4,2009
Marissa Coleman,G,28,18.8,6.1,1.9,5.7,34.0,1.0,2.9,36.3,1.2,1.6,75.6,2.7,0.8,0.7,0.3,1.2,2009
Janell Burse,,34,15.9,6.1,2.2,4.3,51.0,0.0,0.0,0.0,1.7,2.4,73.8,3.1,0.3,0.6,0.9,1.0,2009
Chasity Melvin,,34,22.3,5.9,2.5,5.5,44.7,0.0,0.0,0.0,1.0,1.8,54.1,4.6,1.1,1.0,0.9,1.5,2009
Kerri Gardin,,33,18.1,5.5,1.8,4.8,36.5,0.3,1.2,25.6,1.6,2.7,60.7,4.3,1.2,0.8,0.7,1.2,2009
Michelle Snow,C,34,14.8,5.4,2.0,4.1,47.9,0.0,0.1,0.0,1.5,2.0,76.1,4.3,0.5,0.4,0.5,1.1,2009
Marie Ferdinand-Harris,G,28,12.1,5.4,2.1,4.8,43.0,0.1,0.8,18.2,1.1,1.3,83.8,1.5,0.9,0.5,0.1,0.8,2009
Tiffany Jackson-Jones,F,34,14.6,5.3,2.0,4.4,45.0,0.0,0.0,0.0,1.4,1.9,71.9,3.4,0.7,0.6,0.4,1.3,2009
Ruth Riley,C,31,21.0,5.3,2.2,4.7,46.3,0.1,0.6,22.2,0.7,0.8,88.5,4.5,0.9,0.5,1.5,1.1,2009
Edwige Lawson-Wade,,33,17.7,5.2,1.8,4.6,38.4,1.2,3.4,36.3,0.5,0.5,83.3,2.0,2.2,0.9,0.0,0.9,2009
Ashley Battle,,34,16.1,5.2,1.9,4.4,42.6,0.6,1.4,41.3,0.9,1.4,69.6,2.5,1.2,0.9,0.1,1.5,2009
Megan Frazee,F,29,11.2,5.0,1.8,4.3,41.3,0.5,1.3,37.8,0.9,1.3,69.2,2.9,0.5,0.3,0.2,0.7,2009
Quanitra Hollingsworth,C,34,12.8,4.8,1.5,3.5,41.7,0.0,0.0,0.0,1.9,2.7,70.3,3.2,0.1,0.4,0.2,1.0,2009
Kia Vaughn,C,34,11.6,4.8,2.1,4.4,49.3,0.0,0.1,0.0,0.5,1.0,50.0,2.6,0.2,0.2,0.1,0.9,2009
Jessica Moore,F,31,19.8,4.8,1.8,3.9,47.1,0.0,0.0,0.0,1.1,1.5,73.9,3.1,0.5,0.6,0.2,1.0,2009
Kelly Miller,G,34,19.9,4.4,1.6,4.4,36.2,0.6,1.9,33.3,0.6,0.6,90.9,2.2,2.0,0.7,0.1,1.5,2009
Rashanda McCants,,34,14.2,4.3,1.6,4.4,37.3,0.3,1.1,28.9,0.6,1.1,56.4,2.0,0.8,0.4,0.3,1.1,2009
Tamecka Dixon,,32,13.3,4.1,1.7,4.2,41.0,0.1,0.3,40.0,0.6,0.7,85.7,1.6,1.2,0.4,0.1,0.8,2009
Shannon Johnson,,34,18.2,4.0,1.1,3.1,33.6,0.5,1.8,29.5,1.4,1.6,85.5,1.8,1.5,0.8,0.2,1.5,2009
Coco Miller,G,34,12.0,3.9,1.5,3.6,41.0,0.2,0.8,29.6,0.7,0.8,88.5,1.5,1.0,0.4,0.1,0.9,2009
Olayinka Sanni,,31,9.6,3.8,1.5,3.2,48.0,0.0,0.0,0.0,0.8,1.2,69.4,1.8,0.5,0.4,0.2,1.0,2009
Kiesha Brown,,34,11.5,3.8,1.4,3.6,38.2,0.5,1.6,33.3,0.5,0.6,81.8,1.6,1.1,0.4,0.1,0.9,2009
Vanessa Hayden-Johnson,,25,10.8,3.8,1.6,3.8,41.1,0.0,0.0,0.0,0.6,1.0,64.0,2.7,0.2,0.2,0.9,0.8,2009
Chen Nan,,26,12.3,3.7,1.8,3.7,48.4,0.0,0.0,0.0,0.2,0.3,62.5,2.1,0.2,0.3,0.3,1.1,2009
Kelly Mazzante,,31,13.9,3.4,1.2,3.2,36.4,1.0,2.8,35.2,0.1,0.1,100.0,1.3,0.5,0.3,0.1,0.3,2009
Kristi Harrower,,31,16.8,3.1,1.3,3.6,36.0,0.3,1.3,20.5,0.3,0.4,81.8,1.8,2.2,0.5,0.0,0.9,2009
Brooke Wyckoff,,27,19.7,3.1,1.0,2.7,37.8,0.7,1.9,39.2,0.3,0.3,87.5,2.7,1.4,0.4,0.7,1.1,2009
Helen Darling,,34,18.9,3.1,0.8,3.2,24.8,0.4,1.3,29.5,1.1,1.6,67.3,1.8,2.9,0.9,0.1,1.2,2009
Jennifer Lacy,F,32,11.3,3.0,1.1,3.3,32.7,0.1,0.6,21.1,0.7,1.0,66.7,2.2,0.3,0.3,0.2,0.8,2009
Sidney Spencer,,33,10.3,3.0,1.0,2.7,38.6,0.7,1.7,38.6,0.3,0.3,100.0,1.2,0.5,0.2,0.0,0.3,2009
Shalee Lehning,,34,20.8,3.0,1.1,2.7,38.7,0.2,0.9,20.0,0.7,0.9,77.4,2.3,3.7,0.5,0.1,1.6,2009
Chante Black,C,33,13.0,2.9,1.1,2.8,38.0,0.0,0.0,0.0,0.8,1.3,62.8,3.2,0.2,0.4,0.8,0.8,2009
Ketia Swanier,G,33,11.7,2.8,1.0,2.7,37.5,0.3,1.0,33.3,0.5,0.5,88.9,1.6,1.6,0.5,0.1,1.4,2009
Jessica Davenport,C,26,7.0,2.8,1.1,2.1,52.7,0.0,0.0,0.0,0.5,0.8,70.0,1.5,0.2,0.3,0.5,0.8,2009
Erin Perperoglou,,34,17.0,2.7,0.9,2.8,32.3,0.2,0.6,31.8,0.7,1.0,67.6,2.2,0.9,0.7,0.3,1.0,2009
K.B. Sharp,,27,12.1,2.6,0.9,2.1,40.4,0.2,0.6,35.3,0.7,0.7,94.7,0.7,0.9,0.3,0.1,0.9,2009
Lindsay Wisdom-Hylton,F,29,6.8,2.4,1.0,2.1,45.9,0.0,0.0,100.0,0.4,0.7,63.2,1.4,0.3,0.1,0.3,0.5,2009
Leilani Mitchell,G,34,12.8,2.4,0.9,2.9,30.0,0.4,1.5,26.9,0.2,0.2,100.0,1.2,2.2,0.3,0.1,0.8,2009
Shannon Bobbitt,G,33,10.7,2.2,0.8,2.6,30.6,0.2,1.1,21.6,0.3,0.4,84.6,1.0,1.4,0.5,0.0,0.8,2009
Ashley Robinson,C,26,6.4,0.5,0.2,1.0,20.0,0.0,0.0,0.0,0.1,0.2,50.0,0.9,0.1,0.1,0.5,0.4,2009
