Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
David Pastrnak,RW,72,40,37,77,13,20,18:36,15,11,312,12.8,1463,9,7,14,33.3,3,1,33.3
Robert Thomas,C,72,20,57,77,17,16,18:46,3,11,115,17.4,1667,6,562,565,49.9,0,0,0.0
Timo Meier,RW,77,35,41,76,-3,54,19:09,12,6,326,10.7,1759,8,18,19,48.6,1,0,0.0
John Tavares,C,79,27,49,76,-8,32,18:04,10,16,237,11.4,1672,3,813,529,60.6,0,0,0.0
Pavel Buchnevich,LW,73,30,46,76,29,34,18:18,8,11,199,15.1,1643,3,13,26,33.3,0,0,0.0
Jordan Kyrou,C,74,27,48,75,10,20,16:34,5,14,188,14.4,1482,4,6,9,40.0,5,1,20.0
Adam Fox,D,78,11,63,74,18,26,23:54,0,33,158,7.0,2191,2,0,0,0.0,3,1,33.3
Jesper Bratt,LW,76,26,47,73,0,16,17:25,3,15,197,13.2,1749,6,0,3,0.0,8,4,50.0
Roope Hintz,C,80,37,35,72,15,28,18:02,9,15,213,17.4,2027,7,357,317,53.0,2,0,0.0
John Carlson,D,78,17,54,71,13,20,23:48,7,18,195,8.7,2064,2,0,0,0.0,3,1,33.3
Mark Scheifele,C,67,29,41,70,-17,23,21:08,7,12,159,18.2,1500,3,430,418,50.7,6,2,33.3
Nikita Kucherov,RW,47,25,44,69,1,22,19:58,9,21,156,16.0,1009,1,1,0,100.0,1,0,0.0
Dylan Larkin,C,71,31,38,69,-18,47,19:39,6,7,212,14.6,1520,4,632,572,52.5,4,1,25.0
Andrei Svechnikov,RW,78,30,39,69,19,79,17:15,9,13,249,12.0,1626,5,0,6,0.0,3,1,33.3
Tage Thompson,C,78,38,30,68,-17,37,17:52,10,6,253,15.0,1739,4,393,582,40.3,6,4,66.7
Elias Pettersson,C,80,32,36,68,1,12,18:35,10,17,192,16.7,1805,3,238,302,44.1,8,2,25.0
Quinn Hughes,D,76,8,60,68,10,28,25:15,0,31,150,5.3,2112,1,0,0,0.0,1,0,0.0
Kris Letang,D,78,10,58,68,20,49,25:46,2,20,214,4.7,2147,3,0,0,0.0,9,1,11.1
Morgan Rielly,D,82,10,58,68,16,40,23:44,2,21,221,4.5,2242,3,0,0,0.0,0,0,0.0
Anze Kopitar,C,81,19,48,67,-6,14,20:46,6,16,210,9.0,1980,4,858,651,56.9,6,1,16.7
Troy Terry,RW,75,37,30,67,-11,26,18:14,8,7,192,19.3,1687,7,1,8,11.1,8,1,12.5
Brady Tkachuk,LW,79,30,37,67,-7,117,18:47,9,8,288,10.4,1873,3,219,216,50.3,3,0,0.0
Jonathan Marchessault,RW,76,30,36,66,3,36,17:34,5,15,251,12.0,1606,4,43,57,43.0,7,1,14.3
Patrice Bergeron,C,73,25,40,65,26,32,18:10,8,15,293,8.5,1682,4,991,609,61.9,0,0,0.0
Claude Giroux,RW,75,21,44,65,-5,26,19:04,5,18,205,10.2,1864,0,733,483,60.3,5,0,0.0
Teuvo Teravainen,C,77,22,43,65,22,24,17:41,9,22,202,10.9,1699,2,24,20,54.5,0,0,0.0
Ryan Hartman,RW,82,34,31,65,31,95,18:10,1,7,239,14.2,1637,7,512,632,44.8,0,0,0.0
Mikael Granlund,C,80,11,53,64,-9,33,20:24,3,25,117,9.4,1923,3,569,637,47.2,4,3,75.0
Tomas Hertl,C,82,30,34,64,-9,30,19:56,6,10,205,14.6,2079,6,769,697,52.5,5,1,20.0
Chandler Stephenson,C,79,21,43,64,5,26,19:18,6,8,125,16.8,1833,3,653,602,52.0,4,0,0.0
Ryan Johansen,C,79,26,37,63,-2,53,16:33,11,13,118,22.0,1664,6,691,622,52.6,1,0,0.0
Jeff Skinner,C,80,33,30,63,-14,42,17:06,5,6,262,12.6,1669,4,91,133,40.6,0,0,0.0
Michael Bunting,LW,79,23,40,63,27,80,15:32,2,3,175,13.1,1560,2,8,8,50.0,0,0,0.0
Clayton Keller,RW,67,28,35,63,3,28,20:08,5,6,177,15.8,1693,2,29,39,42.6,4,0,0.0
Jakub Voracek,RW,79,6,56,62,-13,44,17:27,2,23,147,4.1,1615,2,5,28,15.2,6,3,50.0
Tyler Bertuzzi,LW,68,30,32,62,-11,47,19:52,6,8,180,16.7,1470,5,6,17,26.1,1,0,0.0
Taylor Hall,LW,81,20,41,61,11,42,16:24,7,8,217,9.2,1572,3,18,21,46.2,1,0,0.0
Andre Burakovsky,LW,80,22,39,61,12,18,16:15,4,7,149,14.8,1639,5,8,12,40.0,1,0,0.0
Nick Suzuki,C,82,21,40,61,-29,30,20:30,8,12,186,11.3,1978,4,698,712,49.5,3,1,33.3
Trevor Zegras,C,75,23,38,61,-21,50,17:54,9,8,181,12.7,1580,5,217,327,39.9,10,6,60.0
Ivan Barbashev,C,81,26,34,60,4,40,16:26,4,5,111,23.4,1676,2,130,198,39.6,0,0,0.0
Pierre-Luc Dubois,C,81,28,32,60,-6,106,18:55,15,4,233,12.0,1767,6,532,603,46.9,6,1,16.7
Nico Hischier,C,70,21,39,60,-1,17,19:20,4,8,153,13.7,1830,2,730,672,52.1,1,0,0.0
Blake Wheeler,RW,65,17,43,60,-15,36,19:32,3,17,167,10.2,1461,2,4,17,19.0,2,1,50.0
Alex Killorn,LW,82,25,34,59,1,66,18:41,6,8,164,15.2,1890,2,2,10,16.7,1,0,0.0
Brock Nelson,C,72,37,22,59,-5,33,17:40,11,3,171,21.6,1615,5,476,488,49.4,4,0,0.0
Gabriel Landeskog,LW,51,30,29,59,27,78,20:19,7,8,150,20.0,1201,5,241,198,54.9,2,1,50.0
Nick Schmaltz,C,63,23,36,59,1,14,18:14,4,4,123,18.7,1461,4,114,125,47.7,5,1,20.0
Mathew Barzal,C,73,15,44,59,-15,18,18:01,1,19,161,9.3,1450,1,234,271,46.3,6,0,0.0
Brayden Point,C,66,28,30,58,-5,33,19:27,10,12,176,15.9,1446,4,366,350,51.1,5,2,40.0
Ryan O'Reilly,C,78,21,37,58,11,12,19:04,9,7,168,12.5,1850,0,900,685,56.8,4,2,50.0
Brayden Schenn,C,62,24,34,58,21,33,17:46,7,10,111,21.6,1338,3,282,297,48.7,1,0,0.0
Bryan Rust,RW,60,24,34,58,7,14,18:46,9,12,180,13.3,1395,1,1,5,16.7,4,3,75.0
Anthony Duclair,LW,74,31,27,58,19,30,14:59,9,12,167,18.6,1369,5,1,1,50.0,1,0,0.0
Tim Stutzle,C,79,22,36,58,-27,37,18:24,7,19,176,12.5,1678,4,180,293,38.1,5,2,40.0
Lucas Raymond,LW,82,23,34,57,-32,16,18:09,5,13,184,12.5,1687,2,12,19,38.7,4,2,50.0
David Perron,LW,67,27,30,57,8,48,16:59,11,15,177,15.3,1385,2,1,3,25.0,3,1,33.3
Oliver Bjorkstrand,RW,80,28,29,57,-35,16,17:56,9,10,215,13.0,1624,1,10,13,43.5,3,0,0.0
Devon Toews,D,66,13,44,57,52,20,25:22,2,10,158,8.2,1920,3,0,0,0.0,0,0,0.0
Aaron Ekblad,D,61,15,42,57,38,26,24:55,3,17,180,8.3,1831,2,0,0,0.0,0,0,0.0
Logan Couture,C,77,23,33,56,-11,18,18:55,5,12,199,11.6,2023,3,622,653,48.8,7,3,42.9
Charlie McAvoy,D,78,10,46,56,31,66,24:39,4,17,166,6.0,2216,5,0,0,0.0,1,0,0.0
Patrik Laine,LW,56,26,30,56,-7,24,18:49,5,9,167,15.6,1199,7,14,24,36.8,3,0,0.0
Jack Hughes,C,49,26,30,56,-16,0,19:33,6,8,165,15.8,1088,2,122,231,34.6,1,1,100.0
Andrew Mangiapane,LW,82,35,20,55,20,38,15:43,8,3,185,18.9,1804,8,21,34,38.2,1,0,0.0
Josh Norris,C,66,35,20,55,-7,16,18:34,16,7,172,20.3,1609,8,531,506,51.2,3,1,33.3
Carter Verhaeghe,C,78,24,31,55,24,48,16:03,0,3,167,14.4,1582,4,19,10,65.5,0,0,0.0
Nikolaj Ehlers,LW,62,28,27,55,18,20,18:04,4,5,245,11.4,1330,2,2,1,66.7,0,0,0.0
Brent Burns,D,82,10,44,54,-15,42,26:08,4,14,203,4.9,2440,0,0,1,0.0,0,0,0.0
Zach Hyman,LW,76,27,27,54,-9,36,19:27,5,5,213,12.7,1701,4,41,44,48.2,0,0,0.0
Ryan Strome,C,74,21,33,54,15,69,18:19,5,9,161,13.0,1537,5,364,454,44.5,5,1,20.0
Adrian Kempe,RW,78,35,19,54,-2,46,18:35,6,10,247,14.2,1873,7,25,25,50.0,7,3,42.9
Rasmus Dahlin,D,80,13,40,53,-22,68,24:00,3,18,170,7.6,2317,3,0,0,0.0,0,0,0.0
Gustav Nyquist,RW,82,18,35,53,-12,26,17:50,4,6,122,14.8,1855,0,14,16,46.7,5,2,40.0
Andrew Copp,C,72,21,32,53,15,16,19:10,3,7,183,11.5,1687,5,377,332,53.2,0,0,0.0
Phil Kessel,RW,82,8,44,52,-24,40,16:40,2,12,175,4.6,1725,0,4,8,33.3,2,0,0.0
Tom Wilson,RW,78,24,28,52,13,98,18:34,4,6,151,15.9,1755,5,22,30,42.3,0,0,0.0
Bo Horvat,C,70,31,21,52,3,40,19:30,13,6,194,16.0,1716,4,841,634,57.0,4,3,75.0
Valeri Nichushkin,RW,62,25,27,52,21,14,19:01,5,4,180,13.9,1494,5,0,5,0.0,0,0,0.0
Shea Theodore,D,78,14,38,52,6,24,23:08,1,11,205,6.8,2050,5,0,0,0.0,5,2,40.0
Travis Konecny,RW,79,16,36,52,-23,77,17:36,3,7,220,7.3,1813,3,13,18,41.9,1,0,0.0
Conor Garland,RW,77,19,33,52,18,36,16:24,1,2,203,9.4,1677,3,5,5,50.0,4,0,0.0
Noah Dobson,D,80,13,39,52,-3,18,21:27,3,20,190,6.8,1980,4,0,0,0.0,2,0,0.0
Phillip Danault,C,79,27,24,51,14,38,18:07,2,2,194,13.9,1905,5,676,586,53.6,0,0,0.0
Vincent Trocheck,C,81,21,30,51,21,78,17:52,6,6,168,12.5,1727,3,680,565,54.6,3,0,0.0
Shayne Gostisbehere,D,82,14,37,51,-23,26,22:11,2,17,151,9.3,2095,2,0,0,0.0,0,0,0.0
Seth Jones,D,78,5,46,51,-37,28,26:12,0,19,194,2.6,2340,0,0,0,0.0,0,0,0.0
Alexander Kerfoot,C,82,13,38,51,19,20,15:12,0,1,117,11.1,1689,1,76,102,42.7,1,1,100.0
Tony DeAngelo,D,64,10,41,51,30,56,19:48,2,18,151,6.6,1457,2,0,0,0.0,1,0,0.0
Cam Atkinson,RW,73,23,27,50,-2,10,18:14,2,3,215,10.7,1835,6,5,12,29.4,3,0,0.0
Ryan Nugent-Hopkins,C,63,11,39,50,3,16,19:19,1,22,154,7.1,1334,1,178,259,40.7,5,1,20.0
Jared McCann,LW,74,27,23,50,-26,33,16:08,8,9,199,13.6,1553,1,224,268,45.5,2,0,0.0
Rasmus Andersson,D,82,4,46,50,30,28,22:40,2,17,152,2.6,2500,1,0,0,0.0,0,0,0.0
Moritz Seider,D,82,7,43,50,-9,34,23:02,2,19,187,3.7,2112,4,0,0,0.0,0,0,0.0
Viktor Arvidsson,LW,66,20,29,49,1,22,16:58,4,4,227,8.8,1388,3,12,21,36.4,3,1,33.3
Victor Olofsson,RW,72,20,29,49,-16,6,15:22,7,5,164,12.2,1419,6,0,1,0.0,4,2,50.0
Joel Eriksson Ek,C,77,26,23,49,16,28,18:34,12,5,223,11.7,1641,3,697,768,47.6,0,0,0.0
Tyler Seguin,C,81,24,25,49,-21,30,17:49,3,10,218,11.0,1927,2,464,364,56.0,4,1,25.0
Tyler Toffoli,C,74,20,29,49,-5,14,16:18,8,8,195,10.3,1687,1,18,16,52.9,1,0,0.0
Brandon Saad,LW,78,24,25,49,11,10,16:16,8,5,158,15.2,1644,1,8,11,42.1,0,0,0.0
Ondrej Palat,LW,77,18,31,49,15,20,16:29,1,5,143,12.6,1624,5,2,16,11.1,0,0,0.0
Sam Bennett,C,71,28,21,49,27,74,16:56,5,4,241,11.6,1494,7,410,467,46.8,0,0,0.0
Yanni Gourde,C,74,21,27,48,-13,45,18:29,3,4,127,16.5,1687,3,444,453,49.5,0,0,0.0
Trevor Moore,LW,81,17,31,48,20,20,15:41,1,1,202,8.4,1723,1,28,39,41.8,2,1,50.0
Noah Hanifin,D,81,10,38,48,27,19,21:18,1,12,189,5.3,2438,1,0,0,0.0,0,0,0.0
Dylan Strome,C,69,22,26,48,-6,28,17:26,5,11,126,17.5,1402,2,460,418,52.4,1,0,0.0
Zach Werenski,D,68,11,37,48,-15,22,25:39,4,10,216,5.1,1786,2,0,0,0.0,1,0,0.0
Mason Marchment,LW,54,18,29,47,29,53,14:07,1,1,121,14.9,977,2,11,29,27.5,0,0,0.0
Justin Faulk,D,76,16,31,47,41,43,23:11,1,6,167,9.6,2352,6,0,0,0.0,0,0,0.0
John Klingberg,D,74,6,41,47,-28,34,22:13,1,19,139,4.3,1827,2,0,0,0.0,0,0,0.0
Jamie Benn,LW,82,18,28,46,-13,88,16:44,3,8,182,9.9,1989,2,492,399,55.2,0,0,0.0
Anders Lee,LW,76,28,18,46,-11,34,16:37,9,4,159,17.6,1569,3,65,69,48.5,2,0,0.0
Damon Severson,D,80,11,35,46,-14,57,23:36,5,11,158,7.0,2121,0,0,0,0.0,3,1,33.3
Brock Boeser,RW,71,23,23,46,-5,20,18:35,11,6,195,11.8,1532,6,28,25,52.8,4,1,25.0
Yegor Sharangovich,C,76,24,22,46,-14,23,16:30,2,1,168,14.3,1667,3,89,131,40.5,3,1,33.3
Jack Roslovic,C,81,22,23,45,2,12,14:16,4,3,131,16.8,1522,4,373,482,43.6,1,0,0.0
Jeff Carter,C,76,19,26,45,-8,38,17:40,3,3,200,9.5,1795,2,648,489,57.0,3,2,66.7
Paul Stastny,C,71,21,24,45,14,14,17:46,4,4,141,14.9,1569,2,267,205,56.6,0,0,0.0
Kyle Okposo,RW,74,21,24,45,-15,43,16:46,8,6,174,12.1,1619,1,92,93,49.7,1,0,0.0
Alex Pietrangelo,D,80,13,31,44,7,42,24:38,3,10,227,5.7,2173,0,0,0,0.0,0,0,0.0
Jordan Eberle,RW,79,21,23,44,-28,14,17:57,4,5,164,12.8,1688,2,6,14,30.0,2,0,0.0
Josh Bailey,RW,74,14,30,44,-7,6,16:53,2,9,87,16.1,1600,1,43,67,39.1,2,0,0.0
Nino Niederreiter,RW,75,24,20,44,29,34,14:50,4,1,144,16.7,1430,5,19,20,48.7,0,0,0.0
Charlie Coyle,C,82,16,28,44,-6,32,17:24,3,6,131,12.2,1762,5,540,560,49.1,4,2,50.0
Boone Jenner,C,59,23,21,44,-11,22,20:27,8,2,160,14.4,1463,3,640,558,53.4,1,0,0.0
Erik Haula,LW,78,18,26,44,19,47,15:05,2,2,141,12.8,1522,3,434,371,53.9,1,0,0.0
MacKenzie Weegar,D,80,8,36,44,40,81,23:22,1,2,203,3.9,2372,2,0,0,0.0,0,0,0.0
Frederick Gaudreau,C,76,14,30,44,12,8,16:18,1,2,132,10.6,1448,4,462,461,50.1,2,1,50.0
Brandon Hagel,LW,77,25,19,44,-18,31,16:21,4,2,125,20.0,1606,3,24,33,42.1,0,0,0.0
Drake Batherson,RW,46,17,27,44,4,32,18:55,3,11,110,15.5,1061,3,18,25,41.9,3,1,33.3
Anton Lundell,C,65,18,26,44,33,18,15:44,1,3,125,14.4,1371,4,334,414,44.7,4,2,50.0
Evgenii Dadonov,RW,78,20,23,43,4,18,15:49,5,3,177,11.3,1556,4,1,4,20.0,5,1,20.0
Torey Krug,D,64,9,34,43,23,48,20:33,3,16,119,7.6,1760,1,0,0,0.0,0,0,0.0
Conor Sheary,LW,71,19,24,43,-2,14,15:17,2,4,129,14.7,1364,5,11,16,40.7,0,0,0.0
Evan Rodrigues,C,82,19,24,43,3,14,15:50,7,1,243,7.8,1650,2,183,203,47.4,1,0,0.0
Anthony Cirelli,C,76,17,26,43,15,70,18:18,3,5,146,11.6,1791,4,441,507,46.5,1,0,0.0
Evan Bouchard,D,81,12,31,43,10,28,19:48,2,5,205,5.9,1813,1,0,0,0.0,0,0,0.0
Cole Caufield,RW,67,23,20,43,-24,10,16:40,5,8,188,12.2,1380,3,5,5,50.0,5,2,40.0
Jake DeBrusk,LW,77,25,17,42,6,10,15:02,3,1,184,13.6,1504,8,10,12,45.5,4,2,50.0
Dawson Mercer,C,82,17,25,42,-25,28,16:32,2,3,154,11.0,1766,2,209,381,35.4,2,0,0.0
Evgeni Malkin,C,41,20,22,42,-10,24,18:19,9,11,129,15.5,885,5,164,212,43.6,0,0,0.0
Adam Henrique,C,58,19,23,42,-2,14,17:25,6,5,141,13.5,1305,0,276,221,55.5,0,0,0.0
Marcus Foligno,LW,74,23,19,42,25,112,16:24,5,2,98,23.5,1481,3,12,8,60.0,0,0,0.0
Cam Fowler,D,76,9,33,42,-9,14,24:24,6,12,124,7.3,2084,1,0,0,0.0,0,0,0.0
Jaccob Slavin,D,79,4,38,42,35,10,23:31,1,6,165,2.4,2072,0,0,0,0.0,0,0,0.0
Tyson Barrie,D,73,7,34,41,3,18,18:57,3,18,149,4.7,1533,0,0,0,0.0,2,0,0.0
Rickard Rakell,RW,70,20,21,41,0,12,17:59,5,5,184,10.9,1531,2,36,43,45.6,5,5,100.0
Tanner Jeannot,LW,81,24,17,41,2,130,15:59,2,1,124,19.4,1659,5,10,14,41.7,0,0,0.0
Kailer Yamamoto,RW,81,20,21,41,-1,40,16:52,3,3,114,17.5,1632,4,2,4,33.3,1,0,0.0
Martin Necas,C,78,14,26,40,5,32,16:11,2,2,159,8.8,1582,6,38,47,44.7,0,0,0.0
Corey Perry,RW,82,19,21,40,9,66,13:31,6,2,153,12.4,1412,4,2,2,50.0,3,0,0.0
Jared Spurgeon,D,65,10,30,40,32,10,21:09,0,14,116,8.6,1531,2,0,0,0.0,0,0,0.0
Seth Jarvis,C,68,17,23,40,11,18,13:52,2,4,110,15.5,1237,4,11,14,44.0,1,0,0.0
Nicolas Roy,C,78,15,24,39,12,51,16:15,2,3,145,10.3,1694,3,454,477,48.8,8,4,50.0
Alexander Barabanov,LW,70,10,29,39,-5,14,17:10,2,6,103,9.7,1492,1,0,1,0.0,0,0,0.0
Ross Colton,C,79,22,17,39,4,24,12:47,1,4,159,13.8,1385,4,303,278,52.2,4,1,25.0
Matt Boldy,LW,47,15,24,39,17,10,15:23,3,7,113,13.3,784,2,8,15,34.8,0,0,0.0
Mikael Backlund,C,82,12,27,39,16,30,17:07,0,7,214,5.6,1898,1,620,609,50.4,2,1,50.0
Evander Kane,LW,43,22,17,39,25,60,19:27,3,1,152,14.5,921,3,9,11,45.0,1,0,0.0
Jean-Gabriel Pageau,C,77,18,21,39,0,30,17:40,4,3,126,14.3,1845,0,746,606,55.2,1,0,0.0
Jacob Trouba,D,81,11,28,39,25,88,22:25,1,3,204,5.4,2239,1,0,0,0.0,0,0,0.0
Brady Skjei,D,82,9,30,39,22,48,21:08,0,0,184,4.9,2116,0,0,0,0.0,0,0,0.0
Max Domi,C,72,11,28,39,10,55,13:02,0,4,104,10.6,1281,1,39,47,45.3,0,0,0.0
Connor Brown,RW,64,10,29,39,-15,10,20:03,0,9,121,8.3,1570,0,48,85,36.1,0,0,0.0
James van Riemsdyk,LW,82,24,14,38,-33,25,16:06,9,0,186,12.9,1742,4,10,14,41.7,1,0,0.0
Reilly Smith,RW,56,16,22,38,4,8,17:47,3,4,150,10.7,1262,3,4,4,50.0,0,0,0.0
Artturi Lehkonen,LW,74,19,19,38,1,22,15:05,2,1,155,12.3,1562,2,8,21,27.6,0,0,0.0
Alex Tuch,RW,50,12,26,38,-3,14,18:24,2,6,139,8.6,1141,0,9,14,39.1,3,2,66.7
Thomas Chabot,D,59,7,31,38,-3,26,26:11,1,12,173,4.0,1555,1,0,0,0.0,0,0,0.0
Mikhail Sergachev,D,78,7,31,38,6,59,22:28,1,6,149,4.7,2073,1,0,0,0.0,0,0,0.0
Filip Hronek,D,78,5,33,38,-29,36,22:01,2,5,133,3.8,1964,0,0,0,0.0,0,0,0.0
Dylan Cozens,C,79,13,25,38,-19,55,15:53,2,7,160,8.1,1596,1,383,457,45.6,1,0,0.0
Brandon Montour,D,81,11,26,37,15,48,17:53,1,7,153,7.2,1912,1,0,0,0.0,0,0,0.0
Gustav Forsling,D,71,10,27,37,41,18,21:13,0,0,145,6.9,2054,1,0,0,0.0,0,0,0.0
Alex Iafallo,LW,79,17,20,37,4,8,18:30,3,3,215,7.9,1861,2,15,17,46.9,3,1,33.3
Rem Pitlick,C,66,15,22,37,-8,24,14:59,0,1,65,23.1,1198,1,53,65,44.9,5,2,40.0
Ryan Getzlaf,C,56,3,34,37,-14,29,18:57,2,9,104,2.9,1286,1,546,479,53.3,0,0,0.0
Jonathan Toews,C,71,12,25,37,-14,39,17:28,4,3,125,9.6,1649,2,788,548,59.0,8,1,12.5
Max Pacioretty,LW,39,19,18,37,8,33,17:22,4,8,148,12.8,794,4,2,7,22.2,1,0,0.0
Josh Morrissey,D,79,12,25,37,-3,66,23:39,6,9,173,6.9,2109,3,0,0,0.0,0,0,0.0
Alex Wennberg,C,80,11,26,37,-26,28,17:51,2,4,95,11.6,1791,2,555,635,46.6,1,0,0.0
Jordan Staal,C,78,17,19,36,11,18,16:37,1,1,146,11.6,1804,2,735,550,57.2,0,0,0.0
Craig Smith,C,74,16,20,36,2,28,14:25,0,4,187,8.6,1404,1,4,8,33.3,1,0,0.0
Pavel Zacha,C,70,15,21,36,-21,22,16:50,4,4,148,10.1,1548,1,189,188,50.1,1,0,0.0
Jesse Puljujarvi,RW,65,14,22,36,22,20,16:13,4,3,160,8.8,1252,1,0,0,0.0,0,0,0.0
Miro Heiskanen,D,70,5,31,36,3,24,24:53,3,8,156,3.2,1927,1,0,0,0.0,1,1,100.0
Pius Suter,C,82,15,21,36,-11,22,16:55,0,3,166,9.0,1671,3,495,509,49.3,1,1,100.0
Pierre Engvall,LW,78,15,20,35,13,30,13:16,1,2,154,9.7,1476,3,29,40,42.0,1,0,0.0
Vince Dunn,D,73,7,28,35,-21,63,20:40,2,9,121,5.8,1787,0,0,0,0.0,0,0,0.0
Zach Parise,LW,82,15,20,35,-2,28,15:17,2,5,138,10.9,1720,4,28,47,37.3,2,0,0.0
Mark Giordano,D,75,8,27,35,-9,57,20:52,0,12,151,5.3,1930,1,0,0,0.0,0,0,0.0
Kevin Shattenkirk,D,82,8,27,35,-9,36,21:25,1,13,163,4.9,2066,1,0,1,0.0,4,1,25.0
Mike Hoffman,C,67,15,20,35,-24,32,17:02,4,9,154,9.7,1368,3,12,8,60.0,3,1,33.3
Erik Karlsson,D,50,10,25,35,-14,14,23:28,0,10,117,8.5,1389,2,0,0,0.0,1,0,0.0
Dmitry Orlov,D,76,12,23,35,25,44,20:57,2,2,127,9.4,1907,4,0,0,0.0,0,0,0.0
William Karlsson,C,67,12,23,35,3,10,18:16,1,2,135,8.9,1528,0,508,475,51.7,2,1,50.0
