Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Nia Coffey,F,32,25.2,8.3,2.9,6.9,42.1,1.6,3.8,41.7,0.9,1.1,77.8,3.8,0.9,0.8,1.2,1.4,2021
Monique Billings,F,31,23.9,8.1,3.2,6.5,49.5,0.0,0.1,0.0,1.7,2.5,67.5,6.5,1.0,1.2,1.0,1.4,2021
Brianna Turner,F,32,31.1,7.8,3.4,6.1,55.4,0.0,0.0,0.0,1.0,1.4,71.7,9.4,1.8,0.8,1.3,1.5,2021
Crystal Dangerfield,G,31,20.1,7.7,2.8,7.2,38.8,0.9,2.5,35.9,1.2,1.4,85.7,2.0,2.8,0.7,0.1,1.4,2021
Damiris Dantas,F,24,23.8,7.7,2.8,7.3,37.7,1.4,4.3,33.3,0.8,1.0,75.0,4.0,2.3,0.4,0.3,1.8,2021
Natisha Hiedeman,G,32,20.1,7.6,2.4,6.1,40.0,1.6,4.0,39.8,1.1,1.6,70.0,1.8,1.9,0.8,0.2,0.9,2021
Kayla Thornton,F,31,27.6,7.5,2.7,6.4,42.1,0.7,2.0,34.9,1.5,1.7,84.9,5.6,1.5,0.8,0.2,1.0,2021
Stefanie Dolson,C,24,20.0,7.5,3.0,6.1,48.6,0.8,2.0,40.4,0.8,0.8,94.7,3.5,1.3,0.3,0.8,1.3,2021
Azura Stevens,F,30,19.6,7.4,3.0,6.0,50.0,0.5,1.5,33.3,0.9,1.1,81.3,4.6,0.8,0.8,0.7,0.9,2021
Mercedes Russell,C,30,24.7,7.3,3.1,5.0,61.7,0.0,0.0,0.0,1.2,1.6,76.6,6.1,1.6,0.9,0.4,1.2,2021
Katie Lou Samuelson,F,27,21.0,7.0,2.7,5.9,45.6,1.0,2.7,35.1,0.7,1.0,73.1,3.5,1.7,0.7,0.3,1.1,2021
Briann January,G,29,30.2,7.0,2.4,5.8,42.5,0.9,2.4,38.0,1.1,1.3,86.8,1.4,3.1,0.9,0.1,1.8,2021
Victoria Vivians,G,31,21.3,6.8,2.5,7.5,33.3,1.0,4.1,25.2,0.8,1.0,83.3,3.1,1.3,1.1,0.1,1.3,2021
Ezi Magbegor,C,30,15.2,6.7,2.7,5.3,50.9,0.2,0.3,55.6,1.1,1.3,84.6,3.8,0.8,0.6,0.9,0.9,2021
Astou Ndour-Fall,C,20,17.1,6.6,2.3,5.8,39.7,0.4,1.7,23.5,1.6,1.7,94.1,4.8,0.4,0.4,0.8,0.9,2021
Jantel Lavender,F,27,20.0,6.4,2.8,7.0,40.4,0.1,0.7,20.0,0.7,0.7,90.0,3.9,1.5,0.0,0.1,1.4,2021
Theresa Plaisance,F,31,18.0,6.4,2.3,6.5,35.1,1.1,3.7,30.2,0.7,0.9,81.5,4.4,1.4,0.8,0.7,1.2,2021
Leilani Mitchell,G,31,23.4,6.4,2.1,5.7,36.0,1.6,4.5,35.7,0.6,0.7,82.6,2.0,2.5,0.5,0.1,1.1,2021
Aari McDonald,G,30,16.4,6.3,1.9,5.8,32.2,1.1,3.5,30.8,1.5,1.7,88.2,1.6,2.0,0.8,0.2,1.2,2021
Jazmine Jones,G,27,16.6,5.9,2.0,5.5,35.6,0.7,1.7,38.3,1.3,1.7,76.1,2.4,1.1,0.5,0.4,1.6,2021
Jessica Breland,F,26,20.9,5.8,2.6,7.0,37.0,0.2,0.6,31.3,0.5,0.7,68.4,6.3,2.0,0.6,1.5,1.8,2021
Elizabeth Williams,C,32,23.8,5.8,2.5,4.8,51.6,0.0,0.0,0.0,0.8,1.7,50.9,4.9,1.2,1.1,1.3,0.8,2021
Jordin Canada,G,29,18.7,5.8,1.9,5.0,38.9,0.1,0.5,21.4,1.8,2.2,84.1,2.3,3.0,0.7,0.1,1.1,2021
Ruthy Hebard,F,30,16.8,5.8,2.4,4.6,52.9,0.0,0.1,0.0,0.9,1.1,79.4,4.4,0.8,0.7,0.7,0.6,2021
Epiphanny Prince,G,29,14.3,5.8,2.0,4.6,43.9,0.9,1.7,50.0,0.9,1.0,89.7,1.6,1.7,0.7,0.2,0.9,2021
Stephanie Talbot,F,30,17.9,5.7,2.3,4.8,48.3,0.9,2.2,41.5,0.2,0.3,75.0,2.9,1.6,0.5,0.4,1.6,2021
Kylee Shook,F,30,18.9,5.7,2.4,5.1,46.7,0.8,2.0,39.3,0.1,0.2,80.0,4.0,1.4,0.3,0.5,1.3,2021
Sophie Cunningham,G,30,17.5,5.6,2.0,4.5,43.7,1.1,2.6,41.0,0.6,0.9,70.4,2.0,1.1,0.5,0.2,0.5,2021
Moriah Jefferson,G,29,17.2,5.4,2.3,5.1,44.9,0.8,1.7,46.0,0.1,0.2,60.0,2.0,2.5,0.8,0.2,1.4,2021
Lindsay Allen,G,32,17.8,5.4,2.0,4.8,42.8,0.4,1.5,29.8,0.9,1.2,81.1,1.5,3.0,0.5,0.1,1.0,2021
Shey Peddy,G,32,17.5,5.4,1.9,4.6,41.2,0.8,2.5,33.3,0.7,0.8,92.0,2.3,2.5,0.9,0.1,1.0,2021
Rachel Banham,G,27,12.6,5.0,1.9,4.8,39.5,1.0,2.8,37.3,0.2,0.3,62.5,1.2,1.6,0.3,0.1,0.9,2021
Tianna Hawkins,F,28,15.5,4.9,1.8,4.5,39.7,0.6,2.4,24.2,0.8,0.8,91.3,3.1,0.6,0.4,0.5,1.1,2021
Bridget Carleton,F,32,19.3,4.8,1.7,4.3,40.1,0.8,2.3,36.5,0.5,0.6,80.0,2.3,1.5,0.8,0.2,0.8,2021
Kia Vaughn,C,28,15.8,4.6,2.1,4.8,44.4,0.0,0.0,0.0,0.4,0.7,60.0,2.7,1.3,0.2,0.2,1.3,2021
Megan Walker,F,29,14.7,4.5,1.6,5.1,31.1,0.7,2.6,26.7,0.7,1.0,63.3,1.3,0.9,0.2,0.3,0.8,2021
Sydney Wiese,G,27,21.4,4.4,1.5,4.7,32.3,0.9,2.9,29.1,0.5,0.7,77.8,1.3,1.6,0.4,0.0,1.0,2021
Tyasha Harris,G,32,16.3,4.4,1.5,4.5,33.6,0.6,1.8,33.9,0.8,0.9,83.3,1.6,2.7,0.4,0.3,1.0,2021
Shavonte Zellous,G,28,15.8,4.3,1.5,4.1,37.7,0.4,1.5,24.4,0.9,1.1,80.6,2.4,1.6,0.4,0.2,0.8,2021
Kaila Charles,G,30,16.3,4.3,1.6,4.4,36.8,0.3,1.1,30.3,0.7,0.8,87.5,2.8,1.1,0.5,0.4,0.9,2021
Erica McCall,F,23,15.5,4.1,1.6,3.2,50.0,0.0,0.0,0.0,0.9,1.4,62.5,4.3,0.6,0.3,0.4,0.9,2021
Dana Evans,G,23,8.6,3.9,1.1,3.2,35.6,0.7,1.8,40.5,0.9,1.0,87.5,0.5,1.2,0.2,0.0,0.6,2021
Natalie Achonwa,F,21,12.0,3.7,1.2,2.9,42.6,0.0,0.0,0.0,1.2,1.3,89.3,2.1,1.2,0.6,0.2,0.6,2021
Charli Collier,F,28,12.3,3.4,1.4,3.1,46.5,0.0,0.0,0.0,0.6,0.8,69.6,3.6,0.2,0.1,0.2,0.5,2021
Arella Guirantes,G,25,11.6,3.2,1.0,3.8,27.4,0.2,1.1,22.2,0.8,1.0,80.8,1.3,0.6,0.3,0.2,0.5,2021
Kennedy Burke,F,23,7.7,2.9,1.1,2.4,44.6,0.3,0.8,33.3,0.4,0.7,62.5,0.8,0.3,0.3,0.1,0.5,2021
DiJonai Carrington,G,24,9.2,2.8,1.1,3.4,32.9,0.1,0.9,14.3,0.5,0.6,73.3,2.0,0.5,0.5,0.1,0.9,2021
Bella Alarie,C,31,13.1,2.6,1.0,2.1,50.0,0.0,0.1,0.0,0.5,0.6,85.0,3.3,0.5,0.6,0.6,0.6,2021
Shekinna Stricklen,F,24,9.8,2.5,0.9,3.5,25.9,0.6,2.8,21.2,0.1,0.2,40.0,0.9,0.3,0.4,0.2,0.1,2021
DiDi Richards,G,31,11.2,2.3,0.9,2.1,42.2,0.3,0.7,45.5,0.2,0.3,60.0,1.1,0.8,0.5,0.2,0.5,2021
Jessica Shepard,F,22,10.5,2.0,0.7,2.0,36.4,0.0,0.5,8.3,0.5,0.7,75.0,3.2,1.7,0.1,0.2,0.8,2021
Ji-Su Park,C,25,8.9,2.0,0.7,2.1,32.7,0.0,0.2,0.0,0.6,0.7,83.3,1.8,0.8,0.1,0.6,0.8,2021
Beatrice Mompremier,F,32,8.6,1.8,0.8,1.7,49.1,0.0,0.0,0.0,0.2,0.4,41.7,2.4,0.2,0.4,0.3,0.6,2021
Destiny Slocum,G,21,6.4,1.0,0.3,1.0,31.8,0.2,0.7,33.3,0.1,0.2,60.0,0.9,0.6,0.1,0.0,0.3,2021
