Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Diana Taurasi,G,31,32.2,22.6,6.8,16.0,42.7,2.6,6.9,37.4,6.4,7.0,91.2,4.3,4.7,1.2,0.6,3.5,2010
Cappie Pondexter,G,34,34.3,21.4,7.5,15.5,48.3,1.9,4.4,43.0,4.6,5.2,89.2,4.5,4.9,0.9,0.1,2.4,2010
Angel McCoughtry,F,34,30.7,21.1,7.2,17.7,40.8,1.0,3.7,26.2,5.6,7.0,80.3,4.9,3.1,1.9,0.6,3.2,2010
Lauren Jackson,F,32,31.0,20.5,6.9,14.9,46.2,1.7,4.9,34.6,5.1,5.6,91.0,8.3,1.2,0.9,1.2,1.4,2010
Tamika Catchings,F,34,31.4,18.2,6.1,12.6,48.4,1.4,3.1,44.8,4.6,5.4,84.9,7.1,4.0,2.3,0.9,2.7,2010
Sylvia Fowles,C,34,32.0,17.8,6.7,11.5,58.2,0.0,0.0,100.0,4.4,5.8,76.0,9.9,1.5,1.1,2.6,2.4,2010
Iziane Castro,G,34,28.9,16.9,6.5,14.6,44.4,1.4,4.6,29.5,2.6,4.0,65.9,1.7,2.6,0.8,0.1,2.8,2010
Seimone Augustus,G,25,33.2,16.9,7.0,16.4,42.9,1.4,4.3,33.6,1.4,2.0,66.7,3.2,1.9,0.7,0.3,1.4,2010
Tina Thompson,F,33,33.2,16.6,6.0,13.5,44.6,1.7,4.9,35.2,2.9,3.3,87.2,6.2,1.8,1.2,0.7,2.3,2010
Crystal Langhorne,F,34,34.1,16.3,6.5,11.0,58.9,0.0,0.2,16.7,3.3,4.3,77.2,9.7,1.1,0.9,0.2,2.6,2010
Penny Taylor,F,32,30.0,15.9,5.4,10.6,50.9,1.4,3.3,44.2,3.7,4.1,89.3,4.4,5.0,1.5,0.3,2.4,2010
Candice Dupree,F,34,29.8,15.7,6.8,10.2,66.4,0.0,0.0,0.0,2.1,2.3,93.6,7.6,1.3,1.0,0.8,1.9,2010
Tina Charles,C,34,31.0,15.5,6.1,12.4,48.7,0.0,0.0,0.0,3.4,4.5,76.3,11.7,1.5,0.7,1.7,2.1,2010
DeLisha Milton-Jones,F,34,32.2,15.4,5.7,12.1,47.0,0.8,2.4,31.7,3.2,3.7,86.6,4.7,2.5,1.1,0.6,2.8,2010
Sophia Young-Malcolm,F,34,31.8,15.3,6.4,12.7,50.1,0.3,1.1,26.3,2.3,3.5,65.8,5.2,2.4,1.6,0.3,2.1,2010
Becky Hammon,G,32,33.6,15.1,5.0,11.3,44.2,2.2,5.5,39.0,3.0,3.2,96.0,2.9,5.4,1.1,0.3,3.4,2010
