Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Monique Currie,F,34,26.2,14.1,4.3,9.9,43.6,1.1,2.4,44.6,4.4,5.0,87.7,4.8,1.6,1.4,0.4,2.6,2010
Swin Cash,F,34,30.8,13.8,4.7,10.9,43.5,1.0,2.5,40.7,3.3,4.1,80.7,6.0,2.0,0.6,0.5,2.9,2010
Katie Douglas,G,34,29.8,13.7,5.0,11.1,44.9,2.0,5.1,39.1,1.7,2.1,83.1,3.4,3.3,1.4,0.4,2.0,2010
Chamique Holdsclaw,F,29,29.0,13.6,5.6,11.3,49.4,0.4,1.1,35.5,2.0,2.5,80.6,5.3,2.0,1.5,0.3,2.2,2010
Renee Montgomery,G,34,27.6,13.3,4.6,11.6,40.1,1.9,5.6,34.9,2.1,2.4,85.5,2.2,4.1,1.4,0.1,2.3,2010
Sancho Lyttle,F,32,29.1,12.8,5.1,10.5,48.4,0.0,0.0,0.0,2.7,3.8,72.5,9.9,2.2,1.7,0.6,2.0,2010
Lindsay Whalen,G,33,33.6,12.6,4.1,9.9,41.0,0.5,2.0,23.1,4.0,4.5,89.9,4.0,5.6,1.4,0.2,2.3,2010
Erika de Souza,F,34,25.6,12.4,5.6,9.8,57.1,0.0,0.0,0.0,1.2,2.2,54.7,8.3,0.9,0.8,1.2,1.8,2010
Lindsey Harding,G,34,33.2,12.1,4.6,10.4,44.5,0.4,1.5,28.8,2.4,3.1,76.6,3.0,4.0,1.4,0.2,2.8,2010
DeWanna Bonner,F,32,25.4,12.0,4.1,8.9,46.5,0.6,1.7,35.8,3.1,3.7,84.0,6.1,1.3,0.7,1.2,1.3,2010
Scholanda Dorrell,G,34,24.6,11.9,4.3,10.6,40.2,0.7,2.2,30.3,2.7,3.8,70.8,2.4,1.7,1.6,0.4,2.5,2010
Charde Houston,F,34,22.3,11.8,4.5,10.8,41.6,1.4,3.7,36.5,1.5,2.1,70.4,4.1,1.4,1.3,0.6,2.0,2010
Sandrine Gruda,F,28,22.7,11.5,4.0,8.1,49.1,0.1,0.4,18.2,3.5,4.6,76.0,4.5,1.2,0.7,0.8,1.6,2010
Rebekkah Brunson,F,30,30.5,11.3,3.9,9.1,42.9,0.0,0.0,0.0,3.5,5.3,66.3,10.3,0.8,1.2,1.0,1.6,2010
Monica Wright,G,34,25.5,11.1,4.1,11.1,37.0,0.9,2.8,34.0,2.0,2.4,81.9,2.9,1.5,1.0,0.2,2.0,2010
Sue Bird,G,33,30.5,11.1,4.1,9.4,43.4,1.8,4.5,39.9,1.1,1.3,85.7,2.7,5.8,1.5,0.2,1.8,2010
Asjha Jones,F,30,25.8,10.8,4.6,10.3,44.8,0.2,0.7,30.0,1.3,1.5,84.8,4.9,2.2,0.4,0.4,1.8,2010
Jia Perkins,G,34,27.5,10.7,4.3,10.8,39.6,1.1,3.2,34.9,1.0,1.3,81.4,2.9,2.4,1.6,0.2,1.2,2010
Taj McWilliams-Franklin,F,34,29.2,10.6,4.1,8.1,51.1,0.2,0.7,26.1,2.2,2.7,82.6,5.4,2.0,1.4,0.9,1.5,2010
Michelle Snow,C,34,24.1,10.4,4.2,7.4,57.4,0.0,0.0,0.0,1.9,2.6,71.9,6.2,1.6,1.0,0.7,1.6,2010
Noelle Quinn,G,34,32.5,10.2,4.0,9.1,44.3,1.0,2.6,40.2,1.1,1.4,77.6,4.0,2.8,1.0,0.3,1.4,2010
Camille Little,F,34,24.6,10.1,3.8,7.5,50.0,0.2,0.7,34.8,2.4,3.4,71.1,5.2,1.4,1.6,0.6,1.8,2010
Tan White,G,34,25.2,10.1,3.6,8.5,42.0,1.4,3.9,36.6,1.5,1.9,80.0,2.7,2.3,1.6,0.1,1.6,2010
Epiphanny Prince,G,34,19.6,9.8,3.4,8.1,42.7,0.7,2.1,33.8,2.2,2.9,78.4,2.0,2.7,1.6,0.1,1.8,2010
Katie Smith,G,33,30.8,9.5,3.3,8.4,39.5,1.6,4.5,36.2,1.3,1.7,76.4,2.1,2.6,0.7,0.2,1.6,2010
Leilani Mitchell,G,34,28.8,9.3,3.1,7.0,44.1,2.1,4.4,48.6,1.0,1.3,81.4,2.6,3.8,1.6,0.2,1.5,2010
Nicole Powell,F,34,26.2,9.3,3.3,8.5,38.9,1.9,4.9,39.5,0.8,0.9,83.9,4.2,2.2,1.0,0.2,1.4,2010
Tangela Smith,C,34,29.2,9.2,3.5,8.8,39.5,1.5,4.3,34.7,0.8,1.1,75.0,5.2,0.9,0.7,0.9,1.1,2010
Temeka Johnson,G,34,27.3,9.2,3.6,8.7,41.1,0.9,2.9,30.9,1.1,1.4,79.6,3.2,4.7,0.9,0.2,2.0,2010
Tanisha Wright,G,34,29.1,9.2,3.1,7.7,41.0,0.7,1.6,41.1,2.2,2.6,84.4,3.3,4.5,1.2,0.3,2.1,2010
Nicky Anosike,F,31,29.9,9.2,2.7,7.2,37.2,0.0,0.0,0.0,3.8,5.0,77.3,6.8,1.9,2.0,1.0,2.1,2010
Dominique Canty,G,34,26.0,9.0,3.1,7.2,43.0,0.1,0.3,18.2,2.8,4.0,69.3,2.6,3.4,1.0,0.2,2.2,2010
Plenette Pierson,F,25,16.7,9.0,3.5,7.6,45.8,0.0,0.2,25.0,2.0,2.4,81.7,3.8,1.1,0.7,0.3,1.8,2010
Marie Ferdinand-Harris,G,30,24.3,8.9,3.4,8.2,40.9,0.5,1.6,29.2,1.7,2.1,83.9,2.7,1.2,0.9,0.2,1.1,2010
Janel McCarville,C,34,28.5,8.8,3.7,8.1,46.2,0.1,0.3,27.3,1.2,1.5,82.0,5.9,2.2,1.4,0.7,2.5,2010
Amber Holt,F,33,21.1,8.7,3.0,7.3,40.8,0.8,2.6,31.4,2.0,2.5,80.2,3.1,1.8,0.9,0.2,1.1,2010
Kristi Toliver,G,34,20.7,8.6,3.1,7.1,43.8,1.1,3.1,34.9,1.3,1.6,81.5,2.2,1.3,0.5,0.1,1.5,2010
Kara Lawson,G,34,25.1,8.3,3.0,7.3,40.9,1.4,3.8,35.9,1.0,1.1,89.5,2.6,3.5,0.4,0.0,1.4,2010
Tammy Sutton-Brown,C,34,25.7,8.1,3.0,6.7,45.0,0.0,0.0,0.0,2.1,2.9,70.7,5.1,0.9,1.0,1.6,1.6,2010
Ebony Hoffman,F,34,24.0,8.0,3.1,7.9,39.7,0.8,2.4,31.7,1.0,1.2,85.0,4.2,1.3,1.2,0.4,1.6,2010
Roneeka Hodges,F,34,25.3,7.7,2.8,7.7,35.7,1.4,4.7,30.8,0.7,1.0,75.8,3.2,1.4,0.4,0.3,1.2,2010
Tiffany Jackson-Jones,F,25,23.7,7.6,2.8,6.9,39.9,0.0,0.0,100.0,2.0,2.6,79.7,5.8,1.4,1.4,0.3,2.1,2010
Svetlana Abrosimova,F,34,20.2,7.6,2.9,6.9,41.5,1.1,3.0,37.6,0.7,1.3,56.8,3.1,2.0,1.2,0.1,1.8,2010
Briann January,G,30,21.9,7.4,2.2,5.8,37.1,0.7,2.0,35.6,2.4,2.9,82.6,2.0,3.1,1.2,0.1,2.3,2010
Jessica Davenport,C,33,14.2,7.4,2.9,5.1,57.1,0.0,0.2,14.3,1.5,2.1,72.5,2.8,0.5,0.4,0.8,1.2,2010
Tamera Young,F,32,18.6,6.8,2.4,6.6,36.2,0.4,1.5,27.7,1.6,2.4,68.4,3.1,1.6,0.8,0.2,1.5,2010
Edwige Lawson-Wade,,33,21.9,6.5,2.0,5.5,37.0,1.3,3.8,33.9,1.2,1.3,90.7,1.9,2.8,1.1,0.1,1.4,2010
Marissa Coleman,G,34,19.5,6.5,2.2,5.6,39.7,1.2,3.0,40.2,0.9,1.2,75.6,3.3,1.5,0.9,0.4,1.2,2010
Erin Thorn,G,34,20.1,6.3,2.1,5.0,41.2,1.2,2.9,42.0,0.9,1.1,88.9,1.9,2.1,0.6,0.1,1.3,2010
Nakia Sanford,F,34,17.9,6.0,2.2,4.7,47.8,0.0,0.0,0.0,1.6,2.2,69.7,4.2,0.7,0.7,0.2,2.0,2010
Shavonte Zellous,G,27,15.5,5.9,1.7,4.8,36.2,0.3,0.9,28.0,2.2,2.9,74.7,2.1,1.3,0.4,0.6,1.2,2010
Matee Ajavon,G,34,14.6,5.9,1.9,5.6,34.6,0.3,1.4,18.4,1.7,2.2,77.3,1.6,1.4,1.1,0.1,1.5,2010
Kiesha Brown,,27,17.8,5.7,2.1,5.3,38.9,0.7,1.7,39.1,0.9,1.0,82.1,2.0,2.4,0.6,0.0,1.5,2010
Le'coe Willingham,F,33,15.6,5.5,2.1,3.9,53.8,0.4,0.9,45.2,0.8,1.3,66.7,4.1,0.7,0.5,0.2,0.9,2010
Cathrine Kraayeveld,F,34,21.2,5.2,1.9,5.3,35.0,0.9,2.9,31.6,0.6,0.7,87.5,2.7,1.3,0.6,0.6,1.4,2010
Chasity Melvin,,34,19.4,5.2,2.2,5.1,43.4,0.0,0.0,0.0,0.8,1.2,64.3,4.7,0.7,0.7,0.5,1.2,2010
Chante Black,C,34,20.9,5.2,2.4,4.4,53.7,0.0,0.0,0.0,0.5,1.4,34.7,6.5,0.6,0.5,1.6,1.3,2010
Mistie McCray Bass,F,34,18.9,4.9,2.0,3.8,52.7,0.0,0.1,0.0,0.9,1.4,62.5,3.9,1.1,0.6,0.4,1.1,2010
Armintie Herrington,G,34,16.5,4.9,1.6,4.0,38.7,0.0,0.1,0.0,1.8,3.0,59.4,3.0,1.8,0.9,0.1,1.1,2010
Ticha Penicheiro,G,32,26.3,4.9,1.5,3.7,41.0,0.0,0.3,11.1,1.8,2.3,81.9,4.0,6.9,1.3,0.1,2.3,2010
Kalana Greene,G,33,15.7,4.5,1.9,4.2,46.4,0.2,0.6,33.3,0.5,0.7,62.5,1.6,0.9,0.4,0.2,1.1,2010
Lindsay Wisdom-Hylton,F,32,15.1,4.5,1.9,3.8,50.0,0.0,0.1,0.0,0.8,1.1,70.6,3.4,0.4,0.6,0.8,0.7,2010
Kelsey Griffin,F,34,20.0,4.4,1.4,4.0,35.0,0.4,1.4,27.1,1.2,1.6,77.4,4.7,1.1,0.7,0.5,1.3,2010
Yelena Leuchanka,C,32,10.6,4.2,1.6,3.3,47.6,0.0,0.2,20.0,1.0,1.3,74.4,2.6,0.4,0.5,0.3,1.4,2010
DeMya Chakheia Walker,F,31,11.0,4.1,1.4,3.4,41.9,0.0,0.1,0.0,1.2,1.5,82.6,2.1,0.8,0.5,0.2,1.3,2010
Tully Bevilaqua,G,34,19.4,3.9,1.4,3.5,38.3,0.8,2.3,33.8,0.4,0.7,58.3,2.1,1.6,1.4,0.1,1.2,2010
Alison Bales,,34,15.6,3.9,1.2,2.9,43.3,0.1,0.4,41.7,1.3,1.6,79.6,3.8,0.8,0.7,1.1,0.7,2010
Shalee Lehning,,33,23.5,3.7,1.5,3.2,45.3,0.4,1.1,36.1,0.4,0.9,46.7,2.7,4.8,0.8,0.2,1.8,2010
Essence Carson,F,34,9.6,3.7,1.5,3.6,40.7,0.1,0.7,16.0,0.6,0.9,68.8,1.6,0.7,0.4,0.2,0.8,2010
Kelly Miller,G,30,16.4,3.6,1.0,3.6,29.0,0.8,2.3,32.9,0.7,0.8,88.0,1.9,2.6,0.8,0.1,1.2,2010
Andrea Riley,G,29,7.7,3.4,0.9,3.1,30.3,0.5,1.8,29.4,1.1,1.3,83.8,0.8,1.0,0.5,0.0,0.8,2010
Jayne Appel-Marinelli,C,28,10.9,3.4,1.4,2.5,53.5,0.0,0.1,33.3,0.7,1.2,55.9,2.5,0.5,0.3,0.2,0.7,2010
Marion Jones,,33,9.5,3.4,1.3,2.4,52.5,0.1,0.2,25.0,0.8,1.3,59.5,1.6,0.6,0.5,0.2,0.7,2010
Hamchetou Maiga-Ba,,34,13.8,3.2,1.3,3.3,38.4,0.0,0.0,0.0,0.6,1.0,66.7,2.3,0.9,0.4,0.1,1.1,2010
Jana Vesela,,29,11.4,3.2,1.2,2.2,54.7,0.2,0.5,40.0,0.6,0.7,80.0,2.0,0.6,0.6,0.2,0.9,2010
Coco Miller,G,27,7.3,3.1,1.3,3.1,40.0,0.2,1.0,19.2,0.4,0.5,85.7,0.6,0.8,0.2,0.0,0.7,2010
Jessica Moore,F,33,13.1,3.1,1.2,2.7,42.7,0.0,0.0,0.0,0.8,0.9,83.3,2.1,0.4,0.2,0.1,0.9,2010
Crystal Kelly,,26,9.3,3.0,0.8,1.9,44.0,0.0,0.0,100.0,1.3,1.8,73.9,1.2,0.3,0.3,0.0,0.9,2010
Ketia Swanier,G,32,10.1,3.0,1.1,2.9,39.1,0.4,1.0,38.7,0.3,0.7,52.4,1.2,1.7,0.3,0.0,1.3,2010
Jene Morris,G,25,7.8,2.9,1.1,2.6,42.4,0.6,1.5,36.8,0.1,0.1,66.7,0.6,0.5,0.3,0.1,0.7,2010
Kia Vaughn,C,30,8.1,2.1,0.8,2.3,34.8,0.0,0.0,100.0,0.4,0.7,65.0,1.4,0.3,0.2,0.2,0.6,2010
Helen Darling,,33,11.8,1.9,0.5,1.8,30.0,0.2,0.7,27.3,0.7,1.0,64.7,1.0,1.4,0.6,0.0,1.0,2010
Quanitra Hollingsworth,C,25,7.3,1.7,0.6,1.5,37.8,0.0,0.0,0.0,0.6,1.0,60.0,1.8,0.2,0.2,0.0,0.8,2010
Ashley Robinson,C,30,8.2,1.4,0.6,1.5,41.3,0.0,0.0,0.0,0.1,0.3,33.3,1.9,0.5,0.1,0.7,0.6,2010
Kerri Gardin,,25,8.2,1.2,0.4,1.5,27.0,0.0,0.4,9.1,0.3,0.5,66.7,1.2,0.6,0.4,0.1,0.4,2010
