Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
Jewell Loyd,G,22,27.9,15.5,5.1,11.5,44.3,1.8,4.5,39.0,3.5,4.0,87.5,2.4,3.2,1.5,0.3,1.9,2020
Allie Quigley,G,22,28.7,15.4,5.9,13.1,44.8,2.1,6.0,34.6,1.5,1.7,91.9,2.9,2.3,0.6,0.3,1.3,2020
Kahleah Copper,G,22,31.3,14.8,6.0,12.1,49.6,1.0,2.8,34.4,1.9,2.5,73.2,5.5,2.1,1.0,0.2,2.5,2020
Ariel Atkins,G,22,31.0,14.8,5.0,11.4,43.8,2.0,4.9,41.1,2.8,3.2,88.6,2.9,2.4,1.8,0.3,1.9,2020
Candace Parker,F,22,30.0,14.7,5.6,11.0,51.0,0.9,2.2,39.6,2.6,3.5,73.1,9.7,4.6,1.2,1.2,2.9,2020
Courtney Williams,G,20,30.5,14.6,6.7,15.4,43.6,0.4,1.7,23.5,0.8,1.2,69.6,7.2,3.2,0.7,0.1,2.7,2020
Angel McCoughtry,F,22,20.0,14.4,5.3,10.3,51.8,0.7,1.5,47.1,3.0,3.5,88.2,5.1,2.5,1.3,0.3,1.7,2020
Chelsea Gray,G,22,30.6,14.0,5.5,12.5,44.2,0.8,2.7,30.5,2.1,2.2,93.9,3.7,5.3,1.5,0.1,2.7,2020
Satou Sabally,F,16,28.2,13.9,4.2,11.4,36.8,0.8,4.1,19.7,4.7,5.4,87.2,7.8,2.5,0.8,0.9,2.2,2020
Courtney Vandersloot,G,22,31.5,13.6,4.9,9.9,49.1,1.4,3.5,39.5,2.5,2.9,88.9,3.5,10.0,1.2,0.4,2.5,2020
Cheyenne Parker-Tyus,F,20,24.9,13.4,4.9,8.8,55.4,0.8,1.6,46.9,3.0,3.5,85.5,6.4,1.5,1.3,0.9,2.8,2020
Nneka Ogwumike,F,18,26.2,13.3,5.3,9.3,56.9,0.5,1.0,50.0,2.3,2.7,83.7,4.8,1.7,1.1,0.2,1.6,2020
Allisha Gray,G,20,26.2,13.1,4.6,9.8,46.4,1.3,3.6,35.2,2.7,3.3,83.1,4.2,1.3,1.1,0.3,1.1,2020
Dearica Hamby,F,22,28.3,13.0,5.0,9.3,53.9,0.8,1.7,47.4,2.2,3.0,71.6,7.1,2.7,1.7,0.2,2.0,2020
Emma Meesseman,F,20,31.7,13.0,5.5,12.0,45.4,0.7,2.3,28.9,1.5,1.8,82.9,5.3,4.5,1.2,0.8,2.0,2020
Damiris Dantas,F,22,26.6,12.9,4.6,10.0,46.4,1.8,4.1,43.3,1.8,2.5,72.7,6.1,2.6,1.1,0.2,1.8,2020
Tiffany Mitchell,G,19,26.4,12.7,3.9,11.3,34.6,0.9,3.8,23.3,4.1,4.3,95.1,3.4,2.6,0.6,0.1,2.4,2020
Candice Dupree,F,22,30.2,12.5,5.3,11.4,46.2,0.1,0.8,16.7,1.9,2.2,85.4,5.7,2.5,0.7,0.4,1.3,2020
Kayla McBride,G,22,26.6,12.5,4.1,9.6,42.5,1.1,3.3,34.2,3.2,3.5,89.7,2.3,2.4,1.2,0.1,1.4,2020
Kia Nurse,G,21,27.5,12.2,3.2,11.9,27.3,1.5,6.2,23.8,4.2,4.9,86.4,2.9,2.3,0.5,0.2,2.2,2020
Layshia Clarendon,G,19,26.1,11.5,3.9,8.4,46.5,0.8,2.3,34.1,2.9,3.3,87.3,2.5,3.9,0.9,0.0,3.4,2020
Brionna Jones,F,21,26.1,11.2,4.7,7.7,60.5,0.0,0.0,100.0,1.8,2.6,69.1,5.6,1.0,1.7,0.7,1.6,2020
Jackie Young,G,22,25.8,11.0,4.2,8.6,49.2,0.1,0.6,23.1,2.4,2.8,85.2,4.3,3.0,0.7,0.1,1.6,2020
Teaira McCowan,C,22,21.0,10.9,4.1,7.6,53.6,0.0,0.1,0.0,2.7,3.6,75.0,7.3,0.6,0.3,1.0,2.0,2020
Jazmine Jones,G,20,21.4,10.8,3.5,8.6,40.4,0.8,2.3,33.3,3.2,4.0,78.8,4.1,2.3,1.4,0.5,2.9,2020
Marina Mabrey,G,18,22.4,10.6,3.8,8.8,43.0,2.1,5.1,41.8,0.9,1.3,66.7,3.3,2.4,1.4,0.1,1.7,2020
Riquna Williams,G,21,21.1,10.5,3.9,8.9,43.5,2.0,4.9,42.2,0.8,0.9,88.9,1.8,1.5,1.1,0.3,0.9,2020
Jasmine Thomas,G,19,25.5,10.2,4.0,9.9,40.4,1.1,3.3,33.3,1.1,1.2,91.3,1.7,4.0,1.3,0.3,2.4,2020
Elizabeth Williams,C,22,29.2,10.1,4.0,8.1,48.9,0.0,0.0,0.0,2.2,3.0,74.2,5.7,1.4,0.8,1.4,1.1,2020
Brittney Sykes,G,21,24.4,10.1,3.5,7.1,48.7,0.8,2.3,32.7,2.4,3.0,80.6,2.6,2.1,1.5,0.3,1.7,2020
Alysha Clark,F,22,28.8,10.0,3.7,6.7,55.8,1.6,3.0,52.2,0.9,1.1,80.0,4.2,2.7,1.5,0.5,0.9,2020
Leilani Mitchell,G,22,30.6,9.5,3.3,8.1,40.8,1.3,4.3,30.5,1.5,1.8,87.2,2.8,5.4,0.8,0.0,1.7,2020
Natasha Howard,F,22,21.0,9.5,4.0,7.5,53.0,0.3,0.9,35.0,1.3,1.6,77.8,7.1,1.0,1.7,0.6,2.1,2020
Amanda Zahui B.,C,21,25.3,9.0,3.1,8.8,35.3,1.6,4.8,34.0,1.2,1.7,69.4,8.5,1.9,0.9,1.2,2.6,2020
Julie Allemand,G,22,32.5,8.5,2.8,6.0,45.9,2.0,4.2,47.8,1.0,1.4,73.3,4.5,5.8,1.1,0.4,2.6,2020
Tianna Hawkins,F,17,19.4,8.5,3.1,7.6,40.8,1.0,3.4,29.8,1.3,1.5,84.6,3.5,1.0,0.8,0.4,1.2,2020
Monique Billings,F,22,27.1,8.5,3.1,7.7,40.0,0.0,0.0,0.0,2.3,3.0,76.1,8.5,1.2,1.1,0.8,1.9,2020
Sami Whitcomb,G,22,16.5,8.1,2.8,6.4,44.3,1.5,3.8,38.1,1.0,1.0,100.0,2.3,2.0,0.7,0.1,1.0,2020
Jordin Canada,G,20,24.2,7.9,2.8,6.6,42.4,0.1,0.6,9.1,2.2,2.9,77.2,2.3,5.5,1.5,0.0,2.0,2020
Natalie Achonwa,F,18,20.2,7.8,3.2,6.4,49.6,0.0,0.6,0.0,1.4,1.8,81.3,5.5,1.7,0.5,0.6,1.8,2020
Gabby Williams,F,22,24.8,7.7,3.0,7.2,42.4,0.9,3.2,28.6,0.7,1.1,64.0,4.0,2.0,1.3,0.2,1.7,2020
Danielle Robinson,G,22,22.4,7.4,2.8,5.5,51.2,0.2,0.6,38.5,1.5,1.9,81.0,2.4,3.3,0.9,0.1,1.3,2020
Kayla Thornton,F,22,25.3,7.3,2.5,5.8,42.5,1.1,3.3,34.7,1.3,1.5,87.5,5.1,0.8,0.9,0.2,1.1,2020
Shatori Walker-Kimbrough,G,21,19.0,7.3,2.6,6.0,42.9,1.0,2.4,43.1,1.1,1.2,92.0,1.6,1.5,1.1,0.4,1.0,2020
Brianna Turner,F,22,27.9,7.2,3.0,5.2,57.9,0.0,0.0,0.0,1.2,1.9,64.3,9.0,1.8,1.1,2.0,1.4,2020
Kennedy Burke,F,22,18.3,7.2,2.6,5.8,44.9,0.7,2.2,31.3,1.4,1.9,71.4,1.8,1.1,0.6,0.4,1.2,2020
Te'a Cooper,G,20,17.3,7.0,2.6,5.7,45.1,0.6,1.6,34.4,1.3,1.7,76.5,1.0,2.0,0.7,0.0,1.5,2020
Rachel Banham,G,20,17.0,6.9,2.4,5.2,46.2,1.3,2.7,47.2,0.8,1.0,80.0,1.3,2.4,0.5,0.1,1.0,2020
Sydney Wiese,G,19,19.1,6.8,2.5,4.9,50.5,1.3,2.8,47.2,0.6,0.6,91.7,1.7,1.2,0.6,0.1,1.2,2020
Tyasha Harris,G,21,19.6,6.8,2.6,6.0,43.3,0.9,2.7,33.9,0.7,1.0,63.6,1.2,2.8,0.9,0.1,0.9,2020
Bridget Carleton,F,22,25.8,6.6,2.4,4.6,52.0,1.0,2.1,45.7,0.8,1.3,64.3,3.5,2.5,0.7,0.0,1.2,2020
Ezi Magbegor,C,22,13.3,6.5,2.8,5.0,56.9,0.0,0.1,33.3,0.9,1.2,70.4,2.5,0.3,0.5,0.7,0.4,2020
Lexie Brown,G,17,22.0,6.4,2.2,6.5,34.2,0.8,3.1,26.9,1.1,1.4,79.2,1.9,2.4,1.8,0.0,1.4,2020
Stefanie Dolson,C,15,18.2,6.4,2.3,4.7,49.3,0.8,2.1,37.5,0.9,1.3,73.7,3.5,1.7,0.4,0.9,1.0,2020
Kia Vaughn,C,22,18.9,6.1,2.8,5.8,48.8,0.0,0.1,0.0,0.5,0.9,57.9,3.6,1.5,0.5,0.3,1.5,2020
Shekinna Stricklen,F,22,21.7,6.1,2.1,6.3,34.1,1.5,4.5,33.3,0.4,0.4,100.0,1.9,0.6,0.3,0.0,0.7,2020
Alanna Smith,F,19,15.6,6.1,2.3,5.4,42.2,0.5,2.3,23.3,1.1,1.5,69.0,3.6,1.2,0.3,0.8,0.9,2020
Natisha Hiedeman,G,22,18.5,6.1,2.0,5.8,35.4,1.0,2.9,35.9,1.0,1.4,70.0,1.9,1.9,0.4,0.0,1.1,2020
Seimone Augustus,G,21,15.8,5.9,2.6,5.2,49.1,0.6,1.0,54.5,0.2,0.3,66.7,1.8,1.2,0.6,0.1,0.4,2020
Blake Dietrick,G,22,21.0,5.9,2.2,4.7,47.1,1.2,2.6,44.8,0.2,0.4,62.5,1.6,3.4,0.8,0.1,1.8,2020
Jocelyn Willoughby,G,22,17.4,5.8,1.8,5.0,35.8,0.7,1.7,40.5,1.6,1.9,83.3,2.4,0.9,0.7,0.3,1.4,2020
Kiah Stokes,C,22,27.3,5.7,2.3,6.2,37.2,0.9,3.9,23.5,0.2,0.3,57.1,6.7,1.2,0.5,1.2,1.3,2020
Ruthy Hebard,F,22,14.5,5.7,2.6,3.9,68.2,0.0,0.0,0.0,0.4,0.5,75.0,3.9,0.3,0.5,0.4,0.7,2020
Kiara Leslie,G,19,21.8,5.5,2.0,5.7,35.2,0.9,2.5,36.2,0.6,0.7,92.3,3.0,1.1,0.5,0.4,0.9,2020
Leaonna Odom,F,22,20.6,5.5,2.2,4.5,49.0,0.2,0.9,25.0,0.9,1.0,87.0,2.3,0.7,0.7,0.4,0.7,2020
Kaila Charles,G,21,17.9,5.4,1.9,4.6,41.2,0.5,1.4,36.7,1.0,1.5,71.0,2.6,0.9,0.8,0.3,0.9,2020
Shenise Johnson,G,17,12.5,5.1,1.6,4.8,34.1,0.4,1.0,35.3,1.5,1.6,89.3,1.9,1.2,0.9,0.1,1.2,2020
Katie Lou Samuelson,F,22,20.0,5.0,1.8,4.4,41.7,0.9,2.7,31.7,0.5,0.7,73.3,2.4,1.4,0.7,0.4,0.5,2020
Sophie Cunningham,G,21,18.9,5.0,1.7,4.3,38.5,0.6,2.4,23.5,1.0,1.2,88.0,1.0,0.8,0.5,0.1,0.7,2020
Bria Holmes,G,18,16.2,4.9,1.9,5.4,35.7,0.6,1.7,33.3,0.4,0.7,66.7,1.8,1.1,0.7,0.3,1.0,2020
Glory Johnson,F,18,15.1,4.7,1.7,4.6,37.3,0.6,2.3,26.2,0.7,1.3,50.0,3.7,0.6,0.8,0.4,0.7,2020
Kristine Anigwe,F,17,11.6,4.6,1.9,3.1,60.4,0.0,0.0,0.0,0.8,1.5,53.8,2.6,0.2,0.6,0.4,0.9,2020
Epiphanny Prince,G,15,12.7,4.3,1.5,3.8,38.6,0.6,1.8,33.3,0.7,0.9,84.6,1.2,1.4,0.4,0.1,0.8,2020
Kylee Shook,F,20,14.5,4.1,1.6,4.0,40.5,0.2,0.9,17.6,0.7,0.9,82.4,2.8,0.6,0.4,0.5,1.0,2020
Mikiah Herbert Harrigan,F,21,11.1,3.8,1.4,3.9,36.6,0.7,1.6,42.4,0.2,0.3,71.4,2.3,0.3,0.4,0.4,0.7,2020
Lauren Cox,F,14,13.1,3.6,1.3,3.1,41.9,0.2,0.4,50.0,0.8,1.1,73.3,3.3,1.4,0.4,0.3,0.8,2020
Mercedes Russell,C,22,13.8,3.5,1.5,3.5,41.0,0.0,0.0,0.0,0.6,1.1,56.0,3.2,0.6,0.4,0.4,0.7,2020
Sugar Rodgers,G,22,12.0,3.4,1.2,3.7,32.1,0.9,2.9,31.3,0.1,0.2,75.0,1.3,1.4,0.3,0.1,0.7,2020
Kaleena Mosqueda-Lewis,F,16,10.3,3.4,1.2,4.0,29.7,0.8,2.9,25.5,0.3,0.4,57.1,1.3,0.3,0.2,0.1,0.4,2020
Lindsay Allen,G,21,13.5,3.3,1.3,3.2,41.8,0.3,0.9,33.3,0.4,0.5,80.0,1.1,2.4,0.3,0.0,0.8,2020
Megan Walker,F,18,11.4,3.3,1.4,4.3,32.1,0.3,2.4,14.0,0.2,0.3,60.0,1.5,0.3,0.2,0.0,0.4,2020
Joyner Holmes,F,19,10.0,2.9,1.2,3.8,30.6,0.2,1.5,10.7,0.5,0.6,75.0,2.7,0.7,0.1,0.1,0.7,2020
Tierra Ruffin-Pratt,G,17,14.5,2.9,0.7,2.6,26.7,0.4,0.8,46.2,1.1,1.5,73.1,2.1,0.9,0.6,0.2,0.5,2020
Carolyn Swords,C,22,17.5,2.9,1.0,2.3,46.0,0.0,0.0,0.0,0.8,1.0,77.3,4.6,0.9,0.2,0.1,0.8,2020
Erica McCall,F,19,9.4,2.7,0.8,2.4,35.6,0.1,0.2,25.0,0.9,1.2,81.8,2.5,0.2,0.3,0.4,0.5,2020
Bella Alarie,C,22,14.0,2.7,1.1,3.0,36.4,0.0,0.6,7.7,0.5,0.5,83.3,2.9,0.5,0.6,0.9,0.5,2020
Nia Coffey,F,15,15.3,2.7,1.1,2.5,42.1,0.5,1.4,33.3,0.1,0.4,16.7,2.5,0.8,0.3,0.3,0.5,2020
Alaina Coates,C,20,9.9,2.5,0.9,1.7,52.9,0.0,0.0,0.0,0.7,1.3,53.8,2.8,0.5,0.4,0.2,0.6,2020
Kayla Alexander,C,16,5.6,2.3,1.0,1.9,53.3,0.0,0.0,0.0,0.3,0.5,62.5,0.9,0.2,0.1,0.2,0.4,2020
Beatrice Mompremier,F,21,8.9,2.3,1.0,2.2,42.6,0.0,0.0,0.0,0.4,0.9,44.4,3.3,0.1,0.2,0.6,0.7,2020
Sydney Colson,G,17,6.5,1.6,0.5,1.2,42.9,0.2,0.5,33.3,0.4,0.5,87.5,0.4,0.8,0.4,0.0,0.8,2020
Kathleen Doyle,G,18,8.6,1.5,0.6,2.3,24.4,0.3,1.2,23.8,0.1,0.2,50.0,0.8,1.1,0.4,0.0,1.0,2020
