Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,Year
LaToya Sanders,F,29,13.0,4.4,1.5,3.3,44.8,0.0,0.0,0.0,1.4,1.8,82.4,3.5,0.3,0.3,1.5,0.9,2008
Raffaella Masciadri,,29,14.2,4.3,1.6,4.7,34.8,0.6,2.3,23.5,0.6,0.7,80.0,1.4,0.6,0.3,0.0,0.6,2008
Crystal Smith,,28,14.0,4.3,1.4,3.9,35.5,0.5,1.4,36.8,1.0,1.3,80.6,1.0,0.9,0.5,0.1,1.2,2008
Jamie Carey,,33,15.1,4.2,1.4,3.4,42.3,1.0,2.5,41.0,0.3,0.3,90.0,1.2,1.4,0.2,0.0,0.7,2008
Shannon Bobbitt,G,26,21.2,4.1,1.3,4.9,27.6,0.8,2.7,28.2,0.6,0.8,72.7,2.5,3.5,1.0,0.0,2.4,2008
Kerri Gardin,,34,15.9,4.0,1.4,3.9,35.3,0.6,1.6,37.5,0.6,1.2,53.7,3.3,1.2,0.9,0.2,1.3,2008
Leilani Mitchell,G,34,15.2,3.9,1.1,3.1,37.1,0.6,1.4,40.4,1.0,1.2,81.0,1.7,2.9,0.5,0.1,1.1,2008
Cathy Joens,,26,10.5,3.8,1.3,3.5,37.4,0.9,2.5,36.9,0.3,0.3,87.5,1.3,0.5,0.2,0.1,0.9,2008
Nikki Blue,,26,20.7,3.8,1.3,3.9,32.4,0.5,1.2,43.8,0.7,1.0,76.0,1.6,2.8,0.7,0.1,1.6,2008
Noelle Quinn,G,32,16.7,3.6,1.5,3.7,39.8,0.3,1.0,31.3,0.4,0.6,66.7,2.2,2.5,0.7,0.1,1.4,2008
Ashley Battle,,34,9.9,3.6,1.1,2.9,37.8,0.3,0.9,36.7,1.1,1.5,72.0,1.6,0.7,0.4,0.0,0.8,2008
Helen Darling,,31,18.7,3.5,1.1,4.0,26.8,0.4,1.9,20.0,1.0,1.2,78.9,2.4,1.7,1.1,0.1,1.5,2008
Barbara Farris,F,34,16.3,3.5,1.3,2.7,47.3,0.0,0.0,0.0,0.9,1.3,69.8,3.8,0.2,0.6,0.1,1.0,2008
Olayinka Sanni,,31,10.5,3.4,1.3,2.6,50.0,0.0,0.0,0.0,0.8,1.2,64.9,2.1,0.2,0.4,0.2,1.3,2008
Edwige Lawson-Wade,,30,9.3,3.3,1.2,2.7,45.0,0.7,1.6,46.8,0.2,0.3,66.7,1.0,0.9,0.4,0.0,0.8,2008
Shyra Ely-Gash,F,34,11.4,3.3,1.4,3.4,40.9,0.1,0.3,36.4,0.4,0.7,62.5,2.6,0.5,0.4,0.1,0.9,2008
K.B. Sharp,,34,17.6,3.2,1.2,2.6,44.4,0.3,0.8,32.1,0.6,0.9,65.5,1.3,1.4,0.4,0.0,0.9,2008
Erin Thorn,G,32,11.9,3.2,1.1,3.3,34.0,0.6,2.2,26.8,0.3,0.3,90.9,0.6,1.1,0.2,0.1,0.6,2008
Sheri Sam,F,32,14.9,2.9,1.1,3.4,30.9,0.2,0.7,28.6,0.6,0.8,69.2,2.8,1.2,0.6,0.1,1.0,2008
Kristin Haynie,,33,14.7,2.8,0.9,2.9,31.6,0.3,1.0,31.3,0.7,1.0,75.0,1.7,2.5,0.9,0.1,1.4,2008
Tye'sha Fluker,,26,8.9,2.7,1.0,2.5,38.5,0.0,0.1,33.3,0.7,1.0,76.0,1.3,0.4,0.2,0.3,0.7,2008
Bernadette Ngoyisa,,31,7.3,2.7,1.0,2.0,47.6,0.0,0.0,0.0,0.7,1.0,71.9,1.7,0.2,0.2,0.2,1.0,2008
Allison Feaster,,33,9.1,2.6,0.9,2.7,33.7,0.7,2.3,30.7,0.1,0.1,100.0,0.7,0.8,0.2,0.1,0.4,2008
Kristen Rasmussen,,31,12.7,2.5,0.9,2.3,37.5,0.3,0.7,34.8,0.5,0.7,73.9,2.7,0.9,0.4,0.2,0.6,2008
Tamika Raymond,,34,11.0,2.5,0.9,2.1,41.7,0.0,0.1,0.0,0.7,1.2,58.5,2.9,0.4,0.3,0.0,0.8,2008
Quianna Chaney,,28,8.5,2.4,0.8,3.0,27.7,0.4,1.8,24.0,0.4,0.4,83.3,1.0,0.9,0.5,0.1,0.8,2008
Laurie Koehn,G,30,4.8,2.4,0.8,2.0,39.3,0.8,1.8,41.8,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.3,2008
LaToya Bond,,32,10.2,2.3,0.8,2.8,28.9,0.3,1.3,21.4,0.4,0.5,81.3,1.0,0.8,0.5,0.1,1.0,2008
Brooke Wyckoff,,34,17.4,2.2,0.7,2.1,34.2,0.5,1.5,31.4,0.3,0.5,56.3,2.3,1.4,0.4,0.6,1.0,2008
Morenike Atunrase,,33,10.5,2.2,0.7,2.6,27.6,0.4,1.2,29.3,0.3,0.5,68.8,1.5,0.7,0.5,0.4,0.8,2008
Ketia Swanier,G,25,9.2,1.6,0.5,1.9,27.7,0.3,1.2,23.3,0.3,0.4,80.0,1.2,1.0,0.6,0.0,0.8,2008
Murriel Page,,27,9.0,1.6,0.6,1.8,32.7,0.1,0.3,25.0,0.3,0.4,66.7,1.3,0.5,0.2,0.0,0.4,2008
Jessica Moore,F,28,11.0,1.4,0.5,1.5,32.6,0.0,0.0,0.0,0.4,0.6,68.8,1.6,0.6,0.1,0.2,0.6,2008
Ashley Robinson,C,33,10.0,0.9,0.4,1.3,30.2,0.0,0.0,0.0,0.1,0.3,30.0,2.2,0.4,0.4,0.6,0.8,2008
